# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 17:18:31 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/wv328ehw.json
# init = 2 (Default)
# random
#   seed = 20849
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/asym_SBERT/reg-20250511121831_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.59876
# Diagonal elements of inverse mass matrix:
# 2.22458e-05, 2.38511e-05, 1.58272e-05
-36151.7,0.930802,0.59876,3,7,0,36152.6,0.00618127,-0.0275686,1.00474,-33897.9
-36154.1,0.794674,0.59876,2,3,0,36155.3,0.00107916,-0.0142027,1.0033,-33894.7
-36152.2,1,0.59876,2,3,0,36153.8,0.00158909,-0.0171893,1.00402,-33894.9
-36151.9,1,0.59876,2,3,0,36152.5,7.78489e-05,-0.0181854,1.0029,-33894.9
-36151.9,0.414283,0.59876,2,3,0,36158.5,7.78489e-05,-0.0181854,1.0029,-33894.9
-36152,0.942405,0.59876,2,7,0,36153.2,-1.6348e-05,-0.0184689,1.00726,-33895.1
-36151.7,0.937121,0.59876,2,3,0,36153.3,-0.00364426,-0.0199372,1.00588,-33894.9
-36150.5,0.984743,0.59876,2,3,0,36152.1,-0.000616208,-0.0233576,1.00613,-33895.7
-36150.6,0.998158,0.59876,3,7,0,36150.7,0.00209199,-0.0252428,1.0031,-33896.4
-36151.1,0.954277,0.59876,2,3,0,36151.3,0.00379524,-0.0221415,1.00697,-33896.2
-36154,0.77981,0.59876,2,3,0,36154.7,0.00891684,-0.0180945,1.00471,-33896.7
-36150.6,1,0.59876,2,3,0,36153.9,-0.00141071,-0.0243119,1.00634,-33895.9
-36150.5,0.877915,0.59876,3,7,0,36151.8,0.00305934,-0.0245644,1.0054,-33896.5
-36150.3,0.969426,0.59876,3,7,0,36150.9,0.00151715,-0.0245946,1.00454,-33896.2
-36151.6,0.674738,0.59876,2,3,0,36153.8,0.00141494,-0.0184945,1.00361,-33895
-36152,0.924844,0.59876,2,3,0,36153.1,0.00238123,-0.0215243,1.00913,-33896.3
-36150.5,0.956898,0.59876,1,3,0,36152.5,0.00126293,-0.025697,1.00617,-33896.5
-36150.7,0.980547,0.59876,2,7,0,36150.9,-0.00103803,-0.0256507,1.00659,-33896.3
-36151.3,0.76201,0.59876,1,3,0,36153.7,0.00620629,-0.0245513,1.00507,-33897.1
-36152.6,0.883293,0.59876,2,3,0,36153.2,0.00687456,-0.0281474,1.00744,-33898.6
-36153.9,0.956163,0.59876,3,7,0,36153.9,0.00929497,-0.0281078,1.0074,-33899.3
-36154.8,0.963661,0.59876,2,3,0,36155.7,0.0112691,-0.0284185,1.00423,-33899.8
-36150.6,0.997124,0.59876,3,7,0,36154.7,0.00291385,-0.0224074,1.00403,-33895.9
-36152.5,0.555111,0.59876,2,3,0,36156.2,-0.00387519,-0.0273716,1.00878,-33897.1
-36153.7,0.854949,0.59876,3,7,0,36156.5,-6.70021e-05,-0.0156185,1.00159,-33894.8
-36151.6,1,0.59876,2,3,0,36154.2,0.000234351,-0.0219227,1.00867,-33896
-36151,1,0.59876,2,3,0,36151.6,0.00127894,-0.0234258,1.0079,-33896.2
-36150.7,1,0.59876,2,3,0,36151.2,0.000461376,-0.02728,1.00329,-33896.8
-36151.3,0.957164,0.59876,2,3,0,36151.5,-0.000511981,-0.0193364,1.00581,-33895
-36152,0.880921,0.59876,3,7,0,36153.3,-0.00069375,-0.0256644,1.00007,-33896.6
-36150.5,0.983301,0.59876,2,3,0,36152.3,0.000124479,-0.0225891,1.0034,-33895.5
-36151.8,0.788515,0.59876,2,3,0,36153,0.00511831,-0.0293402,1.00516,-33898.3
-36153.1,0.921894,0.59876,2,3,0,36153.6,0.00379751,-0.0322958,1.00301,-33899.2
-36151.5,1,0.59876,2,3,0,36153.7,0.00156975,-0.0186547,1.00566,-33895.2
-36152.5,0.936622,0.59876,2,3,0,36152.8,0.00262735,-0.0169753,1.00324,-33895.1
-36151.4,0.982135,0.59876,2,3,0,36153.3,0.00468295,-0.020901,1.00608,-33896.1
-36151.5,0.6454,0.59876,2,3,0,36156.5,0.00351787,-0.0201608,1.00273,-33895.6
-36151.3,0.969862,0.59876,3,7,0,36152.8,0.00582415,-0.0261479,1.00472,-33897.4
-36151,0.999316,0.59876,3,7,0,36151.4,0.00470172,-0.02655,1.00399,-33897.3
-36151.1,0.996602,0.59876,2,3,0,36151.2,0.00495174,-0.0261043,1.00365,-33897.2
-36151.1,0.721345,0.59876,2,3,0,36154.4,-0.00354643,-0.0263649,1.0037,-33896.3
-36151.1,0.659343,0.59876,2,3,0,36155.8,-0.00354643,-0.0263649,1.0037,-33896.3
-36150.6,0.98713,0.59876,2,3,0,36151.4,-0.00242793,-0.0242343,1.0043,-33895.7
-36150.6,0.84524,0.59876,3,7,0,36152.6,0.00346969,-0.0246708,1.00374,-33896.5
-36151.1,0.863962,0.59876,2,3,0,36151.7,0.00400352,-0.0235683,1.00722,-33896.6
-36151.2,0.767511,0.59876,2,3,0,36154.2,0.00296533,-0.0289253,1.00388,-33897.7
-36153.5,0.769318,0.59876,2,3,0,36154.3,-0.00149805,-0.0208015,1.01088,-33896.2
-36154.6,0.941021,0.59876,2,3,0,36155.4,0.00563117,-0.0249008,0.997828,-33897.9
-36156.4,0.946676,0.59876,3,7,0,36156.5,0.00831181,-0.0244899,0.997252,-33898.7
-36152.4,0.994026,0.59876,2,3,0,36157.8,0.00521512,-0.030585,1.00443,-33898.8
-36151.7,0.977007,0.59876,2,3,0,36153.4,0.00305136,-0.0205019,1.00788,-33895.9
-36150.9,0.992326,0.59876,2,3,0,36152,0.00158778,-0.0204156,1.00442,-33895.3
-36151.5,0.921631,0.59876,2,3,0,36151.9,-0.000655334,-0.0195013,1.00681,-33895.1
-36152.2,0.66992,0.59876,2,3,0,36156.2,0.00598473,-0.026523,1.00799,-33897.9
-36151.3,1,0.59876,2,7,0,36152.7,0.00243545,-0.0279374,1.00213,-33897.4
-36150.9,0.969333,0.59876,3,7,0,36152.4,-0.000659155,-0.0206891,1.00551,-33895.2
-36150.7,1,0.59876,2,3,0,36151,0.000983205,-0.0209243,1.00515,-33895.4
-36150.4,0.958787,0.59876,3,7,0,36151.3,0.00131916,-0.0233848,1.00389,-33895.8
-36150.8,0.872724,0.59876,1,3,0,36151.6,0.00151613,-0.0273255,1.0063,-33897.1
-36152.1,0.864575,0.59876,3,7,0,36152.8,-0.00251243,-0.0180136,1.0041,-33894.6
-36153.9,0.822416,0.59876,3,7,0,36156,-0.00288936,-0.0335379,1.00638,-33899.1
-36152.8,1,0.59876,3,7,0,36153.9,-0.00347048,-0.0314793,1.00622,-33898.2
-36150.4,1,0.59876,2,3,0,36152.6,-0.000317745,-0.0256395,1.00368,-33896.2
-36150.4,0.727224,0.59876,2,3,0,36153.1,0.000822944,-0.02355,1.00358,-33895.8
-36151.3,0.880585,0.59876,3,7,0,36152,-0.00439804,-0.0239923,1.00571,-33895.7
-36151.4,0.842297,0.59876,3,7,0,36153.9,0.00628041,-0.025045,1.00469,-33897.2
-36151,0.972769,0.59876,2,3,0,36151.9,0.0044399,-0.0266306,1.00578,-33897.3
-36152.3,0.738676,0.59876,3,7,0,36154.2,-0.00332378,-0.0221855,1.00055,-33895.5
-36151.5,0.94086,0.59876,2,7,0,36153.8,0.00449331,-0.0226771,1.00186,-33896.3
-36151.1,1,0.59876,2,3,0,36152.1,0.00138561,-0.0252122,1.00803,-33896.7
-36150.9,0.980652,0.59876,3,7,0,36151.7,-0.00213837,-0.0225768,1.00281,-33895.4
-36150.8,0.877309,0.59876,2,7,0,36152.2,0.000618619,-0.0222734,1.00698,-33895.8
-36151,0.944295,0.59876,2,3,0,36151.7,0.00399929,-0.022398,1.00667,-33896.3
-36150.4,1,0.59876,2,3,0,36151.1,0.000705372,-0.0222718,1.00496,-33895.6
-36150.7,0.938033,0.59876,2,3,0,36150.9,0.000102599,-0.0222304,1.00276,-33895.5
