# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2024-09-28 20:52:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/qngzgopf.json
# init = 2 (Default)
# random
#   seed = 77413
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/Word2Vec/reg-20240928155233_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.587556
# Diagonal elements of inverse mass matrix:
# 2.57518e-05, 2.4648e-05, 1.60371e-05
-35859.1,1,0.587556,2,3,0,35859.8,-0.0155758,0.0491668,0.995477,-101799
-35858.2,0.861359,0.587556,2,3,0,35861.4,-0.015903,0.0500614,1.0025,-101798
-35858.6,0.941731,0.587556,3,7,0,35859.4,-0.011232,0.0483341,1.00046,-101799
-35857.7,0.913329,0.587556,3,7,0,35860,-0.0173899,0.0513386,0.998506,-101798
-35857.6,0.996119,0.587556,3,7,0,35857.9,-0.0141263,0.050196,0.999344,-101798
-35859.3,0.741745,0.587556,3,7,0,35860.8,-0.0142443,0.0478848,1.00367,-101800
-35857.8,1,0.587556,2,3,0,35859.4,-0.0184566,0.051609,0.999519,-101798
-35858,0.966619,0.587556,2,3,0,35858.3,-0.0126984,0.0539172,1.00179,-101798
-35857.8,0.994096,0.587556,2,3,0,35858.2,-0.0180227,0.0516878,0.998508,-101798
-35857.7,0.858523,0.587556,3,7,0,35859.6,-0.0128621,0.0526812,1.00084,-101798
-35857.8,0.857112,0.587556,3,7,0,35859.3,-0.0134075,0.0532716,0.997789,-101798
-35857.8,0.783232,0.587556,2,3,0,35859.9,-0.0134075,0.0532716,0.997789,-101798
-35858.2,0.973052,0.587556,2,3,0,35858.3,-0.0176089,0.0500353,1.00197,-101798
-35857.8,0.924107,0.587556,2,3,0,35859.2,-0.0176803,0.053602,0.99847,-101798
-35857.5,1,0.587556,2,3,0,35857.8,-0.0160809,0.0536855,0.999098,-101798
-35858.2,0.919251,0.587556,2,3,0,35858.3,-0.0142027,0.0507333,0.996795,-101798
-35858.9,0.950014,0.587556,2,3,0,35859.4,-0.010657,0.0493783,0.997367,-101799
-35857.8,0.820089,0.587556,2,7,0,35860.9,-0.0146732,0.0540791,1.00169,-101798
-35858.3,0.831991,0.587556,2,3,0,35859.4,-0.0121069,0.0543512,0.997418,-101799
-35858.4,0.958697,0.587556,3,7,0,35859.2,-0.0120017,0.0565417,0.999728,-101799
-35858,0.987723,0.587556,2,3,0,35858.8,-0.0131073,0.0524431,1.00206,-101798
-35859.2,0.822044,0.587556,2,3,0,35860.1,-0.0106392,0.0526598,1.00356,-101799
-35857.9,1,0.587556,2,3,0,35859.4,-0.0184724,0.0503235,0.999659,-101798
-35858.4,0.93948,0.587556,2,3,0,35858.9,-0.0112843,0.0557524,1.00084,-101799
-35857.8,0.996978,0.587556,2,3,0,35858.6,-0.0183085,0.0514848,0.999762,-101798
-35857.9,0.954614,0.587556,3,7,0,35858.4,-0.0124574,0.053522,0.998056,-101798
-35859.5,0.855397,0.587556,2,3,0,35859.9,-0.00910278,0.0503126,1.00252,-101800
-35858.7,0.948597,0.587556,2,3,0,35860.6,-0.010145,0.0495454,0.999326,-101799
-35858.5,0.944197,0.587556,2,3,0,35859.7,-0.010762,0.049789,1.00092,-101799
-35858.3,0.99917,0.587556,3,7,0,35859.1,-0.0203015,0.0514985,0.999673,-101799
-35858.3,0.991417,0.587556,3,7,0,35859,-0.0105119,0.051635,0.998786,-101799
-35858.3,0.998504,0.587556,2,3,0,35858.6,-0.0104405,0.0507279,0.999909,-101799
-35860,0.817386,0.587556,2,3,0,35861,-0.00953461,0.0462293,1.00029,-101800
-35859.4,0.988225,0.587556,3,7,0,35861.8,-0.016259,0.0451545,1.00045,-101800
-35857.9,0.894323,0.587556,2,3,0,35861.3,-0.0118111,0.0532964,0.999216,-101798
-35857.9,0.99247,0.587556,3,7,0,35858.2,-0.0190199,0.0519165,1.00035,-101798
-35859.3,0.78623,0.587556,2,3,0,35860,-0.0201613,0.0495407,0.996518,-101800
-35857.9,0.955919,0.587556,3,7,0,35859.8,-0.0184369,0.0529414,0.998273,-101798
-35858.1,0.971346,0.587556,2,7,0,35858.4,-0.0111748,0.052787,1.00082,-101798
-35858.4,0.791865,0.587556,2,7,0,35860.7,-0.0193475,0.0553213,1.00083,-101799
-35858,0.996273,0.587556,3,7,0,35858.8,-0.0128809,0.050961,0.997765,-101798
-35860.2,0.55748,0.587556,2,3,0,35863.3,-0.0163523,0.0480494,1.00507,-101800
-35861.9,0.897291,0.587556,2,3,0,35862.9,-0.0183725,0.0594168,0.993983,-101802
-35859,1,0.587556,2,3,0,35862.4,-0.0177794,0.0566215,1.00302,-101799
-35859.7,0.967719,0.587556,2,7,0,35859.9,-0.0115198,0.0466569,0.996859,-101800
-35858.3,0.940159,0.587556,3,7,0,35861.3,-0.0156623,0.0516508,1.00331,-101799
-35858.1,0.825721,0.587556,2,3,0,35860.5,-0.0138401,0.0496875,0.997471,-101798
-35858.3,0.978771,0.587556,3,7,0,35858.6,-0.0137966,0.0512676,0.996414,-101799
-35859.1,0.796967,0.587556,2,3,0,35861.2,-0.0151965,0.0472487,1.00298,-101799
-35858.3,1,0.587556,2,3,0,35859.6,-0.0180152,0.0498596,0.997435,-101799
-35859.4,0.92528,0.587556,2,3,0,35859.6,-0.0114984,0.0581131,1.00188,-101800
-35858.7,0.998174,0.587556,2,3,0,35860.3,-0.0170406,0.0572705,0.99739,-101799
-35859,0.983105,0.587556,3,7,0,35859.2,-0.0170887,0.0584173,0.997948,-101799
-35861,0.805419,0.587556,2,3,0,35862.5,-0.0175743,0.0428463,1.00066,-101801
-35859.1,0.97926,0.587556,2,3,0,35862.3,-0.0128341,0.0509826,1.0041,-101799
-35857.9,1,0.587556,2,3,0,35859.1,-0.0148766,0.0499455,0.997811,-101798
-35858.3,0.942056,0.587556,2,3,0,35858.6,-0.0167754,0.0549126,1.00261,-101799
-35861.3,0.721484,0.587556,2,3,0,35862,-0.0127905,0.0567245,1.00625,-101802
-35859.4,1,0.587556,2,3,0,35861.9,-0.0171542,0.0575815,1.00346,-101800
-35858.6,1,0.587556,2,3,0,35860.1,-0.0177696,0.054247,0.996161,-101799
-35858.1,0.856021,0.587556,3,7,0,35860.8,-0.0138937,0.0510677,1.00257,-101798
-35858.6,0.685435,0.587556,1,3,0,35861.7,-0.0176173,0.0550419,0.99654,-101799
-35858.7,0.955184,0.587556,3,7,0,35860,-0.010101,0.0546859,1.00107,-101799
-35857.7,0.962777,0.587556,2,3,0,35859.3,-0.0180082,0.0531446,0.999269,-101798
-35857.9,0.986374,0.587556,3,7,0,35858.1,-0.0138549,0.0555677,1.00065,-101798
-35858.1,0.789529,0.587556,2,3,0,35860.1,-0.0171025,0.0521519,0.996864,-101798
-35858.4,0.941801,0.587556,3,7,0,35859.2,-0.0177779,0.0534446,1.00294,-101799
-35858.1,0.886148,0.587556,2,3,0,35859.9,-0.0187596,0.0498037,0.998823,-101798
-35859.1,0.889849,0.587556,2,3,0,35859.6,-0.0120589,0.0571679,1.00252,-101799
-35857.9,1,0.587556,2,3,0,35859.4,-0.0159967,0.0561064,0.999219,-101798
-35858.7,0.935531,0.587556,2,3,0,35858.9,-0.0156839,0.0465785,0.999737,-101799
-35858,0.988821,0.587556,2,3,0,35859.3,-0.0122946,0.0496271,0.999554,-101798
