# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 22:59:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/ekwde417.json
# init = 2 (Default)
# random
#   seed = 57887
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/asym_GPT2/reg-20250511175913_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.602891
# Diagonal elements of inverse mass matrix:
# 2.3751e-05, 2.48095e-05, 1.58092e-05
-36426,1,0.602891,2,3,0,36427.1,-0.0124768,-0.0138848,1.00374,-34259.4
-36426.5,0.907912,0.602891,2,3,0,36427,-0.0155069,-0.0186397,1.0098,-34259.6
-36425.8,1,0.602891,2,3,0,36426.8,-0.0146737,-0.0208371,1.00703,-34259.5
-36428.2,0.79054,0.602891,2,3,0,36428.5,-0.0123038,-0.0114522,1.00097,-34260.2
-36428.9,0.980355,0.602891,2,3,0,36430.6,-0.0159957,-0.00771414,1.00343,-34260.2
-36425.4,0.962508,0.602891,2,3,0,36429.5,-0.0149914,-0.015303,1.00451,-34259.3
-36425.9,0.958763,0.602891,3,7,0,36426,-0.0138489,-0.0217394,1.00637,-34259.6
-36425.6,0.878875,0.602891,2,3,0,36427.5,-0.0176329,-0.0176538,1.00481,-34259.4
-36428,0.770336,0.602891,2,3,0,36428.3,-0.0115669,-0.0119457,1.0103,-34259.8
-36426.7,0.999412,0.602891,2,3,0,36428.3,-0.0164231,-0.0210786,1.00228,-34260
-36427.3,0.965739,0.602891,2,3,0,36427.5,-0.0143458,-0.0116945,1.00941,-34259.6
-36425.8,0.951569,0.602891,2,3,0,36428.2,-0.0176702,-0.0166184,1.0075,-34259.4
-36425.6,0.850731,0.602891,2,3,0,36427.6,-0.0172844,-0.0174404,1.00451,-34259.4
-36425.7,0.979249,0.602891,2,7,0,36425.9,-0.0151961,-0.0182385,1.00815,-34259.4
-36425.6,0.884864,0.602891,1,3,0,36426.9,-0.0160704,-0.0170079,1.00356,-34259.4
-36425.9,0.946763,0.602891,2,3,0,36426.4,-0.0163611,-0.020816,1.00419,-34259.7
-36425.7,0.899328,0.602891,3,7,0,36427,-0.012747,-0.0143292,1.00476,-34259.3
-36426.6,0.894936,0.602891,3,7,0,36427.2,-0.0160221,-0.0111962,1.00513,-34259.5
-36426,0.993065,0.602891,3,7,0,36427.2,-0.0112209,-0.0188427,1.00362,-34259.6
-36426.3,0.869633,0.602891,2,7,0,36427.6,-0.0101607,-0.0154629,1.00759,-34259.4
-36425.7,1,0.602891,3,7,0,36426.3,-0.0174816,-0.0180219,1.00722,-34259.4
-36425.9,0.987384,0.602891,2,3,0,36426.1,-0.0189131,-0.0166048,1.00579,-34259.5
-36426.6,0.746453,0.602891,2,3,0,36428.9,-0.0105412,-0.0129491,1.00694,-34259.5
-36429.9,0.716923,0.602891,2,3,0,36431.1,-0.0254829,-0.0145744,1.00728,-34260.8
-36429,0.999894,0.602891,3,7,0,36432.1,-0.00963789,-0.0230907,1.01067,-34260.5
-36429,0.960323,0.602891,3,7,0,36429.8,-0.00958604,-0.0220172,1.01125,-34260.5
-36428.8,1,0.602891,2,7,0,36429.5,-0.0170351,-0.0113897,1.00021,-34260.4
-36426.2,1,0.602891,2,3,0,36429.1,-0.0164312,-0.0169771,1.00225,-34259.7
-36427.1,0.956314,0.602891,2,3,0,36427.5,-0.0194936,-0.0191889,1.0022,-34260.1
-36427.4,0.933613,0.602891,3,7,0,36429.2,-0.0101785,-0.01472,1.01002,-34259.7
-36426,0.929501,0.602891,2,3,0,36428.8,-0.0140996,-0.0127955,1.00506,-34259.3
