# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 22:59:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/ekwde417.json
# init = 2 (Default)
# random
#   seed = 57887
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/asym_GPT2/reg-20250511175913_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.533256
# Diagonal elements of inverse mass matrix:
# 2.18712e-05, 2.35564e-05, 1.65565e-05
-36427.8,0.848586,0.533256,3,7,0,36428.2,-0.00735434,-0.0143732,1.00818,-34259.9
-36426.8,0.902112,0.533256,2,5,0,36429.7,-0.0193097,-0.0198125,1.00277,-34260
-36426,1,0.533256,2,3,0,36427.1,-0.0144997,-0.01714,1.00897,-34259.4
-36430.3,0.717069,0.533256,2,3,0,36431,-0.02454,-0.0110347,1.00418,-34260.9
-36428,0.997499,0.533256,2,7,0,36431.5,-0.0100316,-0.0227519,1.00955,-34260.2
-36428,0.857727,0.533256,1,1,0,36429.3,-0.0100316,-0.0227519,1.00955,-34260.2
-36425.7,1,0.533256,2,3,0,36428.3,-0.0144994,-0.0176658,1.00824,-34259.3
-36426.4,0.951236,0.533256,3,7,0,36426.8,-0.01688,-0.0132474,1.00827,-34259.5
-36425.4,1,0.533256,3,7,0,36426.4,-0.0144467,-0.0188045,1.00426,-34259.4
-36426.2,0.72638,0.533256,1,3,0,36428.6,-0.0131933,-0.0146345,1.00887,-34259.4
-36426.3,0.985343,0.533256,2,7,0,36427.3,-0.0167441,-0.0139569,1.00307,-34259.6
-36425.6,0.923196,0.533256,2,3,0,36427.5,-0.017939,-0.0169923,1.00639,-34259.4
-36426.6,0.775784,0.533256,2,3,0,36428.2,-0.0147067,-0.0207953,1.00203,-34259.9
