# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 04:25:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/afyz4ej_.json
# init = 2 (Default)
# random
#   seed = 54609
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-den_GPT2_j/hreg-20250420232559_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.475274
# Diagonal elements of inverse mass matrix:
# 2.39353e-05, 1.69844e-05, 0.000114122, 0.000120212, 0.000176525, 0.000117252, 0.000100634, 0.000147682, 0.000107788, 0.000171712, 0.00012058, 0.000286523, 0.113377
-35935.3,0.879277,0.475274,3,7,0,35942.9,-0.0054925,0.996852,0.0695327,0.114178,0.0452195,0.0801598,0.00825989,0.0323573,0.0878755,0.0261281,0.0148594,0.0919306,0.0471424,-33945.3
-35934,0.814005,0.475274,3,7,0,35941.2,-0.00978283,0.999287,0.0547154,0.119692,0.040848,0.0762356,0.0219434,0.0299831,0.0940272,0.0350402,0.00609182,0.0502794,0.0434254,-33945.2
-35934.5,0.745557,0.475274,3,7,0,35942.2,-0.00772719,0.998685,0.0892426,0.10313,0.0534292,0.0756308,0.00736984,0.0125071,0.0944777,0.0306953,0.0299432,0.0564837,0.0282766,-33948.2
-35933.8,0.951778,0.475274,3,7,0,35937.9,-0.0111681,0.998565,0.0674186,0.109168,0.0577801,0.0744665,0.0275897,0.024085,0.0815665,0.0205322,0.0218346,0.041741,0.0457362,-33942.8
-35939.8,0.851915,0.475274,3,7,0,35943.7,-0.00463299,0.997462,0.0756311,0.118163,0.0189715,0.0760723,0.0103085,0.0152948,0.0789123,0.0424909,0.0218591,0.0592439,0.0241635,-33944.5
-35939,0.964165,0.475274,3,7,0,35946,-0.00717395,1.00376,0.0770485,0.117815,0.0226547,0.0845669,0.00411191,0.02627,0.0711389,0.037362,0.0218829,0.0569448,0.0386947,-33947
-35939.5,0.949731,0.475274,3,7,0,35948.4,-0.00847428,0.997389,0.0654484,0.139165,0.0677276,0.0790883,0.00565539,0.0155395,0.0771354,0.0644771,0.00249804,0.0574382,0.0374697,-33957.5
-35938.5,0.877654,0.475274,3,7,0,35953,-0.00653993,0.998697,0.0939179,0.109178,0.0463786,0.0710331,0.0171531,0.0317141,0.0836378,0.0027531,-0.00691151,0.0392729,0.0641492,-33945
-35937.2,0.975678,0.475274,3,7,0,35945.6,-0.00403086,1.00104,0.0626857,0.120635,0.0666863,0.0848163,0.01509,0.0273425,0.0960013,0.063994,0.0312807,0.0684423,0.0337977,-33956.8
-35934,0.924933,0.475274,3,7,0,35942,-0.00775768,0.997161,0.0899464,0.100881,0.0395105,0.0677047,0.0175723,0.0184949,0.0865761,0.0267987,0.00417221,0.0448205,0.0372918,-33940.3
-35934.2,0.964381,0.475274,3,7,0,35937.4,-0.00734127,0.999683,0.0631519,0.130216,0.0731743,0.0808363,0.0143611,0.0308317,0.0963003,0.0360981,0.0215075,0.075929,0.0335024,-33957.7
-35937.7,0.725419,0.475274,3,7,0,35944.8,-0.00491551,0.995782,0.07516,0.121575,0.0540258,0.0914007,0.0327412,0.0284119,0.0922697,0.0536886,0.00104878,0.0393993,0.0326529,-33953.7
-35937.5,1,0.475274,3,7,0,35941.7,-0.00937955,0.993726,0.0792782,0.110372,0.0647415,0.0634046,0.00383398,0.0262943,0.0918241,0.014948,0.0289007,0.0538159,0.0610756,-33948
-35940.9,0.795281,0.475274,3,7,0,35948.7,0.0010952,1.00374,0.0799046,0.114411,0.0729499,0.087803,0.0109318,0.0144337,0.0860655,0.00772693,0.018118,0.0334094,0.0745146,-33953.2
-35937.4,0.99619,0.475274,3,7,0,35948.5,-0.0160681,0.993576,0.0827424,0.113932,0.0599955,0.0701554,0.0145839,0.0389994,0.102822,0.0426598,0.00321339,0.0695822,0.0393561,-33953.2
-35940.5,0.925492,0.475274,3,7,0,35947.6,0.00218166,1.00459,0.0950457,0.122635,0.048599,0.0612514,0.00754112,0.0336241,0.0961707,0.0481202,0.017397,0.0579709,0.0466252,-33958.4
-35935.7,1,0.475274,3,7,0,35944.4,-0.0109671,0.995321,0.0708004,0.133547,0.0536779,0.0907611,0.033246,0.0276915,0.0928182,0.0380342,0.00670488,0.0597888,0.0334323,-33957.5
-35936.7,0.970405,0.475274,3,7,0,35940.3,-0.00231302,1.00265,0.0825037,0.0942916,0.0618005,0.0612588,0.00189885,0.0250575,0.0891886,0.0284778,0.0228411,0.0515708,0.0294869,-33942.6
-35937.5,0.871213,0.475274,3,7,0,35945.2,-0.0103855,0.995341,0.0897606,0.109677,0.0418775,0.0754198,0.0294686,0.000986884,0.0959515,0.0398158,0.00691864,0.0434547,0.0551092,-33947.6
-35936.6,0.981416,0.475274,3,7,0,35944.3,-0.0045236,1.00038,0.0578783,0.12344,0.0537423,0.0624558,0.00724258,0.0478955,0.088712,0.0199156,0.00662679,0.0427705,0.0382258,-33947.1
-35936.8,0.979485,0.475274,3,7,0,35941.1,-0.000687862,1.00013,0.0643227,0.122696,0.0482983,0.0611145,0.0141937,0.0473357,0.0905592,0.0264035,0.00892229,0.0369748,0.0376241,-33947.7
-35933.7,0.94897,0.475274,3,7,0,35940.2,-0.00161421,0.997689,0.0687761,0.119719,0.0641721,0.0695511,0.0113882,0.031962,0.0934662,0.041661,0.00201776,0.0505018,0.0298267,-33949.4
-35937.4,0.720277,0.475274,3,7,0,35941.8,-0.0134276,0.995201,0.0862647,0.127207,0.0518315,0.0920482,0.017213,0.0168693,0.0981166,0.0186825,0.0198215,0.0743099,0.0737374,-33959.2
-35939.6,0.971365,0.475274,3,7,0,35944.3,-0.00219224,1.00167,0.0830325,0.120668,0.048338,0.101754,0.00120961,0.00523429,0.107181,0.0222417,0.00879021,0.0446143,0.0385385,-33959.2
-35939.8,0.945935,0.475274,3,7,0,35944.1,-0.0127241,0.995288,0.0704034,0.116116,0.0678959,0.0501247,0.0306431,0.0361187,0.0873912,0.0403262,0.0189729,0.0695893,0.0627142,-33947.3
-35938.5,0.965585,0.475274,3,7,0,35948.3,-0.00196475,0.997089,0.0832515,0.115675,0.050038,0.0998024,0.00419375,0.0175936,0.101133,0.0280923,0.0108092,0.0219348,0.0419654,-33955.1
-35936.7,1,0.475274,3,7,0,35942.8,-0.0101453,1.00087,0.0749681,0.132915,0.0500464,0.0593978,0.0303883,0.0234388,0.0935199,0.0310221,0.00941657,0.0910071,0.0507644,-33953.3
-35937.2,0.802188,0.475274,3,7,0,35942.9,-0.00488729,0.999935,0.0886556,0.119313,0.05758,0.0915917,0.00134945,0.0203138,0.0860667,0.0307695,0.0123012,0.00825712,0.0552664,-33954.6
-35934.9,0.96267,0.475274,3,7,0,35941.5,-0.00802618,0.996088,0.0670349,0.117355,0.0571132,0.0652859,0.0236977,0.0244571,0.10024,0.030132,0.0113663,0.0896513,0.0458332,-33947.3
-35937.9,0.87657,0.475274,3,7,0,35943.2,-0.0092748,1.00218,0.0682303,0.123703,0.0811111,0.0865703,0.00905738,0.0174743,0.0699304,0.022651,0.0141502,0.0589515,0.0636759,-33952.2
-35936.6,1,0.475274,3,7,0,35942.6,-0.00565655,0.995606,0.085037,0.10032,0.0315736,0.0762329,0.0262813,0.0325529,0.0979308,0.0422302,0.00714061,0.0602944,0.0262095,-33943.5
-35936.2,0.977024,0.475274,3,7,0,35943.2,-0.00971046,1.00169,0.0749484,0.130413,0.088368,0.077253,0.00824313,0.0214247,0.0921746,0.0319887,0.0286318,0.0634545,0.0476947,-33962.1
-35934.4,0.959655,0.475274,3,7,0,35941,-0.00237452,0.995917,0.0657139,0.10958,0.0491489,0.0885171,0.0141771,0.0280365,0.0920818,0.0149489,0.00596106,0.050241,0.0380648,-33944.1
-35934,0.988909,0.475274,3,7,0,35936.8,-0.0145549,1.00176,0.0791074,0.114963,0.0596838,0.0726541,0.0148766,0.0247165,0.0928848,0.0512962,0.0241322,0.0618885,0.0336946,-33952.9
-35935.1,0.861659,0.475274,3,7,0,35940.1,-0.00141519,0.996142,0.0860758,0.119289,0.0343618,0.0779558,0.0207765,0.03167,0.086153,0.0227735,0.0153256,0.0521407,0.0488239,-33948.9
