# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 02:08:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/kqyl8yqj.json
# init = 2 (Default)
# random
#   seed = 13754
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-den_GPT2_j/hreg-20250420210817_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.543596
# Diagonal elements of inverse mass matrix:
# 2.34981e-05, 1.67167e-05, 0.000120735, 0.000129365, 0.0001488, 0.000117762, 0.000109719, 0.000148133, 0.000116752, 0.000161408, 0.000123849, 0.000267382, 0.0969783
-35937,0.857332,0.543596,3,7,0,35940.8,-0.0112037,1.00096,0.0666889,0.145114,0.0661138,0.0749069,0.00949047,0.0323931,0.0995009,0.0218967,0.00735679,0.0379179,0.0559628,-33963
-35937.9,0.897412,0.543596,3,7,0,35944.4,-0.00684953,0.995357,0.0539241,0.122432,0.0758725,0.0724802,0.0236996,0.0404861,0.097653,0.0347394,0.00356001,0.0750595,0.0580191,-33951.1
-35934.1,0.963785,0.543596,3,7,0,35942.2,-0.0117196,1.0001,0.0718412,0.114604,0.05477,0.0858202,0.0155057,0.00929599,0.0921262,0.0149014,0.00284963,0.0455161,0.0336004,-33947.3
-35933.8,0.935136,0.543596,3,7,0,35938.1,-0.00462011,0.999674,0.0802499,0.0934098,0.0596056,0.0682929,0.0130365,0.0391381,0.085623,0.0377538,0.0167088,0.0520167,0.0367268,-33940.9
-35933,0.90564,0.543596,3,7,0,35939.4,-0.00903077,0.998217,0.0745144,0.13537,0.045413,0.0744515,0.0215955,0.0273893,0.0959317,0.0361055,0.0239869,0.0523709,0.0382692,-33957.3
-35936.5,0.624561,0.543596,3,7,0,35944.5,-0.00493845,0.998076,0.0743236,0.109095,0.0863752,0.0872187,0.0265316,0.0205945,0.0755894,0.0310834,0.0151665,0.0673426,0.0518456,-33948.6
-35936.5,0.866467,0.543596,3,7,0,35946.3,-0.0102774,0.999813,0.0585137,0.113916,0.0471833,0.0674484,0.0183101,0.035387,0.0953758,0.0530028,0.0256489,0.049102,0.0227812,-33946.9
-35935.5,0.996885,0.543596,3,7,0,35940.9,-0.00364846,0.997133,0.0967078,0.115509,0.0701453,0.0768937,0.0216366,0.0129345,0.0830528,0.025192,0.0198373,0.0746878,0.0492794,-33953.1
-35935.4,0.84695,0.543596,3,7,0,35943.7,-0.000250418,0.998367,0.0567586,0.114204,0.0485182,0.0748777,0.011895,0.0306975,0.092148,0.040456,6.97957e-05,0.0520511,0.0307106,-33943.6
-35936.1,0.749942,0.543596,3,7,0,35942.1,-0.0104381,0.998687,0.0939669,0.126198,0.0660808,0.0795065,0.0159946,0.0195212,0.0960363,0.0180496,0.0205139,0.0352665,0.0798091,-33959.8
-35936.2,0.966843,0.543596,3,7,0,35943.4,-0.00810555,0.999235,0.0672987,0.120139,0.040931,0.0605121,0.0166342,0.0402719,0.092069,0.0292143,0.0284172,0.0303471,0.0493267,-33947.6
-35937.5,0.858512,0.543596,3,7,0,35943.3,-0.0050359,0.99856,0.076947,0.113428,0.0887837,0.0887804,0.0212705,0.0118888,0.0947284,0.0282253,-0.0114227,0.0601709,0.0402292,-33953.2
-35934,0.962367,0.543596,3,7,0,35940.9,-0.0103145,0.997695,0.0680117,0.123677,0.060938,0.0729548,0.00625873,0.0207866,0.0969588,0.0245916,0.0105791,0.0790608,0.0681212,-33951
-35932.2,0.886551,0.543596,3,7,0,35937.8,-0.00452247,1.00048,0.0870107,0.106055,0.0678171,0.0793486,0.021573,0.024122,0.0899663,0.0347142,0.01236,0.0476273,0.0398913,-33949
-35933.1,0.735615,0.543596,3,7,0,35939.9,-0.00787351,0.997576,0.0615436,0.130432,0.0498266,0.0779534,0.0138166,0.0315936,0.101499,0.0244911,0.0140403,0.0564235,0.0432511,-33953.7
-35932.8,0.958437,0.543596,3,7,0,35936.3,-0.00568451,1.00037,0.0872809,0.106729,0.0706885,0.0708289,0.01005,0.0171711,0.0942154,0.0355303,0.00803955,0.0457705,0.0446677,-33948.9
-35933.3,0.847611,0.543596,3,7,0,35937.7,-0.0104483,0.996453,0.0654387,0.118557,0.05001,0.0816913,0.0229069,0.0224557,0.0758287,0.0289375,0.00447242,0.0558438,0.0375221,-33943.6
-35935.2,0.919087,0.543596,3,7,0,35937.6,-0.0098581,1.00361,0.0795805,0.111632,0.0470799,0.0730174,0.0283381,0.0374948,0.0753384,0.0330754,0.00155408,0.0488947,0.0320067,-33944.6
-35934.1,0.908507,0.543596,3,7,0,35940.9,-0.00572064,0.995679,0.0743626,0.134364,0.064516,0.0794155,0.0161447,0.0114615,0.0925967,0.044143,0.0188429,0.0704577,0.0472927,-33958.3
-35936.4,0.836019,0.543596,3,7,0,35941,-0.0122593,0.997348,0.0808441,0.094855,0.0517542,0.076129,0.0198258,0.0437879,0.0889332,0.025718,0.011975,0.0378892,0.0265757,-33941.7
-35936.7,1,0.543596,3,7,0,35942.2,-0.0038265,1.00095,0.0663702,0.129494,0.0656563,0.0719863,-0.00224033,0.011819,0.1009,0.0277299,0.0224045,0.074002,0.0609027,-33956.6
-35935.8,0.866137,0.543596,3,7,0,35947.9,-0.00897112,0.999656,0.0826096,0.101577,0.0544434,0.0762781,0.0335552,0.0339746,0.0786224,0.0353999,0.0045331,0.0623908,0.0570412,-33942.2
-35933.8,1,0.543596,3,7,0,35939,-0.00681915,0.998454,0.0720017,0.123853,0.0643726,0.0898396,0.00744054,0.0194106,0.0937388,0.0378497,0.0157678,0.0490888,0.0277284,-33955.1
-35937.5,0.808847,0.543596,3,7,0,35939.3,-0.00821834,0.998932,0.0885315,0.0992845,0.065265,0.0683447,0.0162409,0.0365517,0.077038,0.0272515,0.0264608,0.0542952,0.0674544,-33944.3
-35935.5,0.801134,0.543596,2,7,0,35947,-0.00910333,1,0.0934428,0.110844,0.0508341,0.0695147,0.0215321,0.0327322,0.069636,0.0178295,0.015572,0.0519086,0.0436854,-33945.4
-35935.3,0.855961,0.543596,3,7,0,35941.5,-0.0046617,0.994023,0.0768716,0.112853,0.0743335,0.0676251,0.0129414,0.0207372,0.0930222,0.0130667,0.0197226,0.0674521,0.0410064,-33948.7
-35934.3,0.940552,0.543596,3,7,0,35941.3,-0.00775127,0.998008,0.0857077,0.12173,0.0407028,0.0863801,0.0209012,0.0254347,0.0807994,0.0501041,0.00825533,0.0416587,0.0425173,-33951.4
-35934.6,0.95497,0.543596,3,7,0,35937,-0.00794418,1.00276,0.0682039,0.11065,0.0738724,0.0698438,0.012034,0.0272326,0.103785,0.0152455,0.018983,0.0594244,0.04196,-33950.5
-35935.1,0.959214,0.543596,3,7,0,35938.9,-0.00520928,0.994513,0.06823,0.110261,0.0654168,0.0747411,0.0140881,0.0229301,0.0737119,0.0294357,0.0127154,0.072087,0.0486147,-33941.8
-35935.9,0.943044,0.543596,3,7,0,35941.3,-0.00558274,0.996732,0.0906118,0.125801,0.0517512,0.0780475,0.0177734,0.0259124,0.105556,0.04197,0.0155578,0.0226538,0.054253,-33959.3
