# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 22:52:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/1nwh4udw.json
# init = 2 (Default)
# random
#   seed = 7179
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/den_BOW/reg-20250511175216_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.583301
# Diagonal elements of inverse mass matrix:
# 2.37167e-05, 2.48011e-05, 1.71423e-05
-35723.9,0.896167,0.583301,2,3,0,35724,-0.0184552,0.0913375,0.999636,-33805.3
-35723.7,0.93617,0.583301,3,7,0,35725.3,-0.0148079,0.0867297,0.993818,-33804.8
-35723.1,0.764333,0.583301,3,7,0,35726.5,-0.0218018,0.0876968,0.996721,-33805.4
-35725,0.823383,0.583301,2,3,0,35725.4,-0.0176349,0.0790295,0.997609,-33803.4
-35725.1,0.900162,0.583301,2,3,0,35727,-0.0183841,0.0948291,0.994784,-33807.3
-35723.4,0.969621,0.583301,2,3,0,35726.2,-0.0218019,0.089141,0.995474,-33806
-35723.1,0.989026,0.583301,2,3,0,35723.7,-0.0185574,0.090508,0.996699,-33805.5
-35723.9,0.909948,0.583301,2,3,0,35724.2,-0.0134275,0.0889511,0.99872,-33804.2
-35725,0.905874,0.583301,2,3,0,35725.5,-0.0150233,0.0894606,1.00183,-33804.4
-35723.2,0.973459,0.583301,2,3,0,35725.5,-0.0141389,0.0869831,0.997294,-33804
-35723.4,0.96017,0.583301,3,7,0,35724.1,-0.0223128,0.0874843,0.995272,-33805.8
-35724.5,0.881031,0.583301,2,3,0,35725.1,-0.0124181,0.0842485,0.999157,-33803.2
-35725,0.965142,0.583301,3,7,0,35726.5,-0.0138452,0.0930766,0.999179,-33805.5
-35724.1,0.953399,0.583301,3,7,0,35727.1,-0.0164047,0.0829852,0.993675,-33804.4
-35725.9,0.794658,0.583301,2,3,0,35727.5,-0.0134876,0.0882431,0.991056,-33806.1
-35724.1,1,0.583301,2,3,0,35726.3,-0.0176847,0.0824073,0.999942,-33803.4
-35724.1,1,0.583301,3,7,0,35725.2,-0.0144959,0.0897624,0.993782,-33805.5
-35723.7,1,0.583301,3,7,0,35725,-0.0220292,0.0839816,0.998697,-33804.5
-35723.7,0.983077,0.583301,2,3,0,35724.6,-0.0183392,0.0820598,0.995134,-33804.1
-35724.4,0.900058,0.583301,2,3,0,35725.5,-0.0143846,0.0916277,0.999471,-33805
-35723.2,1,0.583301,3,7,0,35724.4,-0.0195209,0.0834499,0.996604,-33804.2
-35724.7,0.824588,0.583301,2,3,0,35725.3,-0.0153884,0.0883917,1.00173,-33804.2
-35723,1,0.583301,2,3,0,35724.5,-0.020349,0.0879249,0.995265,-33805.4
-35723.7,0.912385,0.583301,2,7,0,35723.9,-0.0157329,0.0870351,1.00032,-33803.9
-35724.7,0.650749,0.583301,2,3,0,35728.7,-0.0174556,0.0801617,0.994891,-33803.9
-35723.6,0.95939,0.583301,2,3,0,35725.8,-0.0144402,0.0840998,0.997966,-33803.4
-35727.3,0.727879,0.583301,3,7,0,35727.6,-0.0232645,0.0952849,1.00117,-33807.8
-35722.9,1,0.583301,2,3,0,35726.7,-0.017139,0.0885187,0.995494,-33805
-35723.5,0.875037,0.583301,2,3,0,35724,-0.0191187,0.0888658,0.993607,-33805.9
-35724,0.958612,0.583301,2,3,0,35724.4,-0.0203469,0.0841781,1.0004,-33804.1
-35723.3,1,0.583301,3,7,0,35724.3,-0.0161354,0.090169,0.995244,-33805.3
-35723.2,0.84002,0.583301,2,7,0,35725.3,-0.018507,0.0829675,0.996836,-33803.9
-35722.7,1,0.583301,2,3,0,35723.3,-0.0196154,0.0858584,0.996568,-33804.6
-35723.6,0.84395,0.583301,2,3,0,35724.4,-0.0219232,0.0901042,0.998101,-33805.8
-35726.3,0.653361,0.583301,2,3,0,35727.1,-0.0163892,0.0920268,0.990803,-33807.6
-35724.8,1,0.583301,2,3,0,35727.7,-0.0215724,0.0936172,0.99866,-33806.8
-35725.1,0.967018,0.583301,3,7,0,35726.6,-0.0247144,0.0905023,0.999505,-33806.6
-35724.3,0.98454,0.583301,3,7,0,35726.8,-0.0132812,0.0894689,0.993986,-33805.3
-35725,0.951814,0.583301,2,3,0,35725.4,-0.0150473,0.0909345,0.992374,-33806.4
-35723.5,1,0.583301,2,3,0,35725.2,-0.0157592,0.0896187,0.999193,-33804.5
-35724.1,0.934575,0.583301,2,3,0,35725,-0.0244845,0.0880919,0.997633,-33806
-35725.5,0.832288,0.583301,2,3,0,35726.7,-0.0263399,0.0907321,0.997066,-33807.4
-35725.4,0.997806,0.583301,3,7,0,35726,-0.0101288,0.0836476,0.997324,-33803.4
-35725.3,0.996603,0.583301,3,7,0,35726.6,-0.0126617,0.0807389,0.995538,-33803.4
-35723.2,0.930987,0.583301,2,3,0,35726.8,-0.0147001,0.0881792,0.995645,-33804.6
-35724.7,0.824599,0.583301,3,7,0,35725.5,-0.0121519,0.0881973,0.993761,-33805
-35724.5,1,0.583301,3,7,0,35724.9,-0.0123657,0.0873546,0.993874,-33804.8
-35724.4,0.881398,0.583301,3,7,0,35727.2,-0.0136553,0.0818488,0.996841,-33803.3
-35723.3,0.985317,0.583301,3,7,0,35724.9,-0.0168892,0.0832692,0.995709,-33803.9
-35723.2,0.916317,0.583301,3,7,0,35724.8,-0.0196023,0.0904451,0.998039,-33805.4
-35722.8,0.988584,0.583301,3,7,0,35723.6,-0.0175416,0.0867244,0.995283,-33804.7
-35725.4,0.79132,0.583301,2,7,0,35725.5,-0.015752,0.0946685,0.999454,-33806.2
-35724,0.936556,0.583301,2,3,0,35727,-0.0184353,0.0860316,1.00113,-33804
-35723.2,0.997358,0.583301,2,7,0,35724.3,-0.0166439,0.0906047,0.996193,-33805.3
-35722.7,0.951409,0.583301,2,3,0,35723.8,-0.0173909,0.0863424,0.997458,-33804.1
-35723.7,0.815656,0.583301,2,3,0,35724.4,-0.0166039,0.0906595,0.999489,-33804.9
-35723.7,0.924995,0.583301,3,7,0,35725.7,-0.0198173,0.0838149,0.993874,-33805
-35723.9,0.984453,0.583301,2,3,0,35724.2,-0.0205999,0.0853637,0.993136,-33805.6
-35723,1,0.583301,2,7,0,35724.1,-0.0161496,0.084665,0.997624,-33803.7
-35724.3,0.878057,0.583301,2,3,0,35724.6,-0.0205696,0.0901523,0.992934,-33806.8
-35723.9,0.987402,0.583301,2,3,0,35725.3,-0.0240356,0.0882849,0.997449,-33806
-35724.1,0.982297,0.583301,3,7,0,35724.7,-0.0137308,0.0882992,0.999859,-33804
-35723.8,1,0.583301,3,7,0,35724.5,-0.0194549,0.0881427,1.00069,-33804.6
-35723.2,0.986151,0.583301,2,7,0,35724.2,-0.0142722,0.0861219,0.9966,-33803.9
-35722.7,1,0.583301,2,3,0,35723.3,-0.0193959,0.0867076,0.995966,-33804.8
-35723.2,0.964374,0.583301,3,7,0,35723.2,-0.0187967,0.0835375,0.995788,-33804.2
-35722.9,0.954425,0.583301,3,7,0,35723.8,-0.0181133,0.0877343,0.998544,-33804.4
-35722.9,0.770345,0.583301,2,3,0,35725.1,-0.0181133,0.0877343,0.998544,-33804.4
-35723,0.903798,0.583301,2,3,0,35723.8,-0.0157662,0.087142,0.995207,-33804.6
-35723.3,0.873755,0.583301,2,3,0,35724,-0.0148827,0.0866199,0.998849,-33803.8
-35723,1,0.583301,3,7,0,35723.5,-0.0148825,0.0875019,0.996955,-33804.2
-35725.1,0.808201,0.583301,3,7,0,35725.2,-0.0233395,0.0843982,1.00105,-33804.8
-35726.6,0.891011,0.583301,3,7,0,35727.9,-0.0132055,0.0892958,0.990594,-33806.6
-35726.2,0.99527,0.583301,2,7,0,35727.1,-0.0201691,0.0847729,1.00355,-33804.3
-35726.4,0.967472,0.583301,2,7,0,35728.4,-0.0202264,0.093015,0.991192,-33808.3
-35727.8,0.896228,0.583301,2,3,0,35728.6,-0.0173177,0.0801411,1.00374,-33803.4
-35723.5,0.699184,0.583301,2,3,0,35730.7,-0.0199081,0.0837012,0.994708,-33804.7
-35723,1,0.583301,1,1,0,35723.4,-0.0193656,0.0845446,0.995519,-33804.5
-35723.6,0.950362,0.583301,2,3,0,35723.8,-0.0211272,0.0854811,0.993953,-33805.5
