# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 22:52:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/1nwh4udw.json
# init = 2 (Default)
# random
#   seed = 7179
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/den_BOW/reg-20250511175216_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.621055
# Diagonal elements of inverse mass matrix:
# 2.31097e-05, 2.19349e-05, 1.6116e-05
-35723.6,0.99924,0.621055,3,7,0,35724,-0.0196938,0.0869552,0.993345,-33805.7
-35724.1,0.949552,0.621055,2,3,0,35724.8,-0.0121608,0.0886782,0.997858,-33804.2
-35724.5,0.984233,0.621055,3,7,0,35724.9,-0.0125617,0.0906026,0.998818,-33804.7
-35723.1,1,0.621055,2,3,0,35724.6,-0.0202751,0.0890907,0.995136,-33805.7
-35723,0.879971,0.621055,2,3,0,35724.5,-0.019923,0.0849693,0.997955,-33804.3
-35723.4,0.962489,0.621055,3,7,0,35723.5,-0.0222217,0.0866043,0.998319,-33805
-35723.1,0.998346,0.621055,2,3,0,35723.7,-0.0204645,0.0857204,0.994942,-33805.1
-35723.9,0.727611,0.621055,2,7,0,35725.9,-0.0158484,0.0843544,1.00014,-33803.4
-35724.3,0.912227,0.621055,2,3,0,35725.7,-0.0195297,0.080824,0.998349,-33803.7
-35725.4,0.912364,0.621055,3,7,0,35725.8,-0.0169842,0.0931724,0.992439,-33807.3
-35723.6,1,0.621055,2,3,0,35725.3,-0.0167415,0.0898088,0.993864,-33805.7
-35724.4,0.953533,0.621055,2,3,0,35725,-0.0169317,0.0924678,0.999824,-33805.5
-35723.7,0.764067,0.621055,3,7,0,35727.1,-0.0188069,0.0822622,0.998541,-33803.6
-35724.3,0.967516,0.621055,2,3,0,35724.3,-0.0187235,0.0812235,0.999185,-33803.5
-35723,0.993622,0.621055,3,7,0,35724.5,-0.0197999,0.0887041,0.998326,-33804.9
-35723,0.523526,0.621055,1,3,0,35726.1,-0.0197999,0.0887041,0.998326,-33804.9
-35724.1,0.867796,0.621055,2,3,0,35724.3,-0.021604,0.0901669,0.99373,-33806.7
-35723.5,0.958042,0.621055,3,7,0,35725.7,-0.0153305,0.0834653,0.997807,-33803.4
-35725,0.615027,0.621055,2,3,0,35728.7,-0.0135815,0.0936023,0.996104,-33806.1
-35724.1,0.958655,0.621055,2,3,0,35726.2,-0.0220286,0.0845639,0.993705,-33805.6
-35723.8,0.87742,0.621055,2,3,0,35726,-0.021979,0.0864609,0.999793,-33804.8
-35724.1,0.944186,0.621055,2,3,0,35724.9,-0.0120157,0.0882654,0.996167,-33804.4
-35725.5,0.916436,0.621055,2,3,0,35725.7,-0.0269319,0.0854422,0.99712,-33806.4
-35723.5,1,0.621055,2,3,0,35725.5,-0.022708,0.085996,0.995333,-33805.6
-35724.7,0.862016,0.621055,3,7,0,35725.4,-0.0201075,0.0827546,1.00108,-33803.8
-35725.5,0.918628,0.621055,2,3,0,35726.4,-0.0188758,0.0866096,0.990594,-33806.6
-35727.9,0.901093,0.621055,3,7,0,35729.9,-0.0243567,0.0772307,0.999172,-33804.7
-35726.8,0.874782,0.621055,2,7,0,35731.9,-0.0108707,0.0854012,1.00221,-33803.5
-35723.7,0.993056,0.621055,2,7,0,35726.5,-0.0218312,0.0879146,0.993977,-33806.1
-35724.4,0.878206,0.621055,2,3,0,35725.8,-0.0233744,0.0824988,0.996224,-33805
-35723.7,0.99006,0.621055,2,3,0,35725,-0.0202802,0.0831833,0.999041,-33804
-35723.9,0.992502,0.621055,2,3,0,35724.1,-0.0203177,0.0818931,0.998309,-33803.9
-35723,0.835749,0.621055,2,3,0,35726.1,-0.0205943,0.0873051,0.995223,-33805.3
-35722.9,0.994692,0.621055,3,7,0,35723.4,-0.0158936,0.0865634,0.99801,-33803.9
-35726.9,0.619619,0.621055,2,3,0,35727.4,-0.0209731,0.0966826,0.99981,-33807.8
-35722.8,1,0.621055,2,3,0,35726.6,-0.0174467,0.0876555,0.998092,-33804.3
-35722.9,0.986423,0.621055,2,3,0,35723,-0.0181215,0.0873303,0.994821,-33805
