# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:18:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/lhk17a04.json
# init = 2 (Default)
# random
#   seed = 64575
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/asym_SciBERT.nonsems/multireg-20250511181822_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.513318
# Diagonal elements of inverse mass matrix:
# 2.25734e-05, 2.43496e-05, 2.35021e-05, 2.35313e-05, 1.67244e-05
-33809.7,0.989614,0.513318,3,7,0,33810.7,-0.0101362,-0.0307905,0.167788,0.137523,0.977336,-0.0225943,0.16646,0.139423,-32824.5
-33809.4,0.956611,0.513318,3,7,0,33811.8,-0.00825218,-0.03666,0.156633,0.135798,0.978359,-0.0285295,0.154145,0.137674,-32824.6
-33815.5,0.542574,0.513318,2,3,0,33818.2,-0.00395284,-0.0337823,0.173704,0.136726,0.981072,-0.0256675,0.173279,0.138615,-32823.7
-33809.7,1,0.513318,2,3,0,33815.7,-0.0125261,-0.0327353,0.158449,0.137911,0.974094,-0.0244722,0.155841,0.139816,-32826.6
-33809.4,0.887466,0.513318,3,7,0,33812.5,-0.0143484,-0.0295053,0.163007,0.133781,0.978128,-0.0215308,0.161687,0.135629,-32824.9
-33811.2,0.855813,0.513318,2,3,0,33812.1,-0.0143244,-0.0274981,0.163996,0.137701,0.974141,-0.0192704,0.162145,0.139603,-32827.1
-33810.7,1,0.513318,3,7,0,33812.5,-0.00581907,-0.0385408,0.161365,0.134909,0.981411,-0.0304914,0.159641,0.136773,-32823
-33810.7,0.97965,0.513318,3,7,0,33812.7,-0.0158195,-0.0287683,0.165854,0.135749,0.977014,-0.0206777,0.164573,0.137624,-32825.7
-33809,1,0.513318,2,3,0,33811.4,-0.0122554,-0.0340087,0.161405,0.138792,0.980334,-0.0257024,0.159033,0.14071,-32824.8
-33812.8,0.778205,0.513318,2,3,0,33813.6,-0.0082381,-0.0277606,0.167266,0.127909,0.975976,-0.0201882,0.167488,0.129676,-32824.1
-33813.2,0.927866,0.513318,3,7,0,33816.8,-0.0116119,-0.0391616,0.154465,0.142115,0.980331,-0.03061,0.150632,0.144078,-32827.2
-33810.7,1,0.513318,2,3,0,33813.7,-0.0134019,-0.0369067,0.157741,0.140196,0.980503,-0.028494,0.154656,0.142133,-32825.9
-33809.8,1,0.513318,3,7,0,33811.6,-0.00999712,-0.0370224,0.157305,0.139551,0.978478,-0.0286499,0.154273,0.141478,-32825.5
-33808.9,1,0.513318,2,3,0,33810.2,-0.0097315,-0.0375658,0.16017,0.137997,0.978092,-0.0293084,0.157772,0.139904,-32824.3
-33809.4,0.738383,0.513318,3,7,0,33812.8,-0.0103879,-0.0293162,0.163783,0.131421,0.976815,-0.0214994,0.162962,0.133237,-32824.1
-33809.3,1,0.513318,3,7,0,33810.5,-0.0110345,-0.0378679,0.15987,0.138537,0.978639,-0.0295741,0.157341,0.140451,-32824.6
-33810.5,0.950439,0.513318,2,7,0,33810.7,-0.00845673,-0.0263194,0.162327,0.13119,0.977278,-0.0185089,0.161355,0.133002,-32825
-33811,0.975931,0.513318,3,7,0,33812.9,-0.00853704,-0.0272861,0.158601,0.130511,0.98028,-0.0195036,0.157258,0.132314,-32825.1
-33810.7,0.988289,0.513318,3,7,0,33812.8,-0.0119685,-0.0387273,0.163363,0.139119,0.974391,-0.0304121,0.16119,0.141041,-32825.1
-33810.6,0.986869,0.513318,3,7,0,33812.6,-0.00925211,-0.0282521,0.161113,0.130422,0.980938,-0.0204876,0.160112,0.132224,-32824.3
-33811.5,0.943552,0.513318,3,7,0,33813.5,-0.0105307,-0.023592,0.160271,0.136297,0.979085,-0.0154363,0.158172,0.13818,-32827.2
-33811.8,0.99543,0.513318,3,7,0,33813.5,-0.00790493,-0.0422698,0.165276,0.135796,0.976481,-0.0341832,0.163912,0.137672,-32823.1
-33812.5,0.989324,0.513318,3,7,0,33813.8,-0.0134902,-0.0243957,0.155758,0.135035,0.978859,-0.0163022,0.153285,0.1369,-32828.2
-33811.6,0.885209,0.513318,3,7,0,33817.9,-0.00672947,-0.0400165,0.167162,0.132417,0.977238,-0.0321577,0.166612,0.134247,-32822.2
-33814,0.8844,0.513318,2,3,0,33815.3,-0.00205093,-0.0403998,0.167772,0.133938,0.975757,-0.0324448,0.167045,0.135788,-32822.9
-33811,0.990241,0.513318,2,3,0,33815.6,-0.00290751,-0.03143,0.166444,0.136005,0.975998,-0.0233273,0.165196,0.137884,-32824.3
-33809.3,0.989161,0.513318,3,7,0,33812.3,-0.00895924,-0.029179,0.156991,0.135706,0.97733,-0.0210508,0.154565,0.13758,-32826
-33809.1,0.989878,0.513318,3,7,0,33810.2,-0.00993155,-0.035636,0.166516,0.135452,0.978324,-0.0275727,0.165371,0.137323,-32823.1
-33808.8,0.940254,0.513318,3,7,0,33810.9,-0.0130549,-0.0327953,0.163578,0.137324,0.97586,-0.0245942,0.161736,0.139221,-32825
-33809.1,0.950204,0.513318,3,7,0,33810.4,-0.0150759,-0.0331416,0.159821,0.137157,0.976879,-0.0249344,0.157518,0.139052,-32825.7
-33811,0.86816,0.513318,3,7,0,33811.9,-0.0126297,-0.0357065,0.16567,0.13959,0.982001,-0.0273689,0.163718,0.141519,-32824.4
-33809.6,1,0.513318,3,7,0,33811.2,-0.011567,-0.0335736,0.163273,0.133349,0.981833,-0.0256315,0.162061,0.135191,-32823.3
-33809.1,0.998402,0.513318,3,7,0,33810.4,-0.00961737,-0.0367922,0.158951,0.136144,0.975392,-0.0286498,0.156706,0.138024,-32824.7
-33810.3,0.92231,0.513318,3,7,0,33811.4,-0.014899,-0.0369969,0.163909,0.133068,0.975371,-0.0290786,0.162826,0.134906,-32824
-33811.3,0.953645,0.513318,3,7,0,33812.8,-0.00274008,-0.0298265,0.159696,0.138256,0.980587,-0.0215445,0.157192,0.140166,-32825.6
-33811.4,0.978433,0.513318,1,1,0,33811.8,-0.00279643,-0.029425,0.159376,0.137876,0.980812,-0.0211661,0.156894,0.139781,-32825.7
-33809.9,1,0.513318,3,7,0,33812.9,-0.0101537,-0.0297421,0.155314,0.134291,0.976805,-0.0216991,0.152908,0.136146,-32826.3
-33812.1,0.833341,0.513318,3,7,0,33814.4,-0.0122961,-0.0340567,0.164656,0.145416,0.97882,-0.0253324,0.161592,0.147425,-32827
-33810.2,0.99228,0.513318,2,7,0,33813.5,-0.00842573,-0.0315115,0.159752,0.141739,0.975005,-0.0230034,0.156669,0.143697,-32827.1
-33810.8,0.959792,0.513318,3,7,0,33812.3,-0.00813722,-0.0333473,0.167181,0.129469,0.979045,-0.0256765,0.16713,0.131258,-32822.3
-33810.4,0.948242,0.513318,3,7,0,33814,-0.0105783,-0.0349645,0.15768,0.142494,0.976883,-0.0263999,0.154201,0.144463,-32827
-33812.8,0.811272,0.513318,3,7,0,33814.9,-0.00969179,-0.0327045,0.159886,0.126266,0.982232,-0.0252092,0.159425,0.12801,-32823.3
-33814.1,0.934127,0.513318,3,7,0,33818.4,-0.0153089,-0.0359238,0.150064,0.135136,0.977385,-0.0278058,0.146833,0.137002,-32828
-33808.7,1,0.513318,2,3,0,33813.7,-0.0109027,-0.0339047,0.157392,0.137223,0.978238,-0.0256826,0.154762,0.139119,-32825.3
-33812,0.760498,0.513318,2,3,0,33812.9,-0.00637815,-0.0263492,0.165565,0.129926,0.979066,-0.0186361,0.165226,0.131721,-32824.2
-33810.2,1,0.513318,3,7,0,33813.7,-0.00854423,-0.0367006,0.161857,0.129283,0.979484,-0.0290199,0.161145,0.131069,-32822.4
-33810.1,0.997883,0.513318,3,7,0,33812,-0.0148036,-0.0344024,0.158273,0.140461,0.977354,-0.025973,0.155213,0.142401,-32826.7
-33811.6,0.91857,0.513318,3,7,0,33812.9,-0.00296564,-0.0365983,0.159621,0.129807,0.977583,-0.028873,0.15853,0.131601,-32823.1
-33812,0.935738,0.513318,3,7,0,33815.5,-0.0170219,-0.0333769,0.163585,0.142525,0.979976,-0.0248362,0.160869,0.144494,-32826.9
-33811.5,0.933213,0.513318,2,3,0,33814.6,-0.0127087,-0.0275266,0.163164,0.141699,0.980893,-0.0190338,0.160532,0.143657,-32827.1
-33813,0.946085,0.513318,3,7,0,33814.6,-0.00216184,-0.0391572,0.164764,0.131981,0.974989,-0.0313154,0.163975,0.133805,-32823
-33810.9,0.90877,0.513318,3,7,0,33816,-0.0142467,-0.0280227,0.158521,0.137864,0.981075,-0.0197596,0.15593,0.139769,-32826.9
-33808.9,1,0.513318,2,3,0,33811.2,-0.0132305,-0.0304705,0.159882,0.133367,0.976999,-0.0225094,0.158225,0.135209,-32825.1
-33810.5,0.878124,0.513318,3,7,0,33811.3,-0.00799672,-0.0280095,0.1601,0.136605,0.981961,-0.019836,0.157927,0.138492,-32825.5
-33809.7,0.951009,0.513318,3,7,0,33812.7,-0.00811667,-0.0347842,0.163846,0.129743,0.976712,-0.0270813,0.163315,0.131536,-32822.7
-33813,0.766091,0.513318,3,7,0,33814.8,-0.00332223,-0.0285312,0.157821,0.141212,0.981399,-0.0200465,0.154576,0.143163,-32827.4
-33811.7,1,0.513318,3,7,0,33814.7,-0.0155314,-0.0365289,0.164894,0.128781,0.977701,-0.0288949,0.164662,0.13056,-32823.1
-33810,1,0.513318,3,7,0,33813.3,-0.0120894,-0.0297939,0.156791,0.131966,0.979225,-0.0219096,0.154968,0.133789,-32825.3
-33808.8,0.912737,0.513318,3,7,0,33812.5,-0.00885978,-0.0343568,0.165062,0.138319,0.976768,-0.0260985,0.163246,0.14023,-32824.2
-33808.5,0.976784,0.513318,3,7,0,33809.7,-0.0091665,-0.0318633,0.159053,0.133468,0.978555,-0.0238928,0.157272,0.135312,-32824.3
-33810.3,0.866213,0.513318,2,3,0,33810.8,-0.00234729,-0.0334899,0.159845,0.136709,0.977695,-0.0253124,0.157622,0.138597,-32824.7
-33811.6,0.919897,0.513318,3,7,0,33813.7,-0.0197458,-0.0346834,0.162233,0.13611,0.978047,-0.0265568,0.16042,0.13799,-32825.8
-33812.1,0.981074,0.513318,2,7,0,33813.1,-0.0201891,-0.0343469,0.159595,0.134754,0.976579,-0.0262966,0.157668,0.136616,-32826.5
-33812.6,0.980695,0.513318,3,7,0,33814.8,-0.000587442,-0.0341694,0.164033,0.135659,0.981761,-0.0260802,0.16253,0.137533,-32823.6
-33810.2,1,0.513318,3,7,0,33813.6,-0.0158159,-0.0313222,0.162036,0.130847,0.978554,-0.0235363,0.161084,0.132654,-32824.4
-33810.1,0.978977,0.513318,3,7,0,33811.8,-0.00537099,-0.0371369,0.160727,0.135556,0.97461,-0.0290414,0.158812,0.137428,-32824.3
-33814.2,0.75799,0.513318,3,7,0,33816.8,-0.0150194,-0.0354788,0.172777,0.136164,0.979992,-0.0273977,0.172327,0.138046,-32824.1
-33814.4,0.99678,0.513318,3,7,0,33817.4,-0.00745859,-0.0296705,0.149451,0.13685,0.975965,-0.0214332,0.145852,0.13874,-32829.2
-33811.4,1,0.513318,3,7,0,33816.2,-0.00885321,-0.035771,0.153943,0.135446,0.981546,-0.0276505,0.151164,0.137317,-32825.4
-33810,0.993608,0.513318,3,7,0,33813.1,-0.0149093,-0.0320517,0.157875,0.13246,0.979755,-0.0241418,0.15611,0.13429,-32825
-33809.9,1,0.513318,3,7,0,33811.1,-0.00569545,-0.0355541,0.166204,0.13848,0.977891,-0.0272915,0.164509,0.140393,-32823.8
-33808.9,0.937257,0.513318,3,7,0,33812,-0.00769725,-0.0299393,0.162619,0.138139,0.979206,-0.0216785,0.160516,0.140047,-32825
-33809.6,0.962293,0.513318,3,7,0,33810,-0.0127315,-0.0367686,0.160192,0.132219,0.97533,-0.0288884,0.158768,0.134046,-32824.1
-33809.7,0.997346,0.513318,3,7,0,33810.8,-0.00820708,-0.0285326,0.163398,0.139789,0.979153,-0.0201664,0.161117,0.14172,-32825.8
-33810.5,0.750649,0.513318,3,7,0,33815.7,-0.0147641,-0.0366832,0.162186,0.129933,0.976894,-0.0289616,0.161407,0.131728,-32823.5
-33810.8,0.972081,0.513318,3,7,0,33812.8,-0.00863148,-0.0357314,0.158126,0.128868,0.980172,-0.02806,0.156998,0.130649,-32823.2
-33808.7,0.976752,0.513318,2,3,0,33811.5,-0.00754245,-0.0326043,0.163354,0.137048,0.975621,-0.02442,0.16153,0.138941,-32824.5
-33809.9,0.922174,0.513318,2,7,0,33810.4,-0.00847779,-0.0355321,0.166718,0.139614,0.976846,-0.0271977,0.164899,0.141543,-32824.3
-33809.9,0.836604,0.513318,3,7,0,33813.5,-0.00860872,-0.0318445,0.156985,0.130436,0.978228,-0.0240626,0.155445,0.132238,-32824.4
-33809.5,0.999437,0.513318,3,7,0,33810.5,-0.0111852,-0.0348443,0.164446,0.141153,0.977399,-0.0263984,0.162073,0.143103,-32825.2
-33809.6,0.993971,0.513318,2,7,0,33810.1,-0.0115326,-0.0341582,0.165656,0.140451,0.97871,-0.0257632,0.163558,0.142392,-32824.8
-33810.4,0.855125,0.513318,3,7,0,33813.1,-0.015467,-0.0290911,0.164216,0.138917,0.978856,-0.0207861,0.162189,0.140836,-32826.2
-33812,0.845048,0.513318,3,7,0,33813.8,-0.00682246,-0.0351972,0.163428,0.133477,0.984437,-0.0272486,0.162215,0.135321,-32823.1
-33811.4,0.96988,0.513318,3,7,0,33815.8,-0.0145256,-0.0325068,0.158457,0.135995,0.972218,-0.0243689,0.156173,0.137873,-32827.2
-33809.3,0.962599,0.513318,3,7,0,33813.3,-0.00462662,-0.0344496,0.162432,0.135426,0.979629,-0.0263684,0.16076,0.137297,-32823.4
-33812.2,0.524083,0.513318,2,3,0,33818.2,-0.0079058,-0.0330028,0.172034,0.134589,0.977389,-0.0250195,0.171752,0.136448,-32823.4
-33810.3,1,0.513318,2,3,0,33812.4,-0.00685641,-0.032732,0.168784,0.134645,0.978606,-0.0247299,0.16807,0.136505,-32823.1
-33810.4,0.813498,0.513318,3,7,0,33814.8,-0.00981027,-0.0340271,0.153403,0.135539,0.977545,-0.0258968,0.150538,0.137412,-32826.1
-33809.8,0.980648,0.513318,2,3,0,33811.7,-0.0145007,-0.0311002,0.156488,0.13586,0.976865,-0.022961,0.153971,0.137736,-32826.5
-33810.3,0.762171,0.513318,3,7,0,33814.3,-0.00566966,-0.0358009,0.167026,0.132689,0.978086,-0.0279208,0.166413,0.134522,-32822.4
-33810.3,0.999826,0.513318,3,7,0,33811.6,-0.0143926,-0.0302761,0.156126,0.136815,0.97935,-0.0220722,0.153401,0.138705,-32826.7
-33810.1,0.916159,0.513318,3,7,0,33812.9,-0.0148437,-0.0298018,0.158821,0.133586,0.975344,-0.021821,0.15699,0.135431,-32826.2
-33809.1,0.890505,0.513318,3,7,0,33813.7,-0.00605418,-0.0338973,0.16382,0.134913,0.980139,-0.0258557,0.162416,0.136777,-32823.1
-33808.2,0.913069,0.513318,2,7,0,33811,-0.0109148,-0.0316477,0.163319,0.135892,0.977928,-0.0235382,0.161684,0.137769,-32824.3
-33810.2,0.844535,0.513318,2,3,0,33810.5,-0.00325735,-0.0309144,0.162594,0.132974,0.978955,-0.0229918,0.161356,0.134811,-32823.7
-33810.4,0.954222,0.513318,3,7,0,33812.7,-0.0158976,-0.0281746,0.163768,0.134079,0.977638,-0.0201832,0.162497,0.135932,-32825.6
-33809.2,0.994724,0.513318,3,7,0,33811.7,-0.00800342,-0.033846,0.163129,0.1404,0.976301,-0.0254425,0.160711,0.14234,-32825.2
-33809.9,0.944034,0.513318,3,7,0,33811.2,-0.00668485,-0.0278193,0.16158,0.133255,0.979838,-0.0198715,0.160163,0.135095,-32824.6
-33810.8,0.95373,0.513318,3,7,0,33812.3,-0.0171329,-0.0323986,0.162953,0.138767,0.975111,-0.0241,0.160787,0.140684,-32826.7
