# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 20:34:02 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/ux4e39yc.json
# init = 2 (Default)
# random
#   seed = 86841
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/den_BOW.nonsems/multireg-20250511153402_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.570242
# Diagonal elements of inverse mass matrix:
# 2.2886e-05, 2.22961e-05, 2.01135e-05, 2.32487e-05, 1.58181e-05
-34399.9,0.97473,0.570242,3,7,0,34401.2,-0.0131909,0.0868047,0.159955,0.121975,0.982544,0.0691871,0.159922,0.124002,-33115.5
-34399.5,0.998188,0.570242,3,7,0,34401.3,-0.0134527,0.0810454,0.15577,0.131138,0.976479,0.0629636,0.153853,0.133318,-33112.6
-34399.6,0.939105,0.570242,3,7,0,34401.9,-0.0139501,0.0864121,0.16097,0.122367,0.982007,0.0687086,0.160995,0.124401,-33114.7
-34398.5,0.978277,0.570242,3,7,0,34400.2,-0.0136568,0.0850547,0.160358,0.124661,0.981398,0.0672112,0.159962,0.126733,-33114.1
-34400.1,0.847804,0.570242,3,7,0,34400.7,-0.0148695,0.0847913,0.159842,0.123202,0.983911,0.0670838,0.159608,0.12525,-33116.4
-34401.4,0.737397,0.570242,3,7,0,34405.1,-0.0113324,0.0828301,0.157587,0.129617,0.972644,0.0647658,0.156113,0.131771,-33110.4
-34404.1,0.887888,0.570242,3,7,0,34404.8,-0.0131812,0.0862872,0.164419,0.123557,0.986812,0.0683056,0.164662,0.12561,-33117.7
-34400.1,1,0.570242,2,7,0,34405.1,-0.0164978,0.0900129,0.158836,0.126183,0.976374,0.072153,0.158031,0.12828,-33111.4
-34399.5,0.865251,0.570242,3,7,0,34403.9,-0.00988949,0.0785884,0.15809,0.127444,0.980925,0.0606467,0.157006,0.129562,-33115.2
