# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:20:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/44zgqk5d.json
# init = 2 (Default)
# random
#   seed = 4772
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-BOW_j.h-nondens/hreg-20250323142041_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.465177
# Diagonal elements of inverse mass matrix:
# 2.19371e-05, 1.66232e-05, 0.000143644, 0.000116972, 9.98549e-05, 0.000161149, 0.000128473, 0.00012075, 0.000229152, 0.000178064, 0.000224694, 0.000114968, 0.000125809, 0.0001182, 0.000118706, 0.000100765, 0.00010809, 0.000142248, 0.000142825, 0.000129475, 0.000221164, 0.000123251, 0.000118633, 0.000176872, 0.000175784, 0.00014648, 0.000161363, 0.000137989, 0.000130196, 0.00246417, 0.000896237, 0.000364817, 0.0721157, 0.08549, 0.08513
-33816.2,0.984392,0.465177,3,7,0,33828.1,-0.00865486,0.970924,0.213176,-0.0369681,0.285578,0.118598,0.288421,0.149981,0.0639769,0.0669444,0.256502,0.162717,-0.025717,0.0842986,0.0758669,0.0197639,0.17468,0.142355,0.165651,0.164081,-0.0588742,-0.0591794,-0.0894668,-0.116221,-7.88408e-05,-0.0115141,-0.040011,-0.0846667,0.00769407,0.0834542,0.121452,-0.0552818,0.140207,0.0697813,0.0636765,-34309
-33821.7,0.93414,0.465177,3,7,0,33832.3,-0.012268,0.971941,0.207955,-0.0551603,0.260993,0.127328,0.280901,0.103238,0.0703598,0.0399272,0.230025,0.17734,-0.0396034,0.0809745,0.0792666,0.00572245,0.167728,0.106456,0.176128,0.189887,-0.0683411,-0.0421291,-0.100284,-0.116767,-0.00760658,-0.0115248,-0.058247,-0.0887763,0.00439369,0.106499,0.153937,-0.0410132,0.163309,0.128643,0.0441686,-34277
-33823.9,0.757773,0.465177,3,7,0,33841.6,-0.00163516,0.972385,0.214449,-0.0357711,0.282698,0.112074,0.290415,0.160208,0.0944793,0.0773342,0.26131,0.154103,-0.0109009,0.0865557,0.0662615,0.0225654,0.158234,0.135505,0.133472,0.155956,-0.0595378,-0.0584079,-0.0892329,-0.137188,0.00610225,-0.0153435,-0.0473381,-0.0873078,-0.00342573,0.20921,0.0750381,-0.0725109,0.088448,0.0700535,0.0784032,-34295.1
-33820.7,0.889119,0.465177,3,7,0,33842.7,-0.0149517,0.971641,0.232089,-0.0414712,0.256202,0.132283,0.297677,0.138362,0.0744109,0.0675562,0.243651,0.158574,-0.0463527,0.0929304,0.0713026,0.00299379,0.1612,0.124126,0.162856,0.177651,-0.052163,-0.0526404,-0.111136,-0.11611,-0.0119696,-0.013973,-0.0498262,-0.089282,0.00915821,0.109982,0.161069,-0.0776255,0.11334,0.137077,0.0446567,-34310.4
-33829.2,0.721373,0.465177,3,7,0,33845,-0.00376501,0.968013,0.191321,-0.0573937,0.292252,0.115858,0.27492,0.134865,0.081764,0.0437351,0.271123,0.162594,0.00815069,0.0749974,0.0683324,0.0235734,0.165867,0.109522,0.145836,0.14953,-0.0685624,-0.0567981,-0.0764548,-0.118337,0.00394906,-0.0163897,-0.0440276,-0.0828175,-0.0197804,0.105516,0.0643217,-0.0405543,0.245811,0.0421033,0.0389369,-34263.6
-33824.9,1,0.465177,3,7,0,33847.1,-0.0122912,0.971511,0.207468,-0.06437,0.261169,0.115119,0.272661,0.139903,0.0855664,0.0584915,0.265669,0.157046,-0.0151858,0.10436,0.077084,0.0187778,0.147092,0.133391,0.16623,0.147898,-0.0404285,-0.0671733,-0.0917102,-0.118397,-0.00601607,-0.0375427,-0.0669077,-0.0881888,-0.0136336,0.0991203,0.145794,-0.0336695,0.138267,0.0712725,0.0523415,-34275.8
