# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-03-23 18:51:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/pqryfl69.json
# init = 2 (Default)
# random
#   seed = 27234
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/SBERT.nondens/multireg-20250323135106_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.583002
# Diagonal elements of inverse mass matrix:
# 2.25383e-05, 2.37017e-05, 2.17606e-05, 2.35083e-05, 1.63587e-05
-34929.8,0.761181,0.583002,3,7,0,34930.5,0.00271915,0.0778166,0.133567,0.10678,0.993975,0.0669316,0.112224,0.107643,-33461.5
-34928.2,0.933521,0.583002,3,7,0,34932.6,-0.00886342,0.0667271,0.139304,0.120548,0.985296,0.0531967,0.116031,0.121521,-33454
-34928.5,0.972252,0.583002,3,7,0,34932.8,0.0027579,0.0777682,0.134855,0.106901,0.992412,0.0667842,0.113406,0.107765,-33460.2
-34926,0.983239,0.583002,3,7,0,34930.8,-0.00372909,0.0669606,0.129997,0.113553,0.990223,0.0546811,0.108162,0.11447,-33456
-34925.7,0.995476,0.583002,3,7,0,34926.8,-0.00220813,0.077493,0.142573,0.113898,0.986473,0.0653572,0.119799,0.114818,-33456.4
-34929.9,0.320499,0.583002,2,3,0,34938.9,-0.010362,0.0654657,0.142111,0.113582,0.983248,0.0522563,0.119405,0.114499,-33454.1
-34925.2,0.926365,0.583002,2,3,0,34931.4,0.000695912,0.0759559,0.135135,0.116615,0.991485,0.0639159,0.112594,0.117557,-33457.5
-34926.6,0.845172,0.583002,2,3,0,34928.1,-0.00838125,0.0672268,0.13415,0.11609,0.98462,0.0544763,0.111737,0.117027,-33454.3
-34925,1,0.583002,2,3,0,34926.9,-0.00554843,0.0667885,0.135192,0.113646,0.985862,0.0541472,0.112974,0.114564,-33453.6
-34925.9,0.919975,0.583002,3,7,0,34927.3,-0.00329825,0.0771421,0.133001,0.112977,0.984011,0.065677,0.111014,0.11389,-33456.7
-34925.7,0.954026,0.583002,2,3,0,34927.5,-0.000984985,0.0743582,0.139646,0.116971,0.992867,0.061843,0.116743,0.117916,-33457.5
-34925.4,0.903854,0.583002,2,3,0,34927.9,-0.00259985,0.0773199,0.136314,0.118736,0.990496,0.0651423,0.113455,0.119695,-33458
