# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2024-09-28 20:59:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/s1awl8o9.json
# init = 2 (Default)
# random
#   seed = 84318
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/SBERT.nondens/multireg-20240928155907_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.520455
# Diagonal elements of inverse mass matrix:
# 2.45052e-05, 2.23507e-05, 2.53447e-05, 2.42511e-05, 1.71464e-05
-34896,1,0.520455,2,3,0,34898.7,-0.00232456,0.0746861,0.133361,0.11593,0.986951,0.0600877,0.111498,0.116886,-100619
-34896.2,0.948922,0.520455,3,7,0,34897.2,-0.00226021,0.0670505,0.131841,0.116887,0.988656,0.0521536,0.10999,0.117851,-100620
-34895.9,0.959508,0.520455,2,7,0,34897,-0.00397426,0.0704676,0.13426,0.118367,0.988102,0.0554414,0.112077,0.119344,-100619
-34896,0.903995,0.520455,2,3,0,34897.4,-0.00425026,0.0717335,0.132645,0.11411,0.989022,0.0572081,0.111024,0.115051,-100619
-34897.4,0.607626,0.520455,3,7,0,34903.6,0.0029858,0.0701877,0.130878,0.122101,0.98829,0.0550469,0.108556,0.123108,-100621
-34897.9,0.972661,0.520455,2,7,0,34898.8,0.00501873,0.0698615,0.130368,0.119588,0.989955,0.0549457,0.108344,0.120574,-100621
-34897.5,1,0.520455,3,7,0,34899.1,-0.00831802,0.0729774,0.131527,0.113586,0.988771,0.0586137,0.110043,0.114523,-100621
-34897.3,0.765914,0.520455,2,3,0,34902.5,-0.00271609,0.0752333,0.126751,0.118351,0.987338,0.0608578,0.105122,0.119328,-100621
-34900.1,0.821552,0.520455,3,7,0,34901.7,0.00759424,0.0704196,0.126671,0.114627,0.987215,0.0561599,0.105436,0.115573,-100624
-34900,0.934894,0.520455,2,3,0,34903.4,0.00778118,0.0748793,0.134257,0.114701,0.990147,0.0603359,0.112456,0.115647,-100623
-34898,0.962561,0.520455,2,7,0,34901.9,-7.45632e-05,0.0715108,0.138781,0.116588,0.991509,0.0564,0.116452,0.11755,-100621
-34897.2,0.993726,0.520455,3,7,0,34899.2,0.00294366,0.0738505,0.135957,0.114908,0.987963,0.059145,0.114011,0.115856,-100621
-34896.8,0.995922,0.520455,3,7,0,34898.4,0.00361857,0.0725498,0.133468,0.118432,0.987325,0.0576512,0.111338,0.119409,-100620
