# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:12:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/yu1mopr4.json
# init = 2 (Default)
# random
#   seed = 54661
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-SciBERT_j/hreg-20250323141212_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.517257
# Diagonal elements of inverse mass matrix:
# 2.26097e-05, 1.70946e-05, 0.000108458, 0.000138719, 0.000156171, 0.000130185, 9.68394e-05, 0.000131243, 0.000126363, 0.000193832, 0.000132639, 0.000573696, 0.0856754
-35011,0.927651,0.517257,3,7,0,35017.8,-0.0173239,0.991061,0.0427987,0.0568138,0.0311456,0.0331419,0.0486816,0.000680155,0.186269,0.0198319,0.115384,0.0914611,0.0781011,-33184.1
-35014,0.946,0.517257,3,7,0,35017.6,-0.0122476,0.993789,0.0314254,0.0442504,0.0451236,0.0310475,0.0402538,-0.0123905,0.197172,0.0153004,0.120112,0.101693,0.0676462,-33187.2
-35014.7,0.685112,0.517257,3,7,0,35027.1,-0.0155927,0.997037,0.0311145,0.0295892,0.0473785,0.037809,0.0330265,0.00155036,0.200097,0.00341532,0.113499,0.0727068,0.0755863,-33185.9
-35016.1,0.925513,0.517257,3,7,0,35022.9,-0.00804668,0.992992,0.07365,0.0909287,0.036471,0.051572,0.0601703,-0.000521162,0.200354,0.00572305,0.11862,0.05,0.0577393,-33211.6
-35021.8,0.924751,0.517257,3,7,0,35028,-0.018568,0.995488,0.035429,0.0344482,0.0389151,0.0203898,0.0255085,0.00180167,0.190124,0.00206844,0.0931949,-0.0346882,0.198235,-33173.4
-35015.3,1,0.517257,3,7,0,35025.2,-0.014172,0.996378,0.0622557,0.0690153,0.0392517,0.0412029,0.0343003,0.018815,0.199919,0.0127336,0.107552,-0.0491449,0.119199,-33196.5
