# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-04-21 01:33:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/ydzdrobl.json
# init = 2 (Default)
# random
#   seed = 24555
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/den_SBERT/reg-20250420203304_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.559809
# Diagonal elements of inverse mass matrix:
# 2.47612e-05, 2.41341e-05, 1.65587e-05
-36019.7,1,0.559809,2,3,0,36020.9,-0.00182365,0.0739122,0.999086,-33914.4
-36019.6,0.981673,0.559809,3,7,0,36020.6,-8.05794e-05,0.0595798,1.00828,-33916.9
-36017.4,1,0.559809,3,7,0,36019.6,-0.00377575,0.0709743,1.00232,-33914.5
-36017,0.970085,0.559809,2,3,0,36018,-0.00280482,0.0673907,1.00067,-33914.3
-36017.1,0.990768,0.559809,3,7,0,36017.7,-0.00291905,0.0637158,1.00602,-33915.5
-36016.8,0.978108,0.559809,2,3,0,36017.9,0.00144579,0.0647173,1.00177,-33914.4
-36016.4,1,0.559809,2,3,0,36016.8,0.000241582,0.0661802,1.00342,-33914.5
-36016.7,0.914885,0.559809,1,3,0,36017.2,-0.0028369,0.0648078,1.00201,-33914.6
-36017.5,0.866388,0.559809,2,3,0,36018.2,-0.00159978,0.0700385,1.00659,-33915.2
-36017.2,1,0.559809,3,7,0,36018,-0.00349689,0.0656833,1.00664,-33915.6
-36018.5,0.910877,0.559809,2,3,0,36018.9,0.00182216,0.071827,0.9999,-33914.1
-36017.6,0.982957,0.559809,3,7,0,36019.8,-0.00358079,0.0613198,1.0051,-33915.7
-36019.6,0.748277,0.559809,3,7,0,36021.1,-0.00511795,0.0691506,1.00939,-33916.7
-36016.4,1,0.559809,2,3,0,36019.2,-0.0016961,0.0652505,1.00318,-33914.6
-36017.4,0.810193,0.559809,2,7,0,36018.5,0.00236109,0.0649045,1.00646,-33915.4
-36016.9,0.936467,0.559809,3,7,0,36018.9,-0.00417226,0.0685479,1.00208,-33914.5
