# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:39:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/lsc3qxng.json
# init = 2 (Default)
# random
#   seed = 50986
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-SciBERT_j.h-nondens/hreg-20250323143934_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.445402
# Diagonal elements of inverse mass matrix:
# 2.23603e-05, 1.66882e-05, 0.000155973, 0.000112871, 9.87465e-05, 0.000158127, 0.000140548, 0.0001472, 0.000209861, 0.000170263, 0.000144264, 0.00010096, 0.000126404, 0.000127496, 0.000101708, 0.00012213, 0.000104437, 0.000152332, 0.000150269, 0.000116911, 0.00016942, 0.000132522, 0.000120377, 0.000165366, 0.000177502, 0.000200455, 0.000176141, 0.000128447, 0.000123766, 0.00221052, 0.000880918, 0.000768655, 0.0806176, 0.0614922, 0.0790029
-33259.2,0.971521,0.445402,3,7,0,33274.4,-0.00711153,0.972527,0.221353,-0.0534876,0.240108,0.139152,0.304453,0.128123,0.107863,0.0529301,0.252427,0.142593,-0.0436829,0.0681338,0.0683241,-0.00962972,0.173797,0.0521688,0.163201,0.162559,0.0595998,0.0852932,0.0172687,0.0280649,0.0483309,-0.00380939,0.177789,-0.0579921,0.0574213,0.182711,0.101153,0.0534311,0.0727137,0.09051,0.0745753,-33823.4
-33265.6,0.899225,0.445402,3,7,0,33280.8,-0.0116463,0.969247,0.221862,-0.0392091,0.252649,0.128546,0.284341,0.143276,0.117546,0.0587837,0.220215,0.164801,-0.0362563,0.0811482,0.0711453,-0.00823307,0.14187,0.0686499,0.177283,0.16239,0.0440822,0.0604456,0.0134081,0.0272367,0.0401018,-0.00121529,0.158818,-0.0153739,0.0707957,0.115294,0.0846259,0.0217173,0.145803,0.0505241,0.0513956,-33795.3
-33265.8,0.956785,0.445402,3,7,0,33287.5,-0.00895574,0.971815,0.1951,-0.0670855,0.233467,0.117418,0.300349,0.118054,0.114184,0.00477894,0.266075,0.143596,-0.0556868,0.0859063,0.0562375,-0.00404102,0.182803,0.0444915,0.169272,0.155202,0.0789356,0.0748343,0.0164912,0.0364964,0.0440281,0.00341968,0.193897,-0.0483065,0.0493041,0.108867,0.0948216,0.0679256,0.134271,0.123813,0.0591084,-33809.3
-33268.2,0.73037,0.445402,3,7,0,33288.6,-0.00986398,0.970186,0.235891,-0.0303772,0.267663,0.110833,0.279042,0.141113,0.0969001,0.0714091,0.224195,0.160652,-0.0503453,0.065493,0.0920652,-0.0126017,0.14401,0.0495727,0.170528,0.158544,0.0303961,0.0745117,0.00407645,0.0186269,0.0473047,-0.00633073,0.181233,-0.0224663,0.0655874,0.0930219,0.0537788,0.0152466,0.22026,0.0808269,0.102753,-33797.1
-33262.6,0.993088,0.445402,3,7,0,33282.2,-0.00987012,0.970866,0.192086,-0.0512663,0.249315,0.11875,0.297747,0.132825,0.112736,0.0368561,0.27204,0.15278,-0.0501728,0.0863872,0.0601569,0.00434531,0.169629,0.0592267,0.154874,0.145917,0.0649386,0.0588621,0.016217,0.0262846,0.0328864,0.0197693,0.182097,-0.0283824,0.0656206,0.188371,0.0809259,0.0687199,0.0715534,0.102084,0.0396121,-33808.2
-33262.2,0.6149,0.445402,3,7,0,33285.6,-0.00991533,0.973777,0.228232,-0.0680472,0.260661,0.120024,0.278117,0.120262,0.110957,0.0557228,0.270826,0.158538,-0.0518724,0.0907128,0.0765428,0.0150175,0.176588,0.0670982,0.169713,0.147041,0.0589995,0.0658589,0.00745129,0.0333152,0.0298885,0.0186169,0.17028,-0.025917,0.0790193,0.113864,0.0727805,0.0809002,0.0934682,0.0711268,0.0577016,-33837
-33265.5,0.900949,0.445402,3,7,0,33279.1,-0.0170778,0.974918,0.231719,-0.0602745,0.243116,0.124374,0.283224,0.118041,0.120659,0.0502309,0.268088,0.156414,-0.0550235,0.0886629,0.0687982,0.00919881,0.179006,0.065513,0.153562,0.137674,0.0479892,0.0691165,0.0310307,0.0294065,0.0228964,0.00338434,0.168728,-0.0211636,0.0777695,0.156217,0.119226,0.0719688,0.0856135,0.0831802,0.0507121,-33814.6
-33268.4,0.970014,0.445402,3,7,0,33283.6,-0.00459172,0.968702,0.205954,-0.0680215,0.244861,0.1348,0.29333,0.135471,0.108748,0.0278172,0.273737,0.148629,-0.0539835,0.0612714,0.0795773,0.0184918,0.166174,0.0579857,0.143065,0.131572,0.0573817,0.0728877,0.0410768,0.0350626,0.0208055,-0.00106158,0.17352,-0.0300603,0.0402402,0.12666,0.0734008,0.0296246,0.144112,0.0914726,0.0611899,-33802.9
-33270.4,0.962928,0.445402,4,15,0,33292.3,-0.00751061,0.969133,0.218199,-0.0355312,0.26571,0.0991867,0.279932,0.122167,0.105384,0.0733161,0.224229,0.164301,-0.048171,0.101664,0.0707709,-0.0171024,0.178948,0.0274295,0.18672,0.181433,0.0643687,0.0726449,-0.0272346,0.0227328,0.05824,0.000949597,0.191522,-0.0340434,0.0720561,0.162862,0.138786,0.0614168,0.0703573,0.0999645,0.0691301,-33829.9
-33266.1,0.879001,0.445402,3,7,0,33289,-0.0129106,0.971772,0.21508,-0.0662331,0.23445,0.129357,0.298252,0.139723,0.110926,0.0350236,0.257337,0.138591,-0.0560767,0.0640337,0.0887904,-0.000519007,0.154085,0.0663028,0.140332,0.158777,0.0546523,0.0702698,0.031471,0.0252176,0.0297413,0.00599768,0.191097,-0.0232437,0.0327491,0.0781673,0.0686797,0.0440902,0.245352,0.0910455,0.066981,-33806.9
-33259.4,0.878103,0.445402,3,7,0,33283.7,-0.0108811,0.968991,0.199888,-0.0688395,0.241939,0.117156,0.278102,0.12683,0.0919549,0.0433483,0.242532,0.149209,-0.0446962,0.090292,0.0692865,0.00912863,0.165552,0.0452874,0.184097,0.172249,0.0573761,0.066303,0.00929799,0.0175722,0.0484073,0.00372051,0.180744,-0.050858,0.0768685,0.169275,0.0956383,0.0636988,0.0875517,0.0550117,0.0760797,-33803.1
-33262.9,0.815187,0.445402,3,7,0,33280.1,-0.00950712,0.973303,0.205203,-0.0243569,0.261355,0.109681,0.284145,0.133014,0.124689,0.0415146,0.24332,0.161578,-0.0694462,0.0702711,0.0801677,-0.00568705,0.174288,0.0510012,0.152285,0.144199,0.0523847,0.0893183,0.0207826,0.0572626,0.029433,-0.00117318,0.204614,-0.0256195,0.0534631,0.110528,0.0792873,0.0582877,0.135713,0.1252,0.073297,-33800.2
-33265.4,0.968117,0.445402,3,7,0,33281.6,-0.0115777,0.96817,0.219167,-0.0454861,0.265001,0.113246,0.276913,0.145753,0.0985161,0.0533037,0.265149,0.179917,-0.0608999,0.0545826,0.0676302,0.0100212,0.148453,0.0374587,0.176072,0.172198,0.0419238,0.0716885,0.00449726,0.0209669,0.029023,0.015721,0.183587,-0.0214846,0.0491108,0.186341,0.0123725,0.0348534,0.0927014,0.0878577,0.0507463,-33830.4
-33254.7,0.982218,0.445402,3,7,0,33274.6,-0.00875135,0.975431,0.190149,-0.0447989,0.257484,0.111237,0.288061,0.125679,0.0881224,0.0549883,0.244572,0.159908,-0.0549365,0.0816875,0.0788991,-0.00349246,0.16827,0.0423631,0.179172,0.156167,0.0465117,0.0746515,0.0113849,0.0232685,0.0465053,0.013131,0.194085,-0.0273319,0.0530015,0.137335,0.134295,0.0323531,0.140085,0.096908,0.0700292,-33783.8
-33252.9,0.909216,0.445402,3,7,0,33267.5,-0.00955715,0.970751,0.228078,-0.0496386,0.241459,0.11787,0.286322,0.137319,0.124367,0.0489805,0.241194,0.147791,-0.0471387,0.0814555,0.0706389,-0.00847871,0.171443,0.0546871,0.148338,0.152648,0.0651845,0.0743869,0.00651791,0.028873,0.0364233,-0.00762304,0.17049,-0.0296582,0.0553298,0.177753,0.0589451,0.0268982,0.0924289,0.0849156,0.0649423,-33789.9
-33259.9,0.623911,0.445402,3,7,0,33276,-0.00958082,0.970108,0.191675,-0.0607597,0.241847,0.131592,0.28147,0.128865,0.0949891,0.0316312,0.250303,0.160908,-0.0569292,0.0686884,0.0642064,0.0183516,0.161823,0.0561032,0.193314,0.154348,0.0423302,0.0807677,0.0139239,0.0324082,0.0264175,0.0244531,0.191542,-0.0398351,0.0660479,0.150282,0.108438,0.0659335,0.149046,0.0769466,0.0586842,-33806.2
