# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 23:57:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/yg2267_b.json
# init = 2 (Default)
# random
#   seed = 32152
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-asym_SBERT_j/hreg-20250511185707_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.486078
# Diagonal elements of inverse mass matrix:
# 2.59309e-05, 1.73975e-05, 0.000113397, 0.000105368, 0.000158198, 0.000139293, 8.99953e-05, 0.0001482, 0.000115668, 0.000124692, 0.000116636, 0.000170514, 0.103158
-35602.1,0.917262,0.486078,3,7,0,35609.4,0.00897143,0.997539,-0.0509521,-0.0525587,-0.126776,-0.0450366,-0.108444,-0.0457036,-0.0447213,-0.0431235,-0.0698056,-0.067327,0.0305309,-34290
-35599.2,0.774231,0.486078,3,7,0,35608.6,0.00556964,1.00077,-0.0546951,-0.068922,-0.11176,-0.0448723,-0.0899756,-0.0327793,-0.0448727,-0.0126159,-0.0373322,-0.0514422,0.0332601,-34275.5
-35599,0.888851,0.486078,3,7,0,35603.4,0.00877787,0.997489,-0.0561296,-0.0752192,-0.110949,-0.034364,-0.108544,-0.047431,-0.0585223,-0.0221982,-0.0563545,-0.0660502,0.0310913,-34291.9
-35601.3,0.877581,0.486078,3,7,0,35603.9,0.00460097,1.00077,-0.0586651,-0.0720742,-0.119366,-0.0483417,-0.0755068,-0.0268115,-0.0445171,-0.0248676,-0.0402646,-0.0462061,0.0326427,-34274.5
-35604.7,0.883531,0.486078,3,7,0,35609.2,0.00497153,1.00239,-0.0516146,-0.0622071,-0.0963232,-0.0474361,-0.111314,-0.0607509,-0.0665053,-0.0478601,-0.0612354,-0.0529421,0.031885,-34293.9
-35602.2,0.952141,0.486078,3,7,0,35610.3,0.00533992,0.996001,-0.0416523,-0.0833751,-0.110605,-0.0498063,-0.0860682,-0.0263991,-0.0518673,-0.0391298,-0.0352291,-0.0633675,0.0213787,-34278.9
