# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 20:42:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/3ory_3us.json
# init = 2 (Default)
# random
#   seed = 55182
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/h-nonsems/hreg-20250511154241_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.577794
# Diagonal elements of inverse mass matrix:
# 3.12531e-05, 2.02017e-05, 0.000158789, 0.000151401, 0.00021182, 0.000205127, 0.000385141, 0.000315735, 0.000152136, 0.000219682, 0.000213167, 0.000166469, 0.000179386, 0.00021452, 0.000311805, 0.000171219, 0.00027885, 0.000337403, 0.000301194, 0.000242522, 0.00218946, 0.000951185, 0.073138, 0.0694198
-18996.7,0.381619,0.577794,3,7,0,19017.8,-0.00224316,0.977199,0.11239,-0.0466661,0.251915,0.10541,0.342167,0.124158,0.00238355,0.0842209,0.241181,0.136633,-0.0480035,0.0579118,0.0565157,-0.000269072,0.139006,0.116916,0.129843,0.176412,0.24894,0.0729827,0.218096,0.0765649,-19216.3
-19000.3,0.518348,0.577794,3,7,0,19018.4,-0.0112975,0.982098,0.124657,-0.0567177,0.268269,0.100669,0.326152,0.168253,-0.00120523,0.100435,0.239499,0.142999,-0.055119,0.118465,0.0841468,0.0142155,0.184063,0.110883,0.134196,0.179394,0.117747,0.0775538,0.0965041,0.119576,-19248
-19001.1,0.776969,0.577794,3,7,0,19017.3,-0.00251793,0.968599,0.123419,-0.00247767,0.236454,0.0957646,0.30646,0.125658,0.0184746,0.0748752,0.223891,0.138885,-0.0102286,0.0867052,0.0518575,0.0067307,0.158199,0.115969,0.136456,0.159257,0.16797,0.103216,0.134912,0.0465334,-19194.1
-18997.7,0.860639,0.577794,3,7,0,19013.6,0.00473024,0.976646,0.115687,-0.0570641,0.255964,0.0815642,0.306302,0.143471,-0.00829488,0.0884874,0.229268,0.163835,-0.0322768,0.117096,0.0629418,0.0204009,0.153749,0.122764,0.124112,0.17804,0.11483,0.0788208,0.134177,0.0716054,-19219.6
-18997,0.991162,0.577794,3,7,0,19006.8,-0.0198617,0.974249,0.115398,-0.0334081,0.267602,0.107589,0.312404,0.163554,0.0303585,0.0975667,0.226225,0.120956,-0.0325638,0.0622657,0.0722959,-0.00236345,0.162539,0.105267,0.138856,0.194893,0.0939709,0.119137,0.148471,0.0780113,-19219
-19000.1,0.930665,0.577794,3,7,0,19008.9,-0.00377641,0.97493,0.136081,-0.0508474,0.251419,0.0899843,0.325219,0.130516,0.0204402,0.082751,0.238585,0.109676,-0.0379032,0.0808269,0.0707312,0.00253898,0.138267,0.15498,0.126621,0.158707,0.131362,0.0575302,0.101684,0.0587098,-19215.8
