# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 23:22:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/i9j302zr.json
# init = 2 (Default)
# random
#   seed = 21934
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-nonsems/hreg-20250511182243_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.534114
# Diagonal elements of inverse mass matrix:
# 3.18942e-05, 2.1361e-05, 0.000146307, 0.000159775, 0.000188024, 0.000179236, 0.000329792, 0.000339103, 0.000194426, 0.000182954, 0.000217506, 0.000199509, 0.000205932, 0.000208791, 0.000542217, 0.000229923, 0.000355213, 0.000378477, 0.000372874, 0.000287459, 0.00224889, 0.000868475, 0.081938, 0.0744318
-18879.3,0.83238,0.534114,3,7,0,18890.1,-0.00648231,0.970216,0.130116,-0.0333525,0.290801,0.124856,0.353544,0.163125,0.0438935,0.0747064,0.266637,0.192771,-0.0320817,0.0749235,0.0810521,0.00277379,0.141666,0.125315,0.125734,0.143979,0.104943,0.112485,0.148229,0.0727932,-19441.3
-18882.7,0.780154,0.534114,3,7,0,18894.2,-0.00732647,0.969156,0.138507,-0.0346952,0.278094,0.137833,0.339682,0.166168,0.0104684,0.0674465,0.282621,0.190037,-0.0324692,0.0833066,0.0846847,-0.00761128,0.147065,0.129642,0.12676,0.153089,0.0722692,0.0985196,0.143186,0.0618653,-19448.6
-18874.8,1,0.534114,3,7,0,18886.4,-0.0106979,0.969638,0.102448,-0.0190385,0.207435,0.0862905,0.313232,0.133273,0.0361053,0.0753941,0.247485,0.145423,-0.0425083,0.115091,0.0682497,0.0186169,0.157179,0.11234,0.143903,0.163168,0.107576,0.084656,0.151222,0.0805249,-19373.8
-18883.1,0.717175,0.534114,3,7,0,18891.3,-0.00239455,0.974634,0.125279,-0.0429879,0.265567,0.127231,0.312442,0.161901,0.0366206,0.0379345,0.306701,0.194062,-0.0384807,0.0978534,0.090696,0.00440978,0.162855,0.116187,0.145153,0.123112,0.173453,0.141295,0.0985501,0.0845498,-19422.1
-18879.3,0.911189,0.534114,3,7,0,18891.9,-0.013393,0.970517,0.110593,-0.0189972,0.214464,0.0771391,0.339694,0.135429,0.0308363,0.0888728,0.234111,0.137175,-0.0313918,0.109893,0.0593581,0.0137071,0.149781,0.13004,0.140628,0.168674,0.088143,0.093385,0.17567,0.0990245,-19382.4
-18872.8,0.946872,0.534114,3,7,0,18886.3,-0.0121746,0.971245,0.116618,-0.0177654,0.211468,0.109866,0.334971,0.134959,0.0503523,0.078203,0.260171,0.157347,-0.0210623,0.0955167,0.082064,0.00430926,0.16448,0.108119,0.119422,0.169464,0.169271,0.11316,0.106882,0.0763974,-19395.6
