# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 23:22:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/i9j302zr.json
# init = 2 (Default)
# random
#   seed = 21934
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-nonsems/hreg-20250511182243_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.486826
# Diagonal elements of inverse mass matrix:
# 3.71991e-05, 2.28886e-05, 0.000129864, 0.000179756, 0.000227106, 0.000192201, 0.000347488, 0.000357121, 0.000186416, 0.000186566, 0.000238437, 0.000168654, 0.00021299, 0.000212439, 0.000492436, 0.000194328, 0.00032992, 0.000362334, 0.000316594, 0.000265452, 0.00211139, 0.000908662, 0.0807118, 0.0905122
-18883.1,0.884912,0.486826,3,7,0,18892.7,-0.00459603,0.97041,0.0936938,-0.00720782,0.205071,0.099195,0.307427,0.142417,0.0549497,0.0492541,0.212232,0.162371,-0.0478424,0.136373,0.0770741,0.0010913,0.134203,0.131554,0.126477,0.15973,0.127508,0.157833,0.0881121,0.152954,-19361.9
-18875.3,0.944529,0.486826,3,7,0,18892.6,-0.0121674,0.975035,0.121372,-0.0302287,0.228598,0.0993418,0.310794,0.140037,0.0450805,0.0760838,0.25079,0.182962,-0.0393442,0.12072,0.0995823,0.0232768,0.153345,0.100428,0.165794,0.165158,0.127756,0.0990402,0.102856,0.057009,-19400.7
-18880.4,0.7802,0.486826,3,7,0,18891.9,-0.00408738,0.97753,0.109449,-0.0189544,0.211927,0.103329,0.338874,0.13454,0.0263971,0.069144,0.212953,0.158805,-0.0386151,0.139377,0.080884,0.00876378,0.14547,0.100293,0.167909,0.193796,0.0759789,0.10593,0.139798,0.0703692,-19386.2
-18880.2,0.911952,0.486826,3,7,0,18893.4,-0.0109471,0.969558,0.11875,-0.0207906,0.228806,0.118027,0.318733,0.145536,0.0265263,0.0720604,0.258819,0.168177,-0.023442,0.096713,0.0817569,-0.00363592,0.143352,0.156496,0.0939073,0.132855,0.26673,0.0975552,0.150684,0.0634254,-19393.5
-18880.4,0.785255,0.486826,3,7,0,18895,-0.00615685,0.972071,0.113519,-0.0407805,0.247051,0.0922517,0.350425,0.148131,0.0415342,0.0515116,0.249533,0.163911,-0.0532118,0.108014,0.0580389,-0.00189446,0.164139,0.0868229,0.183048,0.176756,0.0347426,0.102736,0.171422,0.108019,-19409.6
-18882.9,0.840196,0.486826,3,7,0,18896.1,-0.00291911,0.974117,0.111331,-0.00949755,0.215776,0.103959,0.294373,0.146574,0.0236145,0.0705103,0.256967,0.177541,-0.0593146,0.106607,0.100756,0.004973,0.139178,0.157041,0.100933,0.170757,0.143605,0.0925552,0.111855,0.137215,-19391.1
-18881.1,0.934443,0.486826,3,7,0,18894.3,-0.0140732,0.969963,0.121296,-0.049552,0.255593,0.0930121,0.365397,0.15604,0.0726091,0.0661815,0.242278,0.167178,-0.021996,0.0882964,0.0482702,-0.000227624,0.157128,0.0910705,0.168422,0.157565,0.142955,0.110564,0.12605,0.0566245,-19413.2
-18882.1,0.818702,0.486826,3,7,0,18897.9,-0.00573666,0.976648,0.125559,-0.0334064,0.244956,0.118527,0.328777,0.133457,-0.0137545,0.0902645,0.240312,0.194899,-0.0471857,0.0784287,0.0722155,0.0163651,0.138705,0.145815,0.111842,0.141564,0.198449,0.0591664,0.128668,0.0797922,-19400.4
-18878.7,1,0.486826,3,7,0,18891,-0.0126393,0.969567,0.108502,-0.0367914,0.233284,0.0837492,0.298048,0.171994,0.0340592,0.0652762,0.305068,0.150657,-0.0228763,0.101616,0.0728585,0.000642901,0.132817,0.112944,0.147937,0.133904,0.0955991,0.1076,0.120958,0.0904893,-19382.9
-18875.5,1,0.486826,3,7,0,18885.9,-0.00883735,0.974663,0.116877,-0.0324887,0.250518,0.0782206,0.310893,0.142591,0.0383914,0.0869925,0.281684,0.150181,-0.0117186,0.0879927,0.0814253,0.0028194,0.126413,0.117762,0.127943,0.140415,0.0966962,0.0950361,0.149292,0.0714391,-19373.1
