# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 21:17:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/f86xkn66.json
# init = 2 (Default)
# random
#   seed = 77000
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/h-den_GPT2_j.h-nonsems/hreg-20250511161711_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.444823
# Diagonal elements of inverse mass matrix:
# 2.19676e-05, 1.697e-05, 0.000116557, 0.000121542, 0.000107866, 0.000101039, 0.000123767, 0.000136744, 0.000203515, 0.0001595, 0.000151767, 0.000108151, 0.000125782, 0.000126237, 0.000117512, 0.000127524, 0.000106028, 0.000155915, 0.000153281, 0.000142365, 8.61584e-05, 0.000105497, 0.00011881, 0.000143171, 0.000161219, 0.00015094, 0.000124385, 0.000129855, 0.000135352, 0.00320787, 0.000880963, 0.00040121, 0.0844452, 0.0756093, 0.0828031
-34185.5,0.55365,0.444823,3,7,0,34213.4,-0.00841604,0.976272,0.129086,-0.0334663,0.252941,0.125544,0.305936,0.155447,0.0147356,0.082988,0.249168,0.155028,-0.0567997,0.10917,0.0499691,0.00838495,0.167309,0.0458013,0.150561,0.147743,0.089776,0.126186,0.0754592,0.0758514,0.0253343,0.0132357,0.069665,-0.0117734,0.00350156,0.101379,0.096414,0.043703,0.136415,0.0916948,0.0562783,-34537.9
-34186.9,0.915641,0.444823,3,7,0,34205.3,-0.00540782,0.977227,0.137755,-0.0322122,0.266496,0.1226,0.31675,0.14301,0.0223773,0.0883679,0.242302,0.152849,-0.0390997,0.0960242,0.0545716,0.00300172,0.153829,0.0356015,0.138639,0.152112,0.0774472,0.129446,0.0583056,0.0673567,0.0079011,0.0117742,0.0863868,-0.0150855,-0.0143656,0.145696,0.056478,0.0195424,0.0853293,0.0712281,0.0545592,-34524.4
-34183.8,0.702777,0.444823,3,7,0,34209.4,-0.00895147,0.971816,0.140539,-0.0461149,0.258205,0.134616,0.307725,0.155395,0.0204423,0.0902053,0.262694,0.141992,-0.0558173,0.0778037,0.0621239,0.0139763,0.170177,0.0551947,0.147713,0.151584,0.0607892,0.112652,0.0771427,0.0822225,0.00534705,0.00590701,0.0954401,0.00388127,-0.0230207,0.119503,0.0260871,0.0605769,0.0939401,0.0819381,0.0541593,-34564.7
-34189.2,0.88171,0.444823,3,7,0,34204.8,-8.08601e-05,0.980071,0.127196,-0.044215,0.252965,0.117803,0.316122,0.136682,0.0166485,0.0936886,0.280579,0.141046,-0.0469278,0.116556,0.0487847,-0.0135847,0.165593,0.0469573,0.111825,0.122684,0.112025,0.0968277,0.0614451,0.0765752,0.0246042,0.0162119,0.0768288,-0.00464713,-0.0171267,0.181386,0.135093,0.038627,0.159835,0.0747057,0.0382829,-34523.9
-34183,0.968692,0.444823,3,7,0,34208.6,-0.000729256,0.974774,0.129916,-0.0321113,0.250522,0.122406,0.313224,0.146591,0.017026,0.0710765,0.267746,0.150193,-0.0538314,0.0903826,0.0607412,-0.0177072,0.170893,0.0506253,0.114775,0.122439,0.0970212,0.111907,0.0702954,0.0794181,0.0254948,-0.00929857,0.0797281,-0.0111276,-0.0185584,0.0537249,0.0789335,0.0415697,0.122071,0.0864561,0.0713095,-34519.5
-34184.1,0.93619,0.444823,3,7,0,34199.4,-0.00475345,0.970313,0.155273,-0.0429323,0.257818,0.135153,0.297455,0.151496,0.0239461,0.0950004,0.27884,0.142223,-0.0728405,0.0660102,0.0557994,0.00808208,0.173964,0.0455336,0.130663,0.125194,0.0805619,0.118457,0.0773842,0.0877249,0.0103878,0.00394365,0.110479,-0.011127,-0.028894,0.102732,0.0989314,0.0518085,0.18569,0.0862542,0.0741653,-34565.1
