# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-04-21 01:56:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/uuxcbvvi.json
# init = 2 (Default)
# random
#   seed = 61455
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/asym_SciBERT.nondens/multireg-20250420205628_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.590204
# Diagonal elements of inverse mass matrix:
# 2.21422e-05, 2.20684e-05, 2.32153e-05, 2.35166e-05, 1.73278e-05
-33914.4,0.931217,0.590204,2,7,0,33915.5,-0.00722325,-0.0376375,0.161763,0.134564,0.979496,-0.0293809,0.159545,0.136523,-32779.8
-33913.9,0.89499,0.590204,2,3,0,33916.2,-0.0107602,-0.0326744,0.16173,0.135983,0.980965,-0.0243309,0.159272,0.137962,-32781
-33914.9,0.615136,0.590204,2,3,0,33918.9,-0.00682653,-0.0366431,0.166099,0.136638,0.979613,-0.028271,0.164078,0.138627,-32779.9
-33915,0.82462,0.590204,3,7,0,33918.5,-0.0123526,-0.0295074,0.159704,0.128744,0.980934,-0.021643,0.158199,0.130618,-32782.7
-33916.3,0.704495,0.590204,3,7,0,33919.6,-0.00959532,-0.0331482,0.16148,0.134688,0.973493,-0.0248892,0.159206,0.136649,-32780
-33915.2,1,0.590204,2,3,0,33917.8,-0.015399,-0.0337338,0.162786,0.136751,0.980277,-0.0253424,0.160331,0.138742,-32781.1
-33917.9,0.765581,0.590204,3,7,0,33919.8,-0.00548563,-0.0338321,0.171981,0.137582,0.981584,-0.0254306,0.170537,0.139584,-32781.6
-33917.3,0.940354,0.590204,3,7,0,33920.9,-0.0112676,-0.029657,0.169494,0.137936,0.983329,-0.0212263,0.16768,0.139943,-32782.9
-33917.9,0.940551,0.590204,3,7,0,33920.5,-0.00416244,-0.0334404,0.15464,0.128557,0.977335,-0.025557,0.152533,0.130428,-32781.9
-33914.4,0.971948,0.590204,2,3,0,33918.9,-0.00590306,-0.0326799,0.163314,0.132925,0.976517,-0.0245486,0.161564,0.13486,-32780.2
-33915.3,0.8104,0.590204,2,3,0,33917.5,-0.00843436,-0.0349819,0.165879,0.127751,0.982769,-0.0272058,0.165311,0.12961,-32781.8
-33913.5,0.991647,0.590204,2,3,0,33915.6,-0.0100647,-0.0321303,0.163603,0.132503,0.981344,-0.0240296,0.161959,0.134432,-32781.2
-33915.3,0.740216,0.590204,2,3,0,33916.6,-0.00559432,-0.0337214,0.160576,0.132491,0.983909,-0.025604,0.158556,0.134419,-32782.1
-33915.5,0.953801,0.590204,2,3,0,33917,-0.0125607,-0.0365199,0.164625,0.127379,0.977825,-0.0287599,0.163962,0.129233,-32780.6
-33918.2,0.773786,0.590204,2,3,0,33919.8,-0.00231494,-0.0373702,0.165557,0.134528,0.984918,-0.0291353,0.16382,0.136486,-32782.1
-33917.1,0.987317,0.590204,2,7,0,33920.5,-0.00278431,-0.0326473,0.16774,0.129524,0.975814,-0.0247656,0.167109,0.131409,-32780.9
-33915.3,0.919176,0.590204,3,7,0,33919.3,-0.0074709,-0.035845,0.165758,0.127047,0.978255,-0.0281139,0.165292,0.128897,-32780.6
-33915.4,0.938185,0.590204,3,7,0,33917.1,-0.0113987,-0.0299428,0.160184,0.138677,0.980944,-0.0214158,0.157083,0.140695,-32781.9
