# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-04-21 01:46:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/dvxvwwz5.json
# init = 2 (Default)
# random
#   seed = 41282
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/den_GPT2.nondens/multireg-20250420204603_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.570313
# Diagonal elements of inverse mass matrix:
# 2.11471e-05, 2.25388e-05, 2.45791e-05, 2.29021e-05, 1.67098e-05
-34808.6,0.925692,0.570313,2,3,0,34809,-0.0111262,0.137466,0.141796,0.10957,0.980659,0.121844,0.124524,0.110919,-33441.5
-34808.6,0.955607,0.570313,2,3,0,34809.9,-0.0153077,0.138553,0.141407,0.112537,0.982176,0.122584,0.123778,0.113923,-33441.9
-34808.3,0.949601,0.570313,2,3,0,34809.5,-0.0142456,0.138317,0.138558,0.111499,0.980628,0.122522,0.121131,0.112872,-33441.1
-34808.9,0.775728,0.570313,2,7,0,34812.2,-0.00883509,0.133035,0.141038,0.112152,0.984082,0.117122,0.123466,0.113533,-33442.2
-34808.6,0.868466,0.570313,2,7,0,34811.9,-0.0143245,0.137428,0.143383,0.111868,0.982522,0.121505,0.125785,0.113246,-33442.2
-34808.1,0.995935,0.570313,3,7,0,34809,-0.0146897,0.133808,0.13435,0.108324,0.984658,0.118468,0.117426,0.109658,-33443.3
-34809.3,0.923258,0.570313,2,3,0,34809.8,-0.00939871,0.136374,0.144075,0.110648,0.982336,0.120585,0.126611,0.11201,-33442.1
-34808.1,0.943586,0.570313,3,7,0,34811,-0.0127157,0.136043,0.134866,0.109721,0.98521,0.120526,0.117756,0.111072,-33443
-34808.7,0.931753,0.570313,3,7,0,34809.8,-0.016527,0.136791,0.1431,0.106715,0.984734,0.121485,0.126149,0.108029,-33444.7
-34807.9,0.964495,0.570313,2,3,0,34809.8,-0.0159028,0.133187,0.13552,0.107283,0.982209,0.117951,0.118696,0.108604,-33442.7
-34809.8,0.804181,0.570313,2,3,0,34810.6,-0.0176286,0.133219,0.132828,0.110955,0.980095,0.117594,0.115618,0.112321,-33441.6
-34810.4,0.972791,0.570313,2,7,0,34811.3,-0.0164587,0.131153,0.133384,0.113789,0.980226,0.115182,0.115808,0.11519,-33441.1
-34811.4,0.894205,0.570313,2,3,0,34813.7,-0.0169298,0.129573,0.13911,0.1168,0.986086,0.113145,0.121012,0.118238,-33443.6
-34810.8,0.996895,0.570313,3,7,0,34813.4,-0.0119055,0.140398,0.137999,0.101183,0.983065,0.125838,0.121866,0.102429,-33445.1
-34809.4,0.97787,0.570313,2,7,0,34812.6,-0.0146116,0.128174,0.140769,0.111785,0.981857,0.112313,0.123249,0.113162,-33442.3
