# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-04-21 01:46:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/dvxvwwz5.json
# init = 2 (Default)
# random
#   seed = 41282
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/den_GPT2.nondens/multireg-20250420204603_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.576987
# Diagonal elements of inverse mass matrix:
# 2.30689e-05, 2.42199e-05, 2.31492e-05, 2.3126e-05, 1.60846e-05
-34809.5,0.994869,0.576987,3,7,0,34811.3,-0.00990316,0.139471,0.135411,0.108586,0.985837,0.124078,0.118427,0.109923,-33443.6
-34808.9,0.647064,0.576987,2,3,0,34815.1,-0.0141921,0.137466,0.142785,0.108313,0.979868,0.121976,0.125644,0.109647,-33442
-34808.2,0.997108,0.576987,3,7,0,34809.7,-0.0165339,0.137792,0.135957,0.111397,0.98293,0.122056,0.11861,0.112769,-33442.1
-34808.8,0.82277,0.576987,2,3,0,34810.8,-0.0157865,0.129144,0.141205,0.110235,0.982469,0.113459,0.123867,0.111592,-33442.9
-34809.4,0.972105,0.576987,3,7,0,34810.1,-0.0126681,0.129,0.142165,0.111762,0.981687,0.113117,0.124613,0.113139,-33442
-34808.2,0.967925,0.576987,2,3,0,34810.2,-0.011624,0.130903,0.139598,0.107556,0.982004,0.115564,0.122634,0.10888,-33442.4
-34809.6,0.872927,0.576987,2,3,0,34810.5,-0.016999,0.134847,0.13155,0.109358,0.985308,0.119433,0.114571,0.110704,-33444
-34808.6,0.987782,0.576987,3,7,0,34811,-0.0152516,0.139162,0.142016,0.108878,0.985171,0.123617,0.124824,0.110219,-33444.1
-34808.6,0.974972,0.576987,3,7,0,34810,-0.0149912,0.132813,0.13566,0.105953,0.980352,0.117732,0.118997,0.107258,-33442.4
-34808,0.977379,0.576987,2,7,0,34809.4,-0.01611,0.136178,0.140563,0.107073,0.981187,0.120875,0.123634,0.108391,-33442.7
-34809.3,0.883364,0.576987,2,3,0,34810,-0.0185113,0.131403,0.134366,0.111791,0.983206,0.115652,0.117012,0.113168,-33442.8
-34810.3,0.940768,0.576987,3,7,0,34811.6,-0.00654376,0.13959,0.13867,0.106768,0.982309,0.124355,0.121827,0.108083,-33442.6
-34809.2,0.964993,0.576987,2,3,0,34811.8,-0.0106838,0.135468,0.13905,0.103753,0.985897,0.120587,0.122571,0.10503,-33445.1
-34808.3,0.991832,0.576987,3,7,0,34810.2,-0.0184988,0.134139,0.141141,0.109371,0.984448,0.118554,0.123911,0.110718,-33444
-34808.9,0.778827,0.576987,2,3,0,34811.4,-0.0109622,0.13227,0.138415,0.112506,0.980178,0.116363,0.120867,0.113891,-33440.5
-34807.6,0.908835,0.576987,2,3,0,34810.3,-0.0124852,0.13607,0.140955,0.108517,0.98247,0.120589,0.123836,0.109853,-33442.3
-34809.5,0.703919,0.576987,2,3,0,34811.1,-0.0197077,0.136717,0.13469,0.107637,0.985506,0.121451,0.117843,0.108963,-33445
-34809.4,0.926881,0.576987,3,7,0,34812.3,-0.00839989,0.132984,0.142597,0.110254,0.981351,0.117269,0.12522,0.111611,-33441.7
-34811.5,0.8026,0.576987,2,3,0,34813.3,-0.00925402,0.128157,0.141978,0.103101,0.983444,0.113307,0.125504,0.10437,-33445.2
-34811.9,0.910873,0.576987,3,7,0,34815.1,-0.018898,0.141366,0.135058,0.114936,0.985858,0.125222,0.117296,0.116352,-33443.9
-34811.9,0.965815,0.576987,3,7,0,34816.3,-0.00922471,0.128073,0.14222,0.103014,0.981057,0.113229,0.125751,0.104283,-33444.4
-34811.2,0.942657,0.576987,3,7,0,34815.3,-0.00612109,0.137657,0.138418,0.106587,0.979144,0.122449,0.121604,0.1079,-33441.6
-34810.6,1,0.576987,3,7,0,34812.5,-0.0219181,0.132162,0.138855,0.111347,0.986072,0.116385,0.12144,0.112718,-33445.3
-34811.7,0.808247,0.576987,3,7,0,34816.3,-0.0114109,0.137899,0.139201,0.0996924,0.980134,0.123496,0.123221,0.10092,-33444.6
-34810.2,1,0.576987,2,3,0,34812,-0.00982825,0.137717,0.137792,0.102427,0.980871,0.123014,0.12151,0.103689,-33443.4
-34810.6,0.968943,0.576987,3,7,0,34811.5,-0.0182117,0.132102,0.139405,0.115621,0.986609,0.115807,0.121445,0.117045,-33444
-34809.6,0.891617,0.576987,2,3,0,34813,-0.0137182,0.131781,0.135584,0.113565,0.986835,0.115798,0.117979,0.114964,-33443.5
-34807.4,0.812545,0.576987,2,3,0,34812.5,-0.0137529,0.137427,0.138552,0.10882,0.982457,0.121951,0.121457,0.11016,-33442.2
-34808.2,0.820102,0.576987,2,3,0,34809.6,-0.012803,0.134746,0.138045,0.103971,0.983719,0.119857,0.121565,0.105251,-33444.1
-34809.5,0.854066,0.576987,3,7,0,34810.7,-0.0188252,0.138679,0.138208,0.112392,0.980604,0.122785,0.12068,0.113776,-33441.8
-34807.6,0.812519,0.576987,3,7,0,34812.6,-0.0161358,0.13432,0.140427,0.109873,0.982204,0.118688,0.123154,0.111226,-33442.3
-34809.7,0.602442,0.576987,2,3,0,34812.4,-0.0174917,0.136925,0.137625,0.105597,0.987573,0.121849,0.120954,0.106897,-33446.3
-34808.5,0.936004,0.576987,2,7,0,34811.5,-0.0146073,0.13667,0.136237,0.10382,0.982436,0.12183,0.119823,0.105098,-33443.7
-34808.7,0.776337,0.576987,3,7,0,34812.3,-0.0135841,0.132821,0.14095,0.11424,0.984425,0.116662,0.123122,0.115647,-33442.3
-34808.6,0.993454,0.576987,3,7,0,34809.7,-0.0145859,0.136901,0.136006,0.103861,0.982781,0.12206,0.119593,0.10514,-33443.9
-34810.1,0.909832,0.576987,2,3,0,34810.3,-0.0148434,0.136813,0.135763,0.101008,0.984362,0.122315,0.11971,0.102252,-33445.8
-34816.1,0.632806,0.576987,3,7,0,34818.7,-0.00901406,0.13188,0.150433,0.101337,0.984859,0.117088,0.133958,0.102585,-33448.2
-34808.4,1,0.576987,2,3,0,34816.1,-0.0156305,0.130214,0.14108,0.108964,0.984541,0.114681,0.123903,0.110305,-33443.9
-34810.7,0.704422,0.576987,2,3,0,34812.1,-0.0171342,0.127389,0.140154,0.1112,0.979938,0.111609,0.122723,0.112569,-33442.3
