# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-03-23 18:52:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/y11jvzf9.json
# init = 2 (Default)
# random
#   seed = 7653
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/SciBERT.nondens/multireg-20250323135232_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.610453
# Diagonal elements of inverse mass matrix:
# 2.42302e-05, 2.30466e-05, 2.13559e-05, 2.21011e-05, 1.68816e-05
-33974.8,1,0.610453,2,3,0,33976.7,-0.0133371,0.043592,0.168687,0.129875,0.983524,0.0274578,0.168832,0.132947,-32709.3
-33976.2,0.892422,0.610453,2,3,0,33977.4,-0.0120256,0.0386872,0.175081,0.130715,0.975035,0.0226139,0.175939,0.133807,-32709.3
-33974.8,0.997182,0.610453,3,7,0,33977.9,-0.0112151,0.0444192,0.167402,0.125638,0.980403,0.0288518,0.168108,0.12861,-32708.1
-33974.9,0.84178,0.610453,3,7,0,33977.7,-0.0156933,0.0380387,0.167584,0.124391,0.978629,0.0227423,0.168531,0.127333,-32707.5
-33977.2,0.785021,0.610453,2,3,0,33979.2,-0.0139004,0.0284432,0.16616,0.127814,0.979912,0.0127737,0.166323,0.130838,-32705.3
-33977.2,0.962282,0.610453,3,7,0,33980,-0.00647091,0.0477682,0.172157,0.130839,0.981355,0.0314974,0.172601,0.133933,-32710.7
-33977.1,1,0.610453,3,7,0,33979.6,-0.0147728,0.0289155,0.166296,0.128482,0.978989,0.013147,0.166362,0.131521,-32705.2
-33976.6,0.614476,0.610453,2,3,0,33984.5,-0.00700735,0.0383888,0.162674,0.128128,0.975614,0.0224731,0.162315,0.131158,-32702.4
-33973.6,0.988072,0.610453,2,3,0,33977.8,-0.011428,0.0400758,0.168098,0.126617,0.978155,0.0244435,0.168728,0.129612,-32706.5
-33973.8,0.86636,0.610453,3,7,0,33975.6,-0.0151735,0.0380385,0.166808,0.128972,0.979125,0.0220792,0.166858,0.132022,-32706.1
-33974.4,0.939732,0.610453,3,7,0,33975,-0.0151767,0.0407344,0.168472,0.129917,0.977223,0.0246313,0.168581,0.13299,-32706.9
-33975.2,0.935961,0.610453,3,7,0,33976.7,-0.00599843,0.039272,0.17146,0.124342,0.978023,0.0240315,0.172935,0.127283,-32708
-33975.2,0.92925,0.610453,2,3,0,33976.8,-0.0138012,0.0347855,0.171081,0.134554,0.982844,0.0181547,0.170738,0.137736,-32708.2
-33975.9,0.959231,0.610453,3,7,0,33977.4,-0.00900878,0.0333117,0.163812,0.132582,0.983057,0.0168565,0.162835,0.135718,-32703.8
-33974.4,0.945581,0.610453,2,3,0,33977.7,-0.0145181,0.0335339,0.168039,0.131602,0.980117,0.0172871,0.167799,0.134715,-32705.8
-33972.9,0.776419,0.610453,2,3,0,33977.2,-0.0109237,0.0373061,0.168836,0.130094,0.980804,0.0212331,0.168964,0.133171,-32706.3
-33976,0.65194,0.610453,2,3,0,33976.3,-0.0072215,0.0367903,0.164392,0.124784,0.983941,0.021401,0.164843,0.127735,-32706
-33975.1,0.711138,0.610453,2,3,0,33981.2,-0.0149387,0.0414194,0.16549,0.131838,0.983211,0.0249828,0.164867,0.134956,-32707.2
-33976.7,0.902497,0.610453,2,3,0,33977.6,-0.0118801,0.0400285,0.164078,0.133139,0.985877,0.0234031,0.16304,0.136288,-32706.8
-33977.3,0.96607,0.610453,2,7,0,33979.2,-0.00951303,0.0416998,0.16068,0.129796,0.984566,0.025466,0.159764,0.132866,-32705.3
-33978.8,0.776825,0.610453,2,3,0,33983.1,-0.00798379,0.0327383,0.175683,0.12378,0.97531,0.0177433,0.177822,0.126708,-32709.8
-33974,0.966505,0.610453,2,3,0,33979.6,-0.0115525,0.0391828,0.173911,0.126641,0.979114,0.0236598,0.175317,0.129637,-32709.8
-33974.3,0.69763,0.610453,2,3,0,33978.4,-0.00576604,0.0413029,0.16919,0.127649,0.981499,0.0255255,0.169789,0.130669,-32707.3
-33974.2,0.997251,0.610453,3,7,0,33975.6,-0.0156219,0.0352313,0.169256,0.131439,0.979958,0.0190043,0.169207,0.134548,-32706.9
-33975,0.959362,0.610453,2,3,0,33975.5,-0.0165182,0.0337669,0.16678,0.129118,0.979853,0.0178472,0.1668,0.132173,-32706.1
-33975,0.719547,0.610453,2,3,0,33979.3,-0.0165182,0.0337669,0.16678,0.129118,0.979853,0.0178472,0.1668,0.132173,-32706.1
-33974.5,0.874187,0.610453,3,7,0,33977.7,-0.00976543,0.0407077,0.175338,0.131176,0.980727,0.0245444,0.17615,0.134279,-32710.5
-33975.7,0.927024,0.610453,2,3,0,33976.2,-0.00865599,0.0407983,0.175205,0.133307,0.983336,0.0243295,0.17563,0.13646,-32711.1
-33974,1,0.610453,2,3,0,33976.4,-0.00614781,0.0362092,0.167622,0.129831,0.979049,0.0201682,0.167633,0.132902,-32704.4
-33973.9,0.990991,0.610453,3,7,0,33975.1,-0.0152462,0.0410067,0.170839,0.129223,0.980389,0.0250388,0.171386,0.132279,-32709.2
-33974,0.935764,0.610453,3,7,0,33975.5,-0.0144124,0.0361666,0.171099,0.126124,0.980618,0.0207116,0.172217,0.129107,-32708.8
-33975.2,0.846023,0.610453,2,7,0,33976.4,-0.00967471,0.0367382,0.16525,0.126241,0.984463,0.0211578,0.165563,0.129227,-32706.6
-33978.1,0.859415,0.610453,3,7,0,33979.4,-0.00925983,0.0463386,0.164336,0.124227,0.983932,0.0308912,0.164875,0.127165,-32708.9
-33977.4,1,0.610453,3,7,0,33980.2,-0.011208,0.0304524,0.173963,0.134613,0.977826,0.0139246,0.173996,0.137797,-32707.6
-33974.7,0.940561,0.610453,3,7,0,33980,-0.00768405,0.0439435,0.170682,0.13022,0.978444,0.0277897,0.171035,0.1333,-32707.7
-33974.1,0.972021,0.610453,2,3,0,33975.9,-0.0103934,0.0334025,0.167892,0.126976,0.981703,0.0178109,0.168433,0.12998,-32706.1
-33979,0.535587,0.610453,2,3,0,33980.1,-0.00507022,0.0313585,0.169119,0.126358,0.986514,0.0159048,0.169931,0.129347,-32708.6
-33974,0.985981,0.610453,2,3,0,33980.5,-0.0110535,0.0356151,0.165246,0.128513,0.98214,0.0197286,0.165166,0.131553,-32705.1
-33974.1,0.989242,0.610453,3,7,0,33975,-0.012829,0.0400893,0.173879,0.128297,0.978655,0.0243181,0.174994,0.131331,-32709.8
-33973.9,0.964975,0.610453,2,3,0,33975,-0.0119772,0.0369215,0.173972,0.127409,0.980963,0.021323,0.175254,0.130422,-32709.9
-33974.1,0.994087,0.610453,3,7,0,33974.5,-0.00984391,0.0395464,0.16454,0.131661,0.978754,0.0231453,0.16382,0.134775,-32703.7
-33974,0.952237,0.610453,3,7,0,33975.2,-0.0149927,0.0413648,0.168598,0.128921,0.978615,0.0253961,0.168897,0.131971,-32707.5
-33973,0.85875,0.610453,1,3,0,33975.5,-0.00947353,0.0371589,0.17002,0.128604,0.980176,0.0213196,0.170565,0.131645,-32706.7
-33974.8,0.78594,0.610453,2,3,0,33975,-0.0112314,0.0429493,0.172688,0.126905,0.983043,0.027314,0.173884,0.129907,-32711.3
-33976.3,0.912899,0.610453,2,3,0,33976.7,-0.0112554,0.0319985,0.163446,0.130544,0.977151,0.0158447,0.162773,0.133631,-32702.4
-33974.4,0.99503,0.610453,2,3,0,33976.9,-0.010475,0.0431688,0.168728,0.127837,0.983141,0.0273303,0.169232,0.130861,-32708.8
-33974.8,0.949862,0.610453,2,3,0,33975.8,-0.00795799,0.0363802,0.16445,0.129765,0.977185,0.0202915,0.164046,0.132835,-32702.8
-33975,0.967656,0.610453,2,7,0,33976.3,-0.00831958,0.0350158,0.169339,0.128665,0.984775,0.0191867,0.169782,0.131708,-32707.8
-33974.6,0.663854,0.610453,2,3,0,33979.9,-0.0121381,0.038474,0.168091,0.125232,0.976452,0.0230607,0.16896,0.128195,-32706.3
-33976,0.887772,0.610453,2,7,0,33976.8,-0.0131992,0.0357932,0.166917,0.1277,0.986038,0.0200481,0.167201,0.13072,-32708.4
-33976,1,0.610453,2,7,0,33976.9,-0.0109617,0.0392478,0.171725,0.133091,0.974537,0.0227719,0.171721,0.136239,-32706.8
-33976.9,0.955707,0.610453,2,3,0,33978.9,-0.017343,0.0427432,0.173417,0.13134,0.98404,0.0264946,0.173943,0.134447,-32713
-33975.1,1,0.610453,2,3,0,33977.2,-0.0150158,0.0437067,0.172587,0.131678,0.980505,0.0273822,0.172944,0.134793,-32710.6
-33977.6,0.603683,0.610453,3,7,0,33981,-0.00873153,0.0409076,0.166406,0.130175,0.972859,0.0247298,0.166193,0.133255,-32704.3
-33974.6,1,0.610453,2,3,0,33977.4,-0.0109097,0.0392019,0.171169,0.12727,0.984685,0.0235423,0.172099,0.13028,-32710.1
-33975.2,0.945127,0.610453,2,3,0,33976.4,-0.0148069,0.0386723,0.166839,0.131515,0.975767,0.0223439,0.166452,0.134626,-32705.2
