# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2024-09-28 21:00:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/o6aukb2m.json
# init = 2 (Default)
# random
#   seed = 73240
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/SciBERT.nondens/multireg-20240928160036_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.548854
# Diagonal elements of inverse mass matrix:
# 2.35306e-05, 2.22319e-05, 2.36477e-05, 2.31794e-05, 1.73747e-05
-33808.9,0.989963,0.548854,3,7,0,33812.4,-0.00753591,0.0414363,0.172739,0.132434,0.974849,0.0235037,0.18545,0.136052,-98885.3
-33810.2,0.754219,0.548854,2,3,0,33813.1,-0.00555955,0.0415668,0.180354,0.124677,0.983351,0.0250601,0.196392,0.128083,-98886.6
-33809.5,0.91124,0.548854,3,7,0,33813,-0.00996109,0.0366116,0.170666,0.131797,0.980057,0.0185088,0.18303,0.135398,-98886
-33810.3,0.837159,0.548854,3,7,0,33814.1,-0.00558597,0.0412365,0.1818,0.12142,0.973863,0.0252845,0.198834,0.124737,-98886.7
-33809,0.944626,0.548854,2,7,0,33813.1,-0.00477243,0.0379869,0.177724,0.132322,0.980458,0.0199631,0.191602,0.135937,-98885.4
-33808.3,0.977313,0.548854,3,7,0,33810.9,-0.0126777,0.0415149,0.174803,0.122247,0.976329,0.0253413,0.190061,0.125586,-98884.8
-33809.2,0.90744,0.548854,3,7,0,33811.3,-0.00332504,0.0335854,0.175643,0.124899,0.978554,0.0165634,0.190555,0.128311,-98885.7
-33808.8,1,0.548854,3,7,0,33811,-0.0138235,0.0400122,0.173675,0.131399,0.976562,0.0221941,0.186811,0.134989,-98885.2
-33810.4,0.863933,0.548854,2,3,0,33812.1,-0.0144139,0.0438904,0.169103,0.125165,0.977986,0.0272671,0.182459,0.128584,-98886.9
-33810.1,0.99496,0.548854,3,7,0,33813.6,-0.00555162,0.0464121,0.172486,0.121311,0.97809,0.0306188,0.187403,0.124625,-98886.5
-33810.1,0.989626,0.548854,3,7,0,33811.9,-0.0123009,0.0340967,0.176725,0.131804,0.98102,0.0159455,0.190479,0.135405,-98886.6
-33807.7,0.938277,0.548854,2,3,0,33811.6,-0.00384435,0.0425233,0.176248,0.125681,0.976896,0.0258396,0.191139,0.129114,-98884.1
-33809.5,0.776422,0.548854,2,3,0,33810.5,-0.00239289,0.0442818,0.174564,0.127035,0.980882,0.0274366,0.188793,0.130506,-98885.9
-33809.2,0.959262,0.548854,2,3,0,33811.5,-0.0020111,0.0402881,0.17507,0.121563,0.977717,0.0241706,0.190529,0.124884,-98885.6
-33808.6,0.759167,0.548854,3,7,0,33814.2,-0.0140424,0.0379995,0.177639,0.130317,0.979262,0.0203151,0.191906,0.133877,-98885.1
-33808.7,0.876494,0.548854,3,7,0,33811.4,-0.00183588,0.0368279,0.175227,0.124976,0.978494,0.0199548,0.190027,0.12839,-98885.2
-33808.2,0.955405,0.548854,3,7,0,33811,-0.014733,0.0396833,0.175264,0.126421,0.978431,0.0227137,0.189778,0.129874,-98884.6
-33814.8,0.430493,0.548854,2,3,0,33816.5,-0.00778458,0.042107,0.169622,0.121315,0.986236,0.0260508,0.18388,0.12463,-98891.3
-33809.5,1,0.548854,2,3,0,33815.2,-0.0101254,0.0443689,0.172281,0.123012,0.981315,0.0281786,0.186804,0.126373,-98886
-33808.7,1,0.548854,2,3,0,33810,-0.0108324,0.0431007,0.171169,0.125585,0.980423,0.0263935,0.184913,0.129016,-98885.2
-33809.5,0.959189,0.548854,3,7,0,33810.6,-0.00486455,0.0363943,0.1815,0.12832,0.974308,0.0190181,0.197061,0.131826,-98885.9
-33809.4,0.960948,0.548854,2,7,0,33811.6,-0.00671537,0.0375232,0.182638,0.122045,0.978914,0.0212846,0.199737,0.125379,-98885.9
-33808.6,0.824682,0.548854,3,7,0,33813.7,-0.012585,0.0412914,0.176334,0.132224,0.979398,0.0234362,0.189913,0.135836,-98885.1
-33808,0.99353,0.548854,2,7,0,33809.4,-0.0099469,0.0426016,0.178091,0.130252,0.980079,0.0251725,0.192475,0.13381,-98884.4
-33807.8,0.998042,0.548854,3,7,0,33808.8,-0.0112445,0.0390378,0.174649,0.123317,0.975643,0.0225524,0.189655,0.126686,-98884.2
-33807.9,0.796345,0.548854,2,3,0,33811.4,-0.0118496,0.043701,0.178973,0.127586,0.97752,0.0267927,0.194102,0.131072,-98884.4
-33809.1,0.871735,0.548854,3,7,0,33810.2,-0.00745526,0.0453786,0.17529,0.126059,0.973427,0.0287654,0.189884,0.129503,-98885.6
-33807.1,1,0.548854,2,3,0,33809.3,-0.0106484,0.0386525,0.177846,0.128224,0.978918,0.0213593,0.192587,0.131727,-98883.6
-33809.5,0.778068,0.548854,2,3,0,33810.4,-0.00464363,0.0461159,0.173105,0.128028,0.974968,0.0291773,0.186797,0.131525,-98885.9
-33809.7,0.964398,0.548854,3,7,0,33810.9,-0.0115827,0.0341857,0.17937,0.124886,0.981425,0.017248,0.19514,0.128298,-98886.2
-33808.4,0.894618,0.548854,3,7,0,33813.4,-0.00589606,0.0433911,0.173623,0.127993,0.974293,0.0263246,0.18744,0.131489,-98884.8
-33808.3,0.973996,0.548854,3,7,0,33809.6,-0.0103845,0.0352311,0.178895,0.125585,0.979931,0.0182226,0.194414,0.129015,-98884.7
-33811.8,0.720324,0.548854,2,3,0,33812.8,-0.0135809,0.0358928,0.174442,0.125689,0.970855,0.0188399,0.188918,0.129123,-98888.2
-33809.4,0.71672,0.548854,3,7,0,33817.8,-0.00852504,0.0433749,0.181717,0.129887,0.97434,0.0260973,0.197008,0.133436,-98885.8
-33808.5,0.988708,0.548854,3,7,0,33811.2,-0.00515048,0.0386114,0.171494,0.12436,0.980022,0.0218839,0.185563,0.127758,-98884.9
-33808.8,0.991786,0.548854,3,7,0,33810.5,-0.00634714,0.0452289,0.180378,0.127173,0.975547,0.028489,0.195914,0.130648,-98885.2
-33807.8,0.928736,0.548854,3,7,0,33811.1,-0.00978516,0.0367081,0.172535,0.126842,0.979528,0.0194757,0.186337,0.130308,-98884.2
-33809.1,0.869592,0.548854,2,3,0,33810,-0.0112628,0.0356883,0.173262,0.131683,0.979921,0.0175927,0.186246,0.13528,-98885.5
-33808.7,0.946905,0.548854,2,3,0,33810.7,-0.00898353,0.0330926,0.176882,0.128835,0.979409,0.0153949,0.191277,0.132354,-98885.2
-33812.7,0.625724,0.548854,3,7,0,33816.9,-0.00449352,0.0505674,0.175703,0.128985,0.98164,0.0337326,0.189796,0.132509,-98889.1
-33811.5,0.981257,0.548854,3,7,0,33815.4,-0.0150062,0.033471,0.180693,0.1228,0.975507,0.016868,0.197192,0.126155,-98888
-33814.3,0.781601,0.548854,3,7,0,33819.2,0.00106202,0.048389,0.177222,0.128694,0.982374,0.0315117,0.191724,0.132209,-98890.7
-33808.3,1,0.548854,2,3,0,33814.5,-0.00452881,0.0452457,0.175538,0.128653,0.97798,0.0281894,0.189662,0.132168,-98884.8
-33810.1,0.848708,0.548854,3,7,0,33811.7,-0.00978254,0.0403794,0.18291,0.123234,0.973677,0.0240908,0.199829,0.1266,-98886.5
-33808.4,1,0.548854,3,7,0,33811.1,-0.0120054,0.0432905,0.176382,0.123657,0.980319,0.0269914,0.191716,0.127036,-98884.9
-33809.3,0.929706,0.548854,3,7,0,33810.5,-0.00460786,0.0356274,0.175847,0.129221,0.973555,0.0179812,0.189926,0.132752,-98885.7
-33812.6,0.815276,0.548854,2,3,0,33813.3,-0.0101488,0.0467244,0.179249,0.119646,0.982815,0.0313222,0.196059,0.122915,-98889.1
-33808.9,0.975608,0.548854,2,3,0,33815.3,-0.00719324,0.04196,0.175761,0.125524,0.982861,0.0252672,0.190572,0.128953,-98885.3
-33807.7,0.948566,0.548854,3,7,0,33811.3,-0.00940494,0.0362104,0.179265,0.124615,0.977065,0.0194219,0.195066,0.12802,-98884.1
