# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-12 01:22:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/qdf_y3kz.json
# init = 2 (Default)
# random
#   seed = 37
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-BOW-SciBERT.h-nonsems/hreg-20250511202209_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.435439
# Diagonal elements of inverse mass matrix:
# 3.36699e-05, 2.06863e-05, 0.000123525, 0.000173943, 0.000214417, 0.000196747, 0.000418071, 0.00029166, 0.000168832, 0.000209958, 0.000270016, 0.000203955, 0.00025692, 0.0001906, 0.000512974, 0.000198762, 0.000387994, 0.00038435, 0.000368198, 0.000246081, 0.00210343, 0.00077846, 0.0885228, 0.091925
-18881.4,0.944408,0.435439,3,7,0,18891.8,-0.00912075,0.970316,0.12746,-0.0516827,0.258773,0.0986618,0.343893,0.133664,0.0416498,0.0404211,0.234215,0.159161,-0.0403405,0.0617075,0.0539076,-0.00585703,0.155729,0.131132,0.138842,0.181424,0.232232,0.0442254,0.162037,0.0660311,-19402.2
-18881.2,0.928799,0.435439,3,7,0,18896.3,-0.00629217,0.974459,0.117574,-0.0382426,0.220982,0.134068,0.324205,0.143384,0.0404108,0.0625396,0.239391,0.151143,-0.0243666,0.0832814,0.0739021,-0.0114157,0.162043,0.150938,0.114051,0.186534,0.0914762,0.0846833,0.144831,0.13738,-19397.9
-18879.3,0.945204,0.435439,3,7,0,18894.1,-0.0109286,0.9707,0.128323,-0.0458299,0.261376,0.0902007,0.324122,0.146671,0.0356387,0.0636604,0.281462,0.173471,-0.0486582,0.099813,0.0628102,0.0289044,0.170529,0.0951467,0.162281,0.142604,0.193284,0.109929,0.109462,0.0504814,-19413.9
-18879.2,0.827631,0.435439,3,7,0,18894.5,-0.0129882,0.976967,0.128502,-0.0541229,0.270845,0.100819,0.330363,0.143046,0.0596901,0.0794871,0.259923,0.156228,-0.0426258,0.0655455,0.0746089,-0.0143171,0.158135,0.0995423,0.127905,0.146268,0.105568,0.115298,0.135975,0.143655,-19389.3
-18877.4,0.948585,0.435439,3,7,0,18889.3,-0.00761056,0.971484,0.125771,-0.0314807,0.219639,0.0819832,0.34673,0.132305,0.0659436,0.0765861,0.270836,0.171357,-0.0358711,0.0764444,0.0969244,0.0156036,0.157201,0.115522,0.148519,0.145529,0.122811,0.0557729,0.0890232,0.101845,-19404.2
-18876.4,0.969957,0.435439,3,7,0,18885.9,-0.00909812,0.976672,0.124029,-0.0217018,0.248118,0.10995,0.320796,0.175752,-0.0130092,0.0510389,0.246256,0.177602,-0.0375271,0.108211,0.0892079,-0.00066319,0.139393,0.114918,0.14458,0.166791,0.184302,0.119949,0.18071,0.0729106,-19399.1
-18883,0.908845,0.435439,3,7,0,18889.6,-0.00041751,0.973205,0.115991,-0.0316061,0.274086,0.125796,0.321594,0.183162,-0.0130071,0.0448341,0.240889,0.162057,-0.0365164,0.0914834,0.0871479,0.00504148,0.14525,0.107627,0.136152,0.183743,0.199663,0.104722,0.259298,0.0731017,-19408.4
-18877.1,0.973273,0.435439,3,7,0,18892.7,-0.01366,0.972133,0.136527,-0.0463415,0.241676,0.0898282,0.297916,0.129412,0.0542111,0.0916619,0.225512,0.153952,-0.0267472,0.0835551,0.0747939,0.0148632,0.146107,0.122887,0.151217,0.173083,0.144537,0.10801,0.131453,0.065414,-19380.9
-18879.9,0.885915,0.435439,3,7,0,18891.4,-0.00610114,0.972763,0.103872,-0.0645339,0.237057,0.106151,0.331099,0.129533,-0.0282875,0.0555443,0.24774,0.178883,-0.0265568,0.0836207,0.0812279,0.00978037,0.163313,0.110508,0.126808,0.163795,0.0997456,0.124642,0.100766,0.0849137,-19394.5
