# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-12 01:22:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/qdf_y3kz.json
# init = 2 (Default)
# random
#   seed = 37
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-BOW-SciBERT.h-nonsems/hreg-20250511202209_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.452938
# Diagonal elements of inverse mass matrix:
# 3.59363e-05, 2.43981e-05, 0.000138238, 0.000164371, 0.000213696, 0.000160241, 0.000351715, 0.000344185, 0.000183919, 0.000235306, 0.000251097, 0.000167948, 0.000182941, 0.000228557, 0.000427826, 0.000211895, 0.000308383, 0.000341061, 0.000411277, 0.000239109, 0.00325351, 0.000992789, 0.0895407, 0.0840819
-18875,0.976597,0.452938,3,7,0,18886.4,-0.00166806,0.976901,0.135516,-0.0322285,0.228848,0.113555,0.315837,0.149462,0.0404904,0.0987843,0.259788,0.157665,-0.0545786,0.09508,0.0709105,-0.000540383,0.15609,0.119541,0.134342,0.158322,0.0928066,0.0892405,0.142891,0.104537,-19393.2
-18877.4,0.971267,0.452938,3,7,0,18884.2,-0.0136595,0.969094,0.0942062,-0.0180057,0.257449,0.1092,0.334945,0.15119,0.0576195,0.0568008,0.269898,0.175465,-0.0185405,0.106282,0.0649662,0.0249504,0.139454,0.111229,0.140089,0.129307,0.207888,0.0946472,0.122442,0.0460757,-19401
-18877.3,0.712188,0.452938,3,7,0,18890,-0.00194993,0.97477,0.126966,-0.0202545,0.238894,0.104451,0.33772,0.14863,0.0345458,0.0724485,0.285699,0.163104,-0.0650112,0.0714669,0.0748119,-0.00607231,0.147619,0.101045,0.148531,0.128094,0.0633751,0.106408,0.149094,0.0978203,-19393.2
-18873,0.950861,0.452938,3,7,0,18886.7,-0.00519479,0.972199,0.112921,-0.0353188,0.231274,0.0989403,0.342897,0.162362,0.0275006,0.0626117,0.255975,0.157663,-0.0428705,0.0830801,0.0728003,0.0180513,0.145574,0.114529,0.148811,0.15644,0.0470226,0.0625839,0.160822,0.0956738,-19395.7
-18877.3,0.804526,0.452938,3,7,0,18884.6,-0.0156412,0.971571,0.114149,-0.00888409,0.224489,0.0915991,0.347041,0.15933,0.0155198,0.0541491,0.2803,0.146942,-0.0345513,0.0942198,0.0681567,0.0111276,0.155508,0.134266,0.162469,0.144844,0.0980115,0.050692,0.132726,0.0790832,-19404.4
-18877.7,0.996846,0.452938,3,7,0,18886.1,-0.012081,0.975888,0.111139,-0.00549194,0.22013,0.101719,0.328223,0.169255,0.00245478,0.0441122,0.248503,0.146631,-0.0282414,0.0996202,0.0627088,0.0173781,0.131466,0.131497,0.162636,0.15383,0.180449,0.07529,0.104057,0.087089,-19377.2
