# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 04:34:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/e5ehwd2f.json
# init = 2 (Default)
# random
#   seed = 63690
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-den_SciBERT_j/hreg-20250420233455_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.45273
# Diagonal elements of inverse mass matrix:
# 2.40138e-05, 1.69118e-05, 0.000126874, 0.000112545, 0.000185533, 0.000129136, 0.000114872, 0.000140647, 0.000129236, 0.000199428, 0.000133593, 0.00093022, 0.0964575
-34872.8,0.88939,0.45273,3,7,0,34880.4,-0.0137207,0.9905,0.0348917,0.0981744,0.0611285,0.0425489,0.0214426,-0.00595216,0.192747,0.00506503,0.11621,0.0410245,0.0714046,-33332.5
-34867,0.953828,0.45273,3,7,0,34877.4,-0.0158507,0.991976,0.0546348,0.0882819,0.054079,0.0440721,0.0472799,-0.00930774,0.192128,-0.00511803,0.107714,0.0638469,0.0517608,-33333.5
-34866.1,0.774729,0.45273,3,7,0,34875.7,-0.00708319,0.994143,0.0483892,0.0664129,0.0299615,0.0381138,0.045371,0.00479473,0.198742,-0.0182318,0.115489,0.063489,0.111394,-33332
-34867.7,0.887085,0.45273,3,7,0,34871.5,-0.0176211,0.988866,0.0378028,0.0700053,0.0520166,0.0474335,0.0353937,-0.00875544,0.196677,-0.0133301,0.0980997,0.0592986,0.0457146,-33329.5
-34867,0.994422,0.45273,3,7,0,34871.8,-0.00576096,0.992437,0.0514441,0.0647743,0.0303555,0.0421193,0.047933,0.00546517,0.199517,-0.011473,0.120307,0.0734794,0.106408,-33334.4
-34868.2,0.871499,0.45273,3,7,0,34875.2,-0.00914623,0.989846,0.0373491,0.0736966,0.0519813,0.047118,0.0311309,-0.00679413,0.201053,-0.0159036,0.0964608,0.0151957,0.057598,-33330.9
-34868.5,0.753521,0.45273,3,7,0,34874.9,-0.0110574,0.996144,0.0546972,0.0742982,0.0228228,0.050375,0.0467537,0.00959847,0.18292,-0.0157477,0.114712,0.101728,0.073587,-33325.6
-34869.2,0.976802,0.45273,3,7,0,34873.7,-0.0102743,0.997993,0.0512093,0.0714418,0.0324128,0.0517876,0.0523925,0.00264997,0.20119,-0.00154944,0.124669,0.105049,0.0991903,-33337.7
-34870.8,0.870609,0.45273,3,7,0,34879.1,-0.0106049,0.989995,0.0419319,0.0825412,0.0371457,0.0462489,0.0252318,0.0244958,0.20644,-0.0169033,0.128703,0.0516655,0.0578587,-33339.1
-34869.9,0.991771,0.45273,3,7,0,34875.2,-0.0124981,0.993897,0.0463803,0.0556416,0.0397836,0.0352962,0.0583797,-0.0260747,0.192405,-0.00700678,0.0933318,0.075744,0.0831759,-33327.5
-34868.1,0.921404,0.45273,3,7,0,34877,-0.00906372,0.995019,0.039168,0.0591957,0.046105,0.0403551,0.0485964,-0.030172,0.197294,-0.00866729,0.0995283,0.0622612,0.0676765,-33329.7
-34868.8,0.96926,0.45273,3,7,0,34874.3,-0.0121955,0.991744,0.0501995,0.082306,0.0440327,0.0469835,0.0342278,0.0296053,0.201982,-0.0233969,0.117355,0.0536149,0.0733824,-33335.9
-34868.3,0.980031,0.45273,3,7,0,34874.4,-0.00854489,0.992035,0.0470032,0.0616771,0.0434611,0.0416131,0.0279442,0.00664727,0.182441,-0.0122304,0.131669,0.0670092,0.0503505,-33323.9
-34867.2,0.875711,0.45273,3,7,0,34874.2,-0.0130765,0.988672,0.0386932,0.0703416,0.054987,0.049114,0.0520856,0.007475,0.209749,-0.0156202,0.0987055,0.0510544,0.079546,-33340.2
-34866.1,0.9869,0.45273,3,7,0,34871.3,-0.0103178,0.991846,0.046293,0.0678202,0.029184,0.0393813,0.0322132,-0.00557559,0.187451,-0.0136969,0.12082,0.0254423,0.0596254,-33325.2
-34870.2,0.782725,0.45273,3,7,0,34875.4,-0.016357,0.995345,0.0604919,0.0902133,0.0231832,0.0283609,0.0454626,-0.00659346,0.189996,-0.00861013,0.118331,0.0426351,0.0565781,-33332
-34867.2,0.828227,0.45273,3,7,0,34877.1,-0.0117932,0.991934,0.0395315,0.0631343,0.0418533,0.0415618,0.0395595,0.00306395,0.198602,-0.0343726,0.113238,0.0167919,0.134579,-33331.3
-34865.4,0.989559,0.45273,3,7,0,34869.5,-0.00979687,0.993181,0.0392645,0.0711969,0.0390181,0.0545394,0.0384186,-0.00592712,0.214928,-0.0220133,0.116664,0.0509462,0.078882,-33342.4
-34869.1,0.833343,0.45273,3,7,0,34871.9,-0.0122112,0.990178,0.0504146,0.0789346,0.0323469,0.0394438,0.0375724,-0.0202523,0.201057,0.00818434,0.108079,0.0959023,0.104181,-33333.7
-34868.1,0.975044,0.45273,3,7,0,34874,-0.0168043,0.994954,0.0446076,0.0625869,0.0450719,0.0311702,0.0530997,-0.0100171,0.196016,0.00120632,0.106948,0.0914632,0.102695,-33329.9
-34875.1,0.731314,0.45273,3,7,0,34880.4,-0.0127392,0.994285,0.0665249,0.0623107,0.0457979,0.0281784,0.0353285,0.010382,0.217287,-0.00795867,0.124018,0.0175143,0.208589,-33342.1
-34869.5,0.922107,0.45273,3,7,0,34881,-0.00914829,0.990481,0.0608795,0.0700657,0.0424549,0.0305583,0.0541944,0.003287,0.203289,-0.0177104,0.107726,0.127232,0.079954,-33337.3
-34869.6,0.86538,0.45273,3,7,0,34877.6,-0.00922655,0.997066,0.0293203,0.074104,0.034974,0.0507188,0.0279756,-0.00506259,0.194307,-0.00886179,0.110677,-0.00811641,0.0895203,-33326.7
-34867,0.982059,0.45273,3,7,0,34875,-0.00961826,0.993041,0.0604167,0.0644197,0.0483162,0.0332503,0.0539835,0.0122886,0.205848,-0.0178098,0.109401,0.0888962,0.0752281,-33337.5
-34868.9,0.872709,0.45273,3,7,0,34873,-0.0174852,0.993611,0.0350605,0.0550298,0.0407815,0.0595773,0.0433641,-0.00926888,0.196148,-0.00808804,0.120277,0.032931,0.104957,-33331.7
-34869.7,0.95544,0.45273,3,7,0,34874.7,-0.00524764,0.992125,0.0518574,0.092107,0.0372414,0.0261442,0.0462919,0.0111068,0.192599,-0.0244865,0.0962037,0.0573717,0.0602199,-33330.8
-34866.8,0.990909,0.45273,3,7,0,34874.4,-0.0113672,0.992126,0.0492809,0.0653966,0.0604196,0.0540545,0.0600928,0.00458549,0.199509,-0.0027444,0.106301,0.0797787,0.062418,-33336.7
