# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 04:34:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/e5ehwd2f.json
# init = 2 (Default)
# random
#   seed = 63690
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-den_SciBERT_j/hreg-20250420233455_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.560107
# Diagonal elements of inverse mass matrix:
# 2.28125e-05, 1.6322e-05, 0.000110028, 0.000150157, 0.000166026, 0.000130701, 9.37346e-05, 0.000118431, 0.000115177, 0.000195256, 0.000124864, 0.000805592, 0.0902036
-34868.8,0.831679,0.560107,2,3,0,34869.8,-0.0117238,0.994539,0.0647792,0.0686678,0.0149022,0.0437502,0.0474328,0.0075167,0.194599,-0.0296494,0.0965042,0.0726022,0.0738963,-33328.8
-34866.5,0.988793,0.560107,3,7,0,34872,-0.00595196,0.992128,0.0531939,0.061481,0.029429,0.0580061,0.040298,-0.00917311,0.201456,-0.0205347,0.107453,0.0762432,0.0690851,-33333.4
-34865.6,0.924986,0.560107,3,7,0,34870.8,-0.0102169,0.99349,0.0480471,0.0795289,0.0306051,0.0493633,0.0412766,0.0148419,0.204881,-0.0128176,0.103628,0.046371,0.0526245,-33334.5
-34869.5,0.792492,0.560107,3,7,0,34873,-0.00840304,0.993983,0.0685393,0.0591306,0.0367566,0.0464936,0.0321289,0.0166776,0.197982,-0.0087483,0.116444,0.0802573,0.0965324,-33329.7
-34870.6,0.951781,0.560107,3,7,0,34876.2,-0.0171673,0.992011,0.0491667,0.080962,0.056885,0.0693383,0.0582323,-0.0115027,0.196928,-0.0258854,0.109278,0.0699424,0.0606967,-33341.4
-34870.2,0.976096,0.560107,3,7,0,34876.5,-0.0184183,0.989654,0.0512069,0.0797049,0.0446119,0.0559171,0.0640194,-0.00682899,0.193689,-0.0244264,0.104829,0.0495177,0.056644,-33338.6
-34870.6,0.983726,0.560107,3,7,0,34875.7,-0.004959,0.997547,0.0439375,0.0686363,0.0443661,0.0296635,0.0223956,-0.00335824,0.195153,0.0104234,0.118921,0.0769165,0.0742374,-33326.4
-34869,0.871581,0.560107,3,7,0,34878.9,-0.0136763,0.996204,0.0459839,0.0682895,0.0304742,0.0524975,0.0581902,0.00156596,0.198831,-0.0350072,0.0950035,0.0352164,0.0502151,-33333.4
-34870.7,0.891725,0.560107,3,7,0,34876.2,-0.0156383,0.988426,0.0302173,0.0594948,0.0590538,0.0555226,0.0355938,-0.00268988,0.186116,0.0020037,0.11803,0.0674622,0.0892778,-33326.7
-34867.7,1,0.560107,3,7,0,34874.2,-0.0119029,0.989997,0.0588851,0.070228,0.0231363,0.0244842,0.0486952,-0.00112122,0.204452,-0.021431,0.0984717,0.0521052,0.059634,-33334.5
-34868,0.800159,0.560107,3,7,0,34876,-0.0119635,0.991967,0.0255596,0.0693104,0.05869,0.0643919,0.035346,-0.000493782,0.18953,-0.00353591,0.110509,0.0514742,0.0605481,-33328
-34870,0.943056,0.560107,3,7,0,34872.1,-0.00990006,0.991877,0.0676423,0.0673393,0.0225375,0.0213062,0.0509246,-0.00195915,0.205666,-0.0229787,0.101644,0.032408,0.0850523,-33336
-34872.1,0.862973,0.560107,3,7,0,34877.7,-0.0114034,0.995591,0.0227753,0.0611411,0.0522873,0.0724649,0.0305435,-0.00120266,0.191075,0.00115942,0.11466,0.0918493,0.0593296,-33327.4
-34874.9,0.704706,0.560107,3,7,0,34883.1,-0.01308,0.988197,0.0656388,0.075383,0.0241515,0.0084196,0.0573244,0.00638756,0.203796,-0.0261237,0.10129,0.0421714,0.0766187,-33338.7
-34873.4,0.919732,0.560107,3,7,0,34886.1,-0.0119866,0.996872,0.0369301,0.066457,0.0464264,0.0713594,0.0371481,-0.0349278,0.184609,-0.0121233,0.10654,0.0679002,0.0684499,-33326.4
-34868,0.853396,0.560107,3,7,0,34880.3,-0.015573,0.996323,0.0494967,0.0806103,0.0244301,0.0456038,0.0386631,-0.00401078,0.204443,-0.00799115,0.0929584,0.0204303,0.0723701,-33331.9
-34868,0.891223,0.560107,3,7,0,34875,-0.0135257,0.994485,0.045827,0.0537526,0.0524812,0.0647733,0.0394558,0.0114939,0.195975,-0.0225835,0.0992079,0.0842893,0.0589222,-33327.7
-34868.5,0.830286,0.560107,3,7,0,34875.3,-0.0173425,0.994696,0.0410735,0.0471342,0.0328062,0.0279415,0.0451448,-0.00888016,0.196467,-0.00352381,0.114036,0.0324443,0.0593006,-33327.1
