# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:10:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/sp3gqbmm.json
# init = 2 (Default)
# random
#   seed = 78959
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/den_SciBERT.nonsems/multireg-20250511181056_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.645579
# Diagonal elements of inverse mass matrix:
# 2.25055e-05, 2.316e-05, 2.25953e-05, 2.33986e-05, 1.79575e-05
-33816.2,0.987286,0.645579,2,7,0,33819.4,-0.00508976,0.042658,0.16047,0.135744,0.97675,0.0255626,0.158001,0.138726,-32837
-33814.3,0.961033,0.645579,2,3,0,33816.8,-0.0086731,0.0381492,0.16207,0.132906,0.976097,0.0215517,0.160298,0.135826,-32835.3
-33814.9,0.800254,0.645579,2,3,0,33816.3,-0.0103207,0.0344508,0.163287,0.134406,0.979836,0.0177209,0.161415,0.137358,-32834.6
-33815,0.998268,0.645579,3,7,0,33815.5,-0.011335,0.040876,0.159517,0.13282,0.975854,0.0242046,0.157428,0.135738,-32836.6
-33814.3,0.992878,0.645579,2,3,0,33815.4,-0.00819604,0.0387492,0.160613,0.134233,0.977311,0.0219308,0.158423,0.137182,-32835.7
-33814.3,0.916925,0.645579,2,3,0,33815.2,-0.0094867,0.0379356,0.16294,0.130994,0.978567,0.0216255,0.161611,0.133872,-32834.4
-33821.1,0.223969,0.645579,1,3,0,33825.4,-0.0123881,0.050054,0.165194,0.135867,0.98102,0.032904,0.163319,0.138852,-32838.8
-33815.9,1,0.645579,3,7,0,33821.1,-0.0119225,0.0328677,0.160843,0.136622,0.979591,0.0158094,0.158272,0.139623,-32835.7
-33817.7,0.804795,0.645579,2,3,0,33819.2,-0.0141662,0.0407308,0.159097,0.125277,0.978821,0.0251173,0.158251,0.128029,-32835.8
