# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 04:58:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/txmnbax2.json
# init = 2 (Default)
# random
#   seed = 6338
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-asym_SciBERT_j/hreg-20250420235818_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.39272
# Diagonal elements of inverse mass matrix:
# 2.06648e-05, 1.78739e-05, 0.00011805, 0.000121941, 0.000170695, 0.00012847, 9.80106e-05, 0.00013039, 0.000108431, 0.000195269, 0.000107341, 0.00018711, 0.105193
-35104,0.989411,0.39272,4,15,0,35109.1,-0.0103899,0.997891,-0.0154308,-0.0573414,-0.0432811,0.040668,0.00293018,-0.0302085,-0.0547636,0.00833873,-0.0296912,-0.0276446,0.0310964,-33274.5
-35107,0.759763,0.39272,3,15,0,35114.5,-0.0115661,0.998519,-0.0164767,-0.0565511,-0.042741,0.0329404,-0.00137294,-0.0248548,-0.0575562,-0.000232716,-0.0264519,-0.0436023,0.0273633,-33274.3
-35103.5,0.996825,0.39272,3,7,0,35111.5,-0.0159522,0.999847,-0.0165109,-0.0519733,-0.0439592,0.0363007,0.0119686,-0.0103777,-0.0454204,-0.00266985,-0.0221224,-0.0276644,0.035209,-33272.4
-35104.4,0.950723,0.39272,3,7,0,35107,-0.00777931,0.994338,-0.0149577,-0.0485866,-0.0308476,0.0457262,0.0079134,-0.0230445,-0.0477633,0.0113389,-0.0256605,0.00608283,0.0429455,-33273.1
-35107.7,0.920356,0.39272,3,7,0,35111,-0.0114288,0.996951,-0.00245367,-0.0489989,-0.0369997,0.0689568,0.0181949,0.0128276,-0.0498312,0.0114514,-0.0220047,-0.00284602,0.0449351,-33278.4
-35109,0.90396,0.39272,3,15,0,35115.5,-0.0086688,0.991407,-0.00308536,-0.0503255,-0.0402625,0.0297458,0.0269107,0.0112056,-0.0436119,0.0187144,-0.0111467,0.00179317,0.0360672,-33274.9
