# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 18:14:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/qdrm8j9u.json
# init = 2 (Default)
# random
#   seed = 14901
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/h-asym_SBERT_j.h-nonsems/hreg-20250511131457_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.431331
# Diagonal elements of inverse mass matrix:
# 2.43524e-05, 1.62157e-05, 0.000113957, 0.000124584, 0.00010144, 0.000117278, 0.000158241, 0.000123729, 0.000161368, 0.000202737, 0.000141678, 0.000140316, 0.000136471, 0.000104496, 0.000122235, 0.00011894, 0.000111004, 0.000138827, 0.000160499, 0.000119907, 0.000151269, 0.000104268, 0.000116386, 0.000137698, 0.000160979, 0.000135198, 0.000132932, 0.000159058, 0.000116299, 0.00174569, 0.000834488, 0.000101605, 0.0716952, 0.0800734, 0.138798
-34097.2,0.95646,0.431331,3,7,0,34110.1,-0.00317217,0.976841,0.1298,-0.0480211,0.244038,0.103379,0.287034,0.176682,0.0470717,0.0525335,0.201867,0.13463,-0.0545735,0.0921319,0.0874154,-0.00376409,0.164437,0.0720948,0.133315,0.138513,-0.0469463,-0.0667407,-0.0603904,-0.0405569,-0.0451475,-0.0122197,-0.0516442,-0.0454564,-0.0524343,0.0985066,0.0548285,-0.0545279,0.0973552,0.0579073,0.0279084,-34461.7
-34095.7,0.926408,0.431331,3,7,0,34116.6,-0.00131742,0.97714,0.118141,-0.0459381,0.231239,0.100212,0.284354,0.178415,0.0435561,0.0505674,0.195194,0.145821,-0.056646,0.116927,0.0729868,-0.00943057,0.16377,0.0745168,0.124101,0.158732,-0.0676904,-0.0719645,-0.0633512,-0.0455724,-0.0480875,-0.0282236,-0.0479449,-0.0299416,-0.0409723,0.0767657,0.0751777,-0.0483595,0.10929,0.0502993,0.028362,-34457.4
-34090.5,0.999301,0.431331,3,7,0,34112.2,0.0117822,0.976216,0.106267,-0.051786,0.230777,0.11648,0.300117,0.180744,0.0325449,0.0246982,0.229398,0.114651,-0.0167782,0.100598,0.0587705,0.00853882,0.164496,0.0844101,0.128602,0.127205,-0.0796039,-0.0865556,-0.0806548,-0.0332272,-0.0524675,-0.0244104,-0.0636221,-0.0281114,-0.0491769,0.164816,0.0987849,-0.0598114,0.104215,0.065457,0.0157167,-34481.1
-34091,0.948422,0.431331,3,7,0,34111,-0.000291573,0.978193,0.116937,-0.0574261,0.248696,0.109886,0.294676,0.176849,0.029157,0.0393746,0.215587,0.121665,-0.0432695,0.109004,0.0691868,0.0036378,0.161193,0.0525948,0.120546,0.156749,-0.0344917,-0.0441253,-0.0578241,-0.0614487,-0.0707414,-0.0244981,-0.0591121,-0.038517,-0.036667,0.0898527,0.0716445,-0.0484847,0.123164,0.0539388,0.0228786,-34472
-34093.9,0.841017,0.431331,3,7,0,34112.6,0.0127179,0.974694,0.117523,-0.0461002,0.231077,0.116846,0.293206,0.187276,0.0412694,0.0402048,0.237644,0.125941,-0.0375164,0.0898959,0.070341,0.0082617,0.169343,0.106781,0.118665,0.115659,-0.0766601,-0.0956513,-0.0925277,-0.0274888,-0.0621728,-0.0267495,-0.0597129,-0.0239048,-0.0434803,0.14367,0.115017,-0.0579359,0.14057,0.0919664,0.0377754,-34512.3
-34091.9,0.975613,0.431331,3,7,0,34111.8,-0.00140521,0.979526,0.121945,-0.0554352,0.258675,0.123282,0.273912,0.177184,0.0351001,0.0230865,0.216593,0.118219,-0.0408784,0.107038,0.0579364,0.0157634,0.162659,0.0528972,0.123366,0.158091,-0.049537,-0.0458207,-0.0708681,-0.0427269,-0.0723238,-0.0124996,-0.0549043,-0.0359987,-0.026245,0.116434,0.0679155,-0.0397211,0.0901239,0.0579204,0.0282303,-34460.6
-34089.2,0.968645,0.431331,3,7,0,34106.8,0.0101051,0.973178,0.106566,-0.0586155,0.255211,0.106497,0.29411,0.180879,0.0347413,0.0297325,0.216255,0.104617,-0.0477706,0.0796625,0.0725014,0.0267742,0.169085,0.0891574,0.114522,0.156806,-0.0610664,-0.075455,-0.0753193,-0.0392068,-0.0565951,-0.0180094,-0.0509002,-0.0306152,-0.0286212,0.176246,0.0950795,-0.0384608,0.105439,0.0536638,0.028367,-34498
-34089.7,0.947215,0.431331,3,7,0,34105.2,0.00151791,0.978902,0.113812,-0.0472932,0.252546,0.106066,0.289794,0.171481,0.0439804,0.0257618,0.227962,0.120012,-0.0530185,0.0879226,0.0656612,0.00503444,0.181709,0.0938661,0.124543,0.151204,-0.0729777,-0.0706581,-0.0857132,-0.0391994,-0.0602352,-0.00622779,-0.0546656,-0.0277083,-0.0219174,0.198569,0.0984715,-0.0419291,0.108682,0.0568849,0.0415119,-34491.3
-34088.3,0.860596,0.431331,3,7,0,34107,0.00414954,0.97427,0.110217,-0.0544809,0.217432,0.118783,0.280577,0.153956,0.0283707,0.0623209,0.222997,0.135902,-0.0254825,0.106154,0.0824128,0.0182252,0.154603,0.0740304,0.113594,0.151611,-0.071149,-0.0705397,-0.071569,-0.0421318,-0.0830864,-0.0151131,-0.0627552,-0.0192858,-0.0440074,0.119979,0.0873789,-0.0606239,0.11944,0.0719088,0.0258833,-34472.4
-34098.2,0.467201,0.431331,3,7,0,34113.4,0.0104376,0.978527,0.121211,-0.0437764,0.24592,0.0971107,0.286164,0.186374,0.0526952,0.0401874,0.238113,0.125229,-0.0393449,0.103261,0.0577267,-0.00237977,0.174519,0.0794532,0.101042,0.11796,-0.039201,-0.0747299,-0.0717641,-0.0658622,-0.0670497,-0.0264806,-0.050588,-0.0336589,-0.0502592,0.132607,0.0261017,-0.0360779,0.0852548,0.0830721,0.0625726,-34474.4
-34096.9,0.918294,0.431331,3,7,0,34115.8,0.00365883,0.97546,0.120463,-0.0643072,0.220147,0.126708,0.301591,0.167011,0.0127678,0.0458827,0.219518,0.133194,-0.0534942,0.118032,0.0952806,0.00886488,0.163875,0.0845637,0.11299,0.147911,-0.0756291,-0.069194,-0.0892835,-0.0568217,-0.0748918,-0.00534646,-0.0514341,-0.019761,-0.0249239,0.157882,0.0597769,-0.0476146,0.173006,0.134077,0.0372394,-34511.3
-34092.2,0.996126,0.431331,3,7,0,34114.3,0.00601155,0.978418,0.121775,-0.0366929,0.253768,0.0901651,0.29183,0.189256,0.0379617,0.0335708,0.237552,0.117833,-0.0225193,0.0910454,0.052555,0.00116723,0.169575,0.0775569,0.126828,0.135652,-0.0398714,-0.0867734,-0.072627,-0.0432202,-0.0595653,-0.0388927,-0.0681803,-0.0431874,-0.0468156,0.122121,0.0679965,-0.0561365,0.0809055,0.0812384,0.0268518,-34488.3
-34096.3,0.91464,0.431331,3,7,0,34112,0.00436356,0.975311,0.116184,-0.0643054,0.230142,0.142596,0.275425,0.17992,0.048457,0.0527812,0.211158,0.131072,-0.057663,0.114313,0.0758571,0.0184444,0.182912,0.0553227,0.102825,0.151967,-0.0721229,-0.0532157,-0.0734961,-0.054201,-0.0763225,-0.0297402,-0.0500324,-0.0308083,-0.0471728,0.205756,0.10026,-0.0507631,0.208778,0.071809,0.0139623,-34495.9
-34097.4,0.846005,0.431331,3,7,0,34117.7,-0.000331152,0.981188,0.136196,-0.0630111,0.257607,0.121737,0.283904,0.193486,0.0408737,0.0468435,0.201,0.131119,-0.058411,0.113556,0.0622999,0.0156351,0.166219,0.0587502,0.0997818,0.149747,-0.0657206,-0.0603265,-0.0568599,-0.0645184,-0.0652703,-0.0208563,-0.0623763,-0.0441405,-0.0375916,0.231507,0.0884335,-0.0523831,0.213473,0.078354,0.0209261,-34484.6
-34091.7,0.988606,0.431331,3,7,0,34115.5,0.00794139,0.973756,0.0951546,-0.0602604,0.229593,0.125891,0.291114,0.180553,0.0339079,0.034077,0.227937,0.120241,-0.0414441,0.0932634,0.0643258,0.0101768,0.162968,0.101421,0.10672,0.151933,-0.0360062,-0.0571008,-0.0979476,-0.0304964,-0.0757333,-0.0107863,-0.0598752,-0.042287,-0.0460676,0.171032,0.0820296,-0.0506769,0.114125,0.0551799,0.0218142,-34492.3
-34088.7,0.799562,0.431331,3,7,0,34112.1,0.0104701,0.97626,0.0952368,-0.0554272,0.235144,0.118941,0.284956,0.180141,0.0192959,0.0381946,0.224897,0.123334,-0.046323,0.0938872,0.0726827,0.0146642,0.164846,0.0918652,0.113261,0.156248,-0.0435552,-0.0672071,-0.0944829,-0.0253177,-0.0793576,-0.0134828,-0.0641962,-0.0421506,-0.0455465,0.178401,0.092984,-0.0520259,0.0955293,0.052995,0.0293703,-34490.2
-34095.2,0.845867,0.431331,3,7,0,34109,-0.000382848,0.977342,0.131146,-0.0540257,0.220677,0.120717,0.281696,0.172018,0.041654,0.0531688,0.219251,0.140067,-0.0131119,0.090261,0.0637309,0.0111208,0.155556,0.074996,0.122928,0.116262,-0.0763202,-0.0766608,-0.0863551,-0.039291,-0.0807358,0.000125293,-0.0595549,-0.00546236,-0.042817,0.117829,0.0816585,-0.0486055,0.123485,0.0523176,0.0385603,-34454.1
-34086.2,0.945784,0.431331,3,7,0,34111.3,0.00186111,0.976001,0.113336,-0.0417796,0.247108,0.114682,0.298873,0.176918,0.0296628,0.0339295,0.218318,0.104158,-0.0475377,0.113265,0.0689459,-0.00828893,0.161948,0.0822182,0.134034,0.162568,-0.0630201,-0.0712471,-0.0767389,-0.0615756,-0.0509467,-0.0395436,-0.0616704,-0.0270679,-0.0525208,0.119287,0.0902821,-0.0521717,0.135349,0.0660677,0.0210332,-34495.3
-34085.9,0.951093,0.431331,3,7,0,34098.9,0.00363824,0.979173,0.121744,-0.0637021,0.242363,0.115333,0.298635,0.176547,0.0525804,0.0488116,0.210422,0.114423,-0.0198321,0.114308,0.0634547,-0.000670777,0.173553,0.0669659,0.107371,0.153071,-0.0624369,-0.0721118,-0.0878381,-0.0411945,-0.0646455,-0.0165631,-0.0530293,-0.0263862,-0.0337108,0.0949777,0.122425,-0.0537009,0.137555,0.105151,0.0174265,-34473.8
-34089.3,0.897461,0.431331,3,7,0,34101.4,0.00649852,0.978775,0.107992,-0.0362117,0.230844,0.112562,0.278907,0.186682,0.0250904,0.0367621,0.2392,0.129633,-0.0538916,0.0848831,0.0723806,0.0198746,0.154695,0.0902873,0.132838,0.138857,-0.0529246,-0.0670483,-0.0557059,-0.0460572,-0.0728121,-0.0278977,-0.0623829,-0.0331539,-0.0478066,0.206968,0.0639773,-0.0553832,0.166125,0.0525847,0.00938236,-34481.1
-34089.1,1,0.431331,3,7,0,34102.5,0.00467722,0.974703,0.122374,-0.0606366,0.25267,0.104911,0.290536,0.186379,0.0384972,0.0505851,0.20989,0.0995662,-0.0318639,0.111485,0.0811686,0.00686315,0.1716,0.06813,0.1068,0.141125,-0.0634884,-0.0667036,-0.0804815,-0.0483626,-0.0567401,-0.0321044,-0.0534665,-0.0402087,-0.0298822,0.203686,0.108317,-0.0541071,0.295228,0.0881643,0.0198429,-34478.8
-34092.5,0.759792,0.431331,3,7,0,34110.8,0.00726722,0.978616,0.11635,-0.0465775,0.237396,0.110397,0.29045,0.172339,0.0402605,0.0551745,0.241207,0.131629,-0.055079,0.0862063,0.067631,0.0196202,0.166298,0.104985,0.130029,0.142027,-0.0507484,-0.06699,-0.0854683,-0.0305696,-0.0760082,-0.0169205,-0.0767805,-0.0240528,-0.0390557,0.281584,0.0652445,-0.04957,0.161563,0.0571986,0.0262146,-34514.4
-34088.2,0.9434,0.431331,3,15,0,34105.8,0.00277155,0.974479,0.117262,-0.0713031,0.244043,0.113818,0.279571,0.187824,0.0215912,0.035504,0.228317,0.116104,-0.0338637,0.100781,0.0816761,0.00853576,0.151893,0.0861591,0.101862,0.130774,-0.0737678,-0.0813017,-0.0786459,-0.0381872,-0.0798751,-0.0122306,-0.0617647,-0.0244739,-0.0312015,0.184904,0.122014,-0.0402686,0.137571,0.0620283,0.0372095,-34487.7
