# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-04-21 01:50:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/3eyhic56.json
# init = 2 (Default)
# random
#   seed = 73517
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/den_Word2Vec.nondens/multireg-20250420205024_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.549871
# Diagonal elements of inverse mass matrix:
# 2.25006e-05, 2.16108e-05, 2.45538e-05, 2.30793e-05, 1.72052e-05
-34352.5,1,0.549871,2,3,0,34356.3,-0.0110644,0.0509011,0.159824,0.130808,0.978576,0.00355514,0.165839,0.135106,-33171
-34354.2,0.82963,0.549871,2,3,0,34355,-0.0102931,0.055752,0.15652,0.126025,0.983681,0.0098296,0.162709,0.130165,-33175.1
-34352.1,0.980875,0.549871,3,7,0,34354.6,-0.0117725,0.0567026,0.158172,0.127504,0.980131,0.0102662,0.164405,0.131693,-33173.4
-34352.6,0.709364,0.549871,3,7,0,34355.9,-0.0129205,0.0539273,0.163097,0.129127,0.976126,0.00651199,0.169862,0.133369,-33171.2
-34352.9,0.777786,0.549871,2,3,0,34356,-0.0115002,0.0561657,0.163123,0.123814,0.979906,0.00984333,0.170656,0.127882,-33173.6
-34353,0.944863,0.549871,2,3,0,34353.9,-0.0114888,0.0556988,0.16369,0.123394,0.979023,0.00938768,0.171371,0.127448,-33173.3
-34353.4,0.898618,0.549871,3,7,0,34355.5,-0.0156575,0.0542165,0.15545,0.130187,0.97699,0.00757458,0.160874,0.134464,-33172.4
-34354.1,0.854165,0.549871,3,7,0,34356.9,-0.00626153,0.0523887,0.163313,0.12489,0.977862,0.00580932,0.17072,0.128993,-33172.2
-34355.2,0.69033,0.549871,2,7,0,34359.6,-0.0146559,0.0585041,0.163322,0.133732,0.983488,0.0101297,0.16946,0.138126,-33174.3
-34352.9,0.970811,0.549871,2,3,0,34356.1,-0.0133411,0.0530138,0.161728,0.132752,0.981006,0.00502946,0.167759,0.137113,-33171.8
-34353.2,0.89184,0.549871,3,7,0,34355.3,-0.00838474,0.050402,0.160726,0.130346,0.980387,0.00303256,0.166946,0.134629,-33171.5
-34352.5,0.96078,0.549871,3,7,0,34354.5,-0.0152629,0.0575748,0.160221,0.126265,0.97822,0.0111299,0.16695,0.130413,-33173.4
-34353.2,0.927551,0.549871,3,7,0,34354.1,-0.00835849,0.0566509,0.163376,0.131671,0.980312,0.00868645,0.169818,0.135996,-33172.5
-34352.5,1,0.549871,3,7,0,34353.8,-0.0120757,0.0553262,0.158213,0.132203,0.977582,0.00791676,0.163776,0.136547,-33171.8
-34353.5,0.908176,0.549871,3,7,0,34354.3,-0.0111604,0.0540333,0.159698,0.124689,0.983274,0.00796824,0.166573,0.128785,-33174.3
-34354.1,0.922859,0.549871,2,3,0,34355.9,-0.00652971,0.055099,0.164408,0.126014,0.981374,0.00815577,0.171824,0.130155,-33173.4
-34354.9,0.976475,0.549871,3,7,0,34355.7,-0.00490853,0.053621,0.165929,0.128213,0.97961,0.00602545,0.173264,0.132426,-33172.3
-34356.4,0.867381,0.549871,3,7,0,34359.3,-0.012581,0.0499488,0.158809,0.119717,0.975375,0.00500535,0.166261,0.12365,-33173.3
-34355.9,0.938474,0.549871,3,15,0,34360.3,-0.0176348,0.0626351,0.161925,0.13227,0.980736,0.0147544,0.168055,0.136616,-33175.3
-34353.4,0.78152,0.549871,3,7,0,34361.9,-0.0140311,0.0480946,0.160987,0.12758,0.979065,0.00125116,0.167646,0.131772,-33171.4
-34353.6,0.796993,0.549871,3,7,0,34357,-0.0110278,0.0611112,0.160228,0.128851,0.977035,0.0141464,0.166587,0.133084,-33173.7
-34352.5,0.995495,0.549871,2,3,0,34354.1,-0.0157333,0.0517536,0.160133,0.128489,0.979906,0.0048458,0.166529,0.132711,-33172.1
-34355.4,0.764778,0.549871,2,3,0,34356.2,-0.0137842,0.0589798,0.159362,0.119877,0.977143,0.0139603,0.166877,0.123815,-33175.5
-34354.8,0.894,0.549871,3,7,0,34358.8,-0.010589,0.0522066,0.161665,0.136854,0.978481,0.00338691,0.167096,0.14135,-33170.9
