# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 05:39:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/jfsxd78i.json
# init = 2 (Default)
# random
#   seed = 99509
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-asym_BOW_j.h-nondens/hreg-20250421003938_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.410524
# Diagonal elements of inverse mass matrix:
# 2.49441e-05, 1.72901e-05, 0.000115118, 0.000106287, 0.00010141, 0.000145455, 0.00011605, 0.00011228, 0.00021325, 0.00016013, 0.000151781, 0.000141715, 0.000129725, 0.000112116, 0.000124759, 0.000113717, 9.66244e-05, 0.000114381, 0.000126369, 0.000138188, 0.000256303, 0.000114547, 9.94994e-05, 0.000199541, 0.000173258, 0.00015924, 0.000180368, 0.000120064, 0.000125338, 0.00219416, 0.000856673, 0.000215828, 0.0947323, 0.0838181, 0.106829
-33881.2,0.824528,0.410524,3,7,0,33893.3,-0.00939387,0.974362,0.140866,-0.0283579,0.209751,0.142819,0.303075,0.127641,0.0606126,0.0845329,0.223446,0.13848,-0.0442255,0.103229,0.0686809,-0.0240848,0.159254,0.119251,0.133928,0.156861,-0.00848844,-0.0402969,0.0436907,-0.0160139,0.00558283,0.0390057,0.0583101,-0.0325951,-0.0285712,0.174496,0.0679198,-0.00246488,0.15995,0.0582865,0.0245845,-34292
-33874.4,1,0.410524,3,15,0,33893.5,-0.00962328,0.976561,0.134905,-0.0370035,0.231142,0.150431,0.297538,0.117831,0.0770499,0.085447,0.228484,0.141183,-0.0552887,0.102551,0.0730605,-0.0130866,0.165535,0.124028,0.132737,0.162289,-0.0154116,-0.0484212,0.0512007,-0.00750275,0.0185777,0.0479339,0.0615526,-0.0225956,-0.0226557,0.175638,0.106452,0.0074341,0.152467,0.0635178,0.032767,-34311.8
-33870.7,0.977881,0.410524,3,7,0,33891.1,-0.00782277,0.96956,0.126706,-0.0424161,0.247753,0.141019,0.273702,0.122067,0.0717591,0.0825481,0.247148,0.151815,-0.0573437,0.106784,0.0797745,0.0193685,0.149431,0.13615,0.128016,0.150967,-0.0242098,-0.038187,0.0277993,-0.0225744,0.00792341,0.0216327,0.0328428,-0.0318116,-0.0146602,0.111799,0.0565168,0.00808218,0.135172,0.0792375,0.0459299,-34321.8
-33872.9,0.926024,0.410524,3,7,0,33888.9,-0.00875463,0.97835,0.122411,-0.0378588,0.244363,0.137526,0.284197,0.116175,0.0529049,0.0731067,0.252121,0.165908,-0.0297394,0.109408,0.0799339,-0.00810092,0.163643,0.118884,0.152208,0.146706,-0.0197743,-0.0479393,0.0226115,-0.00389418,0.00308751,0.0485783,0.00949749,-0.0237632,-0.0201947,0.141759,0.0525867,-0.02197,0.132259,0.0874797,0.0318773,-34302.9
-33873,0.936016,0.410524,3,7,0,33891.8,-0.004366,0.970703,0.117318,-0.041473,0.260695,0.134741,0.277068,0.104496,0.0507385,0.0532743,0.241714,0.151353,-0.0305156,0.094694,0.0848692,0.0104845,0.145875,0.104477,0.147536,0.138615,-0.0231529,-0.0313029,0.0420798,0.00403654,0.0287357,0.031679,0.026081,-0.0182151,-0.0301034,0.148718,0.110302,-0.0058494,0.0922728,0.0750801,0.0325629,-34281.1
-33872.9,0.974767,0.410524,3,7,0,33885.6,-0.00423876,0.976355,0.111298,-0.0330633,0.253549,0.125071,0.284314,0.110179,0.065484,0.054056,0.227983,0.156101,-0.0482249,0.093823,0.096508,0.0154218,0.145717,0.0921358,0.141427,0.136223,-0.019373,-0.0312489,0.0422778,-0.00862481,0.0256375,0.0348857,0.0280308,-0.0137913,-0.0283691,0.158496,0.106802,-0.000933328,0.104929,0.0769768,0.0315344,-34265.3
