# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 18:29:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/jbg9ky55.json
# init = 2 (Default)
# random
#   seed = 48580
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/h-asym_Word2Vec_j.h-nonsems/hreg-20250511132909_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.44222
# Diagonal elements of inverse mass matrix:
# 2.39537e-05, 1.66108e-05, 0.000102814, 9.44191e-05, 0.000110636, 0.000125007, 0.000105949, 0.000105389, 0.000212618, 0.000195307, 0.000159428, 0.000119637, 0.000111522, 0.000123226, 0.000118335, 0.00010874, 0.00011488, 0.000144317, 0.000120701, 0.000131387, 0.000155982, 0.000121322, 0.000130192, 0.000139099, 0.000133231, 0.000150503, 0.000210906, 0.000167507, 0.000129276, 0.00233676, 0.000731287, 0.000697533, 0.0810373, 0.0737751, 0.103241
-33512.1,0.888742,0.44222,3,7,0,33530.4,-0.00984811,0.972312,0.131637,-0.0173281,0.258768,0.115465,0.292654,0.182778,0.0634704,0.0682085,0.225812,0.146943,-0.051501,0.0949701,0.0756542,0.0264057,0.172324,0.119694,0.158994,0.173952,0.0177038,0.0132511,-0.0747484,0.0242371,-0.0156599,-0.052321,-0.0412662,0.0614819,-0.094038,0.125842,0.145831,-0.0333403,0.13565,0.0917145,0.0599018,-34568.1
-33512.8,0.920193,0.44222,3,7,0,33525.6,-0.0028052,0.966935,0.147943,-0.0133755,0.263065,0.108903,0.300124,0.163116,0.0637871,0.0787791,0.225566,0.144345,-0.0497349,0.0925979,0.0758436,0.0271579,0.168809,0.134079,0.145199,0.172156,0.0214592,0.00967328,-0.0767861,0.0263814,-0.019441,-0.039625,-0.0405605,0.0539592,-0.0841188,0.076381,0.127958,-0.0043792,0.115117,0.066196,0.0469191,-34574.2
-33513.5,0.741018,0.44222,3,7,0,33529.7,-0.00557018,0.966907,0.139881,-0.0232194,0.268612,0.11816,0.293033,0.172539,0.0660021,0.0724391,0.199336,0.140323,-0.0398214,0.0803264,0.066329,0.0128797,0.157611,0.126963,0.153527,0.15409,0.032383,0.0142782,-0.0589713,0.0155755,-0.00557709,-0.0420323,-0.045191,0.063976,-0.0678701,0.152291,0.104364,-0.0196915,0.146921,0.0674789,0.0394232,-34522.6
-33512.3,0.918817,0.44222,3,7,0,33525.4,-0.00568578,0.970785,0.14192,-0.0486617,0.251199,0.13059,0.29515,0.177683,0.0689558,0.0715839,0.24601,0.145196,-0.0423438,0.098514,0.0677586,0.0130932,0.140641,0.119499,0.133975,0.169974,0.0314611,0.0269125,-0.0955602,0.0225294,-0.0265314,-0.0280216,-0.0473313,0.0704879,-0.0934227,0.14095,0.0746074,0.000458596,0.0686757,0.0644779,0.0775043,-34551.3
-33511.9,0.728399,0.44222,3,7,0,33528.5,-0.00757801,0.971481,0.145071,-0.0406984,0.260634,0.12081,0.307674,0.196068,0.0661772,0.0656194,0.240638,0.144255,-0.0372008,0.0774277,0.0559,0.0169678,0.153682,0.132921,0.139425,0.164148,0.0277222,0.0214664,-0.0740045,0.0110756,-0.0159896,-0.0397284,-0.0529888,0.0709289,-0.100932,0.165445,0.104038,-0.0159266,0.0647515,0.0647778,0.0664422,-34577.3
-33525.4,0.570155,0.44222,3,7,0,33538,-0.0070894,0.9614,0.143004,-0.0252644,0.269331,0.107815,0.294145,0.184344,0.0688413,0.0719449,0.23557,0.142488,-0.0397493,0.0848894,0.0566762,0.0323002,0.132184,0.131799,0.134037,0.169325,0.0186148,-0.0143676,-0.0761059,-0.00804167,-0.0171707,-0.0398422,-0.079762,0.0682776,-0.0763712,0.140404,0.10352,0.00229877,0.115448,0.0549314,0.0548281,-34588.4
-33512.5,0.966792,0.44222,3,7,0,33543.9,-0.00857454,0.967928,0.130959,-0.0274925,0.251494,0.120083,0.277074,0.189229,0.0555657,0.064318,0.244258,0.151127,-0.0453712,0.0809412,0.0568372,0.0290577,0.155109,0.12386,0.153671,0.169983,0.0351283,0.00232869,-0.0590702,0.0233454,-0.0125611,-0.0237362,-0.0652863,0.0748022,-0.0715652,0.161177,0.114537,-0.011859,0.104776,0.050396,0.0395164,-34547.9
-33519.2,0.746237,0.44222,3,7,0,33533.4,0.00236417,0.971217,0.133077,-0.0267967,0.275645,0.11198,0.310887,0.178762,0.0642413,0.0578105,0.213036,0.161996,-0.0403003,0.116823,0.071209,0.0156024,0.165672,0.115196,0.148851,0.143563,0.0257619,0.0122461,-0.0928685,0.000308646,-0.0119379,-0.0429751,-0.0453648,0.0787127,-0.0962055,0.131412,0.077289,-0.0191887,0.0896725,0.0810113,0.0737275,-34572
-33522.5,0.899192,0.44222,3,7,0,33534.2,-0.0138539,0.963023,0.138402,-0.0509376,0.240487,0.123186,0.283344,0.181463,0.0512642,0.0860298,0.245135,0.130501,-0.0408028,0.0593216,0.0783906,0.0190208,0.145994,0.127781,0.140195,0.170456,0.0392531,0.0128008,-0.0550613,0.0374331,-0.0229884,-0.0179784,-0.0601691,0.0618682,-0.0768409,0.200315,0.117117,-0.0199774,0.171056,0.0704029,0.049677,-34540.5
-33513,0.895153,0.44222,3,7,0,33546.9,-0.00147972,0.967002,0.134093,-0.0225949,0.25376,0.107528,0.303082,0.182259,0.0584447,0.0614381,0.223224,0.168413,-0.0435376,0.115778,0.0760304,0.00670593,0.163646,0.121895,0.137573,0.156443,0.0183343,0.0142208,-0.0873111,0.00303862,-0.00903508,-0.0471933,-0.0466025,0.0839466,-0.092458,0.114153,0.103793,-0.0411568,0.11244,0.0862869,0.0688839,-34577.2
-33518.8,0.870505,0.44222,3,7,0,33531.7,-0.00728001,0.97019,0.140741,-0.0275983,0.233812,0.131251,0.298583,0.18581,0.0351032,0.0629793,0.234598,0.174577,-0.04482,0.119427,0.0765097,0.0145841,0.155955,0.130437,0.142856,0.166533,0.0201818,0.00301558,-0.0865958,0.02121,-0.00873624,-0.0425711,-0.0462476,0.0410657,-0.0999232,0.0891186,0.159106,-0.0439827,0.115959,0.133033,0.0522154,-34580.3
-33522.9,0.875418,0.44222,3,7,0,33537.2,-0.00545734,0.969319,0.138512,-0.0413095,0.245187,0.137285,0.315777,0.173857,0.0366204,0.0795055,0.238894,0.160168,-0.0329416,0.115034,0.0767475,0.028652,0.162904,0.134075,0.154387,0.179213,0.0147188,-0.00459335,-0.0920179,0.0248986,-0.0196435,-0.0606819,-0.0448098,0.0435742,-0.0920285,0.159784,0.141913,-0.0337878,0.111452,0.12632,0.0455419,-34620.5
-33523.1,0.819588,0.44222,3,7,0,33549.4,-0.0144505,0.968759,0.12861,-0.0309181,0.259997,0.0994133,0.274986,0.186975,0.0733658,0.06445,0.245283,0.149574,-0.0543998,0.0642976,0.0704605,0.00989592,0.15057,0.114006,0.137536,0.158611,0.0420201,0.030532,-0.054057,0.0112486,-0.00944159,-0.00741676,-0.0544142,0.0956232,-0.0933758,0.124871,0.0813,0.014371,0.102435,0.0641488,0.0563527,-34519.6
