# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:27:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/ct4gwofw.json
# init = 2 (Default)
# random
#   seed = 89152
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-GPT2_j.h-nondens/hreg-20250323142711_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.409313
# Diagonal elements of inverse mass matrix:
# 2.43328e-05, 1.74532e-05, 0.000150555, 0.000118936, 0.000101025, 0.000131465, 0.000140255, 0.000124969, 0.00021738, 0.000156657, 0.000187982, 0.000120573, 0.000170069, 0.000139089, 0.000103088, 0.000109118, 0.000115496, 0.000114856, 0.00016406, 0.000133573, 7.79829e-05, 0.000113604, 0.000127268, 0.000181129, 0.000154436, 0.000146617, 0.000120051, 0.000131563, 0.000131379, 0.00222226, 0.00130155, 0.000670302, 0.083945, 0.092903, 0.100285
-34308.9,0.991062,0.409313,3,7,0,34335.5,-0.00608339,0.979698,0.196833,-0.0425394,0.251374,0.122099,0.300217,0.132371,0.0361802,0.0749381,0.209213,0.151572,-0.0666394,0.0874203,0.0525511,0.00194658,0.170362,0.0547057,0.142082,0.152367,0.0983772,0.123306,0.0622202,0.0697491,-0.00291673,-0.00819314,0.093037,0.00636215,-0.0127007,0.177932,0.0705446,0.0395797,0.134295,0.094839,0.0496043,-34425.3
-34310.5,0.768844,0.409313,4,15,0,34331.5,-0.00722457,0.979004,0.215459,-0.0467886,0.264214,0.108551,0.272063,0.140208,0.0273232,0.0641636,0.200114,0.135919,-0.0520107,0.075867,0.0683795,0.0105322,0.166539,0.0574523,0.140376,0.150811,0.105709,0.114437,0.0601294,0.0755917,-0.00278355,-2.10835e-05,0.069263,-0.0309464,-0.0104802,0.0717869,0.0898997,0.0483413,0.121288,0.102408,0.0575237,-34391.5
-34310.1,0.912185,0.409313,3,7,0,34325.5,-0.00548038,0.972871,0.240838,-0.0627822,0.257024,0.129421,0.300022,0.12106,0.0297674,0.065951,0.211367,0.153934,-0.0558951,0.07237,0.0501416,0.0126007,0.173666,0.0531263,0.138625,0.159431,0.10494,0.116151,0.0633403,0.0790156,-0.000555285,-0.00222254,0.0850585,0.0120619,-0.00768786,0.178954,0.0948887,0.0411845,0.14729,0.0646486,0.0431379,-34484.5
-34316.8,0.823219,0.409313,3,7,0,34327.9,-0.00525774,0.981264,0.222448,-0.0489534,0.246372,0.128395,0.299922,0.111323,0.0226936,0.0724461,0.198615,0.147261,-0.0657933,0.0804948,0.0532268,0.0296064,0.143347,0.0708724,0.146091,0.145822,0.11019,0.101253,0.0705993,0.0797766,0.0158545,0.00160539,0.0874497,-0.0095442,-0.00907621,0.0822561,0.0698109,0.0613612,0.104364,0.0618036,0.0560335,-34416.2
-34311.6,0.999626,0.409313,3,7,0,34330.2,-0.0042797,0.974494,0.224484,-0.0438709,0.247354,0.124397,0.264585,0.135759,0.0250849,0.0546878,0.196669,0.146083,-0.0550667,0.0769884,0.0584669,0.0306366,0.179667,0.0563939,0.127225,0.142811,0.0988441,0.102901,0.0409152,0.0914544,0.0108116,-0.000438611,0.0858626,3.88683e-05,-0.013691,0.0954044,0.0919377,0.0856826,0.135102,0.0691611,0.0703816,-34402.4
-34308.4,0.906442,0.409313,3,7,0,34325.8,-0.00485163,0.976338,0.213323,-0.0425343,0.267562,0.115696,0.288109,0.129767,0.0202908,0.0599769,0.218523,0.163895,-0.0484488,0.0560825,0.0535622,0.0052321,0.15298,0.0480145,0.169156,0.154437,0.102193,0.11253,0.0769316,0.0479575,-0.00129963,0.000903213,0.0850384,-0.00174825,-0.022547,0.175286,0.077107,0.0221431,0.0942359,0.0918107,0.045989,-34434.6
