# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-03-23 19:27:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/ct4gwofw.json
# init = 2 (Default)
# random
#   seed = 89152
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-GPT2_j.h-nondens/hreg-20250323142711_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.434756
# Diagonal elements of inverse mass matrix:
# 2.12446e-05, 1.68469e-05, 0.000170339, 0.000109287, 0.00010432, 0.000135009, 0.00011436, 0.000106453, 0.000205017, 0.000185298, 0.000164662, 0.000101663, 0.00011935, 0.000100236, 0.00012335, 0.000119082, 9.99602e-05, 0.000127532, 0.0001574, 0.000152644, 7.7011e-05, 0.000103369, 0.000116357, 0.000176078, 0.000163787, 0.00019487, 0.000117431, 0.000144726, 0.000134265, 0.00247711, 0.00116852, 0.000440182, 0.0829746, 0.0829028, 0.0942728
-34322.7,0.813644,0.434756,3,7,0,34333.6,-0.0118471,0.976996,0.220891,-0.0367947,0.283986,0.0857507,0.282346,0.130187,0.0234235,0.0668934,0.203405,0.157258,-0.0504055,0.0423499,0.0429075,0.0216468,0.150564,0.0446093,0.151147,0.155528,0.0973563,0.113456,0.0816201,0.0434988,0.00441373,-0.00129097,0.0621342,-0.0132393,0.000820619,0.122768,0.0594601,0.0221658,0.128407,0.0846458,0.0632851,-34397.2
-34308.1,0.951432,0.434756,3,7,0,34335.1,-0.00555187,0.976722,0.211821,-0.0476254,0.244406,0.111126,0.285785,0.131601,0.0235773,0.0426995,0.208545,0.14542,-0.0493329,0.0810659,0.0625578,0.00116468,0.179446,0.0536689,0.151599,0.127118,0.0900823,0.113509,0.0704452,0.0559339,-0.00532302,-0.0109005,0.0834159,-0.0236093,-0.00934032,0.148222,0.110324,0.0516792,0.0877993,0.0748477,0.0581645,-34391
-34316,0.605613,0.434756,3,7,0,34327.4,-0.00454362,0.974473,0.214764,-0.0498847,0.242807,0.130057,0.290967,0.125311,0.0314182,0.062038,0.22,0.155988,-0.0294372,0.0686485,0.0487324,0.0352106,0.161457,0.0549451,0.162274,0.153132,0.103291,0.101969,0.0456847,0.0713443,0.005844,0.00707495,0.0584724,-0.00981143,-0.0019714,0.0527482,0.069995,0.0472705,0.217616,0.0610159,0.0517108,-34439.4
-34314.5,0.972564,0.434756,3,7,0,34329.8,-0.00699902,0.976961,0.217278,-0.0502738,0.269288,0.106359,0.280673,0.134788,0.0143804,0.0518303,0.202577,0.153086,-0.0630055,0.0776013,0.0705483,-0.0122207,0.163694,0.0487865,0.131101,0.133662,0.0934016,0.108045,0.0670351,0.060099,0.00680944,-0.00795251,0.112443,0.0028304,-0.0217663,0.229445,0.110467,0.0463017,0.162071,0.0863247,0.0435528,-34395.5
-34322.2,0.757863,0.434756,3,7,0,34340.2,-0.00278941,0.975324,0.208217,-0.0418177,0.246831,0.118449,0.29802,0.134096,0.0220128,0.0539907,0.226395,0.149316,-0.0530117,0.05657,0.0395511,0.0188655,0.148244,0.061229,0.161073,0.157918,0.0938702,0.110249,0.0661113,0.0753306,0.020467,0.00489704,0.0654784,-0.00912015,-0.0287015,0.180793,0.14339,0.0431003,0.254184,0.217789,0.0965394,-34426.5
-34315,0.943604,0.434756,3,15,0,34338.3,-0.00755036,0.978172,0.226008,-0.0543226,0.260535,0.116341,0.277603,0.116944,0.0335017,0.0603289,0.203012,0.136808,-0.0371143,0.0684428,0.0645718,0.0257286,0.167469,0.0435944,0.137503,0.146855,0.113189,0.104172,0.0514522,0.0732303,0.00267756,-0.000263771,0.0832838,0.00567611,-0.0191662,0.0110637,0.128792,0.084625,0.126317,0.0993274,0.0490233,-34400.3
