# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-03-23 18:48:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/a66nvehl.json
# init = 2 (Default)
# random
#   seed = 4392
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/BOW.nondens/multireg-20250323134812_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.545002
# Diagonal elements of inverse mass matrix:
# 2.21522e-05, 2.3411e-05, 2.24027e-05, 2.18348e-05, 1.68044e-05
-34325.4,0.868808,0.545002,3,7,0,34327.4,-0.0157736,0.0900771,0.161774,0.121907,0.979595,0.0714036,0.166637,0.123912,-33151.3
-34325.4,0.833322,0.545002,3,7,0,34329.9,-0.0155628,0.0831672,0.171786,0.130895,0.975259,0.0632085,0.176706,0.133048,-33152.9
-34323.4,0.957167,0.545002,3,7,0,34326.7,-0.0143306,0.083985,0.164977,0.127709,0.979518,0.0646651,0.169364,0.129809,-33150.4
-34326,0.795617,0.545002,2,3,0,34326.4,-0.0146227,0.0783639,0.165805,0.124437,0.980766,0.0592474,0.170875,0.126484,-33152
-34327,0.881912,0.545002,3,7,0,34329.9,-0.0149233,0.0941943,0.167742,0.127091,0.973253,0.0747789,0.172668,0.129182,-33152.5
-34324.8,1,0.545002,3,7,0,34327.6,-0.0160273,0.0841514,0.165876,0.128771,0.982315,0.0646969,0.170225,0.130889,-33152.3
-34325.6,0.931047,0.545002,2,7,0,34327.7,-0.0136482,0.0811575,0.166674,0.13284,0.980173,0.0613334,0.170462,0.135025,-33151
-34325.9,0.918484,0.545002,3,7,0,34328,-0.016762,0.0871596,0.163905,0.128974,0.972187,0.0678049,0.167909,0.131096,-33148.9
-34325.2,0.982225,0.545002,2,7,0,34327.8,-0.0101637,0.0867496,0.166786,0.1331,0.977721,0.0669057,0.170548,0.135289,-33150.3
-34325.1,0.994175,0.545002,3,7,0,34326.5,-0.0194911,0.0849895,0.166432,0.121048,0.976622,0.0661126,0.172173,0.123039,-33152.7
-34323.1,1,0.545002,2,3,0,34325.2,-0.0153996,0.0878096,0.165827,0.127978,0.978823,0.068425,0.170302,0.130083,-33151.1
