# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = reg_model
# start_datetime = 2025-05-11 17:17:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/uh1uqnms.json
# init = 2 (Default)
# random
#   seed = 14121
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/asym_GPT2/reg-20250511121720_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,log_p
# Adaptation terminated
# Step size = 0.591565
# Diagonal elements of inverse mass matrix:
# 2.5826e-05, 2.22095e-05, 1.6735e-05
-36453.3,0.999572,0.591565,3,7,0,36453.7,-0.0118065,-0.0164287,1.0048,-34176.4
-36453.3,0.752407,0.591565,1,3,0,36454.9,-0.0118065,-0.0164287,1.0048,-34176.4
-36453.9,0.768104,0.591565,2,3,0,36455.4,-0.0134457,-0.0204284,1.00803,-34176.4
-36453.6,0.976565,0.591565,3,7,0,36454.8,-0.0129608,-0.0145936,1.00414,-34176.3
-36453.8,0.992282,0.591565,3,7,0,36454.1,-0.0105759,-0.0200617,1.0071,-34176.8
-36455.5,0.856847,0.591565,2,3,0,36455.9,-0.0109502,-0.010961,1.00259,-34177.1
-36453.5,0.822121,0.591565,2,3,0,36458.1,-0.0122474,-0.0164711,1.00754,-34176.3
-36453.5,0.914469,0.591565,1,3,0,36454.4,-0.0151853,-0.017828,1.00458,-34176
-36453.3,0.976974,0.591565,2,3,0,36453.8,-0.0116697,-0.0186457,1.00621,-34176.5
-36454,0.924474,0.591565,2,3,0,36454.1,-0.0151979,-0.0162956,1.00277,-34176.2
-36454.3,0.989267,0.591565,2,3,0,36454.5,-0.0171945,-0.0162607,1.00335,-34176
-36454.2,1,0.591565,3,7,0,36454.9,-0.00798159,-0.0186817,1.00665,-34177.3
-36454.8,0.907229,0.591565,3,7,0,36455.8,-0.01332,-0.0119571,1.00846,-34176.4
-36455.9,0.957262,0.591565,3,7,0,36456.2,-0.0151202,-0.0100886,1.00864,-34176.4
-36455.4,0.890721,0.591565,3,7,0,36458.4,-0.00782722,-0.0191872,1.00975,-34177.7
-36459.9,0.652974,0.591565,2,3,0,36461.8,-0.0248996,-0.0109623,1.00678,-34176.3
-36457.1,1,0.591565,2,3,0,36460.2,-0.0196414,-0.00958436,1.00683,-34176.1
-36457.1,0.881531,0.591565,3,7,0,36460.3,-0.00563718,-0.024474,1.00747,-34178.9
-36455.1,0.942517,0.591565,2,3,0,36458.8,-0.014234,-0.0198681,1.01039,-34176.6
-36455,0.995355,0.591565,2,7,0,36456.2,-0.00909246,-0.0222287,1.00303,-34177.7
-36454.7,0.988779,0.591565,3,7,0,36456,-0.0166785,-0.0121684,1.00558,-34175.9
-36455,0.970357,0.591565,3,7,0,36455.7,-0.00930308,-0.0228578,1.00756,-34177.5
-36454.5,1,0.591565,2,3,0,36455.4,-0.00874311,-0.0198721,1.00827,-34177.3
-36456.4,0.80776,0.591565,2,3,0,36457.6,-0.0212424,-0.0138187,1.00758,-34175.8
-36454.4,1,0.591565,2,3,0,36457.2,-0.0162667,-0.0217232,1.00484,-34176.3
-36453.5,0.996987,0.591565,3,7,0,36454.5,-0.0157534,-0.0182966,1.00548,-34175.9
-36453.7,0.969483,0.591565,2,7,0,36454.1,-0.0131542,-0.015345,1.00341,-34176.3
-36453.9,0.989196,0.591565,3,7,0,36454.2,-0.0104028,-0.018241,1.00812,-34176.8
-36453.3,0.735255,0.591565,2,3,0,36456.5,-0.0143813,-0.0170517,1.00528,-34176
-36453.8,0.852757,0.591565,2,3,0,36454.7,-0.0110513,-0.0199284,1.00741,-34176.7
-36453.5,0.986567,0.591565,3,7,0,36454,-0.0143178,-0.0166308,1.00408,-34176.1
-36454.3,0.771819,0.591565,1,3,0,36456.2,-0.0132995,-0.022872,1.00639,-34176.7
-36454.2,0.993519,0.591565,2,7,0,36454.8,-0.0108812,-0.0214405,1.00757,-34177
-36455,0.873849,0.591565,1,1,0,36455,-0.00974564,-0.0223107,1.0085,-34177.4
-36455.7,0.844308,0.591565,2,3,0,36456.8,-0.0133814,-0.0186748,0.999817,-34177.2
-36454.4,0.996433,0.591565,2,7,0,36456.1,-0.0169724,-0.0152336,1.00799,-34175.8
-36453.8,0.980927,0.591565,2,3,0,36454.9,-0.00939861,-0.0163606,1.00407,-34177
