# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 23:39:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/uo04pneg.json
# init = 2 (Default)
# random
#   seed = 26887
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/h-den_SciBERT_j/hreg-20250511183904_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,mu_beta.1,sigma_beta.1,log_p
# Adaptation terminated
# Step size = 0.481192
# Diagonal elements of inverse mass matrix:
# 2.32379e-05, 1.65448e-05, 0.000107687, 0.000121911, 0.000143242, 0.00013937, 0.000113142, 0.000112653, 0.000103491, 0.000186189, 0.000122291, 0.000773465, 0.0947454
-34795.4,0.69061,0.481192,3,7,0,34798.4,-0.0128856,0.990482,0.0624506,0.0704406,0.0814176,0.0685404,0.0363724,0.0188856,0.183198,0.00255841,0.117472,0.0444764,0.0836039,-33392.3
-34793.5,0.968957,0.481192,3,7,0,34803.5,-0.00750516,0.994795,0.0623588,0.0645423,0.0450571,0.0702661,0.0463986,0.0162838,0.209711,-0.00921057,0.0867688,0.0729894,0.0682922,-33390.1
-34788.1,0.961339,0.481192,3,7,0,34797.9,-0.0177937,0.989093,0.0578016,0.0590337,0.0493942,0.0615323,0.0452848,-0.00171772,0.190302,-0.0285312,0.111042,0.0564649,0.0589529,-33383.7
-34794.6,0.82645,0.481192,3,7,0,34796.9,-0.00707142,0.995116,0.0283378,0.0699892,0.0327318,0.0673076,0.0460384,0.0174091,0.187844,-0.0343412,0.105685,0.0367348,0.0690079,-33376.7
-34793.7,0.988701,0.481192,3,7,0,34801.1,-0.01167,0.995251,0.0705816,0.0619588,0.0698393,0.0465051,0.0533608,-0.00729277,0.198779,0.0121208,0.107462,0.0465006,0.085465,-33389.1
-34798.5,0.867519,0.481192,3,7,0,34805.4,-0.0159325,0.98834,0.0371152,0.054625,0.0661196,0.0301369,0.0245873,0.010212,0.179902,-0.0397844,0.114937,0.108758,0.11487,-33373.1
-34793.5,0.99532,0.481192,3,7,0,34801.9,-0.0121999,0.993493,0.0634414,0.0712264,0.0455683,0.0618784,0.0668005,0.00850409,0.21824,0.00210697,0.101943,0.0534588,0.0587982,-33403.3
-34789.9,1,0.481192,3,7,0,34796.1,-0.0147149,0.989815,0.0355225,0.0578904,0.0545983,0.0655135,0.0302474,-0.00037635,0.182385,-0.0214505,0.100179,0.0754861,0.0648231,-33372.8
-34797.8,0.598586,0.481192,3,7,0,34806.7,-0.00595542,0.994028,0.0570883,0.0709602,0.0513959,0.0386377,0.0404996,-0.0159008,0.191524,0.0191067,0.111329,0.118854,0.128337,-33382
-34794.8,1,0.481192,3,7,0,34802.7,-0.0117686,0.993495,0.0466179,0.0799246,0.0622721,0.034581,0.0451641,0.00222414,0.199278,0.0201062,0.119872,0.121617,0.0881324,-33393.1
-34795.7,0.927253,0.481192,3,7,0,34803.1,-0.015668,0.993115,0.0422196,0.0833221,0.0557233,0.0439639,0.050533,-0.0094084,0.19873,0.0227135,0.121431,0.122534,0.0708425,-33395.5
-34788.5,1,0.481192,2,3,0,34796.6,-0.0148619,0.992039,0.0415176,0.0661845,0.0527059,0.0413622,0.0478379,0.000136959,0.197282,0.00167456,0.111549,0.105813,0.0822072,-33384
-34787.4,0.91137,0.481192,3,7,0,34793.7,-0.0101473,0.9919,0.0508994,0.0603328,0.0470585,0.059993,0.0425603,0.00524384,0.189796,-0.0300383,0.102764,0.0515508,0.0697955,-33376.8
-34788.3,0.895216,0.481192,3,7,0,34792.3,-0.017925,0.990934,0.0500944,0.0731717,0.0442798,0.0454509,0.0512412,0.00733192,0.188021,0.00319467,0.108929,0.089068,0.0631877,-33382.4
-34790.5,0.864986,0.481192,3,7,0,34794.7,-0.014456,0.992018,0.0600199,0.0696039,0.0551443,0.0584213,0.0408336,-0.0088363,0.216099,-0.0277655,0.101343,0.0406192,0.063086,-33397.7
-34794.8,0.783244,0.481192,3,7,0,34800.4,-0.0175421,0.991414,0.0492385,0.0435543,0.0510556,0.0615525,0.0473369,-0.00825315,0.191725,0.0200057,0.119363,0.115548,0.0843787,-33383.8
-34793,0.943619,0.481192,3,7,0,34801.6,-0.0107066,0.994657,0.0363852,0.0798865,0.0574282,0.0468111,0.055625,0.0103793,0.194614,-0.0363712,0.0920769,0.025376,0.0557619,-33380.8
-34798.2,0.730459,0.481192,3,7,0,34802.3,-0.0120606,0.994188,0.039986,0.0905521,0.049062,0.0495001,0.0605158,0.0163677,0.19519,-0.0356634,0.0968911,0.010643,0.0494781,-33387
-34791.1,1,0.481192,3,7,0,34802.9,-0.0203188,0.993541,0.0489122,0.0736418,0.0454064,0.0434,0.0418335,0.0132149,0.178925,-0.016414,0.114366,0.0781184,0.0944618,-33376.6
-34792.1,0.964757,0.481192,3,7,0,34797.5,-0.0110863,0.990041,0.0344662,0.0679789,0.0441534,0.0694496,0.0599646,0.00747864,0.194544,-0.00202731,0.121672,0.0604694,0.04118,-33391.4
-34795.9,0.790553,0.481192,3,7,0,34800.1,-0.0171558,0.995994,0.05266,0.0573466,0.0600917,0.0412574,0.0282774,0.00430747,0.197996,-0.0416327,0.0949787,0.0726197,0.154193,-33376.7
-34792.6,0.99208,0.481192,3,7,0,34798.9,-0.0127083,0.995389,0.040419,0.0660862,0.0434867,0.0620847,0.0616492,0.00573119,0.188813,0.019723,0.116136,0.0832978,0.0484332,-33383.8
-34789.7,0.958706,0.481192,3,7,0,34795.8,-0.0111599,0.99353,0.0418221,0.0628753,0.0356886,0.0563367,0.0595271,0.00584156,0.204305,0.00306139,0.108635,0.0839937,0.0542014,-33387.3
-34788.9,1,0.481192,3,7,0,34792.7,-0.0168802,0.991322,0.0528621,0.0683644,0.0609345,0.0468401,0.0324891,-0.00145703,0.183664,-0.0291475,0.105881,0.0370303,0.0714467,-33376.8
-34790.7,0.905258,0.481192,3,7,0,34794.4,-0.0103556,0.993688,0.0423294,0.0595691,0.0374702,0.055945,0.0595567,0.00627738,0.209615,0.0029298,0.10869,0.0930424,0.0823044,-33390
-34796.2,0.858479,0.481192,3,7,0,34799.5,-0.0156382,0.989361,0.0581603,0.0834896,0.0610606,0.0488444,0.0271805,0.0206929,0.186682,-0.0427098,0.111632,0.0119377,0.0820098,-33389
-34796.4,0.986601,0.481192,3,7,0,34803.3,-0.0163199,0.994269,0.0405698,0.0421092,0.0467721,0.0549398,0.0649683,-0.017135,0.205679,0.0119143,0.104763,0.10461,0.0624851,-33385
-34789.9,1,0.481192,3,7,0,34799,-0.0133639,0.98924,0.0437192,0.042605,0.0498574,0.0421876,0.0480752,0.00137677,0.193888,-0.00873065,0.104578,0.0190286,0.0606902,-33375.2
-34789.6,0.860902,0.481192,3,7,0,34797.4,-0.0169408,0.987119,0.0476628,0.0511165,0.0540864,0.0399163,0.0417463,-0.00599104,0.188197,-0.0203974,0.103166,0.0339147,0.0594125,-33375.2
-34791.9,0.874648,0.481192,3,7,0,34795.5,-0.0132438,0.995519,0.0463519,0.0644609,0.0515676,0.0781304,0.0456413,0.00842631,0.207499,-0.00941071,0.0979246,0.105218,0.0686238,-33391.1
-34792.4,0.925446,0.481192,3,7,0,34798.3,-0.0155695,0.98969,0.0462689,0.0660366,0.0540671,0.0259871,0.0470384,-0.00288292,0.181314,-0.0222259,0.116233,0.0027664,0.0906012,-33375.3
