# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 06:12:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/yik6w_0v.json
# init = 2 (Default)
# random
#   seed = 17609
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-BOW-SciBERT.h-nondens/hreg-20250421011253_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.47675
# Diagonal elements of inverse mass matrix:
# 3.35469e-05, 2.24466e-05, 0.000169181, 0.000155878, 0.000191232, 0.000225404, 0.000312206, 0.000307262, 0.000226053, 0.000184123, 0.00025994, 0.000205094, 0.000196101, 0.00018177, 0.00059462, 0.000210997, 0.000353263, 0.00039468, 0.000310607, 0.000283608, 0.00194542, 0.000861525, 0.0843474, 0.0858289
-19040.1,0.94349,0.47675,3,7,0,19054.2,-0.00787176,0.968995,0.121898,-0.0207876,0.214962,0.0927638,0.314418,0.17523,0.00057165,0.0749686,0.240445,0.148969,-0.0441954,0.124994,0.0874939,0.00710227,0.116503,0.127692,0.151442,0.142046,0.212737,0.100216,0.0931307,0.048238,-19154.7
-19041.9,0.731183,0.47675,3,7,0,19061.8,-0.00434653,0.982098,0.0964213,-0.0310913,0.254354,0.112467,0.298686,0.177224,0.124719,0.0908941,0.198657,0.168415,-0.00737857,0.103328,0.0879177,0.00995575,0.153934,0.0928035,0.129229,0.190447,0.0459286,0.0975296,0.159046,0.0930716,-19151.8
-19033.1,0.992771,0.47675,3,7,0,19049.2,-0.00830934,0.975293,0.133654,-0.0342715,0.259684,0.109467,0.292834,0.169377,0.0705484,0.0839341,0.203675,0.149378,-0.0285594,0.0877243,0.101132,0.00379564,0.12235,0.0951307,0.13009,0.170034,0.0798749,0.0662708,0.138548,0.0930332,-19136.7
-19030.3,0.980858,0.47675,3,7,0,19040.6,-0.00765764,0.97611,0.0943561,-0.0140416,0.252865,0.107175,0.316079,0.16891,0.0658773,0.0852992,0.207706,0.159753,-0.0207991,0.0818863,0.0643393,0.0079872,0.129442,0.110687,0.13777,0.17561,0.182311,0.103677,0.0908416,0.0463809,-19142.7
-19029.7,0.823039,0.47675,3,7,0,19041.3,-0.0100095,0.971944,0.116133,-0.0148752,0.225769,0.121481,0.301875,0.156778,0.0508326,0.059592,0.212387,0.152496,-0.0249563,0.107299,0.0787062,-0.0126602,0.128006,0.121629,0.141225,0.183065,0.167895,0.126898,0.112368,0.0860404,-19141.2
-19032.8,0.940089,0.47675,3,7,0,19038,-0.00130489,0.979492,0.114682,-0.0465048,0.28905,0.119125,0.334276,0.171091,0.0727232,0.0789324,0.239291,0.140319,-0.0361024,0.100907,0.0604789,0.0100739,0.144724,0.0960725,0.153076,0.146172,0.121085,0.0614399,0.121748,0.0670576,-19165.5
-19031,0.971716,0.47675,3,7,0,19040.1,-0.00493471,0.978172,0.122955,-0.00722845,0.256545,0.124321,0.310258,0.165631,0.0551064,0.0555431,0.24285,0.146613,-0.0517658,0.101866,0.0697382,-0.0100859,0.12782,0.129729,0.127824,0.17286,0.191293,0.0995797,0.124132,0.0772242,-19154.1
-19036.9,0.840154,0.47675,3,7,0,19044.4,-0.00368143,0.973544,0.118012,-0.0062186,0.233659,0.130799,0.321038,0.149546,0.0445494,0.0631388,0.246848,0.163415,-0.0480458,0.0720091,0.0595678,0.0250821,0.129569,0.0996493,0.143022,0.158447,0.0798624,0.076547,0.0929201,0.0496121,-19152.4
-19039.5,0.989043,0.47675,3,7,0,19046.1,-0.00806748,0.978199,0.113618,-0.0498818,0.260978,0.0943189,0.30679,0.172213,0.0743192,0.110379,0.206274,0.138037,-0.0181204,0.139396,0.0894572,-0.0263567,0.149081,0.120727,0.14325,0.161877,0.240005,0.114067,0.180045,0.100686,-19152
-19033.9,0.992224,0.47675,3,7,0,19047.5,-0.00325174,0.971905,0.103092,-0.039777,0.236172,0.101445,0.313994,0.168,0.0845388,0.09921,0.193538,0.139375,-0.0289871,0.103817,0.0799997,-0.0082597,0.152635,0.108088,0.147892,0.171806,0.170212,0.105324,0.245364,0.0801652,-19144.6
