lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,log_p
# Adaptation terminated
# Step size = 0.40902
# Diagonal elements of inverse mass matrix:
# 3.18805e-05, 2.29708e-05, 0.000218411, 0.000174675, 0.000165436, 0.000173386, 0.0002141, 0.000222271, 0.000176231, 0.000223718, 0.000485218, 0.000379417, 0.000334113, 0.000345739, 0.000181572, 0.000238062, 0.000193294, 0.000255296, 0.000204209, 0.000217939, 0.000193636, 0.000153465, 0.000276739, 0.000185406, 0.000248638, 0.000388022, 0.000455387, 0.000186675, 0.000202015, 0.000279244, 0.000373414, 0.000367331, 0.000279688, 0.000379881, 0.000302041, 0.000250316, 0.000256802, 0.000325021, 0.00241515, 0.00102678, 0.000325592, 0.00109635, 0.0807976, 0.099375, 0.0848206, 0.0816852
-18613.8,0.605003,0.40902,4,15,0,18633.8,-0.00627393,0.963792,0.188177,-0.0372023,0.276174,0.0918285,0.337257,0.186904,0.080793,0.0678263,0.280457,0.153589,-0.0604908,0.0793005,0.0808786,0.0121348,0.162922,0.0630058,0.152402,0.129638,-0.0645718,-0.0362113,-0.147949,-0.138861,-0.0285466,0.002004,-0.0829648,-0.0402394,-0.0423725,0.0135965,0.0893047,0.0182063,0.0194411,0.0378886,-0.012273,0.230315,-0.021097,0.0386527,0.151524,0.000334423,-0.0553435,0.000164461,0.207721,0.105766,0.0868391,0.206739,-55554.2
-18605.3,0.995058,0.40902,3,7,0,18635.7,-0.00525267,0.967296,0.194982,-0.0392891,0.349466,0.0833049,0.320817,0.192138,0.091642,0.0796093,0.232092,0.158347,-0.0294824,0.113521,0.0761877,0.00269971,0.161914,0.0498788,0.121566,0.145815,-0.0659268,-0.0506734,-0.127695,-0.148143,-0.0161354,-0.0204705,-0.0917026,-0.0702333,-0.0552747,0.023476,0.0902459,0.00355371,0.0122733,0.0321515,-0.0175342,0.189852,-0.0453525,0.0500111,0.157097,0.0943849,-0.0817489,-0.0499402,0.128067,0.0996145,0.0773806,0.10578,-55552.8
-18606.6,0.998842,0.40902,4,15,0,18626.8,-0.00649694,0.963142,0.205374,-0.0455977,0.277966,0.125666,0.274979,0.184258,0.0440077,0.101151,0.293271,0.152239,-0.0539865,0.0600002,0.0699546,0.0118876,0.125789,0.0757171,0.175421,0.133743,-0.0652816,-0.0434151,-0.135388,-0.146309,-0.0277281,-0.031405,-0.0978681,-0.0764452,-0.00877748,0.0708602,0.0913925,0.01588,0.0819265,0.0232505,-0.00207055,0.235355,-0.0290791,0.0589739,0.180202,0.0899155,-0.0649148,0.129738,0.12187,0.0571304,0.0418014,0.0711153,-55554.5
-18612,0.708847,0.40902,3,7,0,18639.9,-0.00558608,0.969948,0.199301,-0.0385719,0.315938,0.0822528,0.324738,0.178765,0.0851922,0.0773898,0.225116,0.148453,-0.0470278,0.123984,0.0844507,-0.0102654,0.171958,0.0519164,0.118075,0.137581,-0.0727068,-0.0527318,-0.153206,-0.147974,-0.0211786,-0.00773366,-0.111267,-0.0683595,-0.0568072,0.0214804,0.0849674,0.0200503,0.00728709,0.035078,-0.0170867,0.187755,-0.0609068,0.0611107,0.141285,0.116396,-0.0918376,0.0054925,0.154192,0.17308,0.0818825,0.13695,-55556.6
-18598.4,1,0.40902,3,7,0,18632.2,-0.0102164,0.962917,0.211085,-0.0331334,0.307106,0.107386,0.308755,0.177064,0.050197,0.0774829,0.260622,0.138078,-0.0354,0.0830377,0.0916548,0.00168974,0.157703,0.0349324,0.163938,0.135257,-0.0625821,-0.0516395,-0.13568,-0.163002,-0.0293178,-0.0118477,-0.0809386,-0.0693098,-0.008716,0.0507403,0.0590082,-0.00173715,0.0364097,0.0190849,-0.00117254,0.244078,-0.0380492,0.0551595,0.224292,0.0491934,-0.0944311,0.0233708,0.165577,0.0762551,0.0460895,0.109083,-55545.5
-18600.7,0.95391,0.40902,3,7,0,18616.5,-0.0139959,0.962437,0.215983,-0.0385492,0.298955,0.111063,0.308181,0.193205,0.0445318,0.0946581,0.262307,0.1383,-0.0328083,0.0859676,0.0909223,-0.00178958,0.150948,0.029393,0.158204,0.14833,-0.0639149,-0.0531465,-0.142874,-0.158829,-0.0314628,-0.011704,-0.0788807,-0.0635603,-0.00741925,0.0597734,0.0558171,0.00093037,0.0321033,0.0199554,-0.00415386,0.23792,-0.0373722,0.0552478,0.210638,0.0473168,-0.0882445,0.0104582,0.164111,0.0704974,0.0536181,0.113426,-55548.5
-18602,0.959493,0.40902,3,7,0,18620.7,-0.0146093,0.961405,0.219066,-0.0360311,0.287435,0.121307,0.309475,0.192233,0.0489298,0.107409,0.260348,0.144518,-0.032399,0.0961568,0.0878322,-0.0069869,0.148967,0.0354643,0.160159,0.148748,-0.058541,-0.0486813,-0.141657,-0.16047,-0.0311165,-0.0118136,-0.0857655,-0.0651436,-0.0197354,0.0590505,0.0473892,0.0010269,0.0258275,0.0193649,0.0039392,0.240401,-0.0539426,0.0428503,0.177008,0.0717028,-0.0810806,0.007378,0.161721,0.0727885,0.0473468,0.11702,-55551.6
-18609.1,0.749197,0.40902,3,7,0,18636,0.00104926,0.971246,0.186912,-0.045441,0.331445,0.0883238,0.30392,0.161756,0.0819488,0.0668803,0.247912,0.156411,-0.0601406,0.0736809,0.0503375,0.0063082,0.162968,0.0849304,0.147599,0.131141,-0.081434,-0.0488643,-0.141057,-0.133422,-0.0185394,-0.0310805,-0.121309,-0.0424107,-0.0448235,0.0345353,0.137825,0.0118774,0.0736734,0.0575695,-0.0374362,0.201564,-0.0470289,0.0701711,0.167282,0.0722315,-0.0499297,0.0766023,0.106387,0.140127,0.0696011,0.0846171,-55557.3
-18607.3,0.880485,0.40902,3,15,0,18637,0.00275486,0.96084,0.198944,-0.05511,0.344538,0.0959705,0.296973,0.166492,0.0666006,0.0586384,0.236806,0.15967,-0.0615964,0.085558,0.0487187,0.000608214,0.162565,0.0748177,0.148119,0.157515,-0.0753446,-0.0265083,-0.120899,-0.14843,-0.0127057,-0.0331214,-0.106439,-0.034131,-0.036221,0.0423664,0.105568,-0.00169051,0.0700309,0.0640805,-0.0299799,0.212024,-0.0747917,0.0725612,0.259948,0.103319,-0.055527,0.0689136,0.195904,0.10535,0.0911169,0.0787481,-55552.8
-18601.2,1,0.40902,3,7,0,18622.3,-0.0133937,0.969818,0.211842,-0.00160172,0.275989,0.120567,0.325709,0.188333,0.0620179,0.097587,0.261288,0.141285,-0.0408662,0.0957057,0.078713,-0.0127009,0.152368,0.0456595,0.171093,0.157079,-0.0628777,-0.0608767,-0.108253,-0.150086,-0.0381704,-0.0251526,-0.0990679,-0.0739248,-0.00648039,0.0544006,0.106099,-0.017932,0.0397216,0.0250169,-0.00998548,0.235921,-0.0372684,0.026828,0.126555,0.084725,-0.0716776,0.0759034,0.140245,0.0672714,0.0333359,0.124101,-55551.3
-18600.4,0.949338,0.40902,4,15,0,18624.9,-0.00145984,0.964928,0.184329,-0.0744273,0.327228,0.0900431,0.283115,0.181469,0.0618066,0.0824579,0.241222,0.151746,-0.039187,0.0882017,0.0618368,0.0140942,0.13922,0.0682881,0.11737,0.12333,-0.0802716,-0.037384,-0.16256,-0.140603,-0.000859385,-0.0133393,-0.105128,-0.0763533,-0.0530165,0.0346297,0.0820313,0.0383937,0.0590982,0.0247418,-0.00705513,0.208587,-0.035964,0.0910946,0.100688,0.072516,-0.0581252,0.0535674,0.164182,0.070496,0.0880136,0.0627224,-55551.2
-18606.3,0.679328,0.40902,3,15,0,18630.5,-0.0142424,0.96619,0.214831,-0.0423782,0.317752,0.116868,0.303935,0.177732,0.0600684,0.109136,0.248518,0.160902,-0.0593799,0.0691757,0.0656498,-0.00750206,0.157006,0.0808112,0.16922,0.182621,-0.0526876,-0.0219335,-0.114994,-0.149576,-0.0373209,-0.0117513,-0.0931562,-0.0752395,-0.0125896,0.0483522,0.107002,0.00100191,0.0722925,0.040326,-0.0201835,0.200892,-0.0444595,0.0109749,0.189812,0.0738222,-0.12714,0.0446702,0.106168,0.0969876,0.0579705,0.126127,-55550.4
-18606.9,0.927007,0.40902,4,15,0,18630.9,-0.00234404,0.964455,0.168409,-0.0366386,0.312026,0.0899617,0.311628,0.177451,0.0577763,0.0601889,0.256289,0.16669,-0.0307807,0.109251,0.0758567,0.00691599,0.139952,0.0665296,0.131863,0.115551,-0.0982215,-0.0629539,-0.160565,-0.146473,-0.0129692,-0.0333547,-0.112375,-0.0719712,-0.0330096,0.0272813,0.0647584,0.0289571,0.0301609,0.0285606,0.00181879,0.220731,-0.0152508,0.0940611,0.120307,0.0911873,-0.048979,0.0025016,0.147509,0.0862437,0.0877924,0.0585036,-55553.6
-18608.9,0.78987,0.40902,4,15,0,18640.6,-0.0113782,0.968377,0.230259,-0.0397947,0.275361,0.128301,0.305014,0.179745,0.0834003,0.117331,0.26696,0.154378,-0.0316376,0.0896749,0.0711933,-0.019882,0.154331,0.057794,0.170017,0.165338,-0.0558153,-0.0588178,-0.104637,-0.129871,-0.0436146,-0.0192929,-0.0988137,-0.0737149,-0.0350996,0.0487493,0.107489,0.0153101,0.0635989,0.0549049,-0.0493925,0.222146,-0.0513047,0.0165734,0.228703,0.0869133,-0.0881629,0.130716,0.098324,0.076376,0.0284222,0.150907,-55555.9
-18607.9,0.6281,0.40902,3,7,0,18635.4,-0.00863147,0.968304,0.215806,-0.0364156,0.345515,0.0804542,0.325511,0.176592,0.0443774,0.0643168,0.219726,0.143534,-0.0590664,0.063346,0.0516492,0.00370081,0.158662,0.0486235,0.140514,0.17163,-0.0872177,-0.0589685,-0.102886,-0.12076,-0.0389696,-0.0372492,-0.109351,-0.0827964,-0.0258518,0.0335281,0.0998626,0.000353413,0.0426876,0.0300187,-0.0364126,0.230017,-0.0111582,0.0738649,0.100498,0.0875388,-0.0463101,0.0670154,0.114874,0.0797489,0.0607189,0.126716,-55556.4
-18612.8,0.694699,0.40902,3,7,0,18648.8,-7.55724e-06,0.964561,0.171758,-0.022072,0.286029,0.118616,0.293518,0.192679,0.0904607,0.100886,0.279764,0.164092,-0.0542768,0.102777,0.105916,-0.0194599,0.127055,0.069877,0.164874,0.133491,-0.0511968,-0.0330636,-0.135754,-0.168956,-0.0017254,0.00168455,-0.108089,-0.0553319,-0.0279722,0.0444698,0.105104,0.00151319,0.0302819,0.0476472,0.0143767,0.217068,-0.0613718,0.0328111,0.285366,-0.0117108,-0.0424295,0.0269721,0.180259,0.145855,0.0721617,0.0742281,-55555.4
-18614.8,0.89945,0.40902,4,15,0,18639.3,-0.0134857,0.964447,0.226753,-0.0262516,0.321734,0.127694,0.300112,0.193741,0.093683,0.0344808,0.241547,0.166778,-0.0736778,0.116601,0.0780456,-0.00570095,0.133146,0.0538432,0.139447,0.16,-0.0440324,-0.0270325,-0.132564,-0.152096,-0.00806857,-0.00959571,-0.111124,-0.0398917,-0.0348962,0.057292,0.0794085,0.00922943,0.0294686,0.052093,-0.00496132,0.224054,-0.0174736,0.0496547,0.205358,0.00262911,-0.0329307,0.0454853,0.221883,0.143911,0.0760598,0.0645444,-55559.3
-18604.6,0.978624,0.40902,3,7,0,18634.4,-0.00606364,0.967358,0.187334,-0.0422601,0.307665,0.0759256,0.302139,0.205617,0.0391414,0.111806,0.257235,0.139456,-0.0383193,0.0791823,0.0723816,-0.0110224,0.130723,0.0617316,0.145309,0.138082,-0.0873819,-0.0564679,-0.134823,-0.159966,-0.0227018,-0.0452062,-0.0864899,-0.0901252,-0.0491147,0.0430545,0.106097,-0.00636255,0.0447485,0.0394014,0.0204293,0.21852,-0.0454498,0.0690711,0.28983,0.0711637,-0.117551,0.0422012,0.191544,0.0779561,0.0466939,0.149302,-55550.1
-18602.5,0.91351,0.40902,3,7,0,18623.3,-0.0131237,0.962929,0.201855,-0.0570459,0.30838,0.129507,0.311101,0.19191,0.0875385,0.0902531,0.257156,0.174409,-0.025031,0.0804074,0.0591967,0.00351972,0.155511,0.0484155,0.151298,0.174844,-0.0602481,-0.060875,-0.143857,-0.119536,-0.0287891,-0.0167772,-0.0947885,-0.0411502,-0.0255071,0.0473955,0.0708211,0.0554494,0.0653317,0.033063,-0.0383319,0.213417,-0.021693,0.0462844,0.181762,0.0987249,-0.0699729,0.0520546,0.201461,0.074685,0.0611462,0.0811729,-55553.8
-18598.4,0.967169,0.40902,3,7,0,18623.8,-0.000742338,0.967773,0.196809,-0.0334155,0.303235,0.0752742,0.301406,0.168,0.0486542,0.0896993,0.235425,0.134283,-0.0526482,0.0989007,0.0910474,-0.00470859,0.147055,0.0505833,0.149472,0.136084,-0.0793781,-0.0422235,-0.127049,-0.162345,-0.02359,-0.0253238,-0.0944202,-0.0982061,-0.0278828,0.0412266,0.114064,-0.0244,0.0239308,0.0365408,0.0142102,0.242528,-0.0550449,0.05146,0.143451,0.0762543,-0.0759251,0.0583053,0.092659,0.0854061,0.0539162,0.0772544,-55549.4
-18601,0.942159,0.40902,4,15,0,18618.3,-0.0112781,0.963202,0.212959,-0.0367814,0.328126,0.119755,0.301178,0.175326,0.104461,0.0598414,0.277962,0.155053,-0.0283143,0.0673725,0.071249,0.0220284,0.166897,0.0334443,0.163138,0.159131,-0.0573959,-0.0603243,-0.0949728,-0.133103,-0.0241595,-0.0210024,-0.0931439,-0.0631347,-0.0262125,0.0503912,0.0663589,-0.00486209,0.0430578,0.0132992,-0.0187289,0.210927,-0.0197151,0.0494804,0.158032,0.103167,-0.0700657,0.0295024,0.214267,0.0670066,0.0389738,0.0779671,-55553.9
-18602.8,0.955258,0.40902,4,15,0,18624.1,-0.00183935,0.968213,0.193736,-0.0316092,0.296595,0.111898,0.298529,0.194588,0.0426909,0.101457,0.232674,0.164284,-0.0579928,0.129424,0.0810215,-0.0144705,0.134184,0.0785843,0.136852,0.138379,-0.0743353,-0.0399381,-0.134476,-0.152899,-0.037142,-0.018384,-0.118407,-0.0567483,-0.0225015,0.0582904,0.114143,0.0367713,0.035909,0.0540676,-0.0150521,0.192273,-0.0281313,0.07942,0.159783,0.0806889,-0.0835635,0.0432417,0.283322,0.0603582,0.0516867,0.0868877,-55551.1
-18605.2,0.877123,0.40902,4,15,0,18626.3,-0.00268434,0.967807,0.180666,-0.0550992,0.352191,0.114921,0.287349,0.165701,0.0542194,0.104132,0.257928,0.163136,-0.0393749,0.0956458,0.0848887,-0.00246558,0.156919,0.0181193,0.155871,0.138972,-0.0604703,-0.0474094,-0.123432,-0.146219,-0.0358166,-0.0239183,-0.0885758,-0.0413683,0.00142826,0.0329207,0.0930748,0.00931554,0.0351248,0.0309279,-0.00382034,0.22707,-0.0533278,0.0563135,0.209363,0.0797085,-0.0741446,0.0062184,0.358577,0.058431,0.041962,0.0995547,-55549.8
-18607.6,0.904327,0.40902,3,7,0,18623.6,0.00301843,0.965458,0.190205,-0.071217,0.349237,0.0998486,0.28416,0.160715,0.0420449,0.0909293,0.27093,0.155102,-0.0443682,0.0892648,0.069671,0.0116323,0.167773,0.0381992,0.123861,0.129263,-0.0725424,-0.0451407,-0.123337,-0.136477,-0.0410282,-0.0296963,-0.101692,-0.0527785,0.0139405,0.0396523,0.0763601,-0.00875715,0.0356611,0.0358602,-0.0309576,0.230539,-0.0450132,0.0255141,0.22272,0.11289,-0.0717854,-0.00110333,0.288485,0.100589,0.0636913,0.0842574,-55553.4
-18605.3,0.929728,0.40902,3,7,0,18629.6,-0.00912133,0.964278,0.210616,-0.0357431,0.315802,0.117711,0.31728,0.209717,0.0932151,0.130687,0.251664,0.172147,-0.0401219,0.104976,0.0648398,0.00137369,0.162741,0.0709691,0.139149,0.17139,-0.0736471,-0.0538366,-0.114708,-0.131043,-0.00606782,-0.0113536,-0.109736,-0.0442508,-0.0238909,0.057386,0.080368,0.0053211,0.0559389,0.0360114,-0.030167,0.227959,-0.0583233,0.0511568,0.204643,0.0960465,-0.0382728,0.062349,0.396382,0.085553,0.0536016,0.0745276,-55550.1
-18605.9,0.83844,0.40902,3,7,0,18631.3,-0.00505339,0.967749,0.191582,-0.0542395,0.284604,0.0987516,0.316952,0.199983,0.0627309,0.0812435,0.249686,0.149827,-0.0590512,0.0978448,0.066602,0.000140466,0.159967,0.0513555,0.100949,0.126851,-0.0758752,-0.0430757,-0.10189,-0.137843,-0.0404098,-0.0273971,-0.0852023,-0.0773025,-0.0364147,0.0246337,0.0736309,-0.0232919,0.0537425,0.0351055,-0.0368679,0.225142,-0.00625436,0.0708299,-0.0329447,0.0804588,-0.0659388,0.0109012,0.301485,0.087373,0.0460519,0.203154,-55550.1
-18610.1,0.875318,0.40902,3,15,0,18630.6,-0.0025586,0.966652,0.180531,-0.0653174,0.29455,0.12041,0.313728,0.182436,0.0809973,0.0825719,0.25171,0.153114,-0.0468199,0.091125,0.0697768,-0.00867969,0.158456,0.0528505,0.101686,0.137156,-0.0526895,-0.0374212,-0.121682,-0.121318,-0.0465553,-0.03095,-0.0768467,-0.0908278,-0.0147973,0.0264729,0.0987136,0.00220123,0.0680543,0.0380652,-0.0384064,0.206725,-0.0239321,0.0560742,-0.0032371,0.0561952,-0.0373865,0.0367503,0.391714,0.0687105,0.0496013,0.164503,-55553
-18607.6,0.850254,0.40902,3,15,0,18634.5,-0.00573281,0.967894,0.177293,-0.0624914,0.292244,0.110191,0.317809,0.193987,0.0922619,0.08902,0.247925,0.15919,-0.0342559,0.0978819,0.059626,0.000631029,0.158183,0.0614455,0.111838,0.146299,-0.0556555,-0.0407342,-0.116329,-0.128934,-0.0502199,-0.0171762,-0.0750214,-0.0906054,-0.0199422,0.0204249,0.0937232,0.00715052,0.0644697,0.0411959,-0.0387502,0.212564,-0.0268065,0.0360268,-0.0144194,0.0680002,-0.050682,0.0303537,0.362977,0.0676723,0.0500661,0.153458,-55552.5
-18605.5,0.956344,0.40902,3,15,0,18627.4,-0.00634391,0.963812,0.211596,-0.0264153,0.288315,0.09598,0.29024,0.141609,0.0292362,0.0939687,0.248557,0.14732,-0.0534455,0.102118,0.0902977,0.0152928,0.151766,0.0597345,0.161626,0.150884,-0.090646,-0.0552948,-0.127575,-0.155123,-0.00130339,-0.0104025,-0.109348,-0.0494904,-0.0415761,0.0669746,0.0938932,0.0102425,0.0212908,0.00795607,0.00349628,0.228893,-0.0370145,0.0759965,-0.0391607,0.121453,-0.0810721,0.0370138,0.214329,0.0802407,0.0456443,0.0710806,-55550.7
-18599.7,0.751808,0.40902,3,7,0,18628.1,-0.0115338,0.970432,0.199422,-0.0591451,0.303313,0.088569,0.291693,0.181328,0.0758757,0.0528984,0.256617,0.143182,-0.0322002,0.100567,0.0829056,0.0125483,0.148966,0.0564636,0.130035,0.155046,-0.0691481,-0.0414597,-0.157143,-0.160253,-0.0300217,-0.0369308,-0.0902413,-0.0757578,-0.0341453,0.0313568,0.110241,0.0319211,0.0564069,0.0289043,-0.00339694,0.237121,-0.0411488,0.0328624,0.16093,0.133833,-0.0849094,0.0450934,0.124937,0.154575,0.0564543,0.0911603,-55548.2
-18601.9,0.815309,0.40902,3,7,0,18625.5,0.00153344,0.961213,0.203028,-0.0281981,0.295091,0.120882,0.328272,0.179928,0.0534094,0.129979,0.260885,0.166789,-0.053051,0.094674,0.0657853,-0.0199035,0.162242,0.0668851,0.163645,0.130204,-0.0714087,-0.0601395,-0.105636,-0.130715,-0.0273591,-0.0153167,-0.110341,-0.0729102,-0.0323476,0.0604427,0.0743907,-0.000744247,0.0425088,0.0471961,-0.0168559,0.202171,-0.0276915,0.0874914,0.215905,0.0643212,-0.0546495,0.0526271,0.193691,0.056385,0.0427127,0.0782588,-55552.1
-18605.5,0.991753,0.40902,3,7,0,18622.3,-0.0164014,0.969684,0.172,-0.0558786,0.340317,0.0978635,0.30479,0.175574,0.0759433,0.0573863,0.220739,0.149268,-0.0269925,0.0911382,0.079481,0.0145824,0.153025,0.0663462,0.150489,0.172543,-0.0830606,-0.0528098,-0.113462,-0.139797,-0.0491149,-0.0431914,-0.0865592,-0.0722268,-0.0541901,0.0394012,0.0975212,-0.0191176,0.0556066,0.0373258,0.00717119,0.230042,-0.037667,0.0391083,0.213649,0.139648,-0.0909698,0.0602066,0.128905,0.117823,0.0251395,0.0757777,-55556.1
-18602,0.870049,0.40902,3,7,0,18633,-0.00841264,0.964781,0.208806,-0.0170816,0.306375,0.117271,0.313495,0.197255,0.0904398,0.105315,0.244656,0.137652,-0.0629958,0.0942447,0.0780094,0.0181091,0.119842,0.0567572,0.142074,0.130516,-0.0980202,-0.0454662,-0.115042,-0.132129,-0.0335242,-0.0296242,-0.112479,-0.0814916,-0.0415297,0.0493847,0.0932571,0.0226952,0.0660187,0.00394214,-0.0258868,0.213232,-0.0370577,0.0432509,0.124122,0.0415083,-0.0694368,0.0604852,0.149876,0.0589707,0.0393991,0.0811282,-55554.5
-18603,0.937013,0.40902,3,7,0,18622.7,-0.0120059,0.961202,0.221194,-0.0328607,0.306782,0.0915518,0.315213,0.18559,0.0544433,0.0603949,0.292507,0.152465,-0.042562,0.0910502,0.0304362,0.00355587,0.130063,0.0481058,0.149563,0.143535,-0.0599386,-0.0458929,-0.121377,-0.154391,-0.037767,-0.0228544,-0.0955053,-0.0528313,-0.0486918,0.0596501,0.10469,0.00012909,0.0288851,0.0325952,0.00475701,0.243655,-0.0297102,0.0687742,0.12629,0.0618361,-0.0852785,0.072758,0.136465,0.119737,0.0491467,0.079407,-55553.3
-18600.7,0.938163,0.40902,3,7,0,18627.2,0.00422324,0.970004,0.18814,-0.0422321,0.276672,0.0852514,0.290746,0.180707,0.064457,0.0978239,0.25772,0.145756,-0.0406324,0.0832624,0.0786372,-0.00541132,0.158441,0.064984,0.157486,0.129284,-0.0606237,-0.0558654,-0.104644,-0.16252,-0.0223333,-0.0397883,-0.10355,-0.098615,-0.0589767,0.0474772,0.0672357,-0.00687658,0.0454701,0.0216913,-0.00994248,0.218774,-0.0102262,0.0625215,0.149793,0.027733,-0.0702493,0.0524291,0.116106,0.0727056,0.0308071,0.0688867,-55551.5
-18598.5,0.941375,0.40902,3,7,0,18619.8,-0.0209606,0.961968,0.209502,-0.0482542,0.290677,0.0990105,0.295318,0.184814,0.0610989,0.0773289,0.265637,0.135559,-0.0437348,0.0914999,0.0667396,0.0228461,0.159006,0.0514718,0.134406,0.147127,-0.0832105,-0.0471369,-0.103051,-0.129245,-0.0288267,-0.0251377,-0.0989739,-0.0624956,-0.00403612,0.0633224,0.10907,0.0049977,0.0547331,0.0365963,-5.08644e-05,0.216053,-0.0174051,0.0587618,0.162225,0.128046,-0.0792972,0.0710964,0.141578,0.0992772,0.0604824,0.0651125,-55550.5
-18604.2,0.970555,0.40902,4,15,0,18614.9,0.00638854,0.96871,0.172895,-0.0546483,0.302744,0.101732,0.316161,0.178784,0.053973,0.111821,0.223689,0.185465,-0.0335979,0.107578,0.089797,-0.0141784,0.127905,0.0789799,0.150336,0.158159,-0.065895,-0.0515929,-0.137036,-0.153347,-0.0241239,-0.010251,-0.0931681,-0.0658781,-0.0517612,0.021571,0.0648972,0.00562882,0.0265577,0.0243248,-0.0127307,0.210245,-0.0502791,0.0524033,0.118347,0.0702497,-0.059664,0.0273978,0.120106,0.0705213,0.0361556,0.0761522,-55555
-18599.8,0.941917,0.40902,3,7,0,18623.1,-0.0133863,0.964096,0.188004,-0.0263988,0.283339,0.104557,0.308422,0.194438,0.0767136,0.085586,0.256203,0.14029,-0.0438006,0.0939202,0.0700359,0.00311376,0.162323,0.0483166,0.107579,0.141963,-0.071868,-0.0420519,-0.105726,-0.135231,-0.0270596,-0.0379698,-0.111074,-0.0695666,-0.0344717,0.0497938,0.124468,0.022417,0.0395133,0.0500732,-0.0054976,0.22836,-0.00358429,0.0688058,0.287354,0.107058,-0.0866896,0.0746325,0.243799,0.0705947,0.0509782,0.0697719,-55549.9
-18601.3,0.836717,0.40902,3,7,0,18624.2,-0.0130419,0.964772,0.184952,-0.0291784,0.276085,0.109241,0.300276,0.18535,0.0819061,0.0755803,0.261823,0.140194,-0.0416223,0.0911385,0.0661536,-0.00726816,0.15774,0.0454317,0.121651,0.15102,-0.0761287,-0.0443474,-0.121241,-0.139028,-0.0192916,-0.0384558,-0.101983,-0.0655307,-0.0326092,0.0405968,0.117229,0.0322095,0.0425249,0.050848,0.00646046,0.233104,0.0118589,0.0716161,0.266251,0.132869,-0.0840791,0.0861024,0.218811,0.083238,0.0536699,0.0692538,-55550.3
-18599.9,0.912049,0.40902,3,7,0,18622.2,0.000384384,0.965516,0.196431,-0.0318056,0.293204,0.105826,0.295352,0.163922,0.0986705,0.0959065,0.270847,0.159651,-0.0587881,0.0962005,0.0908744,0.0189384,0.157499,0.0225548,0.130441,0.125232,-0.0642596,-0.0621569,-0.150864,-0.143291,-0.0102164,-0.0352508,-0.0934561,-0.0582071,-0.0146166,0.0424541,0.087829,0.00671108,0.0609277,0.022673,-0.000308267,0.229628,-0.0338483,0.0514732,0.117237,0.118152,-0.0725091,0.0708479,0.178024,0.0941619,0.0405711,0.0618355,-55549
-18598.6,0.996331,0.40902,3,7,0,18615.2,-0.0123642,0.964513,0.209082,-0.0511481,0.310176,0.0932589,0.306578,0.194843,0.0297573,0.0766018,0.252291,0.136047,-0.0377114,0.0962353,0.0623847,-0.00518421,0.162531,0.092435,0.172862,0.148074,-0.071564,-0.0216519,-0.116505,-0.14469,-0.0292387,-0.00568116,-0.104831,-0.100206,-0.0315193,0.0583863,0.102957,0.0243703,0.0275984,0.0364318,-0.00784794,0.210009,-0.0256327,0.0619927,0.177915,0.0651217,-0.0633238,0.0473067,0.095435,0.0669228,0.0700964,0.097969,-55548.1
-18600,0.768939,0.40902,3,7,0,18625.6,-0.0148346,0.963362,0.203823,-0.0511751,0.310205,0.0835219,0.309072,0.202524,0.0488271,0.0747929,0.246958,0.139659,-0.0464819,0.0996793,0.074039,0.0041026,0.153861,0.100109,0.17311,0.143474,-0.0689639,-0.0235181,-0.118027,-0.13512,-0.0343509,0.00151466,-0.10848,-0.0938978,-0.0355102,0.0533367,0.0930796,0.0134622,0.0396929,0.0482635,-0.00385756,0.210033,-0.0130654,0.0585306,0.172388,0.0601142,-0.0705368,0.0404403,0.0950899,0.0654541,0.0819881,0.0797682,-55549.5
-18603.9,0.823754,0.40902,4,15,0,18627.3,0.00274281,0.969047,0.195914,-0.038388,0.299686,0.125562,0.304568,0.1677,0.0785939,0.109045,0.269224,0.169528,-0.0461984,0.0844245,0.0592354,0.00313938,0.127797,0.0253458,0.111535,0.131228,-0.0643264,-0.0747342,-0.124496,-0.148454,-0.00741354,-0.0277839,-0.097207,-0.0397753,-0.019622,0.0363479,0.089212,-0.0151564,0.0613333,0.0228555,-0.00287296,0.212558,-0.0436953,0.0516491,0.163269,0.112999,-0.0600605,0.0693217,0.168631,0.0872551,0.0592369,0.0925388,-55554.5
