# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2024-09-28 22:03:19 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/kun1jomc.json
# init = 2 (Default)
# random
#   seed = 21512
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/h-BOW-SciBERT.h-nondens/hreg-20240928170319_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,log_p
# Adaptation terminated
# Step size = 0.422628
# Diagonal elements of inverse mass matrix:
# 3.13971e-05, 2.28662e-05, 0.000214544, 0.00015533, 0.000165041, 0.000161403, 0.000198791, 0.000205377, 0.000172211, 0.00026147, 0.000465552, 0.000355422, 0.000353297, 0.000359214, 0.000171959, 0.000187248, 0.000202737, 0.00026908, 0.000189752, 0.000193022, 0.000177891, 0.000160252, 0.000278513, 0.000211146, 0.000258709, 0.000402203, 0.000414085, 0.000223555, 0.000182678, 0.000208117, 0.000313908, 0.000346892, 0.000236522, 0.000408287, 0.000292778, 0.000266311, 0.000279477, 0.000255935, 0.00271176, 0.00103896, 0.000386502, 0.000821198, 0.0869092, 0.0871205, 0.0960553, 0.0901451
-18595.9,0.882143,0.422628,3,7,0,18617.1,-0.00541131,0.965019,0.21705,-0.042182,0.292834,0.104621,0.290742,0.16642,0.0783714,0.0872953,0.247173,0.153211,-0.0732973,0.0783256,0.0630505,0.00676947,0.164956,0.0657536,0.155907,0.152904,-0.064312,-0.0341067,-0.100982,-0.159551,-0.038507,-0.027839,-0.0978277,-0.0599892,-0.029203,0.0480359,0.105501,-0.0306283,0.0655947,0.0159958,-0.0168698,0.212137,-0.0321431,0.074058,0.143367,0.0882681,-0.0781308,0.0777914,0.130431,0.0623957,0.0635121,0.123589,-55545.5
-18600.1,0.833514,0.422628,3,15,0,18617.1,-0.00921495,0.965873,0.193806,-0.0362411,0.339211,0.105299,0.311887,0.178818,0.06822,0.0723734,0.241724,0.153925,-0.0229458,0.0950348,0.087077,0.0263353,0.153838,0.0639481,0.144033,0.156141,-0.0704288,-0.0572751,-0.17504,-0.149294,-0.0258335,0.00988286,-0.101527,-0.0770717,-0.0349412,0.0367276,0.0903876,0.0385819,0.0174334,0.0274854,-0.0157953,0.219151,-0.0491858,0.0140233,0.184908,0.0988672,-0.068034,0.0856401,0.109087,0.103624,0.0551614,0.0900186,-55549.2
-18606.1,0.815064,0.422628,3,7,0,18627.7,0.00447286,0.961726,0.195868,-0.0353857,0.33263,0.0716575,0.316746,0.148507,0.0515191,0.0792807,0.269685,0.171216,-0.022408,0.116887,0.0781377,-0.00674413,0.155598,0.053608,0.149438,0.123594,-0.0634423,-0.0679237,-0.114892,-0.159597,-0.0336349,-0.0273006,-0.107865,-0.0411981,-0.0223273,0.0450717,0.0796579,0.0211097,0.0175965,0.0506986,-0.0287712,0.22889,-0.0275526,0.0557051,0.20277,0.0454772,-0.0541978,0.0711006,0.167768,0.0846629,0.0674384,0.081071,-55555.1
-18602.8,1,0.422628,4,15,0,18623.4,0.00578917,0.968501,0.207861,-0.0194564,0.352672,0.0743465,0.321364,0.178797,0.0487856,0.0666399,0.268889,0.162777,-0.0484006,0.0891066,0.0760952,-0.00317246,0.1411,0.0479207,0.160751,0.126247,-0.0636884,-0.0553695,-0.141578,-0.16212,-0.0428199,-0.0159618,-0.103953,-0.0465815,-0.0270627,0.0538058,0.0973809,2.92316e-05,0.0238241,0.0447015,-0.0119207,0.233145,-0.0515538,0.0553565,0.178358,0.0402478,-0.0452755,0.0525374,0.161246,0.104494,0.0433228,0.0669178,-55549.5
-18604.9,0.906136,0.422628,4,15,0,18626.4,-0.00359829,0.964852,0.190463,-0.0338912,0.317119,0.0900666,0.347773,0.168009,0.0745803,0.100397,0.280912,0.179115,-0.0502738,0.10534,0.0885524,-0.00674748,0.144163,0.0489911,0.145676,0.115773,-0.0806373,-0.0554811,-0.118307,-0.105665,-0.0297795,-0.0194579,-0.0935638,-0.0593238,-0.0313553,0.0397527,0.096351,0.00832415,0.0495088,0.0151853,-0.0208559,0.211064,-0.0392725,0.0451878,0.128034,0.0837455,-0.0830932,0.0901835,0.233272,0.0680728,0.0606589,0.132174,-55553
-18606.2,0.960411,0.422628,3,15,0,18627.3,-0.00896685,0.960273,0.198888,-0.0352487,0.294186,0.0794396,0.303979,0.174125,0.0820186,0.124896,0.271159,0.157042,-0.0497558,0.107265,0.0921045,0.0235147,0.154159,0.0863967,0.136649,0.118364,-0.103571,-0.029578,-0.140314,-0.144789,-0.0471983,-0.0409031,-0.102749,-0.0668667,-0.0313243,0.0530492,0.0996386,0.00127701,0.0427332,0.0354155,-0.0427352,0.196424,-0.0370545,0.0695234,0.178107,0.102538,-0.0737123,0.105543,0.229384,0.0695792,0.039879,0.0878734,-55555.8
