# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2024-09-28 22:03:19 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/kun1jomc.json
# init = 2 (Default)
# random
#   seed = 21512
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/h-BOW-SciBERT.h-nondens/hreg-20240928170319_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,log_p
-18598.7,0.666942,0.372508,4,15,0,18615.5,-0.00441064,0.968347,0.173793,-0.0514326,0.297954,0.120491,0.297462,0.174076,0.0631968,0.111706,0.268886,0.173149,-0.0216219,0.0742811,0.0810692,0.00557943,0.13295,0.0506002,0.194003,0.134308,-0.0655164,-0.0570354,-0.143065,-0.148493,-0.0181307,-0.0109829,-0.102746,-0.0839974,-0.0248314,0.0325526,0.0876832,0.0215299,0.0359717,0.0316322,0.0105426,0.207206,-0.0281001,0.0495045,0.158961,0.130954,-0.0729416,0.0462832,0.201016,0.0743541,0.0622542,0.0560537,-55548.9
-18602,0.936278,0.372508,4,15,0,18622.1,-0.0106751,0.962273,0.230438,-0.0197021,0.280639,0.0793897,0.313544,0.190996,0.0733711,0.0792367,0.25249,0.131857,-0.0600854,0.0826377,0.0543935,0.00453558,0.165561,0.0642044,0.130977,0.151337,-0.0762845,-0.0304157,-0.12331,-0.130694,-0.0255175,-0.048174,-0.103598,-0.0514934,-0.0376978,0.0566364,0.098583,-0.0243041,0.0673007,0.0322638,-0.0167722,0.208291,-0.0287243,0.0708539,0.236991,0.121851,-0.0673886,0.0453059,0.135053,0.0939887,0.0447933,0.0993286,-55553.3
-18597.1,0.976018,0.372508,4,15,0,18619.5,-0.00443024,0.961832,0.192641,-0.0404376,0.286662,0.105918,0.303302,0.1687,0.064812,0.110715,0.272195,0.180272,-0.0257574,0.0779471,0.081203,0.00069073,0.14238,0.0704558,0.144607,0.136102,-0.06909,-0.0667221,-0.175656,-0.146848,-0.0158231,-0.0193286,-0.115112,-0.0640249,-0.0377066,0.0367297,0.084684,0.00515926,0.0269956,0.0410782,-0.0101023,0.20676,-0.0301062,0.0595051,0.157453,0.138509,-0.0856959,0.0391826,0.12582,0.0940346,0.0743153,0.0808233,-55547.7
-18606.7,0.830856,0.372508,3,7,0,18622.5,-0.00895776,0.967738,0.186975,-0.0374238,0.354756,0.106908,0.293164,0.180805,0.0774731,0.125855,0.23893,0.181138,-0.0467709,0.097528,0.0857,-0.00356234,0.146725,0.0622773,0.108889,0.100921,-0.0734522,-0.0526664,-0.147697,-0.145203,-0.0251033,-0.0334743,-0.11099,-0.0837145,-0.0472995,0.0445678,0.101497,0.0095393,0.0371691,0.0382115,0.0416707,0.224791,-0.017146,0.0917913,0.164821,0.114276,-0.10069,0.0330461,0.1546,0.103577,0.0692031,0.0808724,-55556.9
-18602.9,0.998008,0.372508,4,15,0,18625.6,-0.0117056,0.967194,0.168808,-0.0563763,0.295615,0.0855996,0.296312,0.171315,0.0596313,0.070033,0.2777,0.140122,-0.0631547,0.0728534,0.0731649,0.0224993,0.136142,0.0624555,0.166223,0.169817,-0.052726,-0.0466294,-0.143342,-0.154928,-0.0216799,0.00253272,-0.107555,-0.0629382,-0.0202365,0.0512976,0.0950771,0.0187479,0.0609742,0.0224008,-0.0356824,0.208995,-0.0380986,0.0384984,0.128101,0.130672,-0.0591485,0.0789754,0.125617,0.122323,0.0445732,0.0572848,-55549.5
-18602.9,0.991085,0.372508,4,15,0,18623,-0.0078942,0.963347,0.218699,-0.0194581,0.326737,0.110814,0.303794,0.184806,0.0579826,0.0682435,0.24347,0.152739,-0.018448,0.0857985,0.0869217,0.0125081,0.14502,0.0591123,0.166145,0.13269,-0.0670377,-0.060661,-0.100674,-0.116653,-0.0358075,-0.0394861,-0.0791106,-0.095171,-0.0484683,0.0334475,0.0614893,0.0245776,0.0234604,0.0166798,0.0279719,0.217556,-0.023827,0.0617003,0.18085,0.126414,-0.0828893,0.0252669,0.136571,0.0828818,0.0361769,0.0882359,-55558.9
-18593.6,0.978489,0.372508,4,15,0,18620.6,-0.0101135,0.968309,0.189196,-0.0551294,0.303749,0.122482,0.30974,0.188368,0.0714867,0.0890587,0.246863,0.155438,-0.0363968,0.0794443,0.079547,0.00218754,0.138223,0.0560904,0.115272,0.156653,-0.0577528,-0.0341971,-0.14429,-0.157786,-0.0384963,0.00146596,-0.113014,-0.0762203,-0.0138554,0.0500248,0.0943238,0.0241866,0.0407432,0.0289311,-0.0361105,0.217119,-0.0164561,0.0485467,0.166954,0.0625864,-0.0555586,0.0627745,0.0950692,0.074773,0.0491992,0.0634405,-55544.4
-18593.5,0.788182,0.372508,4,15,0,18617.1,-0.0107898,0.969807,0.182898,-0.0558774,0.312995,0.120921,0.312824,0.186936,0.0645674,0.0812293,0.252437,0.154808,-0.0371244,0.0800634,0.0721987,-0.00295947,0.151381,0.0570206,0.124557,0.164728,-0.0496749,-0.0352322,-0.142678,-0.154364,-0.040659,-0.00979977,-0.108888,-0.0797111,-0.0214046,0.0409075,0.0867712,0.025904,0.0333365,0.0339392,-0.0297763,0.219254,-0.0204665,0.0340585,0.147094,0.0815161,-0.0490905,0.0640817,0.0940171,0.0773633,0.0569335,0.0726784,-55544.2
-18595.1,0.735331,0.372508,3,7,0,18616.9,-0.00766599,0.96789,0.171897,-0.0520055,0.317702,0.114063,0.313133,0.192485,0.052268,0.0817185,0.249783,0.150404,-0.0333105,0.0820213,0.068677,0.000846301,0.147561,0.0639175,0.118828,0.161219,-0.0545667,-0.0380608,-0.146122,-0.161768,-0.0432171,-0.00643671,-0.105934,-0.0790554,-0.032271,0.0462848,0.0963056,0.0134936,0.0451066,0.0404538,-0.0341038,0.217501,-0.0182231,0.0331994,0.123773,0.0930609,-0.0472769,0.0613931,0.0922661,0.0708817,0.0565726,0.0902996,-55544.7
-18602.7,0.703859,0.372508,3,15,0,18618.4,-0.0101845,0.973398,0.197927,-0.039478,0.297249,0.115214,0.30136,0.141758,0.0465967,0.125321,0.259835,0.162267,-0.0326895,0.095742,0.076004,-0.018151,0.118554,0.0506001,0.14508,0.147661,-0.0581274,-0.0400783,-0.13073,-0.143966,-0.0342835,-0.00738882,-0.0972699,-0.0692984,-0.0348854,0.055223,0.0763727,0.0227573,0.0583908,0.0219318,-0.0271808,0.228397,-0.0247746,0.0808738,0.161831,0.0480936,-0.0745699,0.0500249,0.158562,0.0754809,0.0682865,0.100947,-55553.3
-18603.3,0.856365,0.372508,3,7,0,18631.5,-0.00834683,0.956379,0.180533,-0.02908,0.302176,0.107987,0.31322,0.211051,0.0863366,0.0984794,0.26388,0.14549,-0.0649756,0.0861786,0.0488129,0.0172555,0.169418,0.0622332,0.147254,0.13438,-0.0655276,-0.0450407,-0.117957,-0.130975,-0.0177419,-0.0356683,-0.093116,-0.0430511,-0.0321212,0.0406111,0.111842,-0.00708016,0.0588083,0.0432045,-0.00324556,0.214292,-0.0661979,0.0174435,0.195184,0.111035,-0.0520548,0.0540742,0.10098,0.0746108,0.0364719,0.0726385,-55555.5
-18602.4,0.957164,0.372508,4,31,0,18624.5,-0.0054503,0.969001,0.230469,-0.0539315,0.293517,0.10747,0.3066,0.148291,0.0388902,0.0786248,0.235882,0.148558,-0.0198241,0.0975908,0.086406,-0.0151261,0.132159,0.0600397,0.141236,0.147389,-0.0660971,-0.0507572,-0.137349,-0.155652,-0.0340434,-0.0018337,-0.106997,-0.0983482,-0.0271477,0.0625115,0.0750231,0.0194166,0.0459343,0.0316359,-0.0078766,0.214974,-0.0029121,0.0908847,0.220013,0.111822,-0.100497,0.0482921,0.186451,0.100806,0.0649641,0.0965015,-55551.4
-18606.3,0.947178,0.372508,4,15,0,18626.1,-0.00870724,0.960235,0.216189,-0.025189,0.326665,0.0916195,0.320043,0.205796,0.0869314,0.0728149,0.261488,0.143813,-0.0288252,0.0950655,0.0667804,-0.0131687,0.15742,0.0818812,0.11486,0.16012,-0.0830918,-0.0371242,-0.133584,-0.158265,-0.0194743,-0.032209,-0.105072,-0.0402944,-0.0422881,0.054319,0.0709481,0.00453888,0.0331396,0.0524367,0.0183128,0.220275,-0.0317296,0.0384454,0.263429,0.0667251,-0.0475107,0.0716448,0.243388,0.0553065,0.0577033,0.0496408,-55552.7
-18606.8,0.982886,0.372508,3,15,0,18628.4,-0.00441471,0.964969,0.220011,-0.0379431,0.324441,0.0967854,0.33014,0.198024,0.0776197,0.0799093,0.238957,0.141845,-0.0276224,0.0729879,0.0565351,-0.044571,0.157039,0.0581419,0.133926,0.14518,-0.0815786,-0.0418213,-0.114413,-0.147225,0.0031,-0.00988574,-0.112275,-0.0633341,-0.0399203,0.046263,0.0982801,0.0226177,0.0211754,0.0435441,0.00663183,0.233419,-0.0395543,0.0253383,0.265825,0.0561979,-0.0703283,0.0431133,0.210226,0.114779,0.0406526,0.101958,-55553.9
-18608.7,0.862408,0.372508,4,15,0,18638.4,-0.00793481,0.965624,0.193491,-0.0424362,0.292005,0.114744,0.286348,0.17275,0.0361402,0.0843213,0.289552,0.149823,-0.0606508,0.112403,0.0981139,0.0455785,0.133672,0.0708794,0.182727,0.126124,-0.053093,-0.0593957,-0.119677,-0.132158,-0.0495003,-0.024632,-0.091362,-0.0780299,-0.00773372,0.0583322,0.0900924,-0.0198642,0.0585791,0.0178176,-0.0183367,0.189382,-0.0390527,0.0800643,0.109701,0.113443,-0.0594073,0.0803688,0.0930386,0.0725557,0.0556491,0.102126,-55559.4
-18601.8,0.985748,0.372508,3,7,0,18629.3,-0.00256011,0.965518,0.194538,-0.0523852,0.283284,0.0991137,0.300707,0.200974,0.0788112,0.0786559,0.236768,0.156639,-0.0399826,0.121974,0.0653113,0.0122976,0.138134,0.0453973,0.164876,0.157528,-0.0695961,-0.0326956,-0.105996,-0.141953,-0.0409281,-0.00440772,-0.0951796,-0.0790613,-0.00935329,0.0641543,0.122723,0.00567571,0.0528847,0.0209762,-0.0462364,0.211341,-0.0459051,0.046314,0.212132,0.141822,-0.0501896,0.10898,0.118173,0.0999896,0.0528832,0.0912755,-55549.5
-18609.8,0.957222,0.372508,4,15,0,18626.4,-0.00624436,0.969659,0.205239,-0.0344314,0.310296,0.0896606,0.301308,0.176489,0.0422524,0.0557283,0.233806,0.163387,-0.0316288,0.124896,0.0477573,0.0332327,0.155674,0.0545573,0.172583,0.169024,-0.0683082,-0.0452802,-0.100725,-0.143383,-0.0430754,-0.0262565,-0.0834278,-0.0713635,-0.00625786,0.0638888,0.103331,-0.0155273,0.0401835,0.0250865,-0.0415793,0.240395,-0.05347,0.0200718,0.0707768,0.105569,-0.073877,0.0793736,0.0898184,0.0761868,0.0425975,0.143855,-55555.9
-18608.3,0.97697,0.372508,4,15,0,18637.3,-0.00650962,0.962302,0.204217,-0.0418607,0.307861,0.116471,0.305351,0.187243,0.106,0.0920588,0.270949,0.14599,-0.0515345,0.0634912,0.0966626,-0.0204286,0.13392,0.0572323,0.14803,0.130366,-0.080304,-0.0567476,-0.142801,-0.144369,-0.00984283,-0.00854964,-0.12098,-0.0758622,-0.0430653,0.038109,0.0847413,0.00894429,0.0563338,0.0288749,0.0234363,0.208244,-0.0284339,0.0773564,0.244051,0.0744713,-0.0558096,0.0679318,0.411255,0.0800541,0.0610221,0.174021,-55550.3
-18624.7,0.865672,0.372508,3,15,0,18643,-0.0113787,0.971467,0.180243,-0.0551747,0.311999,0.075924,0.320621,0.18294,0.101742,0.0766967,0.249517,0.174596,-0.0501924,0.118416,0.0626268,-0.00636869,0.11775,0.0848615,0.150871,0.141921,-0.0821536,-0.0419914,-0.163808,-0.135297,-0.0147304,-0.0247946,-0.103927,-0.0980022,-0.0375731,0.0375378,0.100659,0.0183365,0.095921,0.0382702,-0.0507467,0.24624,-0.0763907,0.0538393,0.341037,0.0504423,-0.0812635,0.102128,0.494538,0.0935611,0.0624937,0.0878422,-55564.1
-18608,1,0.372508,4,15,0,18644.4,-0.000815589,0.960726,0.204767,-0.0293495,0.334316,0.127167,0.312501,0.186458,0.0715504,0.077821,0.267208,0.135482,-0.0666213,0.0871719,0.0675553,-0.00795179,0.167333,0.0440117,0.152058,0.143162,-0.0712669,-0.0274148,-0.12853,-0.168161,-0.0384585,-0.00320912,-0.113263,-0.0504879,-0.00844447,0.0428965,0.0963211,0.0307398,0.0425941,0.0235912,-0.0155129,0.200129,-0.0497419,0.0441243,0.351613,0.105571,-0.0684623,0.0464139,0.156957,0.0684197,0.0513296,0.134352,-55549.9
-18604.9,0.995408,0.372508,4,15,0,18631.2,-0.00618276,0.961148,0.194724,-0.0579954,0.317327,0.104959,0.292499,0.152415,0.0781502,0.100665,0.247048,0.135351,-0.0270796,0.107885,0.0705874,-0.00164058,0.173823,0.0505845,0.119683,0.16011,-0.0584483,-0.0607926,-0.127378,-0.138887,-0.0327478,-0.0131353,-0.114309,-0.0825084,-0.0551087,0.0368891,0.0798981,0.0416981,0.0616529,0.0349506,-0.0268343,0.202632,0.00614861,0.0657524,0.151019,0.125095,-0.0911734,0.115477,0.129477,0.0721996,0.0298235,0.1213,-55553.3
-18598.1,0.876961,0.372508,3,7,0,18621.4,-0.00462663,0.964501,0.198591,-0.0439386,0.31709,0.112423,0.288161,0.144191,0.0573355,0.0860409,0.257968,0.132124,-0.0300537,0.10017,0.0664103,0.00978253,0.167596,0.0477209,0.132731,0.164742,-0.0587884,-0.0645862,-0.134014,-0.130232,-0.0259545,-0.0313372,-0.105721,-0.0957621,-0.047173,0.0435183,0.100924,0.0223159,0.0411243,0.030372,-0.0194081,0.207637,-0.00432462,0.050235,0.191912,0.105835,-0.0540271,0.0999686,0.117729,0.104487,0.0447662,0.100772,-55549.1
-18596.5,0.935523,0.372508,4,15,0,18618.4,-0.00773734,0.965936,0.204574,-0.0365483,0.32979,0.0929242,0.302625,0.20893,0.0687589,0.0850164,0.252028,0.177089,-0.0659507,0.0668155,0.0827812,-0.00373182,0.150697,0.0753207,0.160563,0.130998,-0.0818363,-0.0300288,-0.126471,-0.148895,-0.0224426,-0.0124835,-0.0971994,-0.0443911,-0.0148869,0.054992,0.0809794,0.00146217,0.0519577,0.032347,-0.00848656,0.2262,-0.0682126,0.0592474,0.132659,0.147936,-0.0759409,0.033618,0.133493,0.105983,0.0567478,0.064162,-55544.2
-18620.5,0.671599,0.372508,3,7,0,18633.3,0.0153054,0.966467,0.189991,-0.0229406,0.301982,0.0916181,0.2972,0.189721,0.0360046,0.0360346,0.248518,0.130232,-0.0508686,0.118715,0.0958361,-0.00206256,0.167154,0.0290152,0.163295,0.137553,-0.0863314,-0.0324749,-0.119335,-0.146219,-0.0387437,-0.020479,-0.116854,-0.0627164,-0.0281856,0.0425263,0.120638,0.000856538,0.0426724,0.0370351,-0.0053478,0.225748,-0.0245507,0.0593732,0.226319,0.214167,-0.0528603,0.0659922,0.126189,0.214209,0.0470225,0.080164,-55564.4
-18609.3,0.99853,0.372508,4,15,0,18640.8,-0.0274655,0.966978,0.205883,-0.071403,0.313547,0.116124,0.310753,0.175206,0.0956462,0.139479,0.254364,0.169034,-0.0410078,0.0796061,0.0672959,0.00659236,0.145517,0.091369,0.133734,0.145967,-0.0565434,-0.0597473,-0.129033,-0.14255,-0.0112066,-0.00802481,-0.0879558,-0.0762421,-0.029717,0.0463897,0.0715129,0.0235181,0.0623582,0.0290174,-0.0164198,0.201763,-0.0283018,0.0548007,0.253302,0.110429,-0.0923398,0.0384334,0.164225,0.109252,0.0507661,0.0637803,-55559.2
-18606.7,0.915963,0.372508,4,15,0,18638.3,-0.00492017,0.963075,0.240057,-0.0196989,0.318821,0.0924929,0.30617,0.154495,0.0569807,0.0464647,0.260262,0.172517,-0.0703039,0.108808,0.0592198,0.00352288,0.128331,0.0706117,0.139962,0.140764,-0.0764014,-0.041103,-0.121466,-0.144062,-0.0196567,-0.0379533,-0.0848048,-0.0714046,-0.0279702,0.0548305,0.0878895,0.00606286,0.0312127,0.0314522,-0.0180893,0.238902,-0.0652608,0.0687781,0.24309,0.103742,-0.0843121,0.0329931,0.138536,0.117353,0.0401403,0.100142,-55555.2
-18598.6,0.945872,0.372508,3,7,0,18626.5,-0.00201742,0.967712,0.192741,-0.0351467,0.309299,0.0839887,0.284487,0.178774,0.0736005,0.0751886,0.244736,0.168419,-0.0304942,0.0787171,0.0752955,-0.0157964,0.135045,0.0626634,0.174084,0.115503,-0.0642934,-0.0544062,-0.143379,-0.13598,-0.0249563,-0.0334459,-0.0953506,-0.0699463,-0.0162601,0.051664,0.0893234,0.019227,0.0180017,0.0222347,-0.0184731,0.203092,-0.0512429,0.0570105,0.210585,0.0819872,-0.0780546,0.0797373,0.172454,0.0598661,0.0611074,0.0886002,-55549.2
-18602.7,0.808109,0.372508,3,7,0,18627.4,-0.00399597,0.964914,0.188027,-0.0301829,0.311281,0.086793,0.285128,0.179261,0.0727668,0.0698991,0.24206,0.163808,-0.0382355,0.0693152,0.070192,-0.0121864,0.130306,0.0593034,0.16579,0.119048,-0.0731545,-0.0558627,-0.130581,-0.138084,-0.024372,-0.044941,-0.101819,-0.0762473,-0.0120289,0.0431488,0.0984097,0.0169618,0.0169264,0.0183396,-0.00165289,0.202108,-0.0393421,0.0679242,0.224161,0.0822234,-0.0762857,0.0953272,0.207551,0.04666,0.0615537,0.0837862,-55550.5
-18606,0.828624,0.372508,4,15,0,18629.8,-0.00853173,0.96739,0.223545,-0.0672495,0.311861,0.116579,0.323884,0.184165,0.0380936,0.0940143,0.297493,0.137495,-0.0347768,0.102284,0.0817871,0.0245032,0.162853,0.0631894,0.130567,0.129324,-0.0731556,-0.0561652,-0.150442,-0.158297,-0.031984,0.00893103,-0.0995594,-0.0615618,-0.042615,0.0605925,0.088508,0.0131937,0.0722096,0.0450402,-0.0111271,0.239763,-0.0429783,0.0539628,0.106623,0.0766471,-0.090937,0.043847,0.131321,0.149329,0.0590066,0.0850327,-55552.6
-18612.3,0.973376,0.372508,3,7,0,18630.8,-0.00889188,0.969109,0.207507,-0.0446003,0.312636,0.130667,0.301008,0.182375,0.0513058,0.093099,0.303391,0.143239,-0.0327569,0.10304,0.0579311,-0.0076568,0.153433,0.0568044,0.119112,0.112185,-0.0708541,-0.0606049,-0.126075,-0.148029,-0.0176247,0.0373744,-0.103578,-0.0805279,-0.045986,0.0519988,0.0677595,0.0127742,0.0609772,0.0328077,-0.0271549,0.217743,-0.0757901,0.0538815,0.258767,0.0656121,-0.104251,0.0326539,0.114094,0.122105,0.106427,0.086345,-55556.4
-18600.9,0.991792,0.372508,3,7,0,18628.2,-0.00825535,0.961578,0.192233,-0.0452453,0.309786,0.122975,0.300119,0.174687,0.0733914,0.0970597,0.239002,0.148757,-0.0342813,0.0948373,0.066852,0.0173298,0.150616,0.0608598,0.190004,0.137532,-0.0703922,-0.0344027,-0.138502,-0.163011,-0.0218871,-0.0133079,-0.105524,-0.0507661,-0.0327271,0.0404382,0.10818,-0.00580613,0.0424296,0.0432555,-0.00254551,0.232978,0.00287362,0.059561,0.0817218,0.0562663,-0.0443282,0.0610879,0.153515,0.117309,0.0599141,0.085188,-55548.9
