# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 06:12:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/yik6w_0v.json
# init = 2 (Default)
# random
#   seed = 17609
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-BOW-SciBERT.h-nondens/hreg-20250421011253_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.475266
# Diagonal elements of inverse mass matrix:
# 3.32498e-05, 2.31102e-05, 0.000150802, 0.000136117, 0.000207125, 0.000204069, 0.000437585, 0.000348957, 0.000278785, 0.000191471, 0.000196849, 0.000167537, 0.000211045, 0.000217142, 0.000502683, 0.000210893, 0.000370515, 0.000365418, 0.000270072, 0.00026144, 0.00194228, 0.000859336, 0.0818008, 0.0760933
-19034.6,0.867181,0.475266,3,7,0,19045.4,-0.00561232,0.970018,0.101344,-0.0223482,0.23631,0.115107,0.312801,0.172346,0.0314467,0.083418,0.241906,0.172158,-0.0295288,0.12203,0.0563109,0.0223932,0.129614,0.111768,0.14959,0.164994,0.139947,0.108961,0.244308,0.051746,-19169.7
-19038.7,0.647986,0.475266,3,7,0,19052.4,-0.00660349,0.972704,0.100208,-0.0352346,0.252838,0.111164,0.30785,0.172307,0.0336633,0.0847567,0.240897,0.170722,-0.0354861,0.143204,0.0581861,0.0342808,0.113431,0.12263,0.132628,0.169789,0.117295,0.127198,0.226456,0.0538666,-19173
-19031.9,1,0.475266,3,7,0,19044.8,-0.0113208,0.980049,0.103947,-0.0147317,0.255814,0.103433,0.304195,0.151755,0.0521035,0.0932152,0.229629,0.162681,-0.0301912,0.115216,0.0790283,0.00344474,0.129808,0.114899,0.166802,0.150763,0.0966997,0.129592,0.162293,0.116097,-19145.2
-19041,0.822543,0.475266,3,7,0,19048.2,-0.0122538,0.977443,0.121675,-0.0351783,0.255688,0.108247,0.31595,0.162904,0.0141144,0.0626362,0.255583,0.154366,-0.0252259,0.0863056,0.0771854,0.0163365,0.174372,0.105779,0.137965,0.120804,0.0780267,0.101075,0.102722,0.111687,-19153.7
-19034,1,0.475266,3,7,0,19048.7,-0.00312872,0.97872,0.119369,-0.0274499,0.225679,0.101436,0.323174,0.170239,0.056195,0.0743493,0.247971,0.148318,-0.0619867,0.0992131,0.0618556,0.00592714,0.147041,0.107097,0.172501,0.14103,0.14417,0.0445319,0.137534,0.0725048,-19150.9
-19034.8,0.904973,0.475266,3,7,0,19048.2,-0.00909675,0.974178,0.106505,-0.0380253,0.289119,0.114166,0.311977,0.158745,0.0827378,0.0712892,0.201337,0.168291,-0.0395683,0.118162,0.0785025,0.00586288,0.114281,0.0974883,0.120158,0.167653,0.246306,0.105969,0.155789,0.0948592,-19153.7
