# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2024-09-28 22:03:19 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/kun1jomc.json
# init = 2 (Default)
# random
#   seed = 21512
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/h-BOW-SciBERT.h-nondens/hreg-20240928170319_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,log_p
-18599.1,0.942792,0.448212,3,7,0,18616.9,-0.00360498,0.967033,0.198958,-0.0419458,0.30777,0.116292,0.308519,0.186151,0.116935,0.105936,0.231667,0.142964,-0.0580096,0.0727053,0.0647532,0.0231341,0.144879,0.0667945,0.149902,0.146676,-0.0525554,-0.0488646,-0.145428,-0.135444,-0.0430424,-0.0354545,-0.102886,-0.0848878,-0.0191179,0.0479596,0.108131,0.0371968,0.0763358,0.0102315,-0.0336584,0.221295,-0.0409887,0.0532531,0.140424,0.0764837,-0.0832363,0.0201275,0.14315,0.0897395,0.0609795,0.0866949,-55550.6
-18603.3,0.926597,0.448212,3,7,0,18619.7,-0.0064214,0.963857,0.193014,-0.0227789,0.301709,0.130459,0.29496,0.190116,0.113172,0.0904447,0.243519,0.156791,-0.062655,0.075096,0.0617307,0.0177983,0.159239,0.0710912,0.182004,0.142144,-0.0811934,-0.0405107,-0.135882,-0.121181,-0.037585,-0.0278571,-0.0909336,-0.0912876,-0.0228457,0.0440174,0.0905695,0.00956074,0.0775928,0.0053119,-0.0318973,0.223842,-0.0640837,0.0394888,0.183623,0.115813,-0.0979107,0.0212141,0.104764,0.0743461,0.0620971,0.0859792,-55554.3
-18599.3,0.753253,0.448212,3,7,0,18628.6,-0.00717,0.962919,0.191628,-0.060826,0.317025,0.103073,0.287936,0.176983,0.0255764,0.0787859,0.241245,0.141497,-0.0282293,0.061742,0.078133,0.0337473,0.132149,0.0502222,0.126456,0.153811,-0.0556798,-0.0507382,-0.140252,-0.158712,-0.0291074,-0.0149272,-0.114305,-0.0588259,-0.0272782,0.0689356,0.0946201,-0.00339193,0.0259598,0.0156209,0.00496536,0.225516,-0.0596059,0.0448336,0.120478,0.0915332,-0.0584219,0.0540027,0.119992,0.0830619,0.0444567,0.0857842,-55550.6
-18601.4,0.866748,0.448212,3,7,0,18623,-0.00760323,0.964235,0.208584,-0.0280625,0.298354,0.105788,0.326006,0.187807,0.0964392,0.106252,0.2746,0.156549,-0.0395599,0.113891,0.0665548,-0.037579,0.16615,0.0697134,0.147725,0.112438,-0.0796227,-0.0528874,-0.101664,-0.125743,-0.0178759,-0.0211435,-0.0785783,-0.0739618,-0.0262675,0.0253354,0.0792695,0.0145246,0.0651562,0.0525941,-0.0361024,0.201015,-0.00032553,0.072759,0.206077,0.105271,-0.0677896,0.0442919,0.128522,0.0683751,0.0511739,0.0757483,-55555.3
-18595.1,0.977976,0.448212,3,7,0,18617,-0.00771206,0.967399,0.211988,-0.0598937,0.299094,0.115499,0.312021,0.184185,0.0790259,0.0731,0.26583,0.154924,-0.0451412,0.0828612,0.0550849,-0.000830718,0.163071,0.029098,0.144703,0.131567,-0.0733966,-0.0611496,-0.164543,-0.151455,-0.0204772,-0.0289485,-0.0742079,-0.0931225,-0.0173305,0.0443858,0.103801,-0.00421763,0.043142,0.0286394,-0.0126694,0.225119,-0.044699,0.0602405,0.16105,0.0664431,-0.0666725,0.0587551,0.129698,0.0870086,0.0507,0.0681382,-55545.8
-18600.8,0.640555,0.448212,3,7,0,18620.9,-0.00764205,0.972586,0.234852,-0.0277805,0.317163,0.0951713,0.31179,0.190079,0.0756123,0.110522,0.261942,0.149867,-0.0333135,0.0955938,0.0692939,0.0102796,0.148007,0.0267175,0.130338,0.1239,-0.0603384,-0.0541404,-0.127052,-0.150038,-0.00727281,-0.0379395,-0.0836366,-0.0645994,-0.0296346,0.040172,0.103244,0.00452421,0.0470466,0.041884,-0.0238339,0.237296,-0.0407122,0.0677615,0.190016,0.0218757,-0.0641394,0.076034,0.107554,0.0814968,0.0332693,0.0648728,-55549.5
-18597.4,0.978822,0.448212,3,7,0,18612.9,-0.00533004,0.959177,0.202902,-0.0523391,0.295553,0.116438,0.306995,0.183322,0.0785868,0.0792693,0.26488,0.153457,-0.0599295,0.107592,0.0868172,-0.0011547,0.154132,0.0528311,0.134438,0.132992,-0.0830742,-0.0363252,-0.101555,-0.142785,-0.0438323,-0.0115572,-0.103026,-0.0591835,-0.0219439,0.0668707,0.0777785,0.00753429,0.0453186,0.0200978,-0.0179535,0.205738,-0.0130609,0.0731933,0.136372,0.112224,-0.0691499,0.0432696,0.163891,0.0915165,0.0649507,0.0980969,-55548.5
-18602.9,0.74483,0.448212,3,7,0,18626.8,-0.00872389,0.968228,0.201637,-0.0300476,0.311834,0.0792648,0.302917,0.177114,0.0492852,0.0908212,0.252908,0.148524,-0.0241339,0.0724944,0.0719533,0.0205172,0.144771,0.0892466,0.182444,0.152928,-0.053602,-0.0558156,-0.144817,-0.130938,-0.00616035,-0.0259335,-0.0789456,-0.0623435,-0.0359034,0.0312064,0.10259,0.0145299,0.0340578,0.0366727,0.000312809,0.223582,-0.079175,0.0391795,0.179794,0.0625305,-0.0785005,0.0572053,0.107401,0.0864957,0.0319156,0.110857,-55552.2
-18600.1,0.880145,0.448212,3,7,0,18627.1,-0.0118733,0.963176,0.216333,-0.0382426,0.311608,0.102745,0.287622,0.168682,0.0306831,0.0823529,0.242379,0.131386,-0.0375156,0.0777873,0.074797,0.0199759,0.169146,0.0562627,0.141269,0.130466,-0.0645676,-0.0592868,-0.114284,-0.162165,-0.0505051,-0.0384016,-0.105878,-0.0792459,-0.0289461,0.0317512,0.0949695,0.0241351,0.0515732,0.0293854,-0.0166921,0.189898,-0.0593379,0.074314,0.0840105,0.0818721,-0.0678871,0.0323899,0.151823,0.065549,0.0594952,0.077239,-55553
-18597,0.67957,0.448212,3,7,0,18631.2,-0.00366952,0.967721,0.20466,-0.0521653,0.302325,0.11416,0.315201,0.17558,0.0887389,0.087932,0.281603,0.160175,-0.0330379,0.115524,0.0641143,-0.00839512,0.142914,0.0702871,0.160682,0.15285,-0.0735253,-0.0517981,-0.152766,-0.133786,-0.00970162,-0.00953961,-0.0923774,-0.0662398,-0.0417444,0.065771,0.0858598,-0.00859413,0.0542305,0.0212587,-0.0287525,0.227602,-0.0156202,0.0535765,0.174067,0.102375,-0.0727752,0.065959,0.247117,0.0795098,0.0389615,0.0833026,-55545.8
-18603.8,0.797746,0.448212,3,7,0,18621.7,-0.0103905,0.964002,0.209738,-0.040702,0.288251,0.0794531,0.319689,0.223887,0.0393184,0.0879358,0.222849,0.144557,-0.0341028,0.0868568,0.0749595,-0.0160773,0.151008,0.0472722,0.130959,0.141669,-0.0583914,-0.0622759,-0.082767,-0.153147,-0.032684,-0.0340524,-0.0869498,-0.0616006,-0.0259402,0.039188,0.103544,0.0176315,0.044141,0.0511548,0.009964,0.204831,-0.0588062,0.0586923,0.024344,0.0708397,-0.0556357,0.043124,0.173167,0.0706183,0.0492703,0.0786301,-55554.7
