# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 06:12:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/yik6w_0v.json
# init = 2 (Default)
# random
#   seed = 17609
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-BOW-SciBERT.h-nondens/hreg-20250421011253_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.430637
# Diagonal elements of inverse mass matrix:
# 3.16327e-05, 2.2099e-05, 0.000130169, 0.000173249, 0.000201876, 0.000162373, 0.000389251, 0.000400015, 0.000234147, 0.000195202, 0.000229551, 0.000166979, 0.000185828, 0.000208412, 0.000526034, 0.000208593, 0.000410106, 0.000344753, 0.000338374, 0.000294366, 0.00205159, 0.00100165, 0.0875992, 0.0863084
-19037.2,0.99151,0.430637,3,7,0,19049.9,0.00284409,0.982206,0.142151,-0.000762943,0.26092,0.10008,0.310113,0.16943,0.0999164,0.0856516,0.232571,0.160396,-0.0179722,0.09436,0.0799315,0.0191347,0.128687,0.0975184,0.134715,0.156601,0.162036,0.0886662,0.0800257,0.0736539,-19151
-19039,0.88803,0.430637,3,7,0,19051.9,-0.0121733,0.969892,0.0956538,-0.051736,0.234998,0.13125,0.331133,0.157926,0.0328128,0.0711832,0.239406,0.131876,-0.0561525,0.107949,0.0846008,-0.0142112,0.135434,0.113179,0.188487,0.167898,0.152807,0.104208,0.174101,0.0835437,-19169
-19031.2,1,0.430637,3,7,0,19045.1,-0.00949745,0.977136,0.107083,-0.0154637,0.241037,0.126758,0.332157,0.148114,0.0483159,0.0747651,0.217283,0.159145,-0.0477343,0.124907,0.0712992,0.00350582,0.118778,0.106698,0.170959,0.165093,0.120717,0.0359586,0.128784,0.110621,-19156.3
-19032.8,0.973754,0.430637,3,7,0,19038.5,-0.0052513,0.975465,0.104311,-0.0238906,0.244288,0.105443,0.338347,0.163652,0.0680613,0.0625591,0.207372,0.154416,-0.0378474,0.100975,0.0720165,-0.0273522,0.149077,0.125719,0.124464,0.176169,0.137357,0.136587,0.0987856,0.0613018,-19154.8
-19032.5,0.933586,0.430637,3,7,0,19041.8,-0.0125139,0.97164,0.114845,-0.017291,0.281713,0.113779,0.305636,0.174651,0.071528,0.0799456,0.234968,0.142629,-0.0274208,0.101665,0.0520787,0.00846253,0.126928,0.105499,0.136799,0.171313,0.155501,0.0166166,0.11398,0.106903,-19156.9
-19042.5,0.751246,0.430637,3,7,0,19049.8,-0.0186787,0.983485,0.110816,-0.0121596,0.297712,0.0941409,0.318648,0.181628,0.0617264,0.0794946,0.230847,0.133883,-0.0576558,0.0950432,0.0570215,-0.00776492,0.108162,0.128124,0.139451,0.175466,0.11625,0.0878523,0.149183,0.112968,-19151.2
