# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 20:38:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/vohfr58p.json
# init = 2 (Default)
# random
#   seed = 28376
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/den_SciBERT.nonsems/multireg-20250511153839_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.637582
# Diagonal elements of inverse mass matrix:
# 2.12777e-05, 2.07221e-05, 2.32694e-05, 2.33101e-05, 1.69324e-05
-34054.1,0.967679,0.637582,3,7,0,34055.3,-0.0135068,0.0396346,0.166921,0.131514,0.979188,0.023717,0.164023,0.13473,-32669.5
-34053.4,0.69011,0.637582,2,3,0,34060,-0.00849971,0.0316356,0.164588,0.124282,0.977682,0.0168116,0.162607,0.127322,-32671.7
-34051.9,1,0.637582,2,3,0,34054.1,-0.0113414,0.035615,0.164579,0.1329,0.982774,0.0195104,0.161197,0.136151,-32671.9
-34050.7,0.95682,0.637582,2,3,0,34052.5,-0.00860115,0.0346321,0.162671,0.128384,0.981827,0.0191449,0.159812,0.131524,-32672.5
-34052.3,0.859705,0.637582,3,7,0,34052.4,-0.00597494,0.038773,0.162238,0.13263,0.980986,0.0226156,0.158641,0.135874,-32670.8
-34053.8,0.83339,0.637582,2,7,0,34055.6,-0.00889272,0.0321289,0.158192,0.137476,0.981571,0.0152961,0.15336,0.140838,-32673.3
-34053.6,0.90578,0.637582,2,3,0,34056.8,-0.00257171,0.0363293,0.158013,0.131454,0.984338,0.0202894,0.15414,0.134669,-32675
-34055.1,0.840989,0.637582,2,3,0,34057.3,-0.0179759,0.0343069,0.154898,0.126043,0.979609,0.0190021,0.151559,0.129125,-32675.9
-34051.4,0.877178,0.637582,2,3,0,34057.4,-0.0123342,0.037687,0.161773,0.127963,0.983269,0.0221988,0.158883,0.131092,-32673.5
-34052,0.930709,0.637582,2,3,0,34052.8,-0.00995493,0.0379454,0.155875,0.128226,0.981975,0.0222986,0.15229,0.131362,-32674.4
-34051.2,0.933182,0.637582,2,3,0,34053.2,-0.00898831,0.0333769,0.164565,0.127244,0.981231,0.0181072,0.162101,0.130356,-32672.2
-34052.5,0.651147,0.637582,2,7,0,34054.6,-0.00752832,0.0331879,0.157982,0.127083,0.985685,0.0178125,0.154815,0.130192,-32677.1
-34051.8,0.9179,0.637582,2,3,0,34054.1,-0.0120209,0.0342959,0.157429,0.125265,0.981186,0.0191521,0.154496,0.128329,-32674.8
-34052.2,0.807142,0.637582,2,3,0,34054.6,-0.00911839,0.0374572,0.164022,0.123924,0.980963,0.0225908,0.162036,0.126955,-32672.4
-34055.8,0.60898,0.637582,2,3,0,34057.3,-0.0172746,0.0352478,0.155948,0.123227,0.98527,0.0203507,0.153182,0.126241,-32679.4
-34055,1,0.637582,3,7,0,34058.1,-0.00505818,0.03196,0.16238,0.136903,0.9781,0.0152944,0.158105,0.140251,-32670.4
-34052.3,0.954665,0.637582,2,3,0,34056.3,-0.00497036,0.0352379,0.158352,0.132826,0.982564,0.0190252,0.154293,0.136074,-32673.5
-34051.8,0.999712,0.637582,3,7,0,34053.2,-0.00915481,0.0368931,0.159329,0.133919,0.982386,0.0205212,0.155201,0.137194,-32672.6
-34051.4,0.975095,0.637582,2,3,0,34052.7,-0.0120197,0.0353621,0.160277,0.13066,0.984015,0.0194937,0.156783,0.133856,-32674.2
-34053.4,0.844207,0.637582,2,3,0,34053.7,-0.013054,0.0327983,0.156357,0.12591,0.977751,0.0175627,0.153201,0.12899,-32673.8
