# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 05:33:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/alj_q7uf.json
# init = 2 (Default)
# random
#   seed = 6629
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-den_Word2Vec_j.h-nondens/hreg-20250421003311_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.412419
# Diagonal elements of inverse mass matrix:
# 2.18856e-05, 1.68357e-05, 0.000144246, 0.000127993, 0.000124428, 0.000128652, 0.000131094, 0.000115395, 0.000191787, 0.000165223, 0.000183023, 0.000136596, 0.000149473, 0.000150034, 0.00011531, 0.000134954, 0.00013461, 0.000131682, 0.000138512, 0.000134145, 0.000222356, 0.000155814, 0.000132459, 0.000200831, 0.000165671, 0.000178922, 0.000159612, 0.000139021, 0.000114066, 0.00192664, 0.000905669, 0.000276056, 0.0825753, 0.0907151, 0.0909927
-33763.4,1,0.412419,3,7,0,33781.2,-0.00981934,0.971006,0.126168,-0.0339043,0.225661,0.135652,0.304918,0.129795,0.0923504,0.0910459,0.237187,0.156479,-0.049451,0.0977132,0.0823329,0.00655806,0.179814,0.119919,0.187434,0.136743,-0.0355504,-0.0213081,0.0436239,0.00615501,-0.0390193,-0.00431053,0.00145008,-0.120351,-0.00518828,0.15515,0.119745,-0.0147216,0.100969,0.107799,0.0366589,-34184.3
-33760.6,0.965328,0.412419,3,7,0,33781.2,-0.00572751,0.970624,0.116399,-0.0429408,0.23886,0.115382,0.305789,0.135058,0.093706,0.114057,0.244058,0.153625,-0.0375333,0.100533,0.0803886,0.00392514,0.176282,0.100911,0.16902,0.151596,-0.0310137,-0.0283045,0.0372927,0.0151886,-0.0224363,0.00235214,-0.0151991,-0.118497,-0.00174658,0.143828,0.131615,-0.00656736,0.149986,0.0762829,0.0341533,-34186.6
-33759.2,0.65409,0.412419,3,7,0,33791.3,-0.00588832,0.972186,0.122267,-0.0403447,0.234199,0.114215,0.310137,0.130516,0.0876372,0.111313,0.238133,0.150608,-0.0470722,0.111099,0.0869629,0.00238204,0.167113,0.116523,0.154764,0.15913,-0.0287299,-0.0358082,0.0492135,0.00918438,-0.0116062,0.00495253,-0.0100881,-0.106639,-0.00459551,0.112615,0.126365,-0.0177605,0.141661,0.090296,0.0326308,-34185
-33759.6,0.479299,0.412419,3,7,0,33788.2,-0.00683055,0.967104,0.126157,-0.041052,0.240744,0.108242,0.301237,0.128881,0.0812763,0.101547,0.237337,0.15599,-0.0451527,0.117608,0.0852293,0.00273405,0.158926,0.128008,0.159276,0.172549,-0.030687,-0.0300401,0.0637524,0.0103289,-0.0187845,0.00199435,-0.00958117,-0.102067,0.00157314,0.149842,0.13157,-0.00374378,0.151658,0.0910267,0.0306493,-34207.3
-33763.4,0.857583,0.412419,3,7,0,33779.4,-0.00821662,0.976425,0.142468,-0.0195523,0.262253,0.104388,0.296147,0.132084,0.0741523,0.0762097,0.224457,0.1626,-0.0296112,0.100009,0.0996203,-0.00128242,0.160421,0.115056,0.121925,0.160698,-0.0275899,0.00602263,0.0146014,0.0123936,-0.00594864,-0.0106144,-0.00857501,-0.0738701,0.00233357,0.144031,0.0889886,-0.0179423,0.0709551,0.0693713,0.0485458,-34146.7
-33755.4,0.96108,0.412419,3,7,0,33778.9,-0.0116339,0.968375,0.13922,-0.051041,0.253636,0.117137,0.298761,0.128688,0.0762125,0.07416,0.244856,0.167486,-0.0311085,0.0810681,0.0764662,-0.000985798,0.159585,0.119342,0.18077,0.151657,-0.0270393,-0.020856,0.0355133,0.0318125,-0.0250796,-0.00165825,-0.00289824,-0.0986013,0.00257058,0.148517,0.10644,-0.0141722,0.12444,0.0835263,0.0286991,-34198
