# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-04-21 05:33:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/alj_q7uf.json
# init = 2 (Default)
# random
#   seed = 6629
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h-den_Word2Vec_j.h-nondens/hreg-20250421003311_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,mu_beta.1,mu_beta.2,mu_beta.3,sigma_beta.1,sigma_beta.2,sigma_beta.3,log_p
# Adaptation terminated
# Step size = 0.43526
# Diagonal elements of inverse mass matrix:
# 2.31992e-05, 1.75793e-05, 0.000101106, 0.000112137, 0.00010477, 0.000129205, 0.000154377, 0.000118895, 0.00018189, 0.000169888, 0.000205124, 0.000118461, 0.000151476, 0.00015374, 0.000123927, 0.00011185, 0.000118775, 0.000136203, 0.000137883, 0.000128591, 0.000206531, 0.00013088, 0.000123794, 0.000148519, 0.00017803, 0.000155859, 0.000148484, 0.00012431, 0.00011556, 0.00207311, 0.000984954, 0.000279859, 0.0728708, 0.080711, 0.0873737
-33755.2,0.847999,0.43526,3,7,0,33772.6,-0.00650993,0.975662,0.131288,-0.0434442,0.24781,0.121727,0.296997,0.122647,0.0874705,0.0871524,0.24353,0.168862,-0.0344343,0.105339,0.092838,0.0128222,0.15489,0.136304,0.148635,0.160461,-0.0339955,-0.0141236,0.0403306,0.0152777,-0.0297065,-0.000680385,-0.00695805,-0.0882315,-0.0226773,0.116526,0.12857,-0.0202475,0.0781151,0.0664405,0.0294695,-34176.5
-33755.9,0.895115,0.43526,3,7,0,33768.1,-0.00803533,0.969386,0.1402,-0.0213733,0.252525,0.134965,0.289213,0.128603,0.0734346,0.0898917,0.232959,0.163546,-0.0355826,0.0996272,0.0782198,0.0208366,0.171458,0.097565,0.153648,0.164456,-0.0278348,-0.0113058,0.0223217,0.00867664,-0.0198724,-0.00751793,-0.00734061,-0.0954365,0.0291292,0.194561,0.0810263,0.00119055,0.142384,0.0841011,0.0426913,-34189
-33754.9,0.930572,0.43526,3,7,0,33768.6,-0.00885131,0.974077,0.130352,-0.0356066,0.252847,0.10543,0.296762,0.112599,0.071534,0.0796877,0.242461,0.153456,-0.0513922,0.0981155,0.0877831,0.00465619,0.165635,0.138471,0.156054,0.147669,-0.0346244,0.000510793,0.0448498,0.0178138,-0.0312104,0.00269097,-0.0138426,-0.100828,-0.0077461,0.110484,0.12313,-0.0212433,0.0804598,0.126505,0.0428556,-34164.4
-33760.7,0.789404,0.43526,3,7,0,33772.1,-0.00654727,0.968462,0.143522,-0.0169733,0.264456,0.107493,0.292794,0.137979,0.0667256,0.084186,0.239363,0.156907,-0.0324205,0.10305,0.0856015,0.0216666,0.149482,0.104616,0.153397,0.172986,-0.0255194,-0.0194149,0.0188181,0.0128014,-0.0144879,-0.00123356,-0.0116366,-0.0780501,0.0198727,0.169887,0.0886799,-2.62946e-05,0.196132,0.0479057,0.0305995,-34191.6
-33759.5,0.996998,0.43526,3,7,0,33775.4,-0.00700245,0.969542,0.144417,-0.0134586,0.266979,0.100283,0.291493,0.135233,0.0704727,0.0870376,0.23157,0.150889,-0.0289681,0.098092,0.0891328,0.0106508,0.147682,0.0996794,0.150825,0.167712,-0.025254,-0.0229592,0.0156682,0.0139602,-0.0203744,-0.00241837,-0.010282,-0.0834451,0.0167142,0.129534,0.0849879,-0.0142762,0.201998,0.0558612,0.0255131,-34167.8
-33756.7,0.944495,0.43526,3,7,0,33772.9,-0.00771339,0.972576,0.121022,-0.0406473,0.254022,0.1195,0.303571,0.117967,0.0935075,0.101341,0.229568,0.177543,-0.0475167,0.101573,0.0696962,0.0146116,0.180199,0.134846,0.138735,0.159086,-0.0351485,0.00137732,0.0422755,0.0253332,-0.0276299,-0.0138454,-0.0142163,-0.104582,-0.000237786,0.0950956,0.120418,-0.0128819,0.135294,0.105417,0.0513093,-34195.4
