# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 17:22:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/v_xickjj.json
# init = 2 (Default)
# random
#   seed = 5918
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/nonsems/multireg-20250511122209_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.517834
# Diagonal elements of inverse mass matrix:
# 1.90411e-05, 2.02131e-05, 1.7917e-05, 1.52412e-05
-49350.9,0.897932,0.517834,3,7,0,49353.2,0.00183049,0.158728,0.113822,0.979361,0.148905,0.11492,-48003.9
-49350.4,0.973587,0.517834,3,7,0,49352,0.00101013,0.158177,0.11607,0.976939,0.148014,0.11719,-48002.4
-49351.5,0.912818,0.517834,2,3,0,49353.5,-0.000926309,0.154797,0.113013,0.980715,0.144933,0.114104,-48000.7
-49353.4,0.850626,0.517834,3,7,0,49356.1,0.00372218,0.157667,0.130531,0.978338,0.14544,0.13179,-47996.5
-49348.2,1,0.517834,2,3,0,49353.2,0.00411877,0.154996,0.121499,0.980061,0.14394,0.122672,-47996.9
-49352.1,0.633705,0.517834,2,3,0,49352.6,0.00300554,0.149833,0.117172,0.983867,0.139185,0.118303,-47995.6
-49350,0.97697,0.517834,2,3,0,49353.6,-0.000388303,0.15073,0.118269,0.979713,0.139963,0.119411,-47994.8
-49349.4,0.991875,0.517834,3,7,0,49350.5,0.00260725,0.159421,0.124033,0.982527,0.148182,0.12523,-47998.8
-49348.1,1,0.517834,2,3,0,49349.6,0.000581944,0.154698,0.122752,0.981024,0.143453,0.123937,-47995.2
-49349.6,0.595146,0.517834,1,3,0,49354.1,0.00601982,0.159186,0.118432,0.979991,0.148729,0.119575,-48002.4
-49350.9,0.916652,0.517834,3,7,0,49352.2,-0.00140071,0.149292,0.122476,0.980133,0.137873,0.123658,-47991.8
-49349.1,0.998349,0.517834,3,7,0,49351.8,0.00365498,0.154717,0.116841,0.981089,0.144308,0.117968,-47998.9
-49349.1,0.690398,0.517834,2,3,0,49352.9,0.00365498,0.154717,0.116841,0.981089,0.144308,0.117968,-47998.9
-49349.3,0.952301,0.517834,2,3,0,49350.3,0.00663512,0.154796,0.120164,0.980241,0.143921,0.121324,-47998.2
-49350,0.964618,0.517834,2,3,0,49350.5,0.00664766,0.154063,0.118107,0.981675,0.143449,0.119247,-47998.7
