# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 17:22:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/v_xickjj.json
# init = 2 (Default)
# random
#   seed = 5918
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/nonsems/multireg-20250511122209_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,sigma,beta.1,beta.2,log_p
# Adaptation terminated
# Step size = 0.485863
# Diagonal elements of inverse mass matrix:
# 1.8226e-05, 1.80538e-05, 1.81027e-05, 1.4785e-05
-49352.9,1,0.485863,3,7,0,49355.7,-0.00780768,0.156959,0.118955,0.97865,0.14634,0.120103,-47998.8
-49349.8,0.907564,0.485863,2,3,0,49354.9,0.00389315,0.154363,0.121643,0.984178,0.143261,0.122818,-47996.3
-49350.1,0.962892,0.485863,2,7,0,49351.7,0.00156691,0.156998,0.120467,0.985001,0.146167,0.12163,-47998.4
-49351.6,0.785139,0.485863,2,3,0,49354.4,0.00169753,0.155961,0.115686,0.985049,0.145765,0.116802,-48000.3
-49348.7,0.991871,0.485863,2,7,0,49352.2,0.00327592,0.159968,0.121197,0.980791,0.149151,0.122367,-48000.7
-49348,0.910154,0.485863,3,7,0,49350.5,0.00131963,0.154004,0.119977,0.980653,0.143124,0.121135,-47996.1
-49348.4,0.935141,0.485863,2,3,0,49349,-0.000834125,0.154707,0.123069,0.98024,0.143418,0.124257,-47994.9
-49350.8,0.798659,0.485863,2,3,0,49351.2,0.000461933,0.154803,0.126754,0.977112,0.142997,0.127978,-47994.7
-49352.5,0.921517,0.485863,3,7,0,49354.1,0.00783267,0.157571,0.117867,0.984685,0.14713,0.119005,-48002.2
-49348.7,1,0.485863,2,3,0,49353.3,-0.000656586,0.156529,0.124499,0.980087,0.14511,0.1257,-47995.8
-49348.3,1,0.485863,3,7,0,49348.9,2.19972e-05,0.155063,0.123768,0.980615,0.143689,0.124962,-47995
-49348.2,0.968941,0.485863,3,7,0,49349.1,0.00239618,0.158331,0.119265,0.97963,0.147723,0.120416,-48000.2
-49348.7,0.854088,0.485863,3,7,0,49350.1,0.00164652,0.153357,0.122591,0.982225,0.142082,0.123774,-47994.5
-49348.7,1,0.485863,3,7,0,49349.3,-0.000666961,0.158236,0.122251,0.978363,0.147202,0.123431,-47998.4
-49348.8,0.956876,0.485863,2,3,0,49349.6,-0.00175953,0.158045,0.120441,0.978636,0.147259,0.121603,-47998.8
-49349.6,0.915721,0.485863,3,7,0,49350.8,0.00622036,0.15358,0.122619,0.981454,0.142309,0.123802,-47996
-49349.7,0.977505,0.485863,3,7,0,49351.3,0.00043483,0.161957,0.119196,0.980327,0.151501,0.120347,-48003
-49348.9,0.987776,0.485863,2,3,0,49350.4,0.00329644,0.160177,0.121564,0.981631,0.149317,0.122737,-48000.7
-49350,0.951313,0.485863,3,7,0,49350.7,0.00586111,0.159552,0.119963,0.977944,0.148893,0.121121,-48002.4
-49349.5,0.984138,0.485863,2,7,0,49350.9,0.0044683,0.160029,0.120531,0.982494,0.149309,0.121694,-48001.4
-49350.8,0.895215,0.485863,3,7,0,49352.8,0.00507627,0.153484,0.125791,0.977674,0.141761,0.127005,-47995.1
-49348.6,1,0.485863,2,3,0,49350.9,0.00179882,0.154792,0.124608,0.980738,0.143289,0.125811,-47994.8
-49348,0.992078,0.485863,2,3,0,49349,0.000987522,0.158507,0.121196,0.980239,0.147633,0.122366,-47999
-49348.9,0.942799,0.485863,2,3,0,49349,-0.000690523,0.159975,0.119346,0.980219,0.14942,0.120498,-48000.9
-49349,0.964107,0.485863,2,3,0,49349.7,-2.58143e-05,0.160867,0.121313,0.979838,0.150069,0.122484,-48000.9
-49350.1,0.870345,0.485863,2,3,0,49351,-0.00202987,0.159563,0.120643,0.977111,0.148809,0.121807,-48000.5
-49351.3,0.954572,0.485863,2,3,0,49352.1,-0.00463537,0.158344,0.11921,0.977026,0.147744,0.120361,-48000.1
-49349.3,0.993923,0.485863,3,7,0,49352.4,0.00364012,0.158804,0.11811,0.982635,0.148378,0.11925,-48001.3
-49349.7,0.894785,0.485863,3,7,0,49351.4,0.00119255,0.157318,0.119814,0.984448,0.146592,0.12097,-47998.8
-49348.4,0.988847,0.485863,3,7,0,49350.2,0.00214564,0.155386,0.120971,0.977901,0.14442,0.122139,-47997.4
-49350.3,0.862569,0.485863,3,7,0,49351,0.0064319,0.156413,0.12055,0.983786,0.145547,0.121714,-47999.1
-49350.6,0.984886,0.485863,3,7,0,49351.7,0.0055884,0.159085,0.123588,0.983571,0.147895,0.124781,-47999.7
-49348.1,1,0.485863,3,7,0,49350.5,0.00352075,0.157325,0.121448,0.981218,0.146368,0.122621,-47998.4
-49348.4,0.84296,0.485863,2,3,0,49350,0.00261111,0.155592,0.118913,0.97847,0.144926,0.12006,-47998.5
-49349.9,0.891516,0.485863,2,3,0,49350.2,0.00384927,0.156385,0.115724,0.982357,0.1462,0.116841,-48000.9
-49350,0.903802,0.485863,2,3,0,49352.1,0.00281899,0.160319,0.119543,0.983724,0.14975,0.120697,-48001.7
-49348.7,1,0.485863,2,3,0,49350.6,0.00261059,0.157416,0.121274,0.977537,0.146488,0.122445,-47999
-49348.4,0.986376,0.485863,3,7,0,49349.6,0.00343655,0.156155,0.123668,0.979304,0.144839,0.124861,-47996.8
-49349.3,0.778976,0.485863,3,7,0,49351.7,0.00421756,0.155359,0.11658,0.979044,0.145013,0.117706,-48000
-49348.4,0.995844,0.485863,3,7,0,49350.1,0.00149811,0.15354,0.12024,0.978681,0.142605,0.1214,-47996.1
