# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_model
# start_datetime = 2025-03-23 20:04:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/6ti7noxb.json
# init = 2 (Default)
# random
#   seed = 69587
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens/h2reg-20250323150456_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,mu_inner_beta,sigma_inner_beta,log_p,rmse
-178213,0.766322,0.282821,4,15,0,178252,-0.00458194,0.997518,-0.0364597,-0.0805499,-0.0707684,-0.121636,0.0253961,0.00945056,-0.036545,-0.0898808,0.0117772,0.0797606,0.120997,0.0594469,0.0717439,0.0176729,0.0130041,0.100584,0.0110995,0.0101758,0.00215186,0.0264186,0.0995736,0.00949511,0.0693354,0.0192706,-0.0501314,-0.00645425,0.0426333,0.0571441,0.0545929,0.0350869,0.0493215,0.0550025,0.0137969,0.195884,0.00473293,0.125672,-0.0103369,-0.0142735,0.112674,0.0562713,0.0542222,0.00403221,0.0319727,-0.0706651,0.0930138,-0.0257443,0.03411,0.00631126,0.0302883,0.0473017,0.0700308,0.0727005,0.0470071,0.0669291,0.0875439,0.0667045,0.193753,-168025,0.993441
-178209,0.88759,0.282821,4,15,0,178247,-0.00961624,0.996365,-0.0564041,-0.0527264,-0.0596617,-0.121239,0.0572708,0.0146179,-0.0480862,-0.0501656,0.0126071,0.102293,0.0991639,0.0172864,0.0817996,0.00743733,-0.00208541,0.0808577,0.0395846,0.0156444,0.0190372,0.0435528,0.103458,-0.0137003,0.0803874,0.0322567,-0.0667878,0.0268687,0.0709367,0.0657199,0.0630059,0.0303149,0.0353936,0.0448104,-0.00519722,0.186711,-0.0173315,0.120832,-0.00607224,-0.0203689,0.0692687,0.0352876,0.0546011,0.0274119,0.0377425,-0.0918862,0.0946573,-0.0237325,0.0318957,0.0417681,0.0835916,-0.0241234,0.0520171,0.0393363,0.0672909,0.0664016,0.0576269,0.0564491,0.0522334,-168004,0.993277
-178211,0.847007,0.282821,4,15,0,178242,-0.0100023,0.999827,-0.0349265,-0.0572336,-0.071139,-0.128132,0.0354099,0.0160777,-0.00654808,-0.102582,0.0100004,0.0816097,0.118196,0.0805246,0.0707348,0.0282502,0.0256771,0.0968877,0.0152024,0.0142786,0.000600381,0.0224106,0.112274,0.0217243,0.077464,0.0326964,-0.0544175,-0.017563,0.0364629,0.0457286,0.0592524,0.0471606,0.0322619,0.0469508,0.0102169,0.204812,0.0218727,0.0936045,-0.00646998,-0.0349897,0.104988,0.0677153,0.0485708,0.0289192,0.0155134,-0.0743792,0.0868033,-0.0572575,0.0610171,0.0112164,0.0238063,0.0883064,0.0675677,0.0403018,0.0509868,0.0637386,0.0796785,-0.0124729,0.0948027,-168042,0.993564
-178200,0.99728,0.282821,4,15,0,178236,-0.00861963,0.99864,-0.0472208,-0.0584078,-0.0705383,-0.13109,0.0553349,0.0226262,-0.0441032,-0.0559421,0.0136796,0.111515,0.106934,0.0211638,0.0854497,0.00296224,-0.004658,0.083969,0.0365073,0.0161246,0.0127044,0.0438987,0.110185,-0.00953043,0.0726422,0.0284798,-0.0678384,0.0190094,0.0648725,0.0636443,0.0675783,0.033262,0.0391818,0.0444329,0.000240717,0.187303,-0.0138846,0.112268,0.00191149,-0.0187019,0.0705754,0.0339117,0.0479302,0.0269444,0.0359962,-0.0754243,0.0925865,0.0136688,0.0543885,0.0423195,0.0739885,0.00288042,0.0616667,0.0586152,0.0511495,0.062772,0.0486469,0.0441002,0.0300224,-168034,0.993514
-178209,0.663418,0.282821,4,15,0,178237,-0.00620745,0.995659,-0.0677984,-0.0726071,-0.0771185,-0.137001,0.0559956,0.0148304,-0.0380698,-0.0659408,0.0082615,0.106105,0.114286,0.020357,0.0629861,0.00102947,0.00126355,0.0714719,0.0382314,0.0197111,-0.00416115,0.0260826,0.122215,-0.0273041,0.0720448,0.0225137,-0.0758294,0.0235331,0.0544159,0.0707525,0.0614112,0.0277658,0.0393313,0.0489098,0.0102165,0.183013,0.00340351,0.116173,0.00355736,-0.0353679,0.0725519,0.0348122,0.0499449,0.0186637,0.0419312,-0.067409,0.0998676,0.022488,0.0530129,0.0370422,0.0448267,0.0316162,0.0931703,0.0480852,0.0500992,0.0690779,0.0458435,0.0387945,0.0129701,-168041,0.993589
-178200,0.456829,0.282821,4,15,0,178231,-0.00938033,0.995325,-0.0463599,-0.0504046,-0.0683369,-0.120576,0.0288783,0.0176856,-0.02535,-0.0771658,0.00357352,0.0772512,0.10717,0.0475758,0.0768911,0.0269637,0.0300916,0.10126,0.0120746,0.0132634,0.013669,0.0413974,0.107381,0.0275925,0.080525,0.0401612,-0.0509631,-0.0156107,0.0699862,0.0536049,0.0586581,0.0572482,0.0226576,0.0428694,-0.0113427,0.209385,0.0154186,0.102931,-0.00437786,-0.0233287,0.0995889,0.0599182,0.0469766,0.0424903,0.0293238,-0.0832432,0.0761473,-0.0438901,0.0349396,0.0178844,0.0622835,0.0112618,0.0484685,0.0483067,0.0544678,0.0596776,0.0565749,0.0174779,0.0334298,-167998,0.993229
-178202,0.865563,0.282821,4,15,0,178237,-0.00891806,0.999563,-0.0422492,-0.0584,-0.0512034,-0.123828,0.0613274,0.0149593,-0.0256686,-0.0712143,0.0227801,0.103078,0.106419,0.0544519,0.0706952,0.00822456,-0.00298025,0.0736308,0.0449008,0.020705,0.00960473,0.0323818,0.118637,-0.0185277,0.0776777,0.0297115,-0.0735231,0.0290815,0.0401362,0.0632163,0.0702456,0.0258445,0.0403112,0.0488458,0.0166016,0.185447,-0.00609153,0.109183,-0.00587275,-0.0203268,0.0740002,0.0447502,0.0581295,0.0173331,0.025203,-0.0787415,0.10476,0.00123534,0.0767543,0.0421722,0.0506553,0.0668832,0.102831,0.0570486,0.0554876,0.0716614,0.0589865,0.0428118,0.0404401,-168016,0.993349
-178201,0.888115,0.282821,4,15,0,178235,-0.010176,0.997224,-0.0477194,-0.0597048,-0.0569716,-0.114548,0.0383218,0.0120448,-0.0346174,-0.0921655,0.0164862,0.0920553,0.108441,0.0545411,0.0777504,0.0181666,-0.0196117,0.0893014,0.0287104,-0.00150283,0.017768,0.0443126,0.126002,0.00323906,0.0909128,0.0374705,-0.0743723,0.0224613,0.0494037,0.0587744,0.0706378,0.0322717,0.0189147,0.0402924,0.00819983,0.203683,-0.0250909,0.0951116,-0.00681285,-0.0191498,0.0760475,0.0406672,0.064745,0.0169796,0.028423,-0.0760767,0.101041,-0.00650773,0.0713474,0.0291632,0.0334637,0.0352513,0.0536008,0.0664784,0.0547018,0.0640226,0.0609722,0.0627999,0.033454,-168015,0.99336
-178204,0.907767,0.282821,4,15,0,178237,-0.00888476,0.996995,-0.0366215,-0.0565763,-0.0570658,-0.126861,0.0624033,-0.00368454,-0.0204534,-0.0700883,0.0175577,0.0750383,0.101603,0.0583435,0.0635382,0.0141929,0.0130971,0.0836392,0.0362827,0.0156503,0.00359732,0.0325021,0.12592,-0.0125797,0.0792419,0.0492184,-0.0427187,0.0190103,0.0378415,0.0431924,0.0501378,0.0525707,0.0621208,0.042282,2.68136e-05,0.205154,0.0196456,0.110908,0.00911904,-0.0218566,0.0988698,0.0558225,0.0546381,0.0448525,0.0296009,-0.0803044,0.106253,-0.0097432,0.0340711,0.0358509,0.0667166,0.0257513,0.100167,0.0541837,0.0618495,0.072603,0.0523548,0.0341178,0.0399049,-167992,0.993175
-178208,0.912557,0.282821,4,15,0,178234,-0.00941007,0.998959,-0.0552681,-0.0559884,-0.0712382,-0.115782,0.0232707,0.0281839,-0.0350396,-0.0818135,0.0060252,0.107084,0.11336,0.0329346,0.0848947,0.01573,0.00350706,0.0944575,0.0143159,0.00517354,0.0140537,0.037735,0.0973467,0.0191704,0.079174,0.0210216,-0.0773724,-0.013901,0.0668412,0.073267,0.0655246,0.026182,0.00270386,0.0515724,0.00725535,0.187472,-0.0134509,0.101341,-0.0180197,-0.0300015,0.0786535,0.0485584,0.0502119,0.0160988,0.0215094,-0.0848181,0.0710521,-0.0519064,0.0340086,0.014329,0.0350886,0.0248666,0.0383362,0.0442964,0.0399321,0.0557089,0.0616522,0.0648858,0.0649444,-168024,0.993425
-178204,0.933303,0.282821,4,15,0,178234,-0.0107148,0.998493,-0.0537068,-0.0469535,-0.077337,-0.122184,0.0201664,0.0233727,-0.0339487,-0.08151,0.00395263,0.102609,0.119068,0.0392613,0.0751237,0.00996648,0.00743502,0.0970237,0.01896,0.0065589,0.00778184,0.0373197,0.0936971,0.0227406,0.0869608,0.0128215,-0.0780577,-0.00760719,0.0630052,0.0703154,0.0678576,0.0184206,0.0116344,0.0450846,0.00911608,0.206881,-0.0140855,0.10351,-0.0196594,-0.0248518,0.080679,0.0394236,0.0451841,0.00766533,0.0176621,-0.0787158,0.0779163,-0.0252716,0.0386167,0.0190609,0.0358616,0.0212694,0.0461385,0.0447157,0.0447327,0.05502,0.0485351,0.0273732,0.0364623,-168026,0.993447
-178206,0.955912,0.282821,4,15,0,178231,-0.0100183,0.999109,-0.0308995,-0.06309,-0.0572763,-0.126177,0.0679824,0.00708986,-0.0176006,-0.0647916,0.0159907,0.0753601,0.100586,0.0674083,0.065864,0.0193159,0.0207183,0.0782044,0.0373478,0.0156574,0.0171748,0.0403581,0.128419,-0.0137369,0.0673006,0.0525652,-0.053009,0.00932594,0.0445755,0.0588423,0.0507189,0.059998,0.0502692,0.0449229,-0.00178248,0.190295,0.0259542,0.101149,0.00863089,-0.0422689,0.0902225,0.0656445,0.0568261,0.0443822,0.0367039,-0.0838782,0.106302,-0.026086,0.0558114,0.0468175,0.0476478,0.0158536,0.0624259,0.0331083,0.0782122,0.0968103,0.0727918,0.0465594,0.0415677,-168001,0.993224
-178206,0.975784,0.282821,4,15,0,178230,-0.0105596,0.996245,-0.0569447,-0.0446284,-0.064637,-0.124477,0.0183938,0.0245813,-0.0353113,-0.0818708,0.00965385,0.104739,0.116526,0.0275024,0.0801012,0.0122293,-0.000991149,0.0968914,0.0148793,0.00471234,0.00309816,0.0305139,0.0917497,0.020038,0.0889235,0.0145206,-0.0662013,-0.00269164,0.0582346,0.0488841,0.06735,0.0226164,0.0189842,0.0464105,0.00724785,0.197709,-0.0211219,0.112498,-0.0181681,-0.0075053,0.0796552,0.0365986,0.0450081,0.0136928,0.0184496,-0.0814056,0.0748694,0.0156867,0.0244827,0.0215588,0.0424512,0.0164855,0.109008,0.0751561,0.0394846,0.0529702,0.0440127,0.0211915,0.0213271,-168023,0.993433
-178216,0.465114,0.282821,4,15,0,178247,-0.0063499,0.996597,-0.0238399,-0.0343065,-0.0926837,-0.121551,0.047955,0.02616,-0.0390962,-0.0746194,0.0168794,0.0893768,0.12058,0.0428826,0.0619334,0.016955,-0.0110773,0.0705849,0.0610332,0.0150989,0.0155269,0.0325227,0.114773,-0.00795071,0.0655051,0.039229,-0.0566873,0.0159306,0.0348606,0.0654356,0.0633331,0.0284062,0.0518303,0.02192,-0.0144756,0.189667,0.0081915,0.130858,-0.00394041,-0.0266534,0.100342,0.0375049,0.0714435,0.0296701,0.0341461,-0.0592822,0.100793,0.0126738,0.0124224,0.025678,0.0339021,0.0302548,0.0857223,0.0586549,0.0419486,0.0751854,0.066618,0.0206817,0.00986691,-168021,0.993414
-178205,0.515946,0.282821,4,15,0,178247,-0.0101257,0.996611,-0.049074,-0.0720229,-0.0452635,-0.12762,0.036999,-0.00357517,-0.028358,-0.0595488,0.0124381,0.0974374,0.101387,0.0383152,0.0608494,0.00595777,0.0301321,0.0817535,0.0462167,0.0218177,0.00938778,0.0396336,0.122599,-0.00147559,0.0790653,0.0180585,-0.075898,-0.00578083,0.0581012,0.0464411,0.0674581,0.0312553,0.0398401,0.0654093,0.012302,0.190088,0.00857205,0.103113,-0.00296442,-0.033669,0.0648253,0.0385727,0.0527895,0.0327651,0.045029,-0.0944353,0.0784539,0.000574028,0.0346924,0.0418184,0.0550378,0.0461923,0.0650814,0.0405776,0.0838932,0.0508972,0.144269,0.0362146,0.0246881,-167985,0.993114
-178201,0.955436,0.282821,4,15,0,178237,-0.0097218,0.999254,-0.0451849,-0.0418226,-0.0818429,-0.130199,0.0473786,0.0310839,-0.0255942,-0.0941407,0.0106529,0.0810125,0.108236,0.0586951,0.0869754,0.0332867,-0.00424009,0.0929882,0.0256059,0.0114324,0.0102153,0.0318722,0.100311,0.00424427,0.0796029,0.0474461,-0.0489253,0.0124062,0.049611,0.0653852,0.053163,0.0476459,0.0302906,0.0343834,-0.00336494,0.196762,0.00308284,0.107836,-0.00994575,-0.0202824,0.107186,0.062663,0.049336,0.0234698,0.00740046,-0.0719056,0.102345,-0.0264014,0.0351206,0.0174508,0.0644318,0.0269028,0.0648368,0.0639986,0.0371258,0.0878976,0.0370684,0.0223117,0.0417821,-168052,0.993656
-178203,0.966907,0.282821,4,15,0,178228,-0.0107972,0.997437,-0.0435111,-0.0730922,-0.0392837,-0.12834,0.0383589,-0.000562739,-0.0261893,-0.0597759,0.00926296,0.0939274,0.120385,0.0334593,0.0561686,-0.00389652,0.0253909,0.0900074,0.0247397,0.0175107,0.0052517,0.0357438,0.119442,0.00469378,0.0778947,0.0206036,-0.0613887,-0.00146508,0.0641294,0.0378262,0.0538815,0.0341299,0.0362549,0.0589359,0.0057773,0.195085,0.00479192,0.0964521,0.00440869,-0.0366403,0.0736788,0.0469972,0.0560164,0.0323081,0.0491057,-0.0865849,0.090392,-0.00824655,0.0612302,0.0530497,0.0484498,0.0420208,0.0650434,0.0355757,0.0688368,0.0528509,0.116783,0.0302325,0.0347892,-167990,0.993153
-178205,0.925084,0.282821,4,15,0,178233,-0.00598916,0.997317,-0.0327787,-0.0387536,-0.0817427,-0.138829,0.0431867,0.0315587,-0.0293223,-0.0829224,0.0260285,0.0856679,0.108768,0.0601947,0.0976374,0.0324843,-0.00700979,0.0902149,0.034097,0.000358711,0.00793312,0.0331,0.12053,-0.00119111,0.0904737,0.0467141,-0.0544945,0.00923059,0.0426541,0.0409733,0.0569086,0.0561105,0.0351965,0.0325547,0.0081853,0.188429,-0.00624797,0.115298,-0.0167022,-0.0129556,0.0892511,0.0428711,0.0560036,0.0369266,0.0110734,-0.0814989,0.0911411,-0.0339287,0.0565064,0.0346758,0.0576592,0.0171585,0.0535359,0.075966,0.0675121,0.0758174,0.0956657,0.0273929,0.0330204,-168056,0.993703
-178208,0.90776,0.282821,4,15,0,178238,-0.0116969,0.996396,-0.0488402,-0.0566165,-0.0355048,-0.121692,0.0282503,0.0163774,-0.0195402,-0.0655499,0.0139556,0.103146,0.10257,0.0352823,0.0700198,0.0230649,0.0160217,0.0749666,0.0578953,0.030838,0.0124732,0.036008,0.107374,-0.00426262,0.0660969,0.02646,-0.0706541,-0.00206995,0.0373608,0.0556105,0.0622684,0.0215466,0.0343575,0.0517094,0.000884864,0.19933,0.0261086,0.0928962,-0.00758341,-0.0388495,0.0786768,0.0625369,0.0438324,0.00240177,0.0343241,-0.0797772,0.0790674,-0.0162175,0.0703169,0.0444999,0.0728013,-0.0105967,0.0642078,0.0426884,0.0497802,0.0855512,0.0530334,0.0384825,0.0388001,-167985,0.993116
-178213,0.897497,0.282821,4,15,0,178247,-0.0120088,0.999041,-0.0440846,-0.0615589,-0.100893,-0.136122,0.0599478,0.0126792,-0.0338568,-0.0911083,0.00778077,0.0757462,0.10813,0.0679445,0.0774409,0.0144765,0.0124065,0.100719,-0.00194291,-0.00376562,0.00548852,0.0332703,0.116884,0.00834706,0.0925813,0.0404672,-0.0551134,0.00338107,0.0702005,0.0578977,0.0563875,0.0585995,0.0346685,0.0381949,0.00325679,0.194204,-0.025899,0.117572,0.000930658,-0.01665,0.0953889,0.040279,0.0589295,0.0533859,0.0170757,-0.0882322,0.0977077,-0.0415047,0.020375,-0.00385963,0.0378114,0.0658916,0.0620858,0.0575557,0.0669326,0.0528949,0.0787514,0.010564,0.0305194,-168070,0.993807
-178204,0.980728,0.282821,4,15,0,178234,-0.00554416,0.996662,-0.0346783,-0.0500829,-0.0649617,-0.125188,0.0488052,0.0137188,-0.0326748,-0.0705801,0.00472989,0.103029,0.0974384,0.0411412,0.0650446,0.00499104,0.00609027,0.0909607,0.0548798,0.0364768,0.00299872,0.0329523,0.116511,-0.000323272,0.0960928,0.0226369,-0.058969,0.0049152,0.0590441,0.054875,0.0615268,0.0293743,0.0186205,0.0522463,0.0112806,0.19441,0.0108654,0.0985639,-0.00705199,-0.0377777,0.0901243,0.0507508,0.0581004,0.0290935,0.026503,-0.0654951,0.0730138,-0.00394328,0.0173896,0.032042,0.0654119,0.0229235,0.0807752,0.095803,0.0579931,0.10446,0.0510682,0.0360651,0.0478642,-168005,0.99328
