# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_model
# start_datetime = 2025-04-21 06:30:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/5iltbdvk.json
# init = 2 (Default)
# random
#   seed = 55229
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens/h2reg-20250421013040_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,mu_inner_beta,sigma_inner_beta,log_p,rmse
-355715,1,0.270742,4,15,0,355765,-0.00584327,0.996669,-0.0138138,-0.0493501,0.0740075,-0.0426553,-0.0218411,0.0670898,0.028547,-0.023563,-0.0257543,-0.039695,-0.0537732,-0.00439815,-0.0190727,-0.0090938,0.00324382,-0.0126387,0.0013624,-0.00396245,-0.0333995,-0.0657427,-0.0960523,-0.0671327,-0.0851325,-0.0240166,-0.0476767,-0.021279,-0.0530996,-0.0101095,-0.0539365,-0.0356759,0.0549182,0.0158497,-0.0254403,-0.0450628,0.0121957,-0.0343197,0.0241163,0.0231656,-0.0937669,-0.00747517,-0.0200458,-0.0497022,-0.0491617,0.0377241,-0.107552,-0.0646865,-0.0511206,-0.0401443,-0.153131,0.0350344,0.00791163,-0.0293484,-0.058976,0.0173973,0.0808064,0.109829,0.053168,0.0697927,0.0365915,0.0166788,0.0931972,0.0353409,0.0222017,0.00565196,0.0485863,0.12298,0.0292813,0.0759262,0.00941663,-0.0561631,0.00161673,0.0432087,0.0517573,0.0642649,0.0388259,0.0322034,0.0440255,-0.00972548,0.214138,-0.0349925,0.107914,-0.000805629,-0.0265826,0.0994745,0.0644166,0.0463799,0.0282379,0.0100331,-0.0708039,0.082814,0.00460644,-0.0150466,-0.055689,-0.00898828,-0.0284106,-0.0508411,0.0827009,0.0321893,0.00154642,0.0337058,0.0658646,0.019393,0.0260138,0.032574,0.0417071,0.0674568,0.0374886,0.0366948,0.0880308,0.0501673,-0.00965035,0.0383789,-337360,0.997034
-355723,0.910326,0.270742,4,15,0,355773,-0.00769081,0.997771,-0.0284079,-0.0297084,0.0802764,-0.017095,-0.00313108,0.055601,0.0327781,-0.0259198,-0.0530087,-0.0330937,-0.0814695,-0.0266028,-0.0125264,-0.0157273,0.0042982,-0.0420221,-0.0283307,0.0161735,-0.0542694,-0.0671387,-0.11726,-0.0298934,-0.104321,-0.0248669,-0.0323408,-0.0136995,-0.0665897,-0.000519809,-0.0346073,-0.0351624,0.0323937,0.0086403,0.0161053,-0.0455743,0.0090574,-0.0382412,-0.00289296,0.0414029,-0.115742,0.011361,-0.0280424,-0.0433464,-0.0452163,0.0403526,-0.111613,-0.0244948,-0.048112,-0.0582478,-0.1223,0.0466139,0.0272426,-0.00125596,-0.0698692,0.00912505,0.0760325,0.109536,0.0526788,0.0842269,-0.0115319,0.0199769,0.0818847,0.0282474,-0.00389931,-0.00250572,0.0235404,0.109368,-0.00932154,0.0748089,0.0239163,-0.0681289,-0.00856219,0.0550464,0.0376327,0.0756266,0.0410958,0.0305123,0.0270173,0.00285514,0.189973,0.00844163,0.113098,-1.41515e-05,-0.00965294,0.106072,0.0391028,0.0510548,0.0198642,0.0339838,-0.0708419,0.0970186,-0.0152535,-0.0342528,-0.0707409,-0.021467,-0.0232508,-0.0478388,0.0324571,0.00644623,0.0563857,-0.00430484,0.0485913,0.0263174,0.0340567,0.0233516,0.0727045,0.063304,0.0807628,0.0593491,0.0597986,0.057801,-0.0109992,0.0361114,-337292,0.996749
-355744,0.771364,0.270742,4,15,0,355790,-0.00757835,0.998193,-0.0145924,-0.0554434,0.0644628,-0.00247507,-0.0075087,0.0630654,0.021932,-0.0501931,-0.034275,-0.0541339,-0.0619958,-0.0382485,-0.0066731,-0.00444427,-0.000687136,-0.044369,-0.021243,-0.0133022,-0.0535422,-0.0708934,-0.138697,-0.0351163,-0.0826473,-0.0767803,-0.0396591,-0.0496678,-0.0638988,-0.0110637,-0.0595742,-0.0399322,0.0394336,0.0106307,-0.0310969,-0.0482118,-0.0039881,-0.0279304,0.010974,0.0447154,-0.0860577,-0.0189768,-0.0268462,-0.0475136,-0.0326932,0.0266705,-0.107824,-0.0367924,-0.0712696,-0.0553607,-0.12551,0.0323483,0.0111986,-0.0192403,-0.0765554,-0.0123864,0.078944,0.115485,0.0693462,0.0971,0.0265302,0.0332133,0.0903976,0.0388576,0.00772352,-0.0175105,0.0284157,0.113567,0.0122196,0.0641559,0.0143254,-0.0557272,-0.00304217,0.0374602,0.0441706,0.0604351,0.0239568,0.0679609,0.0498897,-0.000583052,0.195888,-0.00787628,0.100048,-0.00963625,-0.0200217,0.101814,0.0628554,0.0642671,0.0256983,0.0280757,-0.0762256,0.109978,-0.0117149,-0.0449866,-0.0552652,-0.0147995,0.00073754,-0.0369104,0.0496175,0.0247332,0.035419,0.024447,0.0606158,0.0647185,0.0530869,0.0462153,0.0500986,0.0752683,0.0287478,0.0429322,0.0581181,0.0973371,0.00247972,0.0421621,-337327,0.996893
-355748,0.832241,0.270742,4,15,0,355817,-0.00623327,0.997642,-0.0175965,-0.02741,0.0833202,-0.0478651,-0.0070472,0.0661856,0.0288297,-0.00486433,-0.0496619,-0.0169898,-0.0872222,0.010044,-0.0304637,-0.0291957,-0.00752146,-0.0248811,0.00370177,0.0223881,-0.0475461,-0.066301,-0.0809682,-0.0753397,-0.109677,0.0152592,-0.0413449,0.000452136,-0.0451247,-0.0133316,-0.0355075,-0.0350925,0.0395018,0.0117045,0.00486105,-0.0435538,0.0137252,-0.035303,0.00834951,0.0250347,-0.107666,0.0076814,-0.014243,-0.0538446,-0.0628258,0.0489641,-0.116808,-0.0511839,-0.0433131,-0.0579034,-0.128965,0.0293309,0.00755892,-0.0230651,-0.0555205,0.0316613,0.0762398,0.1215,0.0446068,0.0560373,0.00438774,0.0152113,0.0950683,0.0241299,0.0159662,0.030953,0.0466803,0.115556,0.00922687,0.0838852,0.0273364,-0.0714393,-0.000256662,0.0658547,0.0415227,0.0756878,0.0555617,0.0160567,0.0321053,-0.00293041,0.20404,-0.0249363,0.11694,0.000896092,-0.0208504,0.0952641,0.0447693,0.0304546,0.0265663,0.0282747,-0.0671999,0.0722102,-0.0121556,-0.0529201,-0.0529665,-0.0118572,-0.0621658,-0.0208051,0.058006,0.0132063,0.031468,0.0246954,0.0548239,0.0346177,0.0268715,0.0191275,0.0699543,0.0888535,0.0563609,0.0798358,0.102946,0.0507273,-0.0386582,0.0663706,-337335,0.996929
-355743,0.91239,0.270742,4,15,0,355812,-0.00556564,0.998548,-0.0207642,-0.0298129,0.0601293,-0.0253321,-0.0202079,0.0661654,0.0238692,-0.0408006,-0.0434575,-0.0445223,-0.07452,-0.0185633,0.00419816,-0.00782752,-0.015422,-0.028324,-0.00293042,-0.0081471,-0.0544242,-0.0610346,-0.118536,-0.0391982,-0.0905422,-0.0620508,-0.0423666,-0.0597929,-0.0546214,0.000139355,-0.0428418,-0.0586495,0.0338961,0.0233062,-0.017648,-0.0494442,-0.00250631,-0.0162378,0.00182884,0.0228634,-0.0797209,0.00701475,-0.0327309,-0.0589115,-0.0369256,0.0439641,-0.123426,-0.0399387,-0.0765845,-0.0632407,-0.12296,0.0354992,0.00567286,-0.000446867,-0.0641601,0.00282914,0.0832827,0.11256,0.0637165,0.078671,0.0311239,0.0422499,0.0828941,0.0475999,0.0173516,-0.000573621,0.0305897,0.12148,0.0230592,0.0713603,0.0273175,-0.0736079,-0.0166706,0.0589402,0.0703046,0.0745017,0.0555218,0.0520009,0.0406075,-0.0025867,0.214141,0.00462692,0.12418,0.00227236,-0.00618838,0.0870875,0.0509439,0.0227951,0.00449907,0.0220487,-0.0652487,0.111421,0.00088925,-0.0225162,-0.0461906,-0.00790228,-0.0325844,-0.0423149,0.0666448,0.0147593,0.0849853,0.0260007,0.0356017,0.0664391,0.0456579,0.0610294,0.0981232,0.0311442,0.0339263,0.0499302,0.0585564,0.0465771,0.0161717,0.0403081,-337355,0.99701
-355741,0.972215,0.270742,4,15,0,355806,-0.00704197,0.996926,-0.0143389,-0.0213454,0.0746906,-0.0177153,-0.0016756,0.0489615,0.0411551,-0.0133281,-0.050729,-0.0475084,-0.0588979,0.000577471,-0.035394,-0.0315906,0.00150358,-0.031172,-0.00258245,0.0148164,-0.0559004,-0.0841643,-0.0996647,-0.0427292,-0.0876152,-0.0190596,-0.0475349,-0.0154369,-0.0352908,-0.0384278,-0.0384871,-0.0549803,0.0607447,0.00393974,-0.00216573,-0.0495565,0.00984882,-0.0446368,0.00266064,0.0383259,-0.117976,0.000212999,0.005292,-0.0467443,-0.0456375,0.0433381,-0.106092,-0.0568048,-0.0610075,-0.0499343,-0.14592,0.0316636,0.0176286,-0.0168135,-0.072661,0.0081684,0.0791174,0.103938,0.0583064,0.0749643,0.010705,0.0154291,0.0958594,0.0382783,0.0150091,0.0014948,0.0359719,0.119743,-0.00928964,0.0669866,0.0131946,-0.0495721,0.00441222,0.0432429,0.0350378,0.0759696,0.0431882,0.0345622,0.056975,0.0237954,0.180454,-0.0317617,0.0972437,-0.0336296,-0.0406578,0.130513,0.046287,0.0381053,0.0231087,0.0386483,-0.0606129,0.0700077,0.00805626,0.000883806,-0.0415044,-0.0321313,0.00300516,-0.0191586,0.0464832,0.0467207,0.0290296,0.0311973,0.0476357,0.0230286,0.0522487,0.0297399,0.0573523,0.103114,0.0347666,0.0689375,0.0691128,0.076872,0.0094049,0.0426757,-337316,0.99685
-355746,0.666206,0.270742,4,15,0,355807,-0.00799718,0.996342,-0.0237488,-0.0539207,0.0552698,-0.0291117,-0.0160583,0.0709523,0.0124546,-0.0327479,-0.0325666,-0.0220908,-0.0888671,-0.0230156,0.0022208,-0.00875042,-0.00277674,-0.0253956,-0.00683772,0.0040341,-0.046031,-0.0666632,-0.108826,-0.0655352,-0.0921613,-0.0460544,-0.0361611,-0.0329955,-0.0667734,0.00680057,-0.0581915,-0.0317543,0.0247167,0.0246795,0.000383019,-0.0424345,0.00805002,-0.0129795,0.000909635,0.0225987,-0.0742246,-0.0136942,-0.0530172,-0.0612002,-0.0466103,0.0266106,-0.118809,-0.0315225,-0.0481554,-0.0648564,-0.121823,0.0384923,0.00777019,-0.0167797,-0.0595117,0.0262431,0.0672931,0.130567,0.0529659,0.0724788,0.0202597,0.0303385,0.0931605,0.0279847,0.0129046,0.0115789,0.0170026,0.126043,0.019001,0.0775947,0.0262252,-0.0675632,-0.033379,0.0655662,0.0505976,0.0675187,0.0322326,0.0434788,0.0223679,-0.0186254,0.219702,-0.00284317,0.124244,0.0325468,0.000848746,0.0709796,0.0414871,0.0379653,0.0258391,0.0122451,-0.0753417,0.0951324,-0.0155299,-0.0148112,-0.0567816,0.0130195,-0.0496931,-0.0167075,0.0518583,-0.0334887,0.0388206,0.0104725,0.0394144,0.084169,0.0200686,0.061702,0.0531905,0.0555488,0.0461895,0.0767067,0.0913226,0.0375275,-0.0125923,0.0268972,-337345,0.996969
-355742,0.971675,0.270742,4,15,0,355810,-0.00575942,0.996474,-0.00508211,-0.0248409,0.0876341,-0.0199219,0.00242193,0.0545222,0.0398715,-0.0156116,-0.0472563,-0.0401246,-0.0305246,-0.00732868,-0.0408874,-0.0258808,-0.0208541,-0.0270154,-0.016806,-0.00558375,-0.0588447,-0.0760863,-0.10872,-0.0432438,-0.0977897,-0.0214438,-0.0502846,-0.0226181,-0.0426877,-0.0272443,-0.0381539,-0.0476905,0.0521752,0.00370959,-0.0221298,-0.0522474,0.00876925,-0.0519184,0.0157092,0.0473473,-0.123825,0.00199677,0.0121868,-0.0360911,-0.051261,0.0504651,-0.108858,-0.0580745,-0.0707517,-0.0497174,-0.147251,0.0327706,0.0191663,-0.0213398,-0.0797105,0.00174011,0.0842499,0.101367,0.0608312,0.0787917,0.0114538,0.0187082,0.0871528,0.0358959,0.0113919,0.000272574,0.0528391,0.107317,-0.00184148,0.0668129,0.0150597,-0.0659051,0.0261064,0.0362939,0.0358811,0.0676916,0.0434784,0.0403465,0.0569899,0.015224,0.181461,-0.0325101,0.0921444,-0.0374076,-0.043883,0.12532,0.0623984,0.048617,0.0181742,0.043301,-0.0717785,0.0816201,0.0275982,-0.0240471,-0.0517537,-0.0345271,0.0138839,-0.0493949,0.0387078,0.0367651,0.0263735,0.0213532,0.0546423,0.017727,0.0285424,0.0346591,0.0742857,0.0655018,0.0304106,0.0871736,0.0637409,0.0814557,0.00367174,0.0423398,-337331,0.996912
-355736,0.96443,0.270742,4,15,0,355806,-0.00760547,0.996304,-0.0117663,-0.0657816,0.0715943,0.00749791,0.00232726,0.0677267,0.0391311,-0.014504,-0.0294055,-0.0394425,-0.0817388,-0.0041629,-0.0125326,-0.0138296,0.000600345,-0.0300134,-0.0286693,0.00878049,-0.0814524,-0.072433,-0.09467,-0.0555438,-0.0936342,-0.0281298,-0.0347318,-0.0225179,-0.0593661,-0.0106515,-0.0565152,-0.028345,0.0326814,0.00373651,-0.00747576,-0.0545965,-0.0116316,-0.0396949,0.0274029,0.0434407,-0.0830067,-0.00905111,-0.0289411,-0.0627054,-0.0367931,0.0354459,-0.102439,-0.0450583,-0.0598444,-0.0592732,-0.120993,0.0379989,-0.00294503,-0.0133724,-0.0835223,0.00353289,0.0955204,0.133777,0.0644356,0.0841429,0.0250409,0.0314402,0.0793197,0.0157559,0.00618433,0.0221343,0.0405644,0.109603,0.000211066,0.0703174,0.0168893,-0.0684032,-0.00423572,0.0457058,0.0505531,0.0782186,0.0292953,0.0438637,0.0649608,-0.0272923,0.210101,0.00188448,0.118922,-0.017074,-0.00530006,0.0984668,0.06745,0.0404907,0.0127535,0.0128881,-0.0808421,0.0727241,-0.000410171,-0.00808735,-0.0596819,-0.0127233,0.00417785,0.00539501,0.0719634,0.0295545,0.0832898,0.0269737,0.0373701,0.0351227,0.0311604,0.0306672,0.0950313,0.0775396,0.0488829,0.0851069,0.0461027,0.0475019,0.0223338,0.039185,-337369,0.997072
-355735,0.971023,0.270742,4,15,0,355784,-0.00682259,0.996303,-0.0179591,-0.0159343,0.0759503,-0.0537119,-0.0129611,0.0642022,0.0166032,-0.0287999,-0.0527911,-0.0300648,-0.052988,-0.0151049,-0.0181803,-0.0169588,-0.00174149,-0.0242377,0.0149839,0.00672871,-0.0251816,-0.0675623,-0.106707,-0.0531097,-0.0936859,-0.028997,-0.0528487,-0.0331246,-0.0483099,-0.0219475,-0.0422525,-0.0497637,0.0356334,0.0239329,-0.0197523,-0.0346871,0.0258359,-0.0271195,-0.0118907,0.0180642,-0.101259,-6.18919e-05,-0.0145546,-0.0349411,-0.0565727,0.041224,-0.123698,-0.0401289,-0.0563522,-0.0546077,-0.141131,0.0320091,0.0262157,-0.0260928,-0.0510578,0.022493,0.051486,0.0948902,0.0471277,0.0641826,0.00889488,0.0227453,0.10176,0.0480054,0.0196115,-0.0101824,0.0258548,0.102715,0.0218384,0.0778418,0.0299776,-0.0560482,0.00487543,0.0542544,0.0392793,0.0580598,0.0502289,0.0419014,0.01986,0.0236847,0.189026,-0.0302752,0.0957844,0.00997063,-0.0376541,0.0955619,0.041267,0.0494897,0.0381828,0.0387221,-0.0629758,0.106918,0.00245334,-0.024597,-0.0632077,0.00144267,-0.0422245,-0.0602368,0.0490964,0.0243065,-0.00811878,0.0143717,0.0645285,0.0244459,0.0346327,0.0298435,0.0390068,0.0633117,0.0439328,0.0530363,0.145289,0.0767085,-0.00458577,0.0308591,-337273,0.996669
-355724,0.989653,0.270742,4,15,0,355791,-0.00649815,0.996212,-0.0160449,-0.0514839,0.0863128,0.00159427,-0.0135685,0.0846091,0.0257608,-0.0287182,-0.0399394,-0.0395423,-0.0634947,-0.0116295,-0.0153382,-0.0130468,0.00937197,-0.0406619,-0.0098794,0.00322525,-0.0525782,-0.064036,-0.0919231,-0.0562371,-0.103947,-0.0339448,-0.0257672,-0.028304,-0.0496902,-0.00524584,-0.03961,-0.0316354,0.0564293,0.0132813,-0.000560246,-0.0458411,0.00826369,-0.040269,-0.00854993,0.0409837,-0.0928797,-0.00343339,-0.0156815,-0.0670637,-0.0389414,0.0187636,-0.0889591,-0.0441501,-0.0456295,-0.0549871,-0.129946,0.0369348,-0.00193356,-0.0162812,-0.0526399,-0.01415,0.0891109,0.113644,0.0678583,0.0734296,0.00158205,0.0286489,0.106764,0.0249087,0.0035813,0.0144385,0.0193493,0.104732,0.00943427,0.0785048,0.00999438,-0.0710113,-0.0231473,0.0371833,0.0333354,0.074264,0.0397169,0.040228,0.0510475,-0.0177383,0.20245,-0.00921299,0.117137,-0.00921306,-0.0363211,0.1061,0.0579337,0.0399053,0.0336314,0.0221817,-0.096589,0.0774793,0.00615254,-0.00706075,-0.038525,0.00875606,-0.0105417,-0.00550484,0.0428071,0.0154017,0.0313121,0.0300919,0.0358936,0.0265267,0.0323718,0.0795293,0.0635255,0.0443415,0.0351711,0.0415791,0.0816323,0.0454741,0.00280988,0.0336434,-337331,0.996913
-355733,0.947996,0.270742,4,15,0,355780,-0.00650841,0.998619,-0.0100994,-0.0404453,0.0489751,-0.0520125,-0.00507708,0.0543661,0.0344347,-0.00663761,-0.0371924,-0.0339679,-0.0816652,-0.0363937,-0.0138365,-0.021608,-0.00964187,-0.0222843,-0.0086965,-0.0118881,-0.0529474,-0.0743013,-0.130498,-0.0603315,-0.0807942,-0.0340363,-0.0375564,-0.0103505,-0.0648184,-0.0182511,-0.0641337,-0.0448327,0.028227,0.00138878,-0.0175913,-0.0455548,0.00810271,-0.022582,0.0203519,0.0335026,-0.099902,0.00674404,-0.044376,-0.0240898,-0.0492972,0.0635123,-0.125825,-0.0513789,-0.0788135,-0.0545327,-0.130716,0.0303823,0.0230623,-0.0029059,-0.081508,0.0415472,0.0823896,0.10806,0.0411418,0.0876116,0.0247677,0.0332266,0.0685928,0.0432428,0.0173879,0.000868077,0.0390355,0.127313,5.88182e-05,0.0594002,0.0200646,-0.048565,0.00141803,0.0540908,0.043605,0.0712151,0.0415471,0.0354564,0.0312524,0.00216541,0.196698,-0.0118401,0.10643,-0.0117373,-0.00770827,0.0941199,0.0516869,0.0563812,0.0268768,0.044472,-0.055304,0.0992341,-0.00124138,-0.0388455,-0.0349882,-0.000457356,-0.0209552,-0.045091,0.0512054,0.0188448,0.0417299,0.00697152,0.0611966,0.0277691,0.0594074,0.0340359,0.0484561,0.0657326,0.0434832,0.0691125,0.07278,0.0857139,-0.00843671,0.0341003,-337323,0.996875
-355728,0.990542,0.270742,4,15,0,355789,-0.00773058,0.997467,-0.0229782,-0.0390219,0.0560968,-0.0435371,-0.00865776,0.0713213,0.0375599,-0.0166306,-0.0367721,-0.0399082,-0.0604483,-0.0142315,-0.0151717,-0.020899,-0.0120967,-0.015297,-0.0297872,-0.0175469,-0.074454,-0.0719558,-0.127597,-0.0482684,-0.0814536,-0.0164889,-0.044328,-0.0215371,-0.0494106,-0.0114571,-0.0408108,-0.0584633,0.0359944,0.0220558,-0.0144619,-0.0401269,0.0181177,-0.0342458,0.0174788,0.0283102,-0.103992,-0.0166054,-0.0299238,-0.0475102,-0.0565705,0.0435364,-0.114647,-0.0402564,-0.0924033,-0.0413505,-0.122803,0.0369337,0.00935146,-0.00526406,-0.0813189,0.00685741,0.0609176,0.124803,0.0561326,0.0986863,0.0148375,0.0234617,0.0636863,0.038905,0.0347122,0.00107222,0.0403159,0.120385,0.00812762,0.063801,0.0286693,-0.0609916,-0.00565877,0.0683855,0.0236996,0.0815224,0.0555897,0.0315202,0.0456985,-0.00439001,0.183093,-0.0257786,0.108514,-0.0132223,-0.0152369,0.076184,0.0528441,0.052179,0.0203136,0.0209339,-0.0748784,0.110039,0.0168317,-0.0313064,-0.0492637,-0.0175598,-0.0298791,-0.0314737,0.0337805,0.0229807,0.0198692,-0.00818501,0.0386707,0.0192774,0.0414402,0.0330211,0.0642382,0.0683873,0.0564874,0.0413624,0.0533944,0.0780793,-0.00451373,0.0375147,-337331,0.996911
-355715,0.896907,0.270742,4,15,0,355772,-0.00766193,0.997667,-0.00175614,-0.0524202,0.0838726,-0.0103024,-0.00320188,0.0575199,0.0192799,-0.0324838,-0.0419098,-0.0215266,-0.0733433,-0.0122308,-0.00878151,-0.0140746,0.000866482,-0.037156,-0.0186065,0.00626583,-0.0449034,-0.0653608,-0.0919485,-0.0635854,-0.102869,-0.0516878,-0.0377593,-0.0217919,-0.0540246,-0.00198451,-0.0463253,-0.013748,0.0367063,0.000955349,-0.0112936,-0.0426086,-0.00496535,-0.0189197,-0.0034109,0.0397654,-0.0967959,0.0113475,-0.0262491,-0.0422992,-0.0488685,0.0399256,-0.116593,-0.0344584,-0.0477266,-0.0613835,-0.138709,0.031352,0.0349019,-0.0215631,-0.0624461,0.0151241,0.091197,0.116973,0.0629906,0.0864484,0.0155227,0.0258374,0.114457,0.0232567,0.00674318,0.00845849,0.035852,0.100498,0.0137665,0.0815345,0.0170891,-0.0568353,0.00377462,0.0305128,0.0656444,0.0573269,0.0582694,0.0532815,0.0338645,0.00658489,0.218375,-0.020465,0.110739,0.00808181,-0.0252745,0.118367,0.0534071,0.0520317,0.0145729,0.0399891,-0.0831163,0.086143,-0.0244226,-0.0132034,-0.063605,-0.00686706,-0.0264927,-0.0195845,0.0694249,0.0218342,0.06973,0.0118771,0.0537642,0.0322833,0.024296,0.0233884,0.0523426,0.0512322,0.0332316,0.0610258,0.11223,0.066963,-0.0074705,0.0363115,-337365,0.997056
-355727,0.631661,0.270742,4,15,0,355780,-0.00668915,0.998299,-0.0257519,-0.0292593,0.0635234,-0.0375131,-0.0109655,0.073502,0.0374008,-0.019436,-0.0433027,-0.0474451,-0.0567004,-0.00654235,-0.0222864,-0.0178105,-0.00488782,-0.0178667,0.00430837,0.0078103,-0.0569269,-0.0778038,-0.13277,-0.0455627,-0.089254,-0.0104036,-0.0489151,-0.0317618,-0.0537749,-0.0222699,-0.0534181,-0.0534545,0.0355179,0.0251598,-0.0113446,-0.0490662,0.0190909,-0.0434579,0.0162477,0.0286904,-0.0914333,-0.0244914,-0.0166059,-0.052242,-0.0444595,0.0280811,-0.106098,-0.0533695,-0.0686899,-0.0601765,-0.121317,0.0418199,-0.00459031,-0.0187592,-0.0749153,0.0125982,0.0637491,0.121694,0.0465882,0.0655288,0.00877667,0.0180376,0.0703946,0.0312952,0.0165621,0.0170678,0.0319877,0.117559,-0.0016209,0.0584999,0.021862,-0.0729467,-0.00884469,0.0712863,0.0241905,0.0761776,0.0232406,0.0386111,0.0524074,-0.00598932,0.167915,-0.00600877,0.0955665,-0.0158199,-0.0173545,0.0762521,0.0536865,0.0361288,0.0338989,0.00823975,-0.0644129,0.0901522,0.0253934,-0.0347719,-0.0428187,-0.0161979,-0.0128176,-0.0313914,0.0205739,0.0399933,0.044605,0.0450343,0.0417131,0.0417998,0.0346939,0.0336156,0.0739701,0.0480491,0.0559278,0.0534386,0.0665608,0.0617353,-0.0138493,0.03102,-337288,0.996728
-355731,0.98473,0.270742,4,15,0,355777,-0.00650512,0.998263,-0.00364077,-0.0520201,0.088107,-0.00995786,-0.00288008,0.0585345,0.0217746,-0.0317981,-0.0405293,-0.0251436,-0.0843013,-0.0155162,-0.0121974,-0.0155958,0.00119569,-0.0447239,-0.0207669,0.000432551,-0.0471918,-0.0600685,-0.0819634,-0.0647505,-0.102764,-0.0540341,-0.0356081,-0.0188707,-0.0556479,-0.000584504,-0.0390726,-0.0213345,0.0383271,-0.00210696,-0.0120039,-0.0424017,-0.007049,-0.0188406,0.000175229,0.0341482,-0.099341,0.016171,-0.0246708,-0.0459416,-0.0494361,0.0438244,-0.120114,-0.0347941,-0.0453322,-0.0521117,-0.141157,0.0289993,0.0307717,-0.0189122,-0.0617971,0.0150181,0.0904727,0.11472,0.0671952,0.087351,0.0199362,0.0279926,0.114684,0.0297771,0.0039976,-0.00383763,0.0376674,0.1053,0.0205997,0.08619,0.0184874,-0.0555181,0.00204521,0.0287021,0.0627257,0.0590256,0.0522455,0.0446732,0.0299094,0.00138864,0.228557,-0.0265664,0.118972,0.00231118,-0.0241592,0.113193,0.0559567,0.0529422,0.00833456,0.0469084,-0.0787009,0.0843572,-0.0279333,-0.00577549,-0.053685,0.000690579,-0.0244338,-0.0169217,0.0615894,0.0101037,0.0611011,0.00709651,0.0626289,0.0217797,0.0421973,0.048686,0.0570244,0.0578981,0.0356206,0.0802805,0.0944868,0.0698033,-0.027656,0.0485522,-337377,0.997104
