# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_model
# start_datetime = 2025-04-21 06:30:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/5iltbdvk.json
# init = 2 (Default)
# random
#   seed = 55229
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens/h2reg-20250421013040_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,mu_inner_beta,sigma_inner_beta,log_p,rmse
-355724,0.951488,0.244145,4,15,0,355781,-0.00841704,0.997383,-0.0175668,-0.0389864,0.108086,-0.0274944,-0.00825213,0.0717786,0.0304635,-0.0127914,-0.0478104,-0.0439062,-0.069188,-0.00918782,-0.0255124,-0.0213773,-0.0204607,-0.0212113,-0.027454,-0.00268112,-0.0555688,-0.0915141,-0.10493,-0.066406,-0.0920593,-0.0406098,-0.0354581,-0.0292446,-0.0372006,0.003131,-0.0514044,-0.0448332,0.0489071,0.0103483,-0.0125536,-0.0571826,0.00613414,-0.0325879,-0.00135336,0.0358861,-0.0831453,-0.00335713,-0.0142853,-0.0424471,-0.0459274,0.0475141,-0.127237,-0.058456,-0.0586504,-0.0632961,-0.123752,0.0404762,-0.0104225,-0.00439607,-0.0492192,0.0038632,0.0517868,0.149754,0.0548826,0.0911902,0.0206716,0.0317564,0.0901995,0.0284411,0.00694246,0.00869157,0.0501032,0.127208,0.00045367,0.0710447,0.026783,-0.0507342,0.00989943,0.0596238,0.0280163,0.070227,0.0243651,0.0322675,0.0327875,0.0141805,0.20486,-0.00940296,0.123819,0.00538808,-0.0207864,0.0932315,0.0540893,0.0283838,0.0142771,0.00962946,-0.0728588,0.0723798,0.015737,-0.0259982,-0.0639213,-0.00399875,-0.0253659,-0.0151028,0.0446859,0.0492263,0.0475238,0.0127402,0.0492557,0.0194832,0.0258654,0.0349618,0.0441818,0.0519594,0.0473605,0.0607393,0.0662053,0.0350152,-0.0154056,0.0542679,-337349,0.996988
-355726,0.88373,0.244145,4,15,0,355789,-0.00699642,0.997127,-0.0120618,-0.0402037,0.0863792,-0.024641,0.00145904,0.0735796,0.0280966,-0.0152046,-0.0470956,-0.0452642,-0.0603469,-0.0154519,-0.0236227,-0.0123364,-0.0313959,-0.0301492,-0.00979085,-0.00878807,-0.0586549,-0.083611,-0.106083,-0.0739917,-0.100711,-0.0199385,-0.0389511,-0.0357607,-0.0516983,-0.000539835,-0.0529145,-0.0335145,0.0512943,0.0126997,-0.0179295,-0.0600743,0.013929,-0.0387548,-0.0018185,0.034659,-0.0861786,-0.0105197,0.00270322,-0.0574806,-0.0584826,0.0633972,-0.121817,-0.0519164,-0.0660252,-0.0434892,-0.13109,0.0494794,0.00280845,-0.0139717,-0.0515661,0.0260782,0.0625138,0.136406,0.0552555,0.107279,0.0204415,0.0403734,0.0915464,0.0372444,-0.00371123,0.0152036,0.0546283,0.121018,-0.00105145,0.0712086,0.0240555,-0.0470678,0.00689071,0.0621714,0.0383792,0.0763922,0.0355548,0.0316983,0.0347718,0.0120563,0.197688,0.00119063,0.118429,0.0191364,-0.0302795,0.100648,0.0643931,0.0487553,0.0336716,0.0120456,-0.0819681,0.0894149,0.017556,-0.0339944,-0.0613689,0.000403895,-0.0077249,-0.0106701,0.0404816,0.0511333,0.0452536,0.0208757,0.0541082,0.0237957,0.0206866,0.034257,0.0488953,0.0475625,0.0395253,0.0561572,0.085812,0.0455898,0.00406943,0.0311592,-337365,0.997054
-355719,0.94658,0.244145,4,15,0,355774,-0.00765033,0.997107,-0.0140103,-0.0339587,0.0782167,-0.0181791,-0.00776159,0.0474257,0.0262329,-0.00981143,-0.0590723,-0.0299629,-0.0770012,-0.02632,-0.0237025,-0.0174594,-0.0065417,-0.0372716,-0.0174002,0.0149093,-0.0246302,-0.0885205,-0.0945222,-0.0582327,-0.0886365,-0.042003,-0.0442488,-0.0363351,-0.0539233,-0.0142743,-0.0482164,-0.0312243,0.057765,0.011892,-0.00413947,-0.0509836,0.00486817,-0.0421683,0.0293556,0.039226,-0.0995009,0.00648658,-0.0183827,-0.0598137,-0.0461853,0.0531218,-0.109588,-0.0433923,-0.061015,-0.0443165,-0.129945,0.0327138,0.0136569,-0.0163305,-0.0628322,0.0188339,0.0842431,0.122061,0.058828,0.0761704,0.0182264,0.0238669,0.0984145,0.0312343,0.0175876,0.000933793,0.0252105,0.0926562,0.0195147,0.0731401,0.0198733,-0.061302,0.0238984,0.0488431,0.0417337,0.0598865,0.0677096,0.0415566,0.0583704,0.00941946,0.192634,-0.0427303,0.101952,-0.00850748,-0.00949714,0.108647,0.0551969,0.0369288,0.0364968,0.0070858,-0.0800981,0.0771954,-0.019992,-0.0238202,-0.05965,-0.0214152,-0.00975426,-0.0153792,0.0721475,0.00659706,0.0290638,0.0118348,0.0422633,0.0319428,0.0519809,0.0485733,0.0683593,0.0671655,0.0412913,0.0540577,0.147273,0.0654069,0.00530758,0.0380087,-337315,0.996847
-355717,0.871796,0.244145,4,15,0,355766,-0.00708412,0.997969,-0.0124921,-0.0447569,0.0640116,-0.0279246,-0.00459128,0.0830138,0.0302411,-0.0369288,-0.0223645,-0.0351124,-0.0391922,-0.010157,-0.0169157,-0.0183972,-0.00810737,-0.0219139,-0.00381737,-0.0119036,-0.0808176,-0.0499486,-0.109629,-0.0502763,-0.0886106,-0.0297165,-0.0433827,-0.0234669,-0.0476553,-0.00336532,-0.0417406,-0.041052,0.0209861,0.0129867,-0.0173623,-0.0371978,0.00548451,-0.0193237,-0.0130531,0.0314379,-0.0939115,-0.0139529,-0.0215808,-0.0381706,-0.0474953,0.022664,-0.114523,-0.0436392,-0.0539169,-0.0696866,-0.131575,0.0354351,0.0111774,-0.0218117,-0.0713608,0.0093286,0.0714213,0.115981,0.0586676,0.0789887,0.0135858,0.0271788,0.0885072,0.0344081,0.00712231,0.0115608,0.0482004,0.133224,-0.00192089,0.0721021,0.0207161,-0.0696629,-0.0270335,0.0516057,0.0459503,0.0765754,0.012347,0.0418433,0.0234241,-0.0107236,0.205741,0.00281541,0.114663,-0.000744632,-0.033754,0.083547,0.0510043,0.0529032,0.0125773,0.0472024,-0.0629381,0.098719,0.0089324,-0.0187696,-0.0587385,-0.0157552,-0.0290937,-0.0421541,0.0152163,0.036109,0.0295875,0.0344061,0.0707599,0.0104927,0.0436313,0.0197838,0.0449464,0.0405863,0.0554654,0.0605639,0.049974,0.0507617,0.0186156,0.0630027,-337347,0.996978
-355717,0.802058,0.244145,4,15,0,355776,-0.00803269,0.998103,-0.017183,-0.038384,0.0887978,-0.0207998,-0.00938797,0.0501728,0.0270439,-0.0126243,-0.0627283,-0.0258613,-0.0779578,-0.0255406,-0.0236845,-0.0257193,-0.00835149,-0.0334562,-0.0289235,0.000204737,-0.0204102,-0.0875217,-0.10155,-0.0557332,-0.0981047,-0.0320576,-0.0377258,-0.0190552,-0.05855,-0.0167024,-0.0464086,-0.0284654,0.0515616,0.0104904,-0.00399949,-0.0496998,0.00886072,-0.0401193,0.0265982,0.0307904,-0.0931192,0.00220719,-0.0206655,-0.0584347,-0.0458939,0.0458356,-0.105525,-0.0442303,-0.0606907,-0.0439872,-0.13357,0.0338391,0.0171737,-0.014782,-0.0629753,0.0211738,0.0830833,0.11824,0.0581404,0.0748616,0.0179903,0.0235946,0.0960666,0.0316233,0.0175239,9.64612e-05,0.0214274,0.095358,0.0248963,0.0692528,0.0246448,-0.0572817,0.0249266,0.0503486,0.0428927,0.0600747,0.0708863,0.0436064,0.0600547,0.00845526,0.190802,-0.0246456,0.101471,-0.00520106,-0.00753972,0.108695,0.0567017,0.0383764,0.0381188,0.0121974,-0.0726751,0.0776213,0.0083791,-0.0378044,-0.0691678,-0.0248878,-0.0226392,-0.00142365,0.080187,0.0216784,0.0627208,0.0223593,0.0405615,0.0310628,0.0357933,0.0350985,0.0704976,0.0861232,0.035658,0.043458,0.084596,0.0476939,-0.00405655,0.0396514,-337311,0.996828
-355717,0.936467,0.244145,4,15,0,355768,-0.0060187,0.998514,-0.0112457,-0.0413109,0.0652495,-0.0260864,-0.00415679,0.0811128,0.0300034,-0.0310158,-0.0194975,-0.0443625,-0.0559895,-0.00251995,-0.0161661,-0.00984181,-0.00210841,-0.0256793,0.00803459,0.00525886,-0.0803717,-0.0516146,-0.116044,-0.0503113,-0.091645,-0.0272468,-0.0416761,-0.0289548,-0.0469499,-0.00209959,-0.0426454,-0.0413608,0.0294263,0.0210609,-0.0154864,-0.0417401,0.013256,-0.0190414,-0.0137163,0.0330474,-0.0931927,-0.0109223,-0.0203709,-0.037418,-0.0463163,0.0258506,-0.113495,-0.043204,-0.0541996,-0.0671313,-0.131579,0.0355499,0.00707545,-0.0229665,-0.0651789,0.00979569,0.0700462,0.116802,0.0559785,0.0776114,0.0147296,0.0234842,0.0873971,0.0320412,0.0058078,0.0105385,0.0479598,0.126465,-0.00764622,0.0739397,0.018679,-0.0679418,-0.0264497,0.0495005,0.045317,0.0741615,0.00775621,0.0387453,0.0209865,-0.0121596,0.203152,-0.00469605,0.112046,0.00148923,-0.0331205,0.0840883,0.0496207,0.0522776,0.0118723,0.041426,-0.0679703,0.0988807,0.0090917,-0.00219474,-0.0330078,-0.00122304,-0.030534,-0.038105,0.0216955,0.0338812,0.0646688,0.0234226,0.0477526,0.0217449,0.0486988,0.0632502,0.0475622,0.0425829,0.0414844,0.0607066,0.0812393,0.0590834,0.0066036,0.0245008,-337331,0.996908
-355732,0.882659,0.244145,4,15,0,355777,-0.0078225,0.995577,-0.0168534,-0.0536401,0.0641336,-0.0416451,0.00258995,0.0694355,0.0333854,-0.0431694,-0.0430019,-0.0497763,-0.0591573,1.95898e-05,-0.0180865,7.79015e-05,0.000820037,-0.0231647,-0.00860718,0.00687895,-0.0784514,-0.0540305,-0.102471,-0.0376663,-0.0943071,-0.0389686,-0.0344846,-0.0309809,-0.0431119,-0.00759477,-0.0463978,-0.0384973,0.0265643,0.0230228,-0.0181319,-0.0458564,0.0211698,-0.0366127,-0.0136151,0.0142134,-0.0780001,-0.0146676,-0.019838,-0.0411396,-0.0423386,0.044282,-0.122122,-0.0422437,-0.0645363,-0.0418505,-0.128067,0.046331,0.0249494,-0.00977231,-0.0537998,0.0150752,0.0806606,0.102195,0.0788021,0.0919257,0.0134703,0.0361873,0.0923623,0.0379039,-0.00339925,0.0200053,0.0608466,0.124206,-0.00392002,0.0803279,0.0264443,-0.0636726,-0.00428122,0.0596337,0.032833,0.0906806,0.0358268,0.0572306,0.0410826,-0.0111334,0.188619,-0.00213959,0.103479,0.021566,-0.0223872,0.0841507,0.0566669,0.0443674,0.031888,0.035449,-0.0777813,0.0995312,0.00719085,-0.0155931,-0.0314148,0.0159133,0.00534342,-0.0262352,0.047212,0.0378642,0.0414314,0.0197705,0.0449119,0.0292357,0.0422127,0.0655127,0.0407594,0.0493834,0.0370223,0.0584921,0.0797596,0.0825528,0.00894736,0.0350084,-337350,0.996991
-355728,1,0.244145,4,15,0,355781,-0.00841781,0.997787,-0.00474321,-0.0249492,0.0675589,-0.00669449,-0.0161298,0.0517525,0.0162838,-0.0126161,-0.0389415,-0.014552,-0.0652509,-0.0218545,-0.00853163,-0.0243971,-0.00733834,-0.02283,-0.0220325,-0.000603645,-0.0397176,-0.0660147,-0.119927,-0.0648782,-0.0949194,-0.0447942,-0.0378587,-0.0211819,-0.068377,-0.0197944,-0.0439033,-0.0156017,0.0542061,0.0038174,9.8869e-05,-0.0645462,0.015853,-0.0454468,0.0037151,0.0645735,-0.0936574,0.00775798,-0.0179619,-0.0406789,-0.043636,0.0423615,-0.110317,-0.0493274,-0.0526911,-0.0443243,-0.129297,0.0263848,0.00122192,-0.0315336,-0.0765539,0.0216422,0.0766559,0.111298,0.0315077,0.067642,0.0187683,0.0286316,0.0694339,0.033642,0.0316707,-0.00298968,0.0124377,0.108269,0.0248929,0.058444,0.00212547,-0.0589507,-0.0142933,0.042814,0.0627155,0.0505117,0.0396181,0.0469676,0.0318214,0.0158661,0.197584,-0.0334235,0.112014,-0.017133,-0.0267633,0.107258,0.0464419,0.0609536,0.0286139,0.0380331,-0.0718454,0.0738423,-0.00509285,-0.018222,-0.0677143,0.00787104,-0.0178168,-0.0214924,0.0480809,0.0305877,0.0533284,0.0210789,0.0381255,0.0167663,0.0335517,0.0627556,0.10051,0.0547372,0.0294661,0.0575531,0.0530495,0.0650164,0.0192442,0.0382601,-337272,0.996666
-355715,0.866646,0.244145,4,15,0,355776,-0.00585516,0.997355,-0.0143222,-0.0314863,0.0858452,-0.0271769,-0.00950399,0.0739018,0.0225762,-0.0202045,-0.0304977,-0.0296348,-0.0584588,-0.0109808,-0.0227762,-0.0171607,0.016572,-0.0245709,0.00231368,0.0015537,-0.0361153,-0.0792191,-0.10366,-0.0610894,-0.0871972,-0.0459399,-0.0321315,0.0075307,-0.0557723,-0.0134415,-0.0503387,-0.0469758,0.0474274,0.0201742,-0.0197666,-0.0508443,0.0108731,-0.0266292,-0.000842366,0.0519754,-0.10077,-0.00714941,-0.011621,-0.0384808,-0.0368595,0.0571458,-0.131005,-0.0455057,-0.0536373,-0.0449898,-0.142506,0.0451986,0.0196764,-0.017777,-0.0743164,0.0019672,0.0878799,0.103246,0.05969,0.0689019,0.0224006,0.000170605,0.093819,0.0179001,0.0115635,-0.00502127,0.0309112,0.111092,-0.003156,0.073599,0.0295438,-0.062614,-0.0263062,0.0402939,0.0524277,0.0610403,0.0225029,0.0446096,0.0414745,0.00719797,0.204032,-0.0140365,0.10167,0.00661505,-0.0297206,0.108689,0.046439,0.0510431,0.0287448,0.0228487,-0.0683923,0.0969207,0.0201866,-0.0208861,-0.0135169,0.00253048,0.00356428,-0.0253256,0.0464256,0.039208,0.0492889,0.0149743,0.0449269,0.0281754,0.0465888,0.0487132,0.096804,0.0712344,0.0325552,0.054265,0.0554174,0.0666707,0.00346362,0.0276038,-337325,0.996887
-355718,0.902909,0.244145,4,15,0,355768,-0.00595503,0.996887,-0.0111134,-0.0467524,0.0585868,-0.017969,-0.00572332,0.0614163,0.0261138,-0.0329481,-0.0410341,-0.0407073,-0.071701,-0.0130114,-0.0226542,-0.0131484,-0.0240457,-0.0269626,-0.0203383,0.00436101,-0.0593057,-0.0569046,-0.109737,-0.027301,-0.102475,-0.00193609,-0.0569869,-0.057504,-0.0417456,0.00922957,-0.0429109,-0.0233891,0.0422339,0.00832334,-0.00125482,-0.0380471,-0.0125185,-0.0454849,0.0153321,0.034057,-0.0892847,-0.01407,-0.0190704,-0.054336,-0.0509951,0.0328361,-0.0944663,-0.0508024,-0.0571915,-0.0645801,-0.125519,0.018276,-0.00244388,-0.0103488,-0.0640214,0.0171425,0.0583013,0.126544,0.0607779,0.0823375,0.0164619,0.0461182,0.088996,0.0279608,0.0136912,0.00177932,0.0376211,0.113604,0.031308,0.0696791,0.0161292,-0.0481142,0.0116773,0.0444056,0.0360166,0.0774357,0.0264314,0.0364924,0.0423503,0.00297933,0.182249,-0.00966954,0.115016,-0.00331919,-0.0230397,0.0932709,0.0752366,0.0474363,0.0267911,0.0281865,-0.0796672,0.0835113,-0.0120842,-0.0244619,-0.0421131,-0.00800045,-0.00756734,-0.0229435,0.0408271,0.00357487,0.0359337,0.0126333,0.0451322,0.0261913,0.042127,0.0448977,0.0640554,0.0386539,0.0494123,0.0444273,0.0743396,0.0746308,-0.0057497,0.0268447,-337298,0.996774
-355729,0.884902,0.244145,4,15,0,355775,-0.00571668,0.99808,-0.0108941,-0.0277933,0.0882949,-0.0350642,-0.00325753,0.073276,0.0269333,-0.0173353,-0.0364688,-0.0541396,-0.0654059,-0.029899,-0.0154794,-0.0119673,-0.00724496,-0.0326996,-0.00798503,0.00758924,-0.0331499,-0.0897548,-0.106787,-0.0656414,-0.0853804,-0.0349869,-0.0287512,0.0314105,-0.0647808,-0.0110066,-0.0455545,-0.0498912,0.041591,0.0182264,-0.0151484,-0.0198266,-0.00263247,-0.0282211,0.00254216,0.0267789,-0.102203,-0.00509256,-0.0181477,-0.0438289,-0.0412326,0.036668,-0.116663,-0.0445151,-0.0702425,-0.0297779,-0.153505,0.0385498,0.0198948,-0.0195597,-0.0654389,0.00449307,0.0763062,0.10422,0.0360018,0.076159,0.00707105,0.00593702,0.0932504,0.0254149,0.0197148,0.00612841,0.0233765,0.122134,-0.0095732,0.0576446,0.0111356,-0.0627654,0.00622721,0.050825,0.0440623,0.0502423,0.0335075,0.0344639,0.0376921,-0.0140925,0.19949,-0.013634,0.105149,-0.00421944,-0.00720541,0.122157,0.0349108,0.0376952,0.0201298,0.0334426,-0.0805703,0.0938796,0.0165754,-0.0274783,-0.0562122,-0.00934305,-0.0401637,-0.044804,0.0530217,0.0403967,0.0601526,0.0430597,0.0426904,0.0229578,0.0366995,0.021923,0.0383993,0.0713483,0.0302597,0.0507548,0.0892569,0.0571653,0.00797248,0.0529987,-337321,0.996869
-355725,0.896641,0.244145,4,15,0,355789,-0.00899714,0.996892,-0.0306484,-0.0486932,0.0838231,-0.0203264,-0.0131218,0.078511,0.0391212,-0.0376179,-0.0247741,-0.039636,-0.0687117,-0.000115173,-0.0146325,-0.0228487,0.00538069,-0.03398,-0.00709191,-0.00636376,-0.0447181,-0.067182,-0.0899404,-0.0451637,-0.0989374,-0.0294088,-0.0392877,-0.0158979,-0.0437919,-0.0241305,-0.0469598,-0.0440254,0.0429666,0.0222629,-0.00229045,-0.0404423,0.0212194,-0.0296421,-0.00202845,0.0279665,-0.111674,0.000554715,-0.026955,-0.0332542,-0.0431576,0.0249536,-0.104036,-0.049435,-0.0575133,-0.0620552,-0.135366,0.0339971,0.0362049,-0.0049341,-0.0794721,-0.00944175,0.0726654,0.121571,0.0619518,0.0895796,0.0237727,0.0221798,0.106882,0.0385139,0.0139713,0.0124365,0.0420866,0.130829,0.00853787,0.0783297,0.0120024,-0.0821394,0.023518,0.0466059,0.0577708,0.0514767,0.0579854,0.0469171,0.0489644,0.00617,0.20678,0.0203873,0.104693,-0.00825653,-0.0310353,0.0982074,0.0628938,0.0289085,0.012499,0.0212004,-0.0532668,0.103768,-0.00885008,-0.0193188,-0.0300823,-0.0107164,-0.0421145,-0.0426139,0.0452128,0.0237166,0.02905,-0.0111367,0.0557763,0.0219128,0.0385847,0.0282761,0.0736321,0.0871888,0.0451212,0.0535065,0.0562364,0.0833744,0.0167216,0.0435102,-337395,0.99718
-355730,0.866169,0.244145,4,15,0,355787,-0.00529235,0.996403,-0.00977296,-0.0267362,0.0644735,-0.00398168,-0.0229114,0.0914553,0.0416093,-0.02221,-0.0395843,-0.0450741,-0.0577176,0.00972014,-0.00490002,-0.0121462,-0.0141106,-0.0134544,-0.0194637,-0.013872,-0.0408156,-0.0719159,-0.10275,-0.0510844,-0.0956917,-0.0215975,-0.0458884,-0.0342877,-0.0425181,-0.00388671,-0.0350125,-0.0514626,0.0339388,0.0233318,-0.0040146,-0.034048,-0.0168039,-0.0353596,-0.0114146,0.0499196,-0.0997836,0.00217828,-0.021874,-0.0473691,-0.0351366,0.0424159,-0.0891513,-0.0420652,-0.0529508,-0.0608454,-0.141359,0.0367901,0.0318373,-0.0150547,-0.0765727,0.0139142,0.0680172,0.142514,0.0589938,0.0817911,0.0221683,0.0329286,0.0861549,0.0377469,0.0177525,0.00825745,0.0425101,0.115058,-0.00456291,0.073057,0.022492,-0.0690555,0.0335857,0.0437376,0.062509,0.0643877,0.0395657,0.0485841,0.0475189,0.000578091,0.203712,0.0103793,0.118522,-0.00634669,-0.0237825,0.10131,0.0649037,0.0347741,0.00768338,0.0306193,-0.0679082,0.100452,-0.0149629,-0.0189932,-0.0247283,-0.00849488,-0.0278203,-0.0403105,0.036667,0.0108193,0.0323498,-0.0243114,0.0632909,0.0177529,0.0486371,0.021163,0.0578309,0.0742546,0.0434459,0.0512354,0.0555957,0.107055,-0.0101031,0.0265137,-337379,0.997115
-355721,0.975545,0.244145,4,15,0,355783,-0.0071014,0.997227,-0.0133634,-0.0554252,0.0835752,-0.0185503,0.00440389,0.0469095,0.0199728,-0.0132003,-0.0364595,-0.0281259,-0.0613483,5.26222e-05,-0.0173875,-0.0156392,0.00353309,-0.0302441,0.0122918,0.00748131,-0.0616381,-0.0650534,-0.0861237,-0.0366089,-0.0964716,-0.0393215,-0.0391222,-0.0316231,-0.0536549,-0.0171872,-0.064039,-0.059418,0.0300238,0.0226553,-0.0372711,-0.0396937,0.00476331,-0.0247783,0.00888964,0.0351717,-0.0737603,-0.0093488,-0.00663774,-0.0512141,-0.0565751,0.0347337,-0.117026,-0.0390651,-0.0542405,-0.0367397,-0.140304,0.0351964,0.0161137,-0.0231281,-0.0642477,0.0121114,0.0732534,0.120535,0.0709677,0.0989133,0.0142631,0.0265171,0.0939048,0.0219609,0.0155658,-0.00765635,0.0391665,0.112767,0.0159438,0.0676815,0.0042139,-0.0694821,0.00204714,0.0673999,0.0514908,0.0541736,0.0558156,0.0412859,0.0593816,0.00233864,0.180241,-0.0100205,0.100003,-0.0149398,-0.0124013,0.112263,0.070334,0.028012,0.0225274,0.0147356,-0.0909847,0.0883312,0.0223149,-0.00754203,-0.0513467,-0.0258346,-0.0145335,-0.0104229,0.0549896,0.0301247,0.0198523,0.0101827,0.0355841,0.0310193,0.0268191,0.0511613,0.0647059,0.0389649,0.0436454,0.0445243,0.10877,0.0562218,0.00621952,0.0266088,-337342,0.996958
-355714,0.73207,0.244145,4,15,0,355774,-0.00676562,0.99804,-0.0136632,-0.0302284,0.0666147,-0.0213675,-0.00384555,0.0765113,0.0297892,-0.0179736,-0.0359727,-0.0236156,-0.0629924,-0.0083895,-0.0157689,-0.0184838,0.00212907,-0.0347944,-0.0259834,0.00101627,-0.0387659,-0.0791347,-0.111449,-0.0555389,-0.0950627,-0.0239041,-0.0408374,-0.0304639,-0.0513134,-0.0112655,-0.0400542,-0.0125173,0.0613165,0.0029347,0.00451573,-0.0428546,-0.00418911,-0.0507799,0.00660873,0.0338869,-0.107686,-0.0029746,-0.0317735,-0.0616824,-0.0429004,0.0436962,-0.11371,-0.0510938,-0.0444508,-0.0693008,-0.11935,0.0395953,0.00562721,-0.0141809,-0.079084,0.0210589,0.0832398,0.116139,0.0512991,0.0546728,0.0211279,0.0179082,0.08551,0.0443508,0.0118638,0.00876297,0.0313606,0.124144,0.0125503,0.0703385,0.0219805,-0.0608508,-0.00852976,0.0356585,0.0393502,0.0843617,0.0343694,0.0518061,0.0252182,-0.0018882,0.213264,0.00382971,0.119505,0.00430018,-0.0362607,0.0986455,0.0474531,0.0456129,0.0402636,0.0372026,-0.0726489,0.0970923,-0.0159434,-0.0192481,-0.0543508,0.0142354,-0.0324014,-0.0494221,0.0549329,0.0309474,0.0855335,0.0474842,0.0576277,0.0258889,0.031861,0.035773,0.0473656,0.0782458,0.0347914,0.0729898,0.0599742,0.0798264,0.0120823,0.0633264,-337315,0.996845
-355713,0.799786,0.244145,4,15,0,355767,-0.00734194,0.997564,-0.00659202,-0.0482956,0.0743202,-0.0255893,-0.0079261,0.0536689,0.0248311,-0.0281783,-0.0425059,-0.0459341,-0.0550147,-0.0171471,-0.0196722,-0.0192033,-0.0141868,-0.0179879,-0.00219043,0.00963337,-0.0643921,-0.0641665,-0.105757,-0.0479202,-0.0895572,-0.0420191,-0.0401938,-0.0257527,-0.0564569,-0.00816813,-0.0557674,-0.0680413,0.0209038,0.0258473,-0.0308473,-0.0521959,0.0227527,-0.0151827,0.0073313,0.0309219,-0.0800495,-0.00850457,-0.010956,-0.0409535,-0.0492507,0.0340618,-0.110019,-0.0353419,-0.0712784,-0.0410082,-0.139385,0.0267922,0.0177606,-0.0251661,-0.0553645,0.00565619,0.0685764,0.107205,0.0616854,0.0961463,0.0125368,0.0279403,0.0947282,0.0217296,0.021466,0.00290215,0.0347813,0.0940778,0.00614699,0.0710807,0.0190659,-0.0653781,0.000744111,0.0613632,0.0490179,0.0514595,0.0449241,0.0352072,0.0573347,0.001519,0.181544,-0.0316459,0.0961469,-0.0117571,-0.00556082,0.0925167,0.0564067,0.0477882,0.00884529,0.0194078,-0.0702326,0.0780539,-0.0144223,-0.0204045,-0.0437487,-0.0342034,-0.00519875,-0.00328386,0.0461374,0.032049,-0.00136163,-0.00380437,0.0440937,0.0180759,0.0354904,0.0453556,0.0841548,0.0673161,0.046148,0.0445666,0.0958427,0.0497997,-0.00374604,0.0271883,-337307,0.996811
