lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,mu_inner_beta,sigma_inner_beta,log_p,rmse
# Adaptation terminated
# Step size = 0.254252
# Diagonal elements of inverse mass matrix:
# 1.23676e-05, 1.15837e-05, 0.000124162, 0.000110272, 0.000128325, 9.75187e-05, 0.000125802, 0.000112458, 0.00013563, 0.00012675, 0.000127483, 0.000117605, 0.000186432, 0.000181929, 0.000144129, 0.000182866, 0.000221469, 0.000132653, 0.000141539, 0.00016013, 0.00014794, 0.000110327, 0.000100613, 0.00010667, 0.000111327, 0.000119519, 9.91148e-05, 0.000164917, 0.000112927, 0.000152942, 0.000127359, 0.000153368, 0.000113909, 9.83532e-05, 0.000110666, 0.000122881, 0.000130162, 0.000151973, 0.000120925, 0.000181673, 0.000204172, 0.000151727, 0.000141893, 0.000135674, 0.000124621, 0.000121248, 0.00015618, 0.000769192, 0.000246541, 0.00039058, 0.000580303, 0.000327608, 0.122918, 0.0876455, 0.0912283, 0.0879987, 0.0796625, 0.0011762, 0.46696
-178202,0.720017,0.254252,3,11,1,178234,-0.00732212,0.997795,-0.0361892,-0.0549271,-0.0515008,-0.131861,0.0445058,-0.00896041,-0.0277538,-0.0947638,0.0166908,0.0866266,0.121915,0.0492332,0.0795847,0.0117046,-0.00941377,0.100033,0.0387524,0.0235499,0.0305568,0.0359141,0.0886725,-0.00298818,0.0671285,0.0193426,-0.0460188,-0.00838198,0.0680449,0.0618091,0.0702149,0.031752,0.03001,0.0376399,-0.00182045,0.208742,0.0194636,0.11646,0.00182486,-0.0341368,0.0768271,0.0562257,0.0500181,0.0449723,0.0279652,-0.0798702,0.100258,0.0547965,0.0547792,0.0293079,0.0640025,0.0331108,0.125969,0.0408,0.0446819,0.065634,0.0436294,0.0452628,0.013146,-168033,0.993507
-178200,0.357817,0.254252,2,4,1,178228,-0.00786702,0.997185,-0.0379925,-0.0535704,-0.0473487,-0.134554,0.0470933,-0.00471354,-0.0245819,-0.090204,0.0152246,0.0835048,0.126161,0.0486726,0.0768484,0.0115847,-0.00413435,0.100421,0.0332641,0.0224109,0.032097,0.0357284,0.0864537,-0.00500173,0.0697945,0.017344,-0.0453692,-0.00706889,0.0647379,0.0619668,0.0703437,0.0319355,0.0346454,0.0389485,-0.00145314,0.20905,0.0169077,0.114905,0.00474025,-0.035166,0.0808583,0.0490201,0.0493121,0.0407867,0.0306767,-0.0786769,0.0945809,0.0486778,0.0578545,0.0250076,0.0627112,0.032636,0.127653,0.040374,0.0436249,0.0711996,0.0464044,0.0502296,0.0198533,-168030,0.993493
-178207,0.613428,0.254252,4,15,0,178234,-0.0102009,0.996487,-0.0453216,-0.0583219,-0.077706,-0.114269,0.0412281,0.0333128,-0.0199677,-0.0512648,0.00700727,0.0899938,0.0952888,0.0360021,0.0623497,0.0211748,0.0213663,0.0806819,0.0458056,0.0223482,-0.0100092,0.0299762,0.143274,-0.0135071,0.0881616,0.0330627,-0.0766132,0.00683113,0.0479047,0.0553314,0.0568497,0.0383165,0.0361403,0.0512756,0.0113888,0.19725,-0.0280747,0.10219,-0.0048285,-0.0177536,0.0730383,0.0623923,0.0570105,0.0204697,0.036709,-0.0632954,0.0925107,0.00131662,0.0356277,0.0404411,0.0204937,0.0314057,0.0886487,0.0586773,0.0699482,0.0692932,0.0562511,0.00525773,0.0535015,-167982,0.993094
-178200,0.886729,0.254252,4,15,0,178232,-0.0076562,0.995941,-0.0513913,-0.0555545,-0.0650441,-0.11843,0.0500466,0.00568438,-0.0228338,-0.0670193,0.0229665,0.0864281,0.119934,0.0409074,0.0797205,0.0102171,0.00138855,0.0864726,0.0267879,-0.0102215,0.0286348,0.0350749,0.0948246,0.0194342,0.0860535,0.0449027,-0.0480013,-0.000350966,0.042366,0.054609,0.0534102,0.0352426,0.0290912,0.0309693,-0.00875522,0.193299,0.0171483,0.0926988,0.00593481,-0.0220659,0.103063,0.0295921,0.0572353,0.0292276,0.0193465,-0.0936185,0.081947,-0.00516813,0.0350502,0.0484704,0.0738146,0.0189366,0.0629575,0.0424229,0.055433,0.0703176,0.0567227,0.0369255,0.0233252,-168002,0.993262
-178203,0.989206,0.254252,4,15,0,178221,-0.00765791,0.999445,-0.0384279,-0.0534192,-0.0569583,-0.12894,0.0345295,0.0238968,-0.0306164,-0.0852585,0.00015925,0.0953914,0.0949175,0.0580358,0.0688375,0.023247,0.0234347,0.0906961,0.0297793,0.0360195,-0.0111444,0.0389477,0.128775,-0.00925747,0.0776661,0.0216281,-0.0782118,0.010064,0.0687132,0.0536898,0.0656977,0.0418467,0.0389522,0.060626,0.0165151,0.196012,-0.011268,0.120088,-0.0150833,-0.0293164,0.0705417,0.0729998,0.0475741,0.028633,0.0358016,-0.0690734,0.101082,-0.0550893,0.0663666,0.0583215,0.0593044,0.0401848,0.0596516,0.0369928,0.101807,0.0865395,0.0630191,0.042278,0.055328,-168013,0.993326
-178201,0.7979,0.254252,4,15,0,178231,-0.00794819,0.996066,-0.0416947,-0.0375026,-0.0648313,-0.111493,0.0355085,0.0111786,-0.0275461,-0.0762519,0.0105132,0.0905803,0.107801,0.057936,0.0625572,0.0123306,0.0218104,0.0878919,0.0358587,0.0364659,0.00755421,0.0379393,0.117993,0.00460234,0.0591011,0.0243938,-0.0657152,0.00349751,0.0529621,0.0599457,0.0546267,0.0321182,0.0260765,0.0354251,0.00715248,0.185455,-0.00107832,0.0916905,-0.0176041,-0.0392049,0.0818382,0.0605586,0.041984,0.0271052,0.0416869,-0.07287,0.1035,-0.0376122,0.0531153,0.0687534,0.0514096,0.0534052,0.0402587,0.0268411,0.117261,0.065156,0.0563967,0.02814,0.0403107,-167984,0.993112
-178203,0.904257,0.254252,4,15,0,178230,-0.00553074,0.996242,-0.0555987,-0.0665644,-0.0504994,-0.136526,0.0398052,0.0156584,-0.0216477,-0.0844409,0.00814273,0.0856478,0.105237,0.0397878,0.0565235,0.0113005,0.0225916,0.0943053,0.029186,-0.000367456,-0.00380924,0.0236582,0.128189,-0.0149096,0.0877765,0.0403726,-0.0699913,-0.00602714,0.0643437,0.0540386,0.0517408,0.0607762,0.0297464,0.0550942,0.00326684,0.199583,0.0106964,0.101044,-0.0071703,-0.00926992,0.0875775,0.069705,0.0610287,0.0358082,0.0199818,-0.0869489,0.0588427,-0.0120855,0.0480144,0.0206123,0.0595867,-0.000761552,0.0681924,0.0600695,0.0519109,0.0481179,0.0655074,0.026253,0.0316755,-168009,0.993319
-178202,0.97086,0.254252,4,15,0,178239,-0.0064422,0.999541,-0.0355883,-0.0498624,-0.0711495,-0.111681,0.0483357,0.0118852,-0.0409665,-0.0761171,0.00340101,0.0930978,0.107639,0.0589058,0.0977859,0.029806,-0.00141987,0.0843958,0.0233442,0.026216,0.0193807,0.0495392,0.0998719,0.015282,0.0720825,0.0326562,-0.0601179,0.0141996,0.0472081,0.0564523,0.0730563,0.0218701,0.0395813,0.0338092,0.000180905,0.189854,0.00136438,0.114117,0.00070256,-0.044154,0.0847959,0.0327675,0.0394961,0.0175203,0.0347352,-0.0841339,0.120609,-0.00433396,0.0536897,0.0352133,0.0460499,0.00809444,0.0522761,0.0367521,0.0429888,0.0846278,0.0796786,0.032793,0.0276786,-168018,0.993361
-178208,0.949714,0.254252,4,15,0,178231,-0.0092588,0.999472,-0.0540992,-0.0507932,-0.0554011,-0.119621,0.0391447,0.00928012,-0.0270706,-0.0719749,0.0171857,0.088811,0.106768,0.0432124,0.0557881,0.0163484,0.0122782,0.0875902,0.0227137,-0.00144598,-0.000418251,0.0105544,0.0880984,-0.0169338,0.07795,0.0337673,-0.0646207,-0.0154769,0.0486446,0.0656742,0.047295,0.0411897,0.043713,0.0558926,0.00929397,0.190643,0.0222345,0.115884,-0.0119699,-0.0131546,0.08121,0.0698595,0.0387857,0.0432667,0.00780271,-0.0639783,0.0663804,-0.0463901,0.0322033,0.000149633,-0.00467079,0.0076699,0.0531462,0.0493231,0.049979,0.103034,0.0820848,0.00937936,0.0267556,-167987,0.993103
-178208,0.96167,0.254252,4,15,0,178234,-0.0094627,0.996058,-0.0377564,-0.0612975,-0.0663461,-0.129095,0.0490186,0.0181262,-0.0287822,-0.0795656,0.00530826,0.0892439,0.104191,0.0523219,0.0892481,0.0171014,0.00743912,0.0802161,0.0287912,0.0241039,0.0193853,0.0586931,0.143847,0.0198201,0.0786871,0.0310273,-0.0602318,0.0178723,0.0585626,0.0476786,0.0683199,0.0360948,0.0224757,0.0357122,-0.00478546,0.198896,-0.0149821,0.0954763,0.00412881,-0.0353453,0.0930638,0.0461824,0.0625266,0.0146208,0.0465328,-0.0947912,0.114857,-0.0235638,0.0606807,0.0660967,0.091743,0.0394613,0.0772093,0.0328247,0.0755356,0.0514764,0.0405662,0.0507059,0.0409832,-168019,0.993405
-178206,0.955323,0.254252,4,15,0,178246,-0.009933,0.999238,-0.05463,-0.0602415,-0.051118,-0.134041,0.0479165,0.0179979,-0.0261977,-0.0727979,-0.00879645,0.07919,0.112834,0.0630382,0.0922644,0.0170186,0.00998277,0.0801633,0.0221111,0.00937153,0.0229661,0.0574246,0.138539,0.022349,0.0860911,0.0185031,-0.0629252,0.0273746,0.0534071,0.0397789,0.0710309,0.0255659,0.020826,0.0377069,-0.00125779,0.201642,-0.00522227,0.0979125,-0.00411412,-0.0334823,0.0963121,0.0445324,0.0614279,0.0259027,0.0391815,-0.0869532,0.1084,-0.0248387,0.0558436,0.0450052,0.0910449,0.046651,0.063889,0.0317266,0.061501,0.0580895,0.0444987,0.0552718,0.0438632,-168023,0.99341
-178201,0.964543,0.254252,4,15,0,178238,-0.00777439,0.996625,-0.039047,-0.0647215,-0.0708433,-0.114178,0.0710037,0.0240347,-0.014689,-0.0943869,0.00912598,0.0734735,0.102389,0.0566527,0.0750426,0.0194735,0.0208542,0.0950813,0.0358154,0.0168198,0.00430264,0.0386253,0.117691,-0.0184238,0.094704,0.0298519,-0.0721348,0.0258791,0.0599766,0.041583,0.0621395,0.0238895,0.0300901,0.0425261,0.009805,0.210445,0.00766348,0.112231,8.18309e-05,-0.0280639,0.108164,0.0555059,0.0503426,0.0186898,0.0239983,-0.0811705,0.107934,-0.00410206,0.0558258,0.035119,0.0763632,0.0223443,0.0880676,0.0296419,0.0681879,0.0870872,0.0866309,0.0364963,0.0325302,-168025,0.993453
-178205,0.944925,0.254252,4,15,0,178231,-0.00895337,0.998351,-0.0458909,-0.055265,-0.0581626,-0.126499,0.0369833,0.000834777,-0.0249936,-0.0820459,0.0124161,0.0836312,0.109674,0.0498689,0.060754,0.030963,0.00436635,0.0784247,0.0354169,0.0320543,0.0101329,0.0599113,0.13551,0.0100561,0.0844602,0.0418314,-0.0579935,-0.0318349,0.0521198,0.0614678,0.0764044,0.0174328,0.0501229,0.0600508,-0.00513272,0.206299,0.00735534,0.107361,-0.0331398,-0.0168483,0.103876,0.0516184,0.0510015,0.0461623,0.0183055,-0.0929539,0.0842554,-0.0313516,0.0534097,0.026539,0.0584202,0.0236938,0.0450816,0.0257419,0.0431941,0.056724,0.0614626,0.0266933,0.0379232,-168000,0.993227
-178211,0.827538,0.254252,4,15,0,178242,-0.00779713,0.998555,-0.0373527,-0.0644775,-0.0668682,-0.118718,0.0606036,0.0211778,-0.0398735,-0.0788447,0.0181207,0.0858394,0.102685,0.0638602,0.0892232,0.0257823,0.0103047,0.100977,0.019771,0.00464203,0.0115499,0.00884519,0.0942827,0.00996682,0.090094,0.032337,-0.0551056,0.0269574,0.0544946,0.0520929,0.0435802,0.0397137,0.0108239,0.0456059,0.00337578,0.202564,0.00250876,0.108484,0.014482,-0.0344347,0.0866898,0.0587092,0.0456307,0.00318122,0.0350821,-0.0532416,0.116238,0.0203672,0.0397784,0.0242864,0.0302823,0.0170508,0.0742257,0.0923011,0.0555827,0.0489928,0.0545584,0.0194107,0.0221744,-168036,0.993527
-178209,0.492414,0.254252,3,8,1,178236,-0.00864905,0.997095,-0.0366715,-0.0629025,-0.0649735,-0.118722,0.0613898,0.0248407,-0.0383021,-0.0780735,0.021031,0.0859786,0.10195,0.0687617,0.0900021,0.0285878,0.0110384,0.100906,0.0176637,0.00906711,0.00987432,0.00942549,0.0965812,0.00940365,0.08832,0.03382,-0.0564687,0.0301824,0.0533462,0.0505011,0.0463473,0.037904,0.0158947,0.0463581,0.001468,0.205853,7.24103e-05,0.107298,0.0175006,-0.0302216,0.0845532,0.0575868,0.0470107,0.0067742,0.0330323,-0.0527852,0.111944,0.0266092,0.0383479,0.0245644,0.0237533,0.0129253,0.061537,0.0875851,0.0502386,0.0569833,0.0493314,0.0215658,0.0142703,-168038,0.993553
-178210,0.695655,0.254252,4,15,0,178248,-0.0106815,0.998688,-0.0476858,-0.0479659,-0.0675296,-0.127646,0.0331608,0.00955923,-0.0146933,-0.0720346,0.00249469,0.0893952,0.10267,0.0295186,0.0624481,0.00778538,-0.00560072,0.0788404,0.0317966,0.0137305,0.00928235,0.0598299,0.11607,-0.0125533,0.0633568,0.0303508,-0.0629311,-0.0246031,0.04707,0.0538506,0.0695963,0.0476902,0.0471951,0.039885,-0.00393299,0.19538,-0.00935294,0.108868,-0.0232706,-0.0282588,0.078568,0.0599397,0.0574049,0.0531008,0.0214057,-0.11394,0.0679442,-0.00827717,0.0347611,0.0234787,0.0637572,0.0333134,0.0568363,0.02902,0.0479,0.136028,0.0822909,0.0189807,0.0434496,-167984,0.993092
-178200,0.975917,0.254252,4,15,0,178232,-0.00598936,0.997037,-0.0442999,-0.0482744,-0.0577529,-0.122325,0.0353831,0.0238462,-0.0282038,-0.0586609,0.0266755,0.0947163,0.110725,0.0661439,0.0664803,0.0207524,0.0315049,0.0881102,0.020064,0.0113441,0.013394,0.0389098,0.0978878,0.0168382,0.0909075,0.0185052,-0.0672915,0.0120757,0.0604986,0.0541707,0.0610725,0.0110951,0.0350182,0.0276924,0.00106968,0.192167,-0.0149497,0.102457,0.00137768,-0.0173999,0.0818713,0.0568918,0.0554898,0.0331822,0.0441602,-0.086363,0.0944116,-0.0325904,0.0701511,0.0316938,0.0535767,0.027133,0.0614772,0.0487733,0.0516662,0.122495,0.0483529,0.0454652,0.0412386,-167998,0.993223
-178197,0.879839,0.254252,4,15,0,178224,-0.0105447,0.997182,-0.057788,-0.0627907,-0.0385567,-0.135659,0.0375703,0.0131216,-0.0355275,-0.0883751,0.00328861,0.0855414,0.122496,0.052873,0.078853,0.0220846,0.0157366,0.0720556,0.0484755,0.0153008,0.00491058,0.0392565,0.0980624,-0.00494293,0.0708033,0.0143721,-0.055047,0.00113301,0.0539603,0.0658784,0.0593604,0.042176,0.0249647,0.049687,0.00911848,0.181515,0.00118328,0.0905274,-0.00314012,-0.0272044,0.075987,0.050989,0.0456017,0.0286997,0.0184426,-0.0835942,0.0832373,-0.0234087,0.0608271,0.0145434,0.055946,0.0247235,0.0806993,0.0572813,0.0390669,0.0680863,0.0674133,0.0165786,0.0413527,-168029,0.99348
-178202,0.87724,0.254252,4,15,0,178228,-0.00712327,0.997437,-0.054832,-0.0472092,-0.0737762,-0.125292,0.0544112,0.016018,-0.024448,-0.0678977,0.0138752,0.0875069,0.0835339,0.0583384,0.087534,0.0130805,0.0245158,0.0868908,0.0181275,0.00968168,0.00675736,0.0270668,0.107714,0.0114512,0.0763574,0.0368404,-0.0538789,0.0174176,0.0553169,0.0550894,0.0506647,0.0525764,0.0328685,0.0449219,-0.00524196,0.225663,0.0134106,0.12144,-0.0146523,-0.0239566,0.112095,0.0437057,0.0468776,0.0387416,0.0388405,-0.0833078,0.101395,0.00647805,0.0433335,0.0400788,0.0627801,0.0392051,0.0632715,0.0253277,0.0509038,0.0572958,0.0509563,0.017032,0.0772446,-168005,0.993278
-178216,0.773866,0.254252,4,15,0,178237,-0.00691512,0.997087,-0.0484579,-0.0544138,-0.0546049,-0.132985,0.0346032,0.0161962,-0.0212437,-0.0814004,0.0133236,0.0822526,0.123005,0.0296527,0.0479771,0.0224515,-0.00153527,0.0937786,0.010966,-0.0010814,0.0167873,0.0556662,0.130986,0.00139517,0.0675386,0.0439249,-0.0841603,-0.00332392,0.0551583,0.0541864,0.0608989,0.0444818,0.0447794,0.0516925,0.00944107,0.183211,-0.00867842,0.0957781,0.0230839,-0.0343968,0.0797788,0.0599858,0.0373352,0.0108145,0.018143,-0.0752927,0.082599,0.0158964,0.0477521,0.0388964,0.0481898,0.0552031,0.0739086,0.0768652,0.0749589,0.103865,0.129971,0.0223466,0.0638453,-168006,0.993284
-178205,0.963608,0.254252,4,15,0,178248,-0.00794068,0.998927,-0.0397281,-0.0626907,-0.0716203,-0.118926,0.0509353,0.0176806,-0.0325081,-0.0718049,0.011176,0.0988101,0.0929805,0.0642861,0.0979859,0.0115999,0.0135847,0.0819664,0.0340568,0.0248018,0.00441854,0.0181898,0.0995458,0.00995302,0.0912521,0.0214316,-0.0415464,0.0121765,0.0592778,0.0519728,0.0552782,0.0302894,0.0211475,0.0394928,0.00186664,0.201275,0.0132345,0.110954,-0.0323524,-0.0178925,0.0982932,0.0448787,0.0621803,0.0491945,0.036214,-0.0911922,0.102538,0.00878726,0.0434377,0.0198622,0.0647868,0.0168591,0.0542694,0.0268125,0.0437227,0.0497294,0.0721815,0.0443805,0.0436357,-168020,0.993385
-178204,0.997709,0.254252,4,15,0,178227,-0.00882265,0.998513,-0.0595389,-0.0641012,-0.0477561,-0.140175,0.044578,0.0119823,-0.0113089,-0.070462,0.0194216,0.0770732,0.108206,0.0391415,0.0511668,0.0176671,0.0202844,0.0966598,0.0394773,0.0106277,0.0185135,0.0412016,0.11042,-0.00141913,0.0709285,0.0459467,-0.0631188,-0.00442353,0.0602718,0.0517765,0.0642614,0.0543138,0.0469122,0.0548105,0.0176637,0.190771,0.00669824,0.109449,0.0253939,-0.0337764,0.0870175,0.0315876,0.0502138,0.0254499,0.0352068,-0.0554555,0.0823087,-0.0164347,0.0618996,0.0352738,0.0409527,0.054135,0.0850614,0.0455251,0.0679761,0.0651603,0.073648,0.0395533,0.043281,-168012,0.993324
-178205,0.908715,0.254252,4,15,0,178232,-0.00923912,0.998169,-0.0444302,-0.0693773,-0.0556624,-0.14214,0.0498787,0.00276893,-0.0197859,-0.0750902,0.0214898,0.0732499,0.113723,0.0369391,0.0559046,0.0206099,0.00730718,0.100825,0.0377824,0.0016893,0.0222385,0.0327029,0.0994266,0.00511076,0.0684835,0.0301821,-0.0568955,-0.000206196,0.0785447,0.0550211,0.0644715,0.0453282,0.0489322,0.0339491,0.0251454,0.191414,0.00289805,0.114918,0.0148462,-0.020628,0.0990376,0.0257995,0.0587243,0.0360632,0.0224602,-0.0682898,0.0924212,-0.00830015,0.0586607,0.0339536,0.0403807,0.0496205,0.0594847,0.0384619,0.0677359,0.056822,0.0768369,0.0558378,0.0266499,-168023,0.993424
-178204,0.999887,0.254252,4,15,0,178232,-0.00770009,0.998378,-0.0491275,-0.0630162,-0.0493538,-0.109145,0.039634,0.0244822,-0.0308625,-0.0642011,0.00831515,0.10263,0.109523,0.0516056,0.0713108,0.018924,0.00605623,0.0705569,0.0326358,0.0231113,-0.000682257,0.0186094,0.134211,-0.0142803,0.0762859,0.0196724,-0.0435592,0.00429005,0.0555828,0.0480558,0.0488784,0.0489366,0.0184835,0.0540067,-0.00763554,0.172222,0.0237178,0.0948347,0.00316499,-0.0261499,0.0726795,0.0578752,0.0629493,0.0208578,0.0235785,-0.0794897,0.096585,-0.0462422,0.0455865,-0.00428273,0.0715211,0.0190844,0.0575206,0.0356748,0.0540324,0.0505589,0.0458227,-0.0185386,0.069179,-167988,0.993121
-178202,0.987197,0.254252,4,15,0,178226,-0.00915047,0.99675,-0.0489926,-0.0552832,-0.0746854,-0.122373,0.0376133,-0.0032322,-0.045875,-0.056422,0.00952638,0.10034,0.102257,0.0586121,0.0853939,0.0228129,0.00930387,0.0736343,0.0133427,0.013733,0.0162822,0.0415192,0.131269,-0.00317792,0.0642427,0.0281251,-0.0499131,-0.0150987,0.0572752,0.0551113,0.0795456,0.0300089,0.052379,0.0601734,0.0103077,0.195514,0.0125696,0.109989,-0.0170283,-0.0207656,0.0886387,0.0666007,0.0498559,0.0349113,0.03712,-0.069983,0.0937825,-0.0322599,0.0604216,0.0155283,0.0457441,0.034569,0.0356447,0.0382729,0.0734677,0.0490132,0.0556667,-0.000771296,0.0643246,-168002,0.99326
-178204,0.929758,0.254252,4,15,0,178230,-0.00915189,0.999566,-0.0418779,-0.0577205,-0.0501286,-0.126249,0.0480745,0.032458,-0.00861087,-0.0963429,0.00745739,0.0778213,0.108067,0.0375568,0.0597651,0.00819855,0.0179893,0.0961892,0.0381621,0.00672781,0.00308778,0.0304263,0.0947435,0.0115055,0.0929683,0.0377088,-0.0728692,0.0215263,0.0517814,0.0581622,0.0415174,0.0475017,0.0194965,0.0314404,-0.00297633,0.193386,-0.00459403,0.103646,0.00269512,-0.0343253,0.0878127,0.0353598,0.0522305,0.0197602,0.0186196,-0.10023,0.0887624,0.0232386,0.0526555,0.0383352,0.050292,-0.00410381,0.121935,0.0423689,0.0447912,0.0788775,0.0723758,0.0107336,0.0615687,-168012,0.993314
-178203,0.990178,0.254252,4,15,0,178231,-0.00980284,0.996404,-0.0550095,-0.0544498,-0.0761178,-0.118173,0.0354739,0.00542998,-0.0457508,-0.0572589,0.0158844,0.100137,0.0976715,0.0651395,0.0929556,0.0257612,0.00574012,0.0799152,0.0173748,0.0170596,0.0143597,0.0396317,0.12315,-0.00724802,0.0655186,0.0339411,-0.0563444,-0.017293,0.0516518,0.0519703,0.0831708,0.0370046,0.0516624,0.063526,0.00632443,0.19549,0.00737709,0.107726,-0.0120754,-0.0190759,0.0914679,0.0653867,0.0508602,0.0325924,0.0426828,-0.0635366,0.0911425,-0.028098,0.0407363,0.03997,0.0499252,0.0491692,0.044015,0.0360095,0.0551736,0.0612792,0.0607654,0.00217416,0.073566,-168011,0.993339
-178214,0.953124,0.254252,4,15,0,178235,-0.00894673,0.996419,-0.0334707,-0.0617816,-0.0231722,-0.127439,0.0490879,0.0257003,-0.0106379,-0.0956671,0.000404246,0.0776102,0.110502,0.0330402,0.0652505,0.0238592,0.0358276,0.0779911,0.0597748,0.0225073,0.00217825,0.0550644,0.11347,0.00918383,0.0871131,0.0406994,-0.0794569,0.0108419,0.0578729,0.0616214,0.0473883,0.0263528,0.0224931,0.0285239,0.00486782,0.181539,-0.00187206,0.0962257,0.00573494,-0.0240748,0.0874295,0.0407681,0.0544686,0.010441,0.00291424,-0.092473,0.0850418,-0.00407676,0.0708117,0.0275575,0.0750003,0.0131274,0.0626559,0.0302103,0.0555405,0.0793967,0.0641789,0.0320484,0.0548944,-167999,0.993235
-178202,0.995232,0.254252,4,15,0,178235,-0.00733013,0.996096,-0.0646701,-0.0506532,-0.096777,-0.131835,0.0275141,-0.00134814,-0.0217966,-0.0545344,0.00772449,0.089905,0.103172,0.0666837,0.0770278,0.0121884,-0.00980916,0.0911889,0.0199625,0.0148733,0.0108604,0.0298739,0.10454,0.00788869,0.0765967,0.0297633,-0.0496748,0.0198831,0.064028,0.0446192,0.0641383,0.0338484,0.0238052,0.0653921,0.00182965,0.209696,0.000104195,0.105016,0.00537746,-0.0336076,0.0866837,0.0592318,0.0514717,0.0247509,0.0405331,-0.0812032,0.0934656,-0.0320555,0.0299199,0.0345418,0.00812711,0.0233213,0.0488402,0.0413469,0.0464626,0.0718274,0.0557333,0.00555553,0.0269393,-168020,0.993409
-178206,0.836162,0.254252,4,15,0,178231,-0.0103748,0.995839,-0.0364486,-0.0510214,-0.0664903,-0.107875,0.0344706,0.0337351,-0.0457033,-0.0669419,0.0107524,0.0743873,0.0932508,0.041035,0.0741237,0.0153265,0.0149813,0.0849825,0.0416891,0.00721775,0.0232661,0.0514966,0.117345,0.000438384,0.0811522,0.0332505,-0.0526749,-0.00880705,0.0518642,0.0411615,0.0512423,0.02935,0.0344636,0.0394956,-0.009935,0.192625,-0.000895704,0.129459,-0.0106966,-0.0243114,0.0918766,0.0360421,0.0374469,0.0203745,0.0230703,-0.0880909,0.0790885,-0.0232898,0.0577582,0.0310533,0.0549832,-0.0185233,0.0719927,0.0564252,0.0412501,0.0890336,0.095268,0.00324072,0.0308653,-167974,0.993024
-178210,0.979121,0.254252,4,15,0,178241,-0.00728875,0.999097,-0.0504778,-0.0420494,-0.0466799,-0.124407,0.0549647,0.0077584,-0.0283456,-0.0857402,-0.00468683,0.0797676,0.114335,0.0361702,0.0551542,0.014074,0.0103422,0.0915712,0.0369321,0.028301,0.0315111,0.0540031,0.0901468,0.0253021,0.0682137,0.0331242,-0.069524,0.0129224,0.0479157,0.0573667,0.0770427,0.0605566,0.0400786,0.0591064,-0.00898342,0.197731,-0.0118597,0.119547,0.00452473,-0.0191251,0.0945405,0.0430525,0.057663,0.0280954,0.0325113,-0.0923649,0.0926873,-0.0338534,0.0593487,0.0359888,-0.0145396,0.0244101,0.0338332,0.0272048,0.0350229,0.118409,0.0724184,0.0343449,0.0493519,-168001,0.993231
-178213,0.778537,0.254252,4,15,0,178256,-0.0106192,0.998229,-0.0576131,-0.0619256,-0.0597157,-0.122179,0.0237619,0.0181515,-0.0194948,-0.0739335,0.00306359,0.0948715,0.0906139,0.0743396,0.0821045,0.0231603,0.0158671,0.0894321,0.012128,-0.00356954,-0.0134345,0.00797697,0.112362,0.00226677,0.0835341,0.0240612,-0.0454438,-0.00437303,0.0429296,0.0425846,0.0472868,0.0211297,0.0259991,0.0424325,0.00378229,0.206541,0.000889408,0.0862129,-0.0141946,-0.0383157,0.0877132,0.0505303,0.0661554,0.0145802,0.0150039,-0.0691796,0.0864636,-0.00741862,0.017256,0.00913292,0.0692551,-0.000723952,0.0995215,0.0772949,0.0538805,0.0620903,0.0941603,0.0321618,0.0359682,-168004,0.993258
-178214,0.900676,0.254252,4,15,0,178247,-0.0127895,0.998771,-0.0432315,-0.0590551,-0.0805832,-0.127431,0.0600781,0.0151593,-0.0318191,-0.081133,0.018766,0.10032,0.124538,0.0262821,0.0611472,0.0112626,-0.00600797,0.0930934,0.0312981,0.0237953,0.0194699,0.0515993,0.125393,0.0146538,0.0707958,0.0262629,-0.071256,0.00534787,0.059939,0.0640691,0.0763546,0.0673704,0.0369462,0.0520477,-0.00201983,0.204843,0.0145957,0.120476,-0.00839298,-0.0216963,0.0697212,0.0635968,0.0346701,0.0489252,0.03433,-0.0820781,0.0817961,-0.0439192,0.0180136,0.0320124,0.0149622,0.0331933,0.0422851,0.0713497,0.0547093,0.0887186,0.036783,0.0230673,0.018612,-168052,0.993657
