# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_model
# start_datetime = 2025-04-21 06:30:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/5iltbdvk.json
# init = 2 (Default)
# random
#   seed = 55229
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens/h2reg-20250421013040_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,mu_inner_beta,sigma_inner_beta,log_p,rmse
-355738,0.895219,0.298307,4,15,0,355799,-0.00735611,0.996943,-0.0107651,-0.0377854,0.0553907,-0.0325748,-0.00224229,0.0844332,0.0384501,-0.045368,-0.0337311,-0.0517079,-0.0679294,-0.0317355,-0.000370566,-0.0111694,0.00738098,-0.0286778,-0.0169181,0.00410766,-0.0407402,-0.0572428,-0.112877,-0.0654141,-0.0893751,-0.0037427,-0.0391601,-0.0161844,-0.0600281,-0.00902164,-0.0556024,-0.0448132,0.0435446,0.0272935,-0.0053281,-0.0373253,0.00735122,-0.0410585,-0.00856863,0.0286692,-0.0953505,-0.0156431,-0.0245196,-0.0408989,-0.036457,0.0164491,-0.0999995,-0.0381505,-0.0589942,-0.0364436,-0.127094,0.0398431,0.000124723,-0.0192629,-0.0945835,0.00638339,0.0614938,0.115014,0.0749023,0.0454697,0.02619,0.0271361,0.086951,0.0342438,-0.00369902,0.00244748,0.0244407,0.116524,-0.00661835,0.0755674,0.0202882,-0.0482334,-0.0153757,0.0435562,0.0481728,0.0482477,0.0311421,0.0375243,0.0312373,-0.00352364,0.213048,-0.0433463,0.0883477,-0.0179191,-0.0316214,0.0971264,0.068281,0.0508716,0.0312422,0.0459953,-0.0554554,0.0711753,-0.00635494,-0.0387771,-0.0565713,-0.00840371,-0.00104768,-0.0196397,0.0565802,0.0241084,0.0327971,-0.00426669,0.034898,0.0562636,0.0387234,0.0383098,0.0396998,0.0457937,0.0348654,0.0606462,0.120928,0.0531905,0.000423047,0.0516574,-337298,0.996773
-355733,0.957588,0.298307,4,15,0,355794,-0.00921329,0.996718,-0.0296771,-0.0417282,0.0765103,-0.0171961,-0.0252736,0.0513608,0.0166312,-0.0297182,-0.058446,-0.0349463,-0.0685961,-0.0248343,-0.0352558,-0.0345054,-0.0151943,-0.035793,-0.0118039,0.0186422,-0.0656103,-0.086628,-0.107429,-0.0518009,-0.0941639,-0.0304413,-0.0308461,-0.00735092,-0.0655979,0.0048123,-0.0576459,-0.0211907,0.0297262,0.00569657,-0.0142775,-0.0293167,0.0202557,-0.0179797,0.0208899,0.0287786,-0.0856927,-0.0180658,-0.0242638,-0.0421941,-0.0516617,0.0488181,-0.106023,-0.0512775,-0.065126,-0.0640884,-0.122438,0.0322687,0.00729747,-0.0114716,-0.0517729,0.0100603,0.0751428,0.0990578,0.0505179,0.0792053,0.00886871,0.0424045,0.101495,0.0311245,0.0214845,0.0204055,0.037856,0.12221,0.0279671,0.0753157,0.0295672,-0.0708956,0.033797,0.0522125,0.042786,0.0616382,0.0421737,0.0274646,0.0197557,-0.020421,0.212762,0.0138918,0.114664,-0.00156007,-0.0352804,0.098488,0.0351913,0.0562722,0.0237077,0.0192932,-0.0659787,0.096084,0.00265622,-0.0295654,-0.0431482,0.00236011,-0.0562651,-0.0392697,0.046349,0.0578859,0.0242628,0.0429103,0.064559,0.0166567,0.035605,0.0336769,0.0532019,0.0523491,0.0316188,0.0557412,0.0582342,0.0599556,-0.0119218,0.0354021,-337331,0.996914
-355733,0.995518,0.298307,4,15,0,355792,-0.00757369,0.9974,-0.0113611,-0.0453571,0.090887,-0.0229304,-0.00402848,0.0668701,0.0398159,-0.0369961,-0.0199394,-0.0351152,-0.0612673,-0.0047965,-0.026559,-0.013093,0.000177443,-0.0266128,-0.00823766,6.23098e-05,-0.0341886,-0.0527771,-0.0800153,-0.0528327,-0.0907292,-0.0524245,-0.0484549,-0.0408498,-0.0330686,-0.0155163,-0.0361477,-0.067422,0.0437786,0.00839987,0.00753062,-0.0533289,0.0157545,-0.0284694,-0.000792805,0.0224878,-0.0949191,-0.0100063,-0.0152844,-0.0533731,-0.0670205,0.027691,-0.107822,-0.0234733,-0.0529259,-0.0592942,-0.132645,0.0348412,0.0251369,-0.0271838,-0.0512691,0.0113823,0.0786983,0.0897696,0.0662413,0.0556734,0.0352777,0.00921793,0.0631947,0.04978,0.00488715,-0.00355177,0.026188,0.111442,0.0242361,0.0790262,0.0134908,-0.0764285,0.00487891,0.043007,0.0295793,0.0798538,0.0569257,0.0462167,0.0383856,0.0303966,0.185063,-0.0171568,0.0989601,-0.0071888,-0.0201313,0.0880362,0.0735727,0.0361863,0.0273459,0.0290064,-0.0631157,0.0792159,-0.00338595,-0.0169438,-0.0627655,-0.00996232,-0.014344,-0.0196272,0.0488267,-0.0107506,0.0489904,0.0197039,0.0714845,0.0332029,0.0185885,0.0353506,0.0672297,0.0427196,0.0265408,0.0617556,0.0804355,0.0785266,0.0106911,0.0377423,-337266,0.996639
-355723,0.694956,0.298307,4,15,0,355790,-0.00746775,0.996061,-0.0147233,-0.0194879,0.0647158,-0.0240921,-0.0209504,0.0497725,0.026544,-0.0386149,-0.0457126,-0.028307,-0.0549212,-0.0237634,-0.0141665,-0.0232505,0.000896539,-0.0282493,-0.00394445,0.00949536,-0.0722164,-0.0829836,-0.118708,-0.0654122,-0.0925137,-0.0193091,-0.0450413,-0.0330699,-0.0671172,-0.000389569,-0.0420246,-0.0171111,0.0404799,0.0244311,-0.0288335,-0.0490789,9.39475e-05,-0.053568,0.014699,0.0357389,-0.104359,0.00764561,-0.0145465,-0.0394643,-0.0565618,0.0499585,-0.11285,-0.0532255,-0.0600395,-0.0706921,-0.122529,0.032266,0.00295094,-0.0165407,-0.0699923,0.00467262,0.0782152,0.129842,0.0395518,0.086032,0.000890218,0.0390275,0.0957161,0.00885328,0.0212573,0.00958362,0.0256116,0.10347,0.0143895,0.0789098,0.0209537,-0.0716722,0.0142228,0.0486852,0.0549284,0.0728097,0.0282481,0.0301355,0.0380803,-0.0190324,0.209088,0.00832407,0.117169,-0.00233085,-0.00967222,0.109677,0.049456,0.0484509,0.0254258,0.0360161,-0.0763688,0.0904032,0.00154881,-0.0124239,-0.0593324,0.0434884,-0.0251383,-0.0360768,0.0284682,0.0435884,0.0488165,0.0459259,0.0344611,0.0142862,0.0354501,0.09376,0.0473618,0.0548301,0.0444125,0.0565709,0.0485961,0.0634114,0.00276948,0.0371637,-337350,0.996993
-355728,0.821267,0.298307,4,15,0,355777,-0.00750458,0.997268,-0.00925192,-0.0359794,0.0767522,-0.0247669,0.0070973,0.065761,0.0267691,-0.0131566,-0.0394458,-0.048255,-0.0740216,-0.00653529,-0.0234219,-0.021192,-0.0128316,-0.0238293,-0.0192151,-0.0030758,-0.0208838,-0.069335,-0.102403,-0.0544805,-0.101229,-0.0319039,-0.0410135,-0.0233931,-0.0490731,-0.0238188,-0.047249,-0.0434276,0.0393304,0.0270717,0.000866861,-0.0545372,0.0192118,-0.039529,-0.000697099,0.0210653,-0.0992476,-0.0192707,-0.029378,-0.045547,-0.0476893,0.0274082,-0.126248,-0.0349069,-0.047744,-0.0470917,-0.139604,0.0396363,0.0115034,-0.0157899,-0.0674434,0.0208131,0.0730214,0.122203,0.0567326,0.0574479,0.0323082,0.00558229,0.0901692,0.0488955,0.0112896,-0.00709318,0.0574214,0.104898,-0.00728902,0.0600706,-0.00600552,-0.0523632,-0.00500646,0.0535203,0.0396559,0.0687626,0.0351494,0.0470749,0.0501381,0.00646844,0.19618,-0.0186384,0.100475,0.006097,-0.0259092,0.102838,0.0611109,0.0508111,0.0113984,0.013013,-0.0512152,0.100334,0.0055376,-0.0329891,-0.0537906,0.0420695,-0.0224817,-0.00210813,0.0637529,0.000720156,0.0630789,-0.0251951,0.0442394,0.0353586,0.0305781,0.0708797,0.0737618,0.0601797,0.0544368,0.0483544,0.101696,0.114235,0.0276655,0.0594234,-337302,0.996791
-355719,0.788827,0.298307,4,15,0,355777,-0.00774987,0.996089,-0.0203767,-0.0399763,0.0656392,-0.0162824,-0.0133796,0.0665028,0.0252551,-0.0338088,-0.0485099,-0.033253,-0.066358,-0.0213439,-0.00936271,-0.0132112,-0.00497809,-0.0325849,-0.00590401,0.00756007,-0.0730372,-0.0742213,-0.126178,-0.0524509,-0.0754572,-0.0296694,-0.0523674,-0.0242334,-0.0550158,0.008515,-0.0524556,-0.0403975,0.046361,-0.00293472,-0.02162,-0.037596,0.00156183,-0.023792,0.0123691,0.0435649,-0.0919467,0.0106581,-0.014602,-0.0596205,-0.0429559,0.0506273,-0.0932617,-0.0450889,-0.0699204,-0.0611769,-0.134093,0.0339212,0.0144558,-0.0198432,-0.0675142,0.0023597,0.0809032,0.10705,0.0455491,0.0828293,-0.000164784,0.0379947,0.0902142,0.0346574,0.0139243,0.0222598,0.0152269,0.11778,0.0270564,0.0898813,0.0468507,-0.0739982,-0.00395129,0.0490012,0.042703,0.0648557,0.0493093,0.0308632,0.0356766,-0.00185983,0.189332,-0.00492175,0.113434,-0.0122896,-0.0129934,0.0881946,0.0605301,0.0420515,0.0477862,0.0477553,-0.0880997,0.0821483,-0.00451553,-0.00568248,-0.0727185,-0.00596379,-0.0375023,-0.0394204,0.0498715,0.0443197,0.0527491,0.0151396,0.0427705,0.0260166,0.0257343,0.0373117,0.0597672,0.048797,0.0398019,0.0649806,0.115353,0.0547099,-0.0101851,0.0633136,-337350,0.996992
-355727,0.771441,0.298307,4,15,0,355773,-0.00638104,0.997885,-0.0132718,-0.0425826,0.0882351,-0.0360869,-0.00464317,0.0665057,0.0295127,-0.0186118,-0.0391001,-0.0435075,-0.0736996,-0.00583619,-0.0246362,-0.0272165,-0.00373492,-0.0191944,-0.0147481,0.00663609,-0.0266397,-0.0600129,-0.0922301,-0.0544049,-0.115318,-0.0329211,-0.0306805,-0.0241004,-0.0515596,-0.0318289,-0.033522,-0.037281,0.0278273,0.026742,-0.00507978,-0.0563379,0.0100269,-0.0367674,-0.00175789,0.0265446,-0.0955394,-0.0134185,-0.0303007,-0.0326982,-0.051108,0.0282728,-0.132208,-0.0384471,-0.0436432,-0.0545798,-0.136819,0.0349675,0.00965026,-0.0205107,-0.0689382,0.0264033,0.0744246,0.123269,0.0730465,0.0641885,0.0331003,0.0089295,0.0912806,0.0160563,0.0133112,-0.00952522,0.0560458,0.108092,-0.0103991,0.0549471,-0.0106696,-0.0549667,0.00310673,0.0550803,0.0445629,0.0708692,0.0334374,0.0543336,0.0438678,-0.00218008,0.208427,-0.027182,0.0975961,0.00539399,-0.0278122,0.104395,0.0534312,0.0539237,0.00447858,0.00991028,-0.0532261,0.0908689,-0.00903715,-0.0397568,-0.0283782,-0.00814268,-0.00909482,-0.00110836,0.0413458,0.00466924,0.0292127,-0.00543986,0.0641614,0.0224914,0.0491324,0.0363473,0.0560861,0.0575657,0.0331171,0.0423596,0.0660884,0.0633297,-0.00687808,0.0313929,-337318,0.996858
-355725,0.913233,0.298307,4,15,0,355782,-0.00704257,0.996452,-0.00758774,-0.0297452,0.0523459,-0.011388,-0.00706264,0.0539852,0.0372615,-0.0342288,-0.0344571,-0.023721,-0.0619673,-0.0193936,-0.0120523,-0.00801965,0.0104753,-0.0262591,0.00120612,0.00549907,-0.0734631,-0.0796773,-0.115547,-0.050348,-0.0757615,-0.0388309,-0.0450135,-0.0428946,-0.0560319,0.00746114,-0.0444028,-0.0392964,0.0494598,0.000551969,-0.0221062,-0.0350812,0.00312734,-0.0254238,0.0156894,0.0345452,-0.113895,-0.00235467,-0.012862,-0.0561583,-0.0400888,0.0363452,-0.107937,-0.0457408,-0.069606,-0.0506198,-0.141491,0.0383745,0.0117779,-0.0211505,-0.0664725,0.0147724,0.0834262,0.113151,0.0386951,0.0740213,-0.00190137,0.0388091,0.0894354,0.0424718,0.0160509,0.0273604,0.0172837,0.119028,0.0319371,0.0907216,0.0478209,-0.0772387,-0.00727905,0.0583921,0.0452397,0.0665714,0.0435019,0.0459403,0.0325119,-0.0019691,0.198672,-0.00462288,0.114872,-0.00810692,-0.0185852,0.0988194,0.0471289,0.0235563,0.0412412,0.0495264,-0.094191,0.0746768,0.00551401,-0.0229235,-0.0613997,-0.00925329,-0.0228333,-0.0410591,0.0586224,0.0536725,0.0834773,0.0568795,0.043183,0.0248556,0.0348822,0.0286547,0.0506561,0.0467564,0.0496535,0.101726,0.0668672,0.0582896,0.0181503,0.0610219,-337375,0.997096
-355720,0.768454,0.298307,4,15,0,355783,-0.00676902,0.99699,-0.00551945,-0.0325767,0.0815041,-0.0190693,-0.0134834,0.0567586,0.0249467,-0.0310542,-0.0437874,-0.0410462,-0.063344,-0.0334596,-0.00536424,-0.0232082,0.00188511,-0.0398928,0.00183671,0.00245856,-0.0615219,-0.0789799,-0.107937,-0.0496491,-0.088433,-0.0422854,-0.0657972,-0.032723,-0.0396883,-0.00503689,-0.0381266,-0.0323772,0.0458629,0.0196012,-0.011797,-0.0550864,0.0222097,-0.0271585,0.00917664,0.0405211,-0.123803,-0.0318662,-0.00359223,-0.0578187,-0.0341102,0.0371342,-0.122076,-0.0419954,-0.0607654,-0.0671523,-0.13856,0.0303287,0.00524768,-0.0443296,-0.0974839,0.00126712,0.0861192,0.130656,0.0608103,0.0676873,0.0235622,0.0276007,0.0986073,0.0408697,0.0102298,6.96038e-05,0.018482,0.121381,0.0185977,0.0760755,0.0325747,-0.0697174,0.00917429,0.0567094,0.037183,0.0602312,0.0442023,0.0414169,0.0498201,-0.00287416,0.185591,-0.0108684,0.111522,0.00502657,-0.0203613,0.0969832,0.0490602,0.0466032,0.0309357,0.0389676,-0.0767295,0.0837344,0.00816802,-0.027352,-0.0511118,-0.00946514,-0.00910309,-0.0193309,0.0515873,0.0113563,0.0327901,0.0523161,0.0349586,0.0186439,0.0405513,0.0225693,0.0646212,0.0418942,0.061446,0.0777992,0.108566,0.0603472,0.00172497,0.0292231,-337396,0.997183
-355723,0.561539,0.298307,4,15,0,355783,-0.00580518,0.998829,-0.00345095,-0.0342963,0.0749903,-0.0259743,-0.0156051,0.0624077,0.0183372,-0.0295016,-0.0443753,-0.0375705,-0.0681354,-0.0349488,-0.0102196,-0.0257907,0.00206897,-0.0426686,0.00143702,-0.00443544,-0.0554874,-0.0729041,-0.107602,-0.042202,-0.0898178,-0.0449435,-0.0649418,-0.0334576,-0.0382202,-0.00300855,-0.0351391,-0.035487,0.0541142,0.0229954,-0.0137892,-0.0577657,0.0240956,-0.0325959,0.00510149,0.0404876,-0.123905,-0.0314065,-0.00577425,-0.0526166,-0.0332878,0.0371581,-0.122635,-0.0387946,-0.0604177,-0.0677834,-0.136889,0.0331504,0.00129648,-0.0379362,-0.0972587,-0.00333786,0.0871333,0.125416,0.0619587,0.0671602,0.0164899,0.0291484,0.0973379,0.0407667,0.0143483,0.000907338,0.0241139,0.120287,0.0217359,0.07319,0.0285155,-0.0707761,0.00919168,0.0513021,0.0388821,0.0572158,0.0448872,0.0488356,0.0518684,-0.00221761,0.185112,-0.0245857,0.111518,-0.000712281,-0.0173384,0.101329,0.0482956,0.0490821,0.0263284,0.038589,-0.0771481,0.0837794,0.00250311,-0.0253562,-0.0442737,-0.012168,-0.0124906,-0.0175386,0.0545595,0.0100539,0.023773,0.0447419,0.0373569,0.0190682,0.0448479,0.0208023,0.0694151,0.0441014,0.0584015,0.0776544,0.0994461,0.0586432,0.00207836,0.0300105,-337381,0.997117
-355733,0.782457,0.298307,4,15,0,355785,-0.00822325,0.999548,-0.025622,-0.0492969,0.0656364,-0.0199213,0.00293559,0.0626031,0.0339446,-0.0180894,-0.0328662,-0.0343339,-0.0638942,0.00573716,-0.0286791,-0.0107194,-0.0155662,-0.0146302,-0.024147,0.013112,-0.0430816,-0.0653828,-0.112394,-0.0615965,-0.104753,-0.00933651,-0.0212968,-0.0151346,-0.0510079,-0.0134479,-0.0603234,-0.0424225,0.0210686,0.00356103,-0.0124644,-0.0341822,-0.0133789,-0.0221617,0.0113135,0.0260686,-0.0788682,0.0226005,-0.0331673,-0.0500228,-0.064325,0.0382827,-0.103399,-0.0509965,-0.0547813,-0.0451605,-0.131705,0.0438084,0.0236331,0.000631472,-0.0393842,0.0350366,0.0600054,0.116996,0.0528227,0.0906478,0.00643445,0.011015,0.083995,0.0183399,-0.000164587,0.0144603,0.0429088,0.105657,0.00153048,0.0712412,0.00841907,-0.0537296,-0.0146418,0.0508767,0.0543156,0.0845804,0.0369866,0.0353862,0.023535,-0.00144915,0.213129,0.00643302,0.110585,-0.0106763,-0.0245079,0.0836534,0.0647383,0.0381329,0.023059,0.0245965,-0.0700872,0.0957189,0.00853953,-0.0147057,-0.0241373,-0.00403763,-0.00631368,-0.0155471,-0.00768592,0.00305394,0.00846876,-0.0105524,0.044003,0.0272024,0.0564363,0.0580186,0.0700769,0.0987848,0.0645652,0.0393257,0.0683955,0.0620756,-0.00896567,0.0150912,-337297,0.996762
-355735,0.954969,0.298307,4,15,0,355793,-0.00898866,0.995596,-0.0108259,-0.0381288,0.0622009,-0.0236813,-0.0247709,0.0591098,0.0168237,-0.0268877,-0.0462959,-0.0292201,-0.0497115,-0.0229782,-9.09965e-05,-0.0193281,0.00783079,-0.0343703,0.00201894,-0.00783949,-0.0570025,-0.0591123,-0.113504,-0.0361256,-0.0785383,-0.0427091,-0.050593,-0.0397673,-0.0495796,-0.00955143,-0.0369467,-0.0402746,0.0413567,0.031634,-0.0138333,-0.0575201,0.0194102,-0.0424852,0.00643953,0.0361446,-0.120092,-0.0345747,-0.00762546,-0.0509851,-0.0403093,0.0432173,-0.121185,-0.0404713,-0.0681496,-0.0458825,-0.142086,0.0327261,0.00395066,-0.035904,-0.093295,-0.00546522,0.0948,0.117158,0.0614057,0.0723642,0.0201036,0.0437922,0.100704,0.0323041,0.0029916,-0.00352888,0.028038,0.0965332,0.00723428,0.0715604,0.0145018,-0.0757811,0.0104633,0.0445693,0.0229569,0.0501468,0.0502959,0.0433567,0.052836,-0.0161517,0.190522,-0.0335424,0.112413,0.0106853,-0.0247179,0.0900946,0.0484928,0.0430999,0.0204117,0.0168287,-0.0594362,0.0743084,-0.0121223,-0.0159021,-0.0279251,-0.01112,-0.0106294,-0.0127449,0.0230515,5.20193e-05,-0.00283118,-0.01089,0.0402113,0.0180694,0.0615691,0.0215005,0.0525828,0.046177,0.0712101,0.061127,0.159629,0.0556431,-0.000924701,0.0166767,-337375,0.997096
-355735,1,0.298307,4,15,0,355791,-0.00635699,0.995571,-0.0122465,-0.0234766,0.0614551,-0.0478699,-0.00261503,0.0791603,0.030814,-0.0394289,-0.0372053,-0.0289101,-0.0618363,-0.00814234,-0.0119831,-0.0294946,-0.0297777,-0.0022064,-0.0303539,0.0131364,-0.0605607,-0.0467094,-0.107691,-0.0503415,-0.108626,-0.0179312,-0.0320339,-0.0348999,-0.041339,-0.0218461,-0.030202,-0.0297243,0.0466495,0.0083117,-0.0116074,-0.0387168,0.0171545,-0.0178109,0.0125569,0.035405,-0.0726771,0.00827764,-0.0111478,-0.0493362,-0.0535351,0.0300503,-0.107005,-0.033748,-0.058441,-0.067859,-0.107924,0.0350953,0.0265672,-0.00751268,-0.0656046,0.00311837,0.0614538,0.116728,0.0699056,0.0829364,0.0292371,0.0341678,0.072714,0.0320909,-0.000393238,0.00173383,0.036194,0.104396,0.00896925,0.0888629,0.0163651,-0.0692762,-0.0021775,0.0558657,0.0432044,0.0607061,0.0306329,0.0260021,0.0246199,0.00133791,0.213119,-0.0289562,0.116056,-0.00710157,-0.0134397,0.118243,0.0398052,0.0455922,0.00851446,0.0249753,-0.0829642,0.0755127,-0.0162522,-0.0195117,-0.0326303,-0.00966316,-0.0291021,-0.0317901,-0.0126027,0.00130445,-0.0158503,0.00305385,0.0805158,0.0161007,0.0304575,0.0518147,0.0535165,0.0590072,0.0640493,0.046,0.092592,0.0561288,-0.017224,0.0106773,-337299,0.996775
-355727,0.952853,0.298307,4,15,0,355796,-0.00741458,0.997506,-0.029601,-0.0419136,0.0922173,-0.0328237,-0.013129,0.0583552,0.0418421,-0.0272423,-0.046263,-0.0166439,-0.0720994,-0.00308378,-0.0214255,-0.000991458,-0.0164439,-0.0440687,-0.0155821,0.00533226,-0.0478703,-0.0777386,-0.097769,-0.0417385,-0.105442,-0.0211524,-0.0337621,-0.0253791,-0.0525558,-0.0162861,-0.0570512,-0.0300404,0.0231043,0.0022573,-0.000593549,-0.0463054,0.0211117,-0.0325928,0.018077,0.0208818,-0.0938142,0.004248,-0.0126257,-0.0338241,-0.0450383,0.0412821,-0.120891,-0.039891,-0.0586524,-0.0570839,-0.126343,0.0187035,0.0127227,-0.0247676,-0.0680718,0.00634735,0.0595119,0.129217,0.0456897,0.0726392,0.0100158,0.0192104,0.0921427,0.0112485,0.00223988,0.00662863,0.0238097,0.125134,-0.0020773,0.0927277,0.0269412,-0.0650182,-0.0221677,0.0652515,0.0528271,0.0705529,0.0363154,0.0325224,0.0620434,-0.00459108,0.194917,-0.0341958,0.100972,0.0127656,-0.0114466,0.114036,0.0521128,0.0366701,0.00413284,0.0250943,-0.0458788,0.0591382,-0.0172592,-0.026445,-0.0510919,-0.0345322,-0.0308881,-0.0268443,0.00589758,-0.0152276,0.00410961,-0.000234053,0.0503585,0.0265877,0.0317923,0.0590068,0.0722533,0.0680221,0.0727789,0.094448,0.0951353,0.044338,-0.0239524,0.0198114,-337333,0.99692
-355727,0.792858,0.298307,4,15,0,355793,-0.00873544,0.997351,-0.0016288,-0.0454642,0.0562207,-0.0136735,-0.00325138,0.0720461,0.0122449,-0.0428902,-0.045105,-0.0603187,-0.0695765,-0.0360466,-0.0170733,-0.030779,0.00312111,-0.0188247,-0.00524272,0.00276818,-0.0572703,-0.0643792,-0.121905,-0.0606268,-0.0880311,-0.0401418,-0.04388,-0.0133884,-0.0538912,0.00485274,-0.0365708,-0.0396467,0.0618422,0.0186867,-0.0176737,-0.0411812,-0.0118399,-0.0300764,-0.0056485,0.042421,-0.0994101,-0.0144116,-0.0308183,-0.063149,-0.0530164,0.0304731,-0.106333,-0.0437865,-0.0581686,-0.0484308,-0.135507,0.0506799,0.013736,-0.0149218,-0.0596883,0.019629,0.0924046,0.107308,0.0690795,0.0783427,0.0203613,0.0310954,0.0899384,0.0411053,0.0130928,0.00711384,0.0463902,0.109812,0.025147,0.0607442,0.0185582,-0.0655341,0.0155332,0.0359795,0.0397661,0.0508064,0.039167,0.0503427,0.0256025,-0.00354455,0.198972,0.00279968,0.113275,-0.0234914,-0.0342691,0.0627104,0.0547258,0.0476289,0.0466048,0.0218284,-0.0954123,0.112897,0.00659525,-0.0264344,-0.0461245,-0.00616052,-0.0234581,-0.0211183,0.053998,0.0340803,0.0777321,0.0239838,0.0801902,0.0302485,0.0404025,0.0363064,0.0425041,0.0439486,0.0566155,0.0426044,0.0844918,0.059545,0.011038,0.0398582,-337324,0.996883
-355722,0.875256,0.298307,4,15,0,355777,-0.00802915,0.996629,-0.00739907,-0.0285316,0.0832173,-0.0384363,-0.011964,0.053505,0.0229659,-0.010233,-0.041564,-0.00787132,-0.0585405,0.00651247,-0.0173441,-0.0101666,-0.00727718,-0.0388586,-0.0227875,-0.0031314,-0.0530515,-0.0542256,-0.101269,-0.053229,-0.0953552,-0.0196833,-0.0449414,-0.0344985,-0.046898,-0.0238717,-0.0552686,-0.0521013,0.0217958,0.00976686,0.000826439,-0.0395336,0.00599244,-0.0347225,0.00663561,0.0317274,-0.101645,-0.0136582,-0.00981362,-0.0462618,-0.0387617,0.0471426,-0.12981,-0.0401414,-0.0577102,-0.0469861,-0.139749,0.0174114,0.0058255,-0.0212328,-0.0931971,0.0233989,0.0691075,0.112593,0.050566,0.0893186,0.0123969,0.0187665,0.0806697,0.0291638,0.0228145,0.0136773,0.00894183,0.109222,0.00632147,0.0697716,0.0272158,-0.0691449,-0.00637655,0.055889,0.0480871,0.07882,0.0430178,0.0430145,0.0506378,0.000161589,0.19838,-0.0226574,0.0998769,0.0113014,0.00310737,0.119893,0.0537707,0.0227978,0.0270384,0.0389479,-0.05846,0.0639071,0.0163017,-0.00901169,-0.0637771,-0.01988,-0.0074009,-0.0408311,0.0346781,0.00825542,0.0275169,0.0232703,0.0422364,0.0206971,0.030928,0.0322426,0.0574948,0.0537504,0.0421127,0.0664317,0.14567,0.0514444,-0.0159491,0.0302345,-337331,0.996912
