# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_model
# start_datetime = 2025-03-23 20:04:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/6ti7noxb.json
# init = 2 (Default)
# random
#   seed = 69587
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens/h2reg-20250323150456_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,mu_inner_beta,sigma_inner_beta,log_p,rmse
-178210,0.994121,0.278402,4,15,0,178238,-0.010956,0.999148,-0.0325078,-0.036807,-0.0703828,-0.112094,0.0437556,0.00720926,-0.0506602,-0.0847493,0.0283266,0.0761771,0.0993786,0.031893,0.0717229,0.00191639,0.00285803,0.0891275,0.0302642,0.000840788,0.00803782,0.0443442,0.0928956,-0.0165721,0.0793596,0.0434582,-0.0555552,-0.00666661,0.0667991,0.0357254,0.0587088,0.0241981,0.0186638,0.0248417,0.00425021,0.204898,0.00835661,0.100488,-0.0133181,-0.0250962,0.0813943,0.0501827,0.0432612,0.0302414,0.0335904,-0.0909676,0.0766119,-0.0242595,0.0497676,0.0367573,-0.000539701,-0.0161818,0.0713948,0.0516176,0.0603358,0.0821995,0.0549391,0.021222,0.0683468,-167991,0.99314
-178212,0.957256,0.278402,4,15,0,178245,-0.00873461,0.9969,-0.0560545,-0.0702321,-0.0495073,-0.141107,0.0471379,0.017754,-0.00704276,-0.0713477,-0.000567191,0.105799,0.104071,0.0740437,0.0616705,0.031326,0.0259455,0.0904552,0.0191725,0.0274216,0.00919251,0.0396522,0.121769,0.0238318,0.077469,0.0192596,-0.0615327,0.0198764,0.0455934,0.0755664,0.0619009,0.0485506,0.0613105,0.0669687,0.00336054,0.188577,-0.00120335,0.107319,-0.000197482,-0.0264775,0.0921578,0.0530551,0.0642224,0.030512,0.0215885,-0.0781697,0.105116,0.000228906,0.0604515,0.0296435,0.0874183,0.0879102,0.077508,0.0384005,0.0616215,0.0565563,0.118587,0.0715442,0.109377,-168039,0.993566
-178219,0.917015,0.278402,4,15,0,178246,-0.00801052,0.997949,-0.0278954,-0.0511875,-0.0858126,-0.125325,0.0465082,0.0338182,-0.0528097,-0.0820224,0.027534,0.0875373,0.0912061,0.0288855,0.0840596,0.0140399,-0.00117773,0.0951836,0.0217635,-0.0237486,0.0101344,0.0157704,0.100954,-0.0287961,0.089007,0.0546567,-0.0658217,0.013941,0.0518923,0.0495366,0.0592034,0.0313635,0.0282875,0.0354806,0.00298242,0.200087,-0.00520774,0.109772,-0.0123256,-0.0401596,0.103813,0.0507208,0.0599956,0.0343577,0.0128879,-0.107168,0.0776685,0.00880067,0.0627402,0.0348639,0.0484164,0.0561483,0.091534,0.0731407,0.0477663,0.0858378,0.149108,0.0394506,0.0129867,-168031,0.993495
-178210,0.562372,0.278402,4,15,0,178248,-0.0084692,0.996993,-0.051437,-0.0349029,-0.0511931,-0.11925,0.0443803,0.0130808,-0.0140666,-0.0815962,0.00860736,0.0947535,0.0960583,0.0454663,0.0743891,0.0376724,0.00427755,0.100491,0.0353734,0.0136472,-0.00164337,0.0543201,0.115226,-0.0136921,0.078132,0.026427,-0.0802527,-0.000414347,0.0550232,0.0603527,0.073399,0.0335266,0.0291746,0.066577,0.0183561,0.205756,0.00713004,0.092704,0.0182498,-0.0280262,0.0898099,0.0669986,0.0585534,0.0325791,0.0330834,-0.0731749,0.111121,0.0614551,0.0414713,0.0253504,0.0729544,0.0244072,0.111971,0.0694633,0.0910941,0.0681173,0.0716674,0.0409901,0.0291679,-168002,0.993256
-178205,0.978548,0.278402,4,15,0,178244,-0.00853584,0.996554,-0.0429986,-0.0713591,-0.0759991,-0.113776,0.047372,0.0346159,-0.0384822,-0.0791806,0.00910656,0.0836808,0.115217,0.0474012,0.0635719,-0.0105931,0.0144791,0.0821447,0.0173333,0.0137471,0.00892589,0.0132864,0.114524,0.00249416,0.0773431,0.0334746,-0.0455531,0.00429886,0.0545079,0.0485137,0.0627968,0.0394142,0.0325131,0.0198337,-0.0118602,0.182006,0.00919399,0.113616,-0.0254961,-0.019997,0.0734958,0.0418722,0.0410597,0.0252964,0.0311185,-0.0741591,0.0690875,0.000169267,0.0393517,0.031208,0.0074371,0.023761,0.0892373,0.0288203,0.0392269,0.0699355,0.052239,0.0170133,0.0192061,-168010,0.993327
-178210,0.831834,0.278402,4,15,0,178240,-0.00892616,0.99923,-0.0223371,-0.0571907,-0.0610114,-0.109484,0.0368216,0.0238674,-0.0472908,-0.0793733,0.0230221,0.0819958,0.111349,0.069715,0.0805663,0.0211824,0.010661,0.0860558,0.0254577,0.0106734,0.0296679,0.0159727,0.105358,0.00505558,0.0825002,0.0608109,-0.0439061,0.00351166,0.0490251,0.0467795,0.057464,0.0594385,0.0360045,0.0512697,-0.0111861,0.172492,-0.00507761,0.119865,-0.0107099,-0.0246256,0.071686,0.043487,0.0432204,0.0265044,0.0458203,-0.0782487,0.0615857,0.0194777,0.0527851,0.0259943,0.0357285,0.0054272,0.0619278,0.031225,0.0374651,0.0594958,0.04132,0.0280758,0.0255718,-168006,0.993264
-178208,0.644621,0.278402,4,15,0,178245,-0.0082439,0.998324,-0.0531031,-0.0417865,-0.0399549,-0.122507,0.0398061,0.0230765,-0.0261178,-0.0787658,0.00187086,0.0795971,0.129038,0.0489322,0.0824048,0.0194464,-0.000491128,0.0836091,0.0245597,0.0270749,0.0296515,0.0421416,0.111438,0.023161,0.0719795,0.0361054,-0.0707899,0.00709641,0.0565123,0.0508904,0.0488361,0.0358028,0.0399232,0.0379532,-0.0253889,0.190908,0.000916929,0.100663,0.0075487,-0.00605705,0.117328,0.0365635,0.0399664,0.025446,0.0325939,-0.0813312,0.0627563,-0.054207,0.0579711,0.0442139,0.051767,0.0280314,0.0450753,0.0420424,0.0375566,0.050625,0.0512517,0.0253517,0.0376196,-168009,0.993303
-178204,0.934655,0.278402,4,15,0,178235,-0.00755675,0.997832,-0.0405067,-0.073115,-0.078974,-0.123971,0.0565715,0.0244198,-0.0221335,-0.0637096,0.0169941,0.0934968,0.0940882,0.0471408,0.0639924,0.0185981,-0.0131043,0.0767726,0.0329591,0.00424153,-0.00645144,0.0413703,0.113401,0.000267077,0.0871073,0.0327948,-0.0651728,0.00302233,0.0466228,0.0573903,0.0582092,0.00524679,0.0130156,0.0427792,0.0153954,0.209114,0.00608094,0.107399,-0.0169388,-0.028191,0.0618558,0.0585685,0.0472653,0.0257442,0.0294982,-0.0712252,0.10796,-0.0207933,0.0654294,0.0229559,0.0353216,0.0301306,0.0796706,0.0536469,0.0704805,0.114231,0.0583506,0.018818,0.0455945,-168010,0.993319
-178202,0.99142,0.278402,4,15,0,178226,-0.00722711,0.998191,-0.042403,-0.0388133,-0.0418064,-0.125246,0.0317215,0.00514806,-0.0259261,-0.0881244,0.00296541,0.0791,0.11512,0.0495805,0.0770898,0.0124321,0.0326315,0.0980064,0.0219279,0.0236808,0.0281124,0.0293064,0.109055,0.00766404,0.0671063,0.0342889,-0.0604613,0.0116597,0.0573945,0.0530686,0.0605498,0.0713127,0.0534012,0.0434532,-0.00205266,0.182554,-0.00304972,0.09991,0.00344942,-0.0213172,0.0994633,0.0475748,0.0543913,0.0284117,0.0252629,-0.0863577,0.068987,-0.0104329,0.0577212,0.0172164,0.0452869,0.0235647,0.0814047,0.0566251,0.0415053,0.0414458,0.080087,0.033816,0.0226375,-167996,0.993192
-178203,0.872392,0.278402,4,15,0,178229,-0.00891976,0.998533,-0.0299884,-0.0650582,-0.0672702,-0.121839,0.0534524,0.0217741,-0.0328919,-0.0761581,0.0127436,0.10885,0.117383,0.0338541,0.0640723,0.0295051,-0.0157389,0.0977997,0.0205122,0.00344504,-0.0143617,0.045888,0.105607,0.00828769,0.0819141,0.0302827,-0.0657472,0.00386794,0.046879,0.0522198,0.0558695,0.0230835,0.0124705,0.0504572,0.0180781,0.197882,0.00549666,0.119878,-0.0172794,-0.0201346,0.0866033,0.040752,0.0415858,0.0233813,0.0138999,-0.0877646,0.102562,-0.039193,0.0479969,0.0438421,0.0751248,0.0421768,0.0436557,0.0392441,0.0596115,0.0831556,0.0568622,0.026122,0.03766,-168036,0.993526
-178205,0.800603,0.278402,4,15,0,178235,-0.00714557,0.997305,-0.0459094,-0.0542629,-0.0574386,-0.107761,0.0459328,0.0107495,-0.023864,-0.0791012,0.0157272,0.0788447,0.117165,0.0465518,0.0752091,0.0134752,0.00457214,0.0777755,0.039354,0.0101757,0.0116911,0.0308272,0.121548,0.00817817,0.0909992,0.00572932,-0.0652237,0.0029246,0.0379826,0.0588797,0.0520587,0.0326529,-0.00420552,0.040104,0.00689278,0.19664,0.00250643,0.0982781,0.000291297,-0.00825079,0.0992754,0.0440764,0.0435137,0.0334623,0.024383,-0.104114,0.0770981,-0.0119472,0.0220132,0.0366244,0.0650768,0.0374241,0.0443381,0.0361837,0.0496785,0.0687133,0.0681776,0.0788705,0.0631803,-167984,0.993098
-178207,0.743634,0.278402,4,15,0,178236,-0.0086116,0.998955,-0.0396299,-0.0502168,-0.061572,-0.110936,0.0438824,0.0131108,-0.0264379,-0.0736202,0.0280769,0.083084,0.110873,0.0523727,0.0777297,0.0178812,0.015156,0.0899079,0.017576,0.0231342,0.00719068,0.0455805,0.0999635,0.00336858,0.0914593,0.0237781,-0.0631118,0.0102184,0.0352184,0.075111,0.0523859,0.027518,-0.00433877,0.0441548,-0.00185705,0.206305,0.00412456,0.0971583,-9.11765e-05,-0.00822935,0.0958607,0.0333781,0.0427344,0.0319083,0.0322259,-0.101723,0.0639692,-0.0333432,0.0529753,0.0256317,0.0523005,0.0300801,0.041107,0.0349379,0.054823,0.0413717,0.0461929,0.0117111,0.0226022,-167995,0.993173
-178207,0.995187,0.278402,4,15,0,178232,-0.00779571,0.99927,-0.0533239,-0.0779179,-0.0653532,-0.13351,0.0465101,0.020425,-0.0360913,-0.0773378,-0.00155246,0.0940168,0.113503,0.0436911,0.0657758,0.019422,0.0052323,0.086135,0.0364906,0.00202274,0.0121414,0.0337938,0.109648,-0.00297239,0.0601345,0.0273785,-0.0634457,-0.0127973,0.0811996,0.0351645,0.0651122,0.0517425,0.0637238,0.0491739,0.0143473,0.188772,0.00221403,0.11019,-0.00519569,-0.0446084,0.0782009,0.0649963,0.0661391,0.0363832,0.0244194,-0.0748035,0.114354,0.00514172,0.0534057,0.0447921,0.0556635,0.0236388,0.0838777,0.0350666,0.0523788,0.12738,0.0602731,0.0308537,0.0272571,-168037,0.993526
-178199,0.906215,0.278402,4,15,0,178233,-0.00797554,0.998939,-0.0560702,-0.045459,-0.0463166,-0.115142,0.0314395,0.0157015,-0.0290836,-0.0761114,0.00623875,0.0962155,0.111704,0.0567065,0.0731686,0.0165922,0.0200556,0.0809501,-0.00100378,0.0212493,-0.00413814,0.0448216,0.10471,0.0114909,0.0876366,0.0270509,-0.0510881,0.00106558,0.0548303,0.0505995,0.0507958,0.0648748,0.0234771,0.0598783,-0.00068641,0.194678,-0.00168166,0.110963,0.00140535,-0.00912577,0.102455,0.0480428,0.044541,0.0360166,0.0287169,-0.0838489,0.0885176,0.0218237,0.0440553,0.0238451,0.0555633,0.0250757,0.0593391,0.0333393,0.0521296,0.0781812,0.0532158,0.0109827,0.0405532,-167990,0.993136
-178193,0.977067,0.278402,4,15,0,178217,-0.00881992,0.998907,-0.0452524,-0.0568209,-0.0663694,-0.132725,0.0553187,0.0206264,-0.0286105,-0.0691534,0.017365,0.0817525,0.108096,0.0526265,0.0784871,0.0140093,0.0162963,0.0978778,0.0535753,0.0180685,0.0222965,0.0374838,0.101505,0.00623473,0.0671183,0.0321798,-0.0553253,0.00726817,0.0458784,0.0634237,0.0697206,0.026902,0.0446426,0.0423529,0.00262516,0.18743,0.0128058,0.104197,-9.48035e-06,-0.0435159,0.0773781,0.0531273,0.059058,0.0262935,0.0234151,-0.0851433,0.101659,-0.0331426,0.0702637,0.0390731,0.0461485,0.0329612,0.0525575,0.0504665,0.0354409,0.0600614,0.0679573,-0.00403916,0.0766839,-168033,0.993498
-178201,0.866253,0.278402,4,15,0,178220,-0.00919934,0.996677,-0.0383569,-0.0538822,-0.0584567,-0.117033,0.0297157,-0.00419073,-0.0247815,-0.0843985,0.00431126,0.0927757,0.103752,0.0459998,0.0709308,0.0153345,0.00788836,0.0797959,-0.000119925,0.0109352,-0.00945257,0.0317726,0.116323,0.000102565,0.0902405,0.0343534,-0.0714945,-0.00208213,0.0652736,0.050127,0.0507904,0.0548918,0.0255859,0.0534476,0.00228198,0.204798,-0.00711442,0.111084,-0.0100878,-0.0122112,0.0982657,0.0470691,0.0412771,0.0423407,0.0315193,-0.0764838,0.0718566,-0.050238,0.035503,0.0166914,0.0596908,0.00793629,0.0911718,0.0371362,0.0716028,0.0595061,0.0582113,-0.0412819,0.0792706,-167976,0.993039
-178205,0.803913,0.278402,4,15,0,178233,-0.00828875,0.997958,-0.0494184,-0.0534154,-0.0505387,-0.122937,0.041559,-0.00492889,-0.021695,-0.0817528,0.018658,0.0958389,0.099761,0.0423769,0.0656358,0.00645147,-0.0134605,0.0792436,0.0177604,0.0109321,0.00585405,0.0381005,0.10832,0.0203602,0.0748191,0.0423105,-0.0751299,-0.0108362,0.0674961,0.0352312,0.0532234,0.0559964,0.0408272,0.045974,0.00285082,0.195413,-0.0161595,0.12042,-0.0147128,-0.0235354,0.0821393,0.0434591,0.0368664,0.023751,0.0267348,-0.0798872,0.079227,-0.0345174,0.0305289,0.0201469,0.0664306,-0.00642582,0.0716443,0.0355485,0.0390568,0.0738894,0.0662976,-0.0439666,0.266149,-167987,0.993118
-178202,0.947089,0.278402,4,15,0,178227,-0.00764406,0.996801,-0.0477796,-0.0553323,-0.0570515,-0.128185,0.0395644,-0.000127304,-0.0178204,-0.082535,0.0122235,0.0858779,0.0961817,0.0398862,0.0584082,0.00938182,-0.00934195,0.079756,0.029511,0.00149112,0.0124072,0.0361466,0.110041,0.021238,0.0702452,0.0373184,-0.0691603,-0.0204996,0.0610572,0.0350554,0.0463706,0.0523757,0.0326116,0.0403178,0.00924915,0.199163,-0.0185731,0.117447,-0.0151873,-0.020576,0.0822366,0.0530538,0.0392419,0.00950005,0.0254215,-0.0869567,0.083424,-0.0224803,0.0322982,0.0197126,0.0808077,0.00187468,0.0551591,0.0421115,0.038177,0.0752635,0.0689188,-0.0277126,0.102841,-167982,0.993087
-178208,0.834206,0.278402,4,15,0,178237,-0.0101009,0.997196,-0.0430547,-0.056896,-0.0955227,-0.132278,0.0473132,0.0233027,-0.0298492,-0.0964794,0.0134339,0.106459,0.123112,0.0594274,0.0916709,0.0217129,0.0257246,0.0885881,0.0312211,0.0186375,0.000512439,0.0369152,0.102737,-0.0157754,0.0908333,0.0255481,-0.0725982,0.00903359,0.0488683,0.0668282,0.0594196,0.027915,0.0466187,0.0455348,-0.0115979,0.189333,0.0260928,0.0912646,-0.0151027,-0.0356169,0.0823752,0.0655273,0.0651428,0.046292,0.0274091,-0.0830107,0.0895227,-0.00413041,0.0789181,0.0334194,0.0575893,0.00388265,0.121332,0.045295,0.0852385,0.0785456,0.0904604,0.0551021,0.0300725,-168083,0.993934
-178206,0.863391,0.278402,4,15,0,178243,-0.00902978,0.997938,-0.044795,-0.0617575,-0.0309754,-0.119855,0.0418711,0.0136882,-0.0276357,-0.0632557,0.0149465,0.0736662,0.0927522,0.0358233,0.0623167,0.00822296,-0.00435598,0.0802949,0.0199911,0.0127849,0.0106648,0.0207027,0.121712,0.0266705,0.0715435,0.0392925,-0.0426465,0.0033564,0.0645196,0.0441366,0.0592495,0.0534053,0.0310663,0.0412505,0.0224214,0.193412,-0.018917,0.121463,0.00519585,-0.0212628,0.0946096,0.0330515,0.0413465,0.0271914,0.0270428,-0.0816172,0.0958144,-0.0304653,0.0303337,0.0138572,0.0791447,0.0302119,0.0309511,0.0370163,0.0520448,0.105947,0.0392423,0.0326896,0.0400569,-167957,0.992865
-178212,0.85104,0.278402,4,15,0,178245,-0.00787892,0.997515,-0.0358822,-0.0273317,-0.040591,-0.109986,0.0455048,0.0105769,-0.0316163,-0.0838154,-0.00406463,0.0800737,0.0941149,0.042077,0.0522652,0.00982255,0.0175083,0.0777293,0.017495,-0.00473316,0.0136515,0.0247155,0.133007,-0.00978231,0.0712627,0.0464215,-0.0612698,0.000383444,0.0729849,0.0503523,0.076953,0.0493221,0.0261545,0.0455124,0.00500241,0.177904,0.00679538,0.106303,0.00751748,-0.00913685,0.0802225,0.0495163,0.0401834,0.0309365,0.0160326,-0.0548375,0.0606179,-0.0121728,0.0424828,0.0405496,0.0236197,0.0205617,0.0653915,0.0290603,0.0529413,0.128535,0.0400149,0.0193939,0.0433223,-167948,0.992793
-178210,0.978297,0.278402,4,15,0,178247,-0.00806971,0.997831,-0.0526477,-0.0846763,-0.0732185,-0.137608,0.0372744,0.0197504,-0.0204094,-0.0640355,0.0267417,0.0994519,0.11768,0.0685346,0.0971647,0.0257245,0.00297595,0.0990002,0.03693,0.0346153,0.0023196,0.0463956,0.0960093,-0.000613458,0.0864229,0.0194314,-0.0661259,0.00329884,0.0359899,0.0576943,0.0469154,0.0301222,0.0411311,0.0465403,-0.00579911,0.217763,0.0037136,0.110859,-0.0130093,-0.037725,0.0878042,0.0513115,0.0628126,0.0266935,0.0407738,-0.0962923,0.117541,-0.0309962,0.0718469,0.0285303,0.0437626,0.0216058,0.0802501,0.0607729,0.0753907,0.0538389,0.0819623,0.0406939,0.0521199,-168075,0.993867
-178206,0.9517,0.278402,4,15,0,178239,-0.010374,0.99875,-0.0330095,-0.0587097,-0.0624469,-0.144982,0.0357054,0.0202318,-0.0366121,-0.0576347,0.00361316,0.0719645,0.100986,0.0601517,0.097345,0.0256531,0.0199598,0.0758473,0.0142097,0.0144767,0.0218962,0.0236009,0.114146,0.0184903,0.0775555,0.0297177,-0.0554471,-0.0231826,0.0652664,0.0698333,0.0695045,0.0492549,0.0268617,0.0554413,0.0100805,0.184452,0.00438436,0.121669,-0.000262701,-0.039589,0.100054,0.0507202,0.0663172,0.0198245,0.0272335,-0.0841033,0.0952491,-0.00318302,0.053537,0.0143013,0.072346,0.0494448,0.104091,0.026228,0.0437327,0.079495,0.0641112,0.0271704,0.0268916,-168015,0.993348
-178206,0.989157,0.278402,4,15,0,178229,-0.00605129,0.99808,-0.0621995,-0.0634728,-0.0552378,-0.121048,0.0580001,0.00683235,-0.027946,-0.0930014,-0.00422501,0.0990122,0.0980865,0.0298234,0.0480206,0.019558,0.01978,0.0855707,0.0375259,0.0173204,0.00560733,0.0566545,0.105931,-0.00601046,0.0709602,0.0439013,-0.0626083,0.0251157,0.0505233,0.0479249,0.069369,0.040672,0.0388001,0.039118,0.000426732,0.192777,-0.00385617,0.106119,-0.0213302,-0.0107493,0.0755389,0.0434415,0.0473562,0.0361812,0.0231467,-0.0923672,0.0829411,-0.0441007,0.0458253,0.0534981,0.0519509,0.0506054,0.0377959,0.0430005,0.0586868,0.041045,0.0876308,0.0498065,0.0728936,-168010,0.993314
-178202,0.964882,0.278402,4,15,0,178232,-0.00686105,0.998264,-0.0303601,-0.0496073,-0.0717423,-0.129594,0.0294546,0.0219669,-0.0284737,-0.0609372,0.0274487,0.0819626,0.115701,0.0685292,0.0997448,0.0164337,0.00682521,0.0904162,0.0180392,0.0132048,0.0135711,0.0164792,0.110004,0.0134212,0.0850874,0.0239634,-0.0578909,-0.017003,0.0533291,0.064321,0.0505573,0.0377543,0.028903,0.0537455,0.00646145,0.202973,0.011309,0.107464,0.0114564,-0.0421562,0.096178,0.0583766,0.0542407,0.0225404,0.0311645,-0.0723801,0.0958928,0.0192508,0.0470049,0.0157883,0.0401891,0.0323013,0.107086,0.0436445,0.0474557,0.121018,0.0467306,0.0486867,0.0351645,-168021,0.993403
-178202,0.930003,0.278402,4,15,0,178230,-0.00957161,0.998742,-0.0499925,-0.0530456,-0.0683733,-0.119178,0.0524223,0.0139001,-0.0338088,-0.0824399,0.000812254,0.099908,0.110713,0.0270828,0.0643455,0.0230579,0.0271704,0.085053,0.0468441,0.0109021,0.0160071,0.0277146,0.100625,-0.00936762,0.0860811,0.053625,-0.0486453,-0.00836157,0.039669,0.0633572,0.0659706,0.0307392,0.0517004,0.0639938,0.0221319,0.19039,-0.0028034,0.0886811,-0.0101845,-0.024792,0.0802036,0.0529178,0.0457583,0.0149989,0.031644,-0.0795964,0.0983162,-0.0442238,0.0409634,0.0381511,0.0513248,0.0519044,0.0444228,0.0321428,0.0500884,0.0442019,0.0571969,0.0389002,0.0802378,-168016,0.993354
-178209,0.876993,0.278402,4,15,0,178237,-0.00692095,0.997754,-0.0513858,-0.0581957,-0.0884069,-0.101261,0.0371556,0.000789043,-0.016699,-0.067029,-0.00915246,0.114358,0.0917735,0.0445654,0.0794435,0.0315119,0.0213374,0.096613,0.0287363,0.0298823,0.0180947,0.035822,0.111204,-0.0181202,0.0766167,0.040703,-0.0410522,0.00286506,0.0454537,0.0582504,0.047712,0.0289706,0.038049,0.0356611,0.0154528,0.205144,0.0166374,0.110653,-0.0187896,-0.0325319,0.0851413,0.0417456,0.0466622,0.0342194,0.0121557,-0.0878701,0.0957095,-0.0413292,0.0784576,0.00869501,0.0682409,0.0325389,0.0483888,0.0288813,0.0491784,0.0659286,0.0773997,-0.00852367,0.117282,-168000,0.993233
-178208,0.78505,0.278402,4,15,0,178235,-0.00882018,0.996124,-0.0351144,-0.0625579,-0.0464169,-0.145597,0.0539105,0.0368938,-0.0365852,-0.0912641,0.0335961,0.0663488,0.124004,0.0440011,0.0646675,0.0080454,0.0116962,0.0791686,0.0317279,0.000374187,-0.00993068,0.0345445,0.110574,0.0151725,0.0834567,0.0257093,-0.0827906,0.00429634,0.0556621,0.0465221,0.0612984,0.0352787,0.0280825,0.0515898,-0.00661006,0.182539,-0.0173003,0.103113,0.00644424,-0.0230873,0.0961147,0.0546525,0.0569718,0.0244143,0.0406249,-0.0707718,0.0950259,0.0311906,0.0318559,0.0446745,0.0220283,0.0314177,0.0848241,0.0641132,0.0578876,0.0739406,0.0491292,0.0122166,0.0235144,-168043,0.993602
-178204,1,0.278402,4,15,0,178235,-0.010884,0.996875,-0.0530302,-0.0539144,-0.0677506,-0.106725,0.0452477,-0.00333875,-0.0106727,-0.0696688,-0.00783907,0.102713,0.0965736,0.0461009,0.0847631,0.0201237,0.00157426,0.093536,0.0155483,0.0180348,0.0279906,0.0362266,0.11439,-0.00798298,0.0738276,0.0435607,-0.0442245,-0.00380686,0.060916,0.0609107,0.0628,0.0461162,0.0436021,0.0402017,0.00339957,0.222565,0.0331121,0.111803,-0.015868,-0.0172926,0.0809279,0.0396584,0.0484165,0.0284016,0.0225642,-0.0870679,0.0844378,-0.0353365,0.0594336,0.0354166,0.0929506,0.0448162,0.0532388,0.0366909,0.0583441,0.0616977,0.0874737,0.0170453,0.0591033,-167990,0.993153
-178210,0.870136,0.278402,4,15,0,178244,-0.010334,0.998121,-0.0367387,-0.0570841,-0.0544063,-0.139629,0.0418099,0.0358297,-0.0466017,-0.0797724,0.0263593,0.0763651,0.115221,0.0490525,0.0594527,0.0131623,0.0212765,0.0795115,0.042156,0.00440934,-0.00487609,0.0324526,0.106449,0.0168115,0.0850807,0.0201608,-0.0725002,0.0149864,0.0436735,0.0492421,0.0580938,0.0345286,0.0248966,0.0462932,0.00453061,0.159333,-0.0248961,0.0996147,0.00306693,-0.0371523,0.0930923,0.0640547,0.0540836,0.0261168,0.0307692,-0.0817421,0.0979535,-0.0298939,0.0408166,-0.0078791,0.04949,0.0156596,0.101872,0.0492696,0.062195,0.122845,0.0493184,0.0172065,0.0264296,-168028,0.993463
-178206,0.984277,0.278402,4,15,0,178237,-0.00687453,0.998803,-0.0459277,-0.0446516,-0.0638216,-0.139152,0.0562698,-0.00551936,-0.0369174,-0.074624,-0.000782244,0.0913225,0.10586,0.0621837,0.0805118,0.0226297,0.0111151,0.0927358,0.0357569,0.0266616,-1.81582e-05,0.0387567,0.122908,-0.00262848,0.0596853,0.0194446,-0.0687069,-0.0282941,0.0391544,0.0387275,0.0663089,0.0340643,0.0402209,0.0456968,-0.0163922,0.185886,0.0234734,0.113788,0.00313818,-0.0348504,0.0926647,0.0555688,0.0546631,0.0149843,0.0200171,-0.0743623,0.0929586,0.00229994,0.0501123,0.0401756,0.0242528,0.00196087,0.054011,0.0282531,0.0517875,0.0984499,0.105307,0.0217635,0.0341795,-168035,0.993519
-178213,0.901956,0.278402,4,15,0,178244,-0.00938176,0.998723,-0.0556877,-0.0632207,-0.061852,-0.0979637,0.0359938,0.0111013,-0.0157379,-0.0793462,0.026977,0.0743617,0.108771,0.0520667,0.0640162,0.00700172,0.00620099,0.105637,0.0190853,0.0156804,0.0235293,0.0551972,0.109271,-0.00370464,0.0715343,0.0412969,-0.0659993,0.0313573,0.0593346,0.0662344,0.0783383,0.00476945,0.045224,0.0313682,0.00950586,0.202085,-0.0017478,0.112017,0.00377224,-0.0118695,0.0710111,0.0438425,0.0505558,0.0181915,0.0259328,-0.0694109,0.0961567,-0.00512413,0.0227373,0.029328,0.0727169,-0.000464217,0.0702769,0.0705853,0.039725,0.043929,0.0865013,-0.00621987,0.0399027,-167986,0.993104
