# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_model
# start_datetime = 2025-03-23 20:04:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/6ti7noxb.json
# init = 2 (Default)
# random
#   seed = 69587
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens/h2reg-20250323150456_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,mu_inner_beta,sigma_inner_beta,log_p,rmse
-178210,0.997284,0.288658,4,15,0,178237,-0.008789,0.997781,-0.0570024,-0.042491,-0.0550091,-0.125184,0.0557748,0.0351959,-0.0325913,-0.0717424,0.00180067,0.0874936,0.0906594,0.0397188,0.052143,0.0300452,0.00559271,0.082187,0.0471028,0.0264725,-0.00101668,0.0286779,0.122237,0.0153315,0.080011,0.031045,-0.0730225,0.00914602,0.0679949,0.0398753,0.0633555,0.0404707,0.019632,0.0554112,0.00546099,0.185272,0.0290541,0.114942,-0.00798193,-0.0282429,0.0885285,0.0607915,0.0404116,0.032804,0.0295114,-0.0835198,0.10071,-0.0012879,0.0713726,-0.0507947,0.0193935,0.023169,0.0772922,0.0611902,0.101685,0.0746153,0.0557496,-0.00190328,0.0525829,-168004,0.993265
-178203,0.922691,0.288658,4,15,0,178234,-0.0098806,0.99894,-0.0529158,-0.0503286,-0.0650784,-0.121394,0.0328071,0.00347682,-0.0192226,-0.0841313,0.00809264,0.0951245,0.118828,0.0430692,0.0824524,0.00514385,0.0189944,0.101093,0.0100066,0.0145907,0.0193497,0.0313085,0.107039,-0.0104913,0.0770605,0.0300814,-0.0617237,0.00292072,0.0435063,0.0608949,0.057211,0.042108,0.0510755,0.035645,0.00715614,0.216003,-0.00659227,0.102037,-0.00686577,-0.0263271,0.0837419,0.0571833,0.0618701,0.0306326,0.0164447,-0.0747368,0.0890473,-0.0273063,0.0331511,0.0844266,0.0516356,0.012209,0.0465983,0.0460556,0.0487196,0.0888864,0.0714086,0.070685,0.105191,-168016,0.993358
-178202,0.961041,0.288658,4,15,0,178230,-0.00986359,0.998076,-0.0524489,-0.0498858,-0.0666407,-0.120195,0.0316834,6.39436e-06,-0.016025,-0.0867098,0.0111857,0.0966423,0.1118,0.0472592,0.0795621,0.00383827,0.0171736,0.0994785,0.0124241,0.0135469,0.0202439,0.0374129,0.102976,-0.0145878,0.0786429,0.0366354,-0.0640837,0.00496488,0.0494428,0.0561644,0.061857,0.0496878,0.0472811,0.0348845,0.00988471,0.216469,-0.00152592,0.0992586,-0.00347741,-0.0219736,0.083725,0.0582192,0.0635213,0.0297948,0.0192936,-0.0726057,0.0846233,-0.0309524,0.0354026,0.0808441,0.0451013,0.012475,0.0538269,0.0433922,0.047064,0.0920065,0.0776912,0.0627592,0.075985,-168010,0.993312
-178200,0.916308,0.288658,4,15,0,178230,-0.00982181,0.996948,-0.0403782,-0.0627527,-0.0604407,-0.131989,0.0562272,0.0301944,-0.0374957,-0.0665025,0.0118498,0.0848815,0.10357,0.0499465,0.0681043,0.0302935,0.00884942,0.0746806,0.0404182,0.0132243,0.0028938,0.0327557,0.123216,0.0199826,0.0795008,0.0299381,-0.0600725,-0.000801506,0.0573941,0.0544203,0.0600698,0.0329469,0.0190715,0.0549423,-1.01173e-05,0.173092,0.00325244,0.11468,-0.00627721,-0.0268493,0.0823233,0.0419509,0.0366092,0.0274617,0.0363794,-0.0853434,0.0922831,-0.0359476,0.0717269,-0.0309827,0.0567517,0.0470015,0.0556358,0.0398587,0.0858539,0.0484781,0.0870482,0.0102158,0.0378519,-168018,0.993386
-178210,0.63349,0.288658,4,15,0,178236,-0.00807241,0.995044,-0.0541148,-0.0547577,-0.0600011,-0.111543,0.0305509,-0.00117356,-0.0131771,-0.0799544,0.00838373,0.0848268,0.11415,0.017795,0.0768078,0.00578016,0.0106605,0.0769643,0.0143691,0.0162574,0.00936685,0.0344351,0.102486,-0.0174419,0.0791494,0.0362709,-0.0624813,0.0167868,0.0566725,0.0521931,0.0711564,0.0389359,0.0544788,0.0417794,0.00758587,0.209185,-0.00787867,0.0993141,0.0127812,-0.031157,0.115012,0.0589209,0.0688223,0.0190622,0.0301005,-0.0709667,0.0858451,-0.0292914,0.0627937,0.0640977,0.0791459,0.01936,0.0568243,0.0713684,0.0506832,0.0886982,0.0422938,0.0697039,0.0580667,-167968,0.992984
-178206,0.947725,0.288658,4,15,0,178250,-0.00804356,0.998636,-0.0377039,-0.0574354,-0.0657353,-0.133764,0.0512382,0.0294637,-0.0414941,-0.0714875,0.0118102,0.100097,0.106086,0.0808293,0.0725545,0.0220638,0.0019231,0.0996242,0.0374346,0.0106568,0.0171148,0.0350045,0.112929,0.0271018,0.0759452,0.029019,-0.0534779,-0.00950866,0.0518674,0.0591333,0.0483994,0.0360374,0.0136675,0.0550676,-0.000835685,0.190215,0.017993,0.116383,-0.0236389,-0.0187209,0.0603497,0.0425823,0.0359219,0.0375713,0.0276182,-0.0949449,0.0964701,-0.0502921,0.0483123,0.0242672,0.00310515,0.0428327,0.0643977,0.037999,0.0588386,0.102803,0.0838417,-0.00353193,0.0271601,-168052,0.993662
-178210,0.901141,0.288658,4,15,0,178238,-0.00845181,0.999033,-0.0790121,-0.0647841,-0.0667459,-0.116721,0.0353069,0.0142326,-0.0241248,-0.0744331,-0.0115102,0.0831597,0.115365,0.0431904,0.0915795,0.0262305,0.0197885,0.0805517,0.0185989,0.00952251,0.00758862,0.0418173,0.110172,0.00955501,0.072771,0.0340383,-0.0732009,0.0025165,0.0591144,0.0416567,0.0647468,0.0339623,0.0411349,0.0449647,0.0210346,0.201162,-0.0117946,0.0899722,0.0186826,-0.0229587,0.111187,0.0537041,0.0521366,0.0107171,0.0288533,-0.0883373,0.0767474,-0.0288682,0.0878517,0.0312426,0.0344825,0.00686631,0.0559362,0.0752895,0.0430564,0.0776861,0.0433619,0.0639427,0.0680022,-168017,0.993364
-178210,0.98443,0.288658,4,15,0,178241,-0.00785361,0.99758,-0.0228605,-0.0380624,-0.0590026,-0.127153,0.0497029,0.0200779,-0.0254535,-0.0645665,0.0285281,0.0957114,0.103455,0.0484546,0.0496603,0.00364703,0.00706761,0.0918254,0.040238,0.020933,0.0134092,0.0291767,0.110953,-0.00951035,0.0834672,0.0300606,-0.0615166,0.000602477,0.0420666,0.0632775,0.0566263,0.0472443,0.0277793,0.0540805,-0.0173463,0.185463,0.00541856,0.121567,-0.0295976,-0.0230601,0.0659614,0.0489428,0.0520396,0.0488758,0.0259339,-0.0735947,0.103494,-0.0154131,0.0225919,0.0251796,0.0730404,0.0381099,0.064354,0.0415409,0.0515926,0.0532892,0.126585,0.00207281,0.128232,-167995,0.993196
-178208,0.96185,0.288658,4,15,0,178242,-0.00853111,0.997109,-0.0693057,-0.0622573,-0.0515932,-0.118847,0.0439605,0.0189194,-0.0243022,-0.0954268,-0.0215228,0.0856062,0.109234,0.0569581,0.0891772,0.0157817,0.00875496,0.0938817,0.0184201,-0.00880726,0.00696919,0.0190564,0.122753,0.0198938,0.0768407,0.0284884,-0.0712869,-0.00358135,0.0623118,0.0658345,0.0589919,0.0411408,0.0425493,0.0365377,0.0202005,0.201825,0.00788151,0.106482,0.0131783,-0.0244261,0.103738,0.0581341,0.0471082,0.0256186,0.029039,-0.0709005,0.0670888,-0.00906876,0.0648786,0.0110947,0.0162099,0.0295149,0.0684494,0.0486358,0.0450141,0.102202,0.0454995,0.0378914,0.0562826,-168027,0.993463
-178219,0.881549,0.288658,4,15,0,178249,-0.00880479,0.998503,-0.050244,-0.0670555,-0.0441143,-0.129633,0.0478312,0.0240728,-0.0323376,-0.0976185,-0.00022501,0.0863321,0.128196,0.073137,0.0880106,-0.00699732,0.0164025,0.071234,0.0199408,-0.00649416,0.00787599,0.0277595,0.119345,0.0258229,0.0833008,0.0586649,-0.0975503,0.025296,0.050079,0.0464345,0.0668211,0.0374119,0.0318063,0.0338231,0.00825958,0.199468,-0.0114194,0.0907654,0.0109029,-0.0152787,0.112835,0.0618261,0.0535742,0.0371432,0.0058088,-0.0908589,0.0820355,-0.0390024,0.0931415,0.0324073,0.0632831,0.0251495,0.0585973,0.0659705,0.0679523,0.0588463,0.0676668,0.0374754,0.0517798,-168041,0.993568
-178201,0.952362,0.288658,4,15,0,178245,-0.00799691,0.998082,-0.044771,-0.0671053,-0.0588476,-0.134865,0.0365958,0.00225207,-0.0230816,-0.0782389,0.0140313,0.0797232,0.102873,0.0438654,0.0641114,0.00787525,0.00837926,0.0914219,0.0309845,0.00747252,0.00990387,0.0504792,0.0938302,0.00872457,0.088718,0.0381441,-0.0595346,-0.0113638,0.0633062,0.0624642,0.0699759,0.0418872,0.0326837,0.0524285,-0.00836289,0.187918,-0.00382662,0.112658,-0.0233245,-0.0324265,0.0935866,0.0370837,0.0347589,0.031551,0.0228366,-0.057875,0.111209,-0.0300529,0.0651097,0.016277,0.0526286,-0.0238496,0.0524783,0.0417229,0.0343834,0.0703328,0.0655818,0.0228902,0.0345185,-168000,0.993228
-178205,0.900274,0.288658,4,15,0,178229,-0.00861301,0.996524,-0.0510946,-0.0491214,-0.0618644,-0.120597,0.0486622,0.0211379,-0.032216,-0.0723092,0.0123153,0.10058,0.118561,0.0629517,0.0895184,0.0258219,0.0210063,0.0833406,0.0146955,0.0146071,0.00323194,0.0200679,0.131519,-0.0021246,0.0683667,0.0225328,-0.0693838,0.0231578,0.0433868,0.0559939,0.0507238,0.0377621,0.0344383,0.0335647,0.0185854,0.202606,0.00624068,0.106969,0.0151659,-0.0185639,0.0842187,0.0587479,0.0658334,0.0254399,0.0191924,-0.0962159,0.0727281,-0.0383525,0.0491936,0.0290515,0.0679911,0.0694122,0.0632543,0.0535047,0.133929,0.0598451,0.0565296,0.023626,0.0475785,-168027,0.993468
-178211,0.668475,0.288658,4,15,0,178240,-0.00770895,0.994449,-0.0575054,-0.0727753,-0.0631824,-0.122496,0.0480132,0.00165877,-0.0238131,-0.0753079,0.0300406,0.0737883,0.105571,0.0527605,0.0713515,0.0107102,0.00727389,0.086627,0.0224304,-0.00770995,0.0283983,0.0229723,0.0989757,0.00216537,0.0725353,0.0434442,-0.0407749,-0.0150698,0.0558718,0.0410468,0.0576468,0.0424855,0.0307249,0.0634219,-0.0201252,0.217116,0.00161593,0.122541,-0.0118627,-0.0380179,0.103366,0.0527774,0.0439801,0.0174921,0.0326484,-0.0840717,0.0985717,-0.0459389,0.0400437,0.0541457,0.0197981,0.0416453,0.0636886,0.0351796,0.0565817,0.083157,0.0758566,0.0275569,0.0539101,-168002,0.99327
-178201,0.999353,0.288658,4,15,0,178232,-0.00922596,1.0002,-0.0428865,-0.0589962,-0.0679517,-0.121157,0.0510941,0.0196207,-0.0235455,-0.0824764,0.0112277,0.0759885,0.0997721,0.0515166,0.0762203,0.0264289,0.0157767,0.0952058,0.0386592,0.00174989,0.0159861,0.0487568,0.0965015,-0.00908643,0.0864596,0.0521692,-0.0571687,-0.0228054,0.0499544,0.0563243,0.0558834,0.0414572,0.0185641,0.0508717,0.0129281,0.184605,0.0133572,0.125971,-0.00769648,-0.0241574,0.0960328,0.0517926,0.0703554,0.0355748,0.0501275,-0.0870211,0.0939433,0.00844536,0.0458175,0.0221846,0.0218276,0.0286108,0.0482502,0.0496675,0.0493955,0.0719598,0.0755922,0.0176159,0.0158724,-168014,0.993322
-178203,0.611277,0.288658,4,15,0,178230,-0.00812026,1.00052,-0.0446726,-0.0498881,-0.0508066,-0.129577,0.0367722,0.0203612,-0.026593,-0.0674385,0.000511896,0.0920605,0.106923,0.0466156,0.0864854,0.0144471,0.00755655,0.0901901,0.0248632,0.0204628,0.0115582,0.0183937,0.110274,0.0200815,0.0688474,0.0135182,-0.0522913,0.0241268,0.0401416,0.0501474,0.0597411,0.0435947,0.0495575,0.0503234,-0.000952356,0.196856,0.00193252,0.0906059,-0.00160333,-0.0241893,0.0636096,0.0599551,0.0367636,0.0224778,0.0142111,-0.0889998,0.0962181,-0.0557189,0.0565128,0.0289,0.0939019,0.0265023,0.0732404,0.0339095,0.0373061,0.0519568,0.0487179,0.0738904,0.123393,-168007,0.993255
-178212,0.866519,0.288658,4,15,0,178238,-0.00899822,0.999907,-0.0582802,-0.0633614,-0.0575334,-0.124866,0.0446484,0.018389,-0.0288359,-0.0872017,0.019648,0.105152,0.0868424,0.0599115,0.0687272,0.0133079,0.0237886,0.0877208,0.0253588,0.0114401,-0.00294996,0.0560365,0.110225,-0.0046778,0.0658006,0.0560488,-0.0503123,0.00342507,0.0727099,0.0486969,0.0410792,0.0319114,0.0149655,0.0410881,-0.0021296,0.188577,0.00994629,0.121386,-0.0107268,-0.019706,0.0964337,0.0453042,0.0621806,0.0268096,0.0399869,-0.0531843,0.103628,0.0154625,0.0525604,0.0431592,0.0117425,0.0307132,0.0526654,0.0392502,0.0469911,0.0683022,0.0581884,-0.0266897,0.0425744,-168022,0.993394
-178209,0.99587,0.288658,4,15,0,178240,-0.00696006,1.00009,-0.0282288,-0.0526754,-0.0629614,-0.122023,0.0537983,0.0209866,-0.0284854,-0.0680671,0.00560385,0.0787929,0.106793,0.0468035,0.0701466,0.0044164,0.0268888,0.0858846,0.0307861,0.0192284,0.0111762,0.0218344,0.113008,0.0201683,0.0966678,0.00905133,-0.0671573,0.0132544,0.0401933,0.0627733,0.0795896,0.0498877,0.0463054,0.0462548,0.0249242,0.21309,-0.00133719,0.1087,0.000196974,-0.0344172,0.0905788,0.0666884,0.0461817,0.032741,0.0111764,-0.0776099,0.0857033,-0.0624726,0.0510342,0.0107186,0.0471131,0.0359037,0.137202,0.0301617,0.0547033,0.0954974,0.0564208,0.0268727,0.0810743,-167992,0.99314
-178205,0.924521,0.288658,4,15,0,178239,-0.00960715,0.997201,-0.0416838,-0.0627008,-0.0614714,-0.128589,0.0403452,0.0283994,-0.0365068,-0.0798446,0.0239882,0.0496148,0.10856,0.0494468,0.0754108,0.0173258,0.0200033,0.0933057,0.0234327,0.00654301,0.0133714,0.0274112,0.130195,0.00594851,0.0605768,0.0435413,-0.0685162,0.00666142,0.0543282,0.069364,0.0518235,0.0184918,0.0323951,0.0466598,0.00671716,0.212044,0.015804,0.110085,0.000733117,-0.00653159,0.0880168,0.0468954,0.0481927,0.000392124,0.0409096,-0.0623359,0.0942351,-0.000353523,0.0442124,0.015975,0.0444559,0.0255223,0.0562443,0.03648,0.0605324,0.0646872,0.0500459,0.0150451,0.0466829,-168009,0.99331
-178206,0.976201,0.288658,4,15,0,178231,-0.0104871,0.998751,-0.0399331,-0.0600786,-0.0677684,-0.14655,0.0388948,0.0138232,-0.0223617,-0.0794281,0.0205996,0.0586614,0.116388,0.0380806,0.0857245,0.0264835,0.0201287,0.0854352,0.0231034,0.00617731,0.0187621,0.0230086,0.115681,0.00209355,0.0677927,0.0408404,-0.0564872,0.0074561,0.0539353,0.0570215,0.038572,0.0246037,0.039354,0.0461753,-0.00282609,0.210649,0.029155,0.111459,-5.68724e-05,-0.0174072,0.0792086,0.035375,0.0538067,0.0307321,0.0303301,-0.0521032,0.0892039,-0.0415393,0.0458379,0.0152107,0.0624713,0.0130434,0.0719407,0.0354691,0.0630252,0.04124,0.0419142,-0.00111116,0.0318004,-168029,0.993465
-178203,0.84296,0.288658,4,15,0,178241,-0.00587834,0.99771,-0.0390104,-0.0603795,-0.0710693,-0.153669,0.043654,0.0120324,-0.0283572,-0.077066,0.00686716,0.0701474,0.112045,0.032588,0.089769,0.015258,0.0208343,0.0982318,0.0304264,0.0102651,0.0117495,0.0235894,0.105025,-0.00343258,0.0834976,0.0508999,-0.0573984,0.022223,0.0546975,0.0613727,0.0307367,0.025778,0.0342081,0.052307,0.00913927,0.205504,0.0298353,0.113651,-0.00763865,-0.020056,0.0859876,0.0489506,0.0474663,0.0304347,0.0301627,-0.0578064,0.0994781,-0.039349,0.0385709,0.0271121,0.0638028,0.0170208,0.0596223,0.0371648,0.0446351,0.0616247,0.0366201,0.017209,0.0295801,-168041,0.99358
-178208,0.942374,0.288658,4,15,0,178232,-0.0058002,0.997757,-0.0433656,-0.0453485,-0.0447093,-0.102418,0.0478518,0.0113342,-0.0263564,-0.0839571,0.00488656,0.0978954,0.110878,0.0651586,0.0529865,0.0121079,0.00163968,0.0749691,0.023394,0.00804597,-0.000143571,0.0452933,0.114459,0.00219857,0.0702887,0.00616193,-0.0693849,-0.0224776,0.0540081,0.0401612,0.0891284,0.0499194,0.0516307,0.0421985,0.00461317,0.179841,-0.0104474,0.106976,0.00170602,-0.0297042,0.0991137,0.0557708,0.0509509,0.0254375,0.0177343,-0.0759229,0.0755387,-0.00906381,0.0544463,0.00941509,0.0443512,0.0389286,0.0690526,0.0478141,0.066963,0.0721351,0.0727847,0.023736,0.0686584,-167974,0.993015
-178202,0.946701,0.288658,4,15,0,178241,-0.00687283,0.997693,-0.0433381,-0.0652505,-0.0761162,-0.140843,0.0350128,0.0141728,-0.0320616,-0.066408,0.0152572,0.0892496,0.104966,0.0353866,0.087871,0.0243324,0.0251073,0.0971853,0.0333168,0.0154643,0.0154324,0.0276851,0.112952,9.97066e-05,0.0864646,0.0504757,-0.0572186,0.0258785,0.055731,0.0649003,0.0248696,0.0310944,0.0199587,0.0521779,0.00813254,0.207747,0.00492424,0.105185,-0.00695628,-0.0153988,0.0832437,0.0527797,0.0651776,0.0435315,0.03413,-0.0874186,0.111119,-0.048573,0.0535237,0.0415415,0.0865474,0.0322664,0.0552416,0.032371,0.0461481,0.0770327,0.0558008,0.0453327,0.0694654,-168032,0.993504
-178204,0.926889,0.288658,4,15,0,178234,-0.00646932,0.99851,-0.0420964,-0.0517976,-0.0467137,-0.113735,0.0540223,0.0178559,-0.0229323,-0.0806136,0.0147221,0.0904343,0.112645,0.0575197,0.0625497,0.0143306,-0.00435314,0.0835823,0.0318147,0.0167768,0.00171253,0.0446566,0.10525,0.00277099,0.0747547,0.00525723,-0.0610348,-0.0184051,0.0504734,0.0425755,0.0960165,0.0403008,0.0499162,0.042665,-0.00152067,0.190762,0.00885391,0.112482,-0.0106097,-0.0376048,0.0921165,0.0515384,0.0331214,0.0303067,0.0204886,-0.0819487,0.0660816,-0.020688,0.0345167,0.0169893,0.0606613,0.00879425,0.0529763,0.0523964,0.0664514,0.0695698,0.0511197,-0.0127177,0.0639093,-167997,0.993196
-178222,0.811214,0.288658,4,15,0,178246,-0.010445,0.996691,-0.0273638,-0.053422,-0.0310034,-0.155226,0.0211333,0.0399382,-0.0390307,-0.0874673,0.0106938,0.0873677,0.121161,0.0491604,0.0383581,0.0154666,0.00798826,0.0749034,0.0214629,8.17942e-05,0.00434749,0.0530818,0.117524,-0.0103321,0.0847608,0.014406,-0.0703584,0.0158698,0.0596088,0.0547948,0.0696979,0.0343814,0.0408053,0.0594026,-0.00752087,0.189245,-0.00628506,0.0808689,0.00801359,-0.0141487,0.0843339,0.0651586,0.0455223,-0.000894557,0.0208386,-0.08309,0.0892578,-0.0424487,0.0193524,-0.000744394,0.0609989,-0.00209604,0.0462482,0.0477056,0.0672676,0.0543128,0.0861845,0.0151505,0.0513683,-168026,0.99346
-178214,0.914063,0.288658,4,15,0,178263,-0.00590675,0.999277,-0.0426337,-0.0446289,-0.0512965,-0.133036,0.0450675,-0.000833936,-0.0375811,-0.065656,-0.00846686,0.10045,0.108854,0.0421349,0.0781785,0.0340087,0.00330863,0.0735052,0.0315937,0.00932663,0.0203652,0.0385819,0.120495,0.00708279,0.0704717,0.0367955,-0.0560287,0.00466927,0.0500611,0.0665993,0.0477183,0.0466176,0.0388709,0.0431359,0.00628757,0.168756,-0.019031,0.108526,0.00528947,-0.0380337,0.114754,0.0417406,0.0483373,0.0457134,0.048846,-0.0886234,0.0723347,-0.0287022,0.0896313,0.0451304,0.0527434,0.0422314,0.0601174,0.0405865,0.0411936,0.0536833,0.0372173,0.00152198,0.0890454,-168004,0.993249
-178205,1,0.288658,4,15,0,178239,-0.00637847,0.997171,-0.0540629,-0.0612246,-0.0760849,-0.116923,0.0444816,0.0278964,-0.0286622,-0.0884311,0.0258027,0.0757872,0.110385,0.0538097,0.0673007,-0.00285284,0.0127076,0.0933888,0.0190636,0.012107,-0.00617163,0.0352654,0.104565,0.00348785,0.0904355,0.032436,-0.0616478,-0.00439777,0.0626667,0.0488747,0.0662439,0.0356695,0.0349835,0.0462037,0.000286389,0.227621,0.0251143,0.113361,-0.0233693,-0.0201162,0.071364,0.0586225,0.0586445,0.0129977,0.00498678,-0.085983,0.10767,-0.0120339,0.0464457,0.00931009,0.0417408,0.0122646,0.0540605,0.0711401,0.0726082,0.0710887,0.0650769,0.0125904,0.0405696,-168017,0.993383
-178203,0.982444,0.288658,4,15,0,178228,-0.00636747,0.998091,-0.0391369,-0.0513304,-0.0518369,-0.134255,0.0460753,0.00130542,-0.026084,-0.0641549,-0.00414844,0.0968487,0.101349,0.0421534,0.0776433,0.0323915,0.0113248,0.0818988,0.0321197,0.010468,0.0265469,0.0354977,0.122516,0.00187742,0.0684002,0.0329562,-0.065307,0.00942629,0.0486438,0.0606543,0.0548051,0.044294,0.0286991,0.0459332,0.00571595,0.159778,-0.0176793,0.0982682,0.012343,-0.0331552,0.101437,0.0419018,0.0432561,0.0440481,0.0485102,-0.0769905,0.0733798,0.0121877,0.0483263,0.0377595,0.0566016,0.0262067,0.0672376,0.0334497,0.0433579,0.0571311,0.0452061,0.0305592,0.0380895,-167998,0.993208
-178206,0.971281,0.288658,4,15,0,178227,-0.00631739,0.997884,-0.0539207,-0.0619088,-0.0733831,-0.11848,0.0409844,0.0276818,-0.027944,-0.0901433,0.0264532,0.0804351,0.111028,0.0561726,0.0691443,0.00140087,0.0126568,0.0915642,0.0230479,0.0168392,-0.00867041,0.0357003,0.0974046,0.00249375,0.0877988,0.0311209,-0.0579881,-0.00411781,0.0526131,0.0512913,0.0638478,0.0409495,0.0380905,0.0491013,0.00503853,0.228101,0.0251562,0.115351,-0.0233093,-0.014689,0.0733557,0.060599,0.0608194,0.0121588,0.00488331,-0.0911818,0.10628,-0.0581286,0.0473209,0.00609057,0.0450584,0.0262712,0.0486115,0.0422263,0.0598552,0.0694261,0.0981502,0.0387561,0.0548966,-168022,0.993414
-178200,0.997763,0.288658,4,15,0,178227,-0.0094093,0.997943,-0.0461236,-0.0562826,-0.0839205,-0.124521,0.0356472,0.0328398,-0.0404623,-0.0828084,0.00685035,0.0749456,0.100539,0.0433676,0.0838175,0.0260513,0.00255032,0.101542,0.0389374,0.00806643,-0.0103663,0.0366884,0.0890705,0.00480109,0.0709804,0.0295316,-0.0649515,0.0047713,0.0443961,0.0617871,0.0631622,0.0393378,0.0257476,0.0505716,0.00776246,0.197928,0.0147369,0.09237,-0.0227549,-0.0254796,0.070275,0.0549814,0.0548957,0.0209156,0.0224819,-0.0843435,0.090552,-0.0300532,0.0621884,0.0071039,0.0675513,0.0223574,0.0476289,0.0304735,0.0431961,0.0938152,0.08965,0.0316161,0.0882866,-168031,0.993495
-178203,0.906707,0.288658,4,15,0,178229,-0.00746524,0.997746,-0.0511406,-0.0605199,-0.0430945,-0.121015,0.040889,0.0125463,-0.0144256,-0.0692325,0.00750763,0.106684,0.110554,0.0555659,0.0695191,0.0131111,0.0149318,0.0974196,0.0256129,0.0248919,0.033396,0.0413443,0.111483,0.0164596,0.0857355,0.0293967,-0.0657848,-0.0253079,0.0538582,0.0467364,0.0500794,0.0270094,0.0168496,0.0475298,0.00352308,0.189635,0.00492154,0.122474,0.0117762,-0.0276372,0.0842269,0.0466943,0.037532,0.0387951,0.0517276,-0.0892075,0.0824492,-0.030328,0.0520551,0.050173,0.0986062,0.0167262,0.0565548,0.0473823,0.0562136,0.0728504,0.0561969,0.0537037,0.0390833,-168005,0.993274
-178205,0.944415,0.288658,4,15,0,178231,-0.00894142,0.997498,-0.0376684,-0.0571338,-0.0678813,-0.125009,0.0340185,0.0287745,-0.0384611,-0.0754733,0.0212396,0.0809165,0.116398,0.0394767,0.0754398,0.0234198,0.00228314,0.0838133,0.0364132,0.00332644,-0.0177747,0.0337884,0.122734,-0.00558838,0.0648591,0.0426655,-0.058665,0.0104707,0.0485337,0.0660478,0.0570678,0.0433197,0.0327833,0.0484492,-0.00463126,0.194367,-0.0056892,0.112671,-0.0096907,-0.023081,0.086593,0.0620267,0.065297,0.0163126,0.00012854,-0.0760041,0.103449,-0.0384058,0.046086,0.0369102,0.0420353,-0.0220353,0.0725532,0.0269608,0.0476136,0.054013,0.118135,-0.00215762,0.023116,-168013,0.993341
-178210,0.842113,0.288658,4,15,0,178234,-0.00809465,0.998514,-0.042969,-0.0448421,-0.0661519,-0.122781,0.0345938,0.0259177,-0.0154355,-0.0955703,0.0273123,0.0737506,0.116044,0.0468099,0.0637094,0.0260995,0.0241408,0.0785542,0.0205392,0.0143789,0.00475731,0.0175112,0.119224,-0.00885598,0.0934828,0.0145317,-0.0457165,-0.00620902,0.0547053,0.0599425,0.0645869,0.0521863,0.0275307,0.0541418,0.00613492,0.21172,0.012064,0.119613,-0.00955015,-0.0177506,0.0987333,0.0585859,0.0577147,0.0087615,0.00498594,-0.0729935,0.0994019,-0.0281364,0.0308584,0.0200131,0.0675778,-0.0373874,0.0878305,0.0426101,0.0453784,0.04925,0.115918,0.0394172,0.0959755,-168006,0.993276
