# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 21:44:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/hy26d6o8.json
# init = 2 (Default)
# random
#   seed = 56219
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/h-BOW-SciBERT.h-nonsems/hreg-20250511164415_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,mu_beta.1,mu_beta.2,sigma_beta.1,sigma_beta.2,log_p
# Adaptation terminated
# Step size = 0.485129
# Diagonal elements of inverse mass matrix:
# 3.32857e-05, 2.25258e-05, 0.000144189, 0.000193771, 0.000227304, 0.000196244, 0.000429074, 0.000413416, 0.000176418, 0.00020928, 0.000250684, 0.000176092, 0.000219885, 0.000263544, 0.000329402, 0.000175229, 0.000328749, 0.000434095, 0.000319798, 0.000303617, 0.00281551, 0.000883993, 0.106483, 0.0834061
-18996.6,0.823065,0.485129,3,7,0,19008.7,-0.0114425,0.973303,0.0950511,-0.0418187,0.264857,0.0900868,0.324654,0.152858,0.0054292,0.0681355,0.200015,0.141595,-0.0260715,0.0823887,0.0843555,-0.0037975,0.147279,0.100643,0.140459,0.18405,0.220697,0.0902646,0.193472,0.0769368,-19208
-19003.4,0.783631,0.485129,3,7,0,19014.9,-0.0102069,0.972505,0.0882634,-0.074385,0.242484,0.0722118,0.320686,0.156919,0.0108836,0.0827901,0.208947,0.147218,-0.0370121,0.0514631,0.0848789,0.0206596,0.155508,0.117508,0.135932,0.158467,0.076912,0.090433,0.101119,0.0676426,-19207.7
-18998.9,1,0.485129,3,7,0,19014.8,-0.00705348,0.977026,0.134555,-0.026223,0.245104,0.0875975,0.321272,0.162755,0.0308665,0.0675682,0.239128,0.129702,-0.0365906,0.126818,0.0686384,-0.022005,0.157627,0.126513,0.147026,0.202723,0.184412,0.105854,0.142412,0.0784547,-19233.3
-19003,0.598575,0.485129,3,7,0,19020.8,-0.00419682,0.972883,0.103608,-0.0503474,0.279928,0.129689,0.330259,0.12638,0.00286733,0.128049,0.218472,0.14661,-0.0363198,0.0453789,0.0379574,0.0178432,0.164919,0.100692,0.130055,0.16127,0.157731,0.117401,0.163493,0.10968,-19219.8
-18998.3,0.945737,0.485129,3,7,0,19017.2,-0.0101238,0.978218,0.143881,-0.0540509,0.262348,0.0863499,0.330472,0.148571,0.0175277,0.0704419,0.25989,0.157299,-0.0387144,0.0845652,0.0655533,-0.025817,0.166371,0.104623,0.135501,0.155851,0.129012,0.0901062,0.0987093,0.0680801,-19230.1
-18997.1,0.957965,0.485129,3,7,0,19008,-0.00779025,0.973272,0.133982,-0.0223237,0.242096,0.116939,0.356804,0.132539,0.0181275,0.0910837,0.246994,0.13778,-0.0257253,0.0781568,0.0644077,-0.00644047,0.165335,0.116122,0.107174,0.150916,0.192198,0.0974139,0.137128,0.0601808,-19232.5
-18997.2,0.876188,0.485129,3,7,0,19009.9,-0.0173954,0.979641,0.0969662,-0.0429777,0.255723,0.0930057,0.291854,0.152422,-0.0131546,0.093442,0.199945,0.147431,-0.0265596,0.0826906,0.0759945,0.00967138,0.156263,0.114284,0.151833,0.18119,0.15033,0.0810245,0.119046,0.097247,-19192.2
-19002.3,0.789849,0.485129,3,7,0,19011.6,-0.0189993,0.977362,0.11616,-0.0297374,0.272362,0.0895786,0.310918,0.143339,-0.00743173,0.0893479,0.240929,0.1434,-0.0425314,0.0791909,0.0732353,0.0229694,0.126142,0.10943,0.16016,0.216845,0.188582,0.0645079,0.127429,0.087563,-19227.4
