density,edginess,references,citations_per_year,is_center,identifier,year
17.5810087310533,0.6367028951644897,10,0.1,False,97bfa3e1ddd14a234096b2b19af36d3f7499030a,2010
15.033812425204902,0.7271158695220947,41,0.6,False,1dcf896e45a1ad6911a70fab88c69af5fb41ee16,2010
17.166090169414094,0.6482018828392029,20,0.0,False,67a38e92b8cc4f52cfec8a48d41e87731d484c84,2015
15.30324912793263,0.6264702081680298,93,0.1111111111111111,False,a606b2d2625737e8502a98f8895bf7c0a847f14f,2011
15.186020930406748,0.6754944324493408,25,0.125,False,caab5b62fbb44255e2a7512d5f35499d75d89837,2004
17.43859544040962,0.6555259227752686,25,0.2,False,4fc1b3ff900afae0c8ebc690416031b7274dcd46,2005
14.768427424142176,0.6740144491195679,35,1.105263157894737,False,e18151e5415eea50cafc01316b8f631b4b8295c5,2001
17.674888223073456,0.6455808281898499,104,133.1578947368421,False,30e1b5d711b15f9c5bc40f1c1312876f31705e7e,2001
16.12727763953314,0.6700213551521301,14,0.07692307692307693,False,bd38249ed8abf1f1a52d5e1bd31f19c036c7bd1c,2007
16.707816949584224,0.6610339283943176,20,0.125,False,b7499bd98528220a562a5e1cf1e9cbfc4bc625fc,2012
16.13352272693124,0.6465997695922852,17,8.555555555555555,False,3d7c6fb3715378055b1929fb04d76a640ccab03c,2011
13.886407840418036,0.7278665900230408,13,3.0526315789473686,False,1ded3b3f8171f77da08db3cce7e7ec9b67e53219,2001
14.775559828379551,0.6924118995666504,43,0.0,False,91aeaab3167c94df034b1c08844743b49a1d77d6,2005
18.736201831759264,0.6353044509887695,15,0.8571428571428571,False,5ca669146e0c8732bdb389b216a95b13cc412698,2013
16.25753475664068,0.6935702562332153,9,0.0,False,333963431ade1fab412e7605849b3e2e82cbad7d,2002
17.1910111596809,0.6883045434951782,77,0.6363636363636364,False,0762fe0270c2ee1341bd886d9104b7a143db6038,2009
16.775069839502407,0.692682147026062,9,0.2,False,45109ccf2dc20c6d803d54a1092aadf57397a46a,2005
15.634392705038012,0.6541785001754761,32,3.6666666666666665,False,b2e3b90bdf8342efb93450a90f204d1f0e5b0011,2002
14.365318524382175,0.6728110909461975,43,0.2777777777777778,False,6cbdee94f2419d120a1528ec900556a8dbe2c7c5,2002
15.822423708149499,0.721387505531311,88,5.7272727272727275,False,3f3936484d2105aa372b5f4f959cf058d2df915f,2009
13.445582237025324,0.7340867519378662,34,3.6,False,18a207f47062fddc03f0aa5ab480aaf3554a5643,2010
16.46892493045651,0.677954912185669,32,0.0,False,9baa1f8857f0e23465225d31de9987e0db7495f7,2014
16.894776188258977,0.6773764491081238,87,2.388888888888889,False,15e3b3247a509f290680029029b1dee861d968a9,2002
15.582176066477647,0.6427792906761169,37,2.1666666666666665,False,de69904219ff29cb8418e2c3d94925e99f1e88d6,2014
15.464069107654417,0.6644958257675171,41,2.2142857142857144,False,35f0d4a32c62f484b1214e69001c47595f6de88f,2006
15.818380887885592,0.6963143944740295,4,0.125,False,32e1a650ed87ec435e93f260524fe4f368e16a0b,2012
16.71450942856506,0.6395591497421265,88,7.888888888888889,False,8a1a77bdfc7e1ed70e5639a8566489b7726a23fb,2011
15.520471075432361,0.6581051349639893,66,1.6153846153846154,False,077da75f2c6883b9876b030963ecf980e2250f9d,2007
19.25692271691055,0.6674692630767822,44,1.3333333333333333,False,89b458c782b041f8ec7a80f2a95aba48dcbf5f2d,2014
15.525562608741218,0.6383659243583679,48,8.0,False,a3cfd9a985e3c17d759d16567f4fdb9ba7ba00d2,2018
15.57650500575744,0.709412157535553,11,1.0,False,012c77b811362c43e85418a2ea8022895b0043bf,2014
17.11881991148112,0.6455280780792236,74,18.333333333333332,False,321eaf2a5b50c236c9bc415f3085d4e3c6802219,2017
16.622859245829336,0.6511054039001465,27,0.16666666666666666,False,0d9e82e26df22f3a63a0300cdf5e70cd8c3efd24,2008
17.208272470208428,0.6826456189155579,31,0.0,False,2dbb4a5203095cec6d581c203392abd42e212f1f,2014
17.45510122003755,0.6999594569206238,15,0.6,False,257d057f58d267eda2535847b9e1e6070fb72801,2005
16.883828937827914,0.6710687875747681,23,0.42857142857142855,False,b6d00e93af04272c45bc736c2b27910d282b534e,2013
16.794367247551563,0.6927272081375122,79,5.0,False,14daf61680045032425fc828756f34985c0594b6,2019
18.145459641047207,0.6500579714775085,57,1.3333333333333333,False,caed8ea261ea6b3da2c4c68bbfbb42a20180c372,2017
16.984870908619925,0.6624172329902649,36,0.5882352941176471,False,3a90c985782dac23f590a2c932fcc808b713b241,2003
15.139982118681331,0.6764068603515625,9,0.09090909090909091,False,dcf9676e9a6eb8ad37dd5092194a0da3a315190c,2009
13.166625971928184,0.6378788352012634,26,0.0,False,c144e270e97b17fee4d72c72b925c0f6955781f4,2005
17.67292629611883,0.6396121978759766,25,0.15384615384615385,False,085c0dc6a5c74ac696c420bb0c2221b923604aaa,2007
16.59452172454643,0.6614431142807007,65,2.6,False,621c8ab5f122e692273160948b7d75ec77fca35b,2010
15.838049368774254,0.6801716685295105,7,0.0,False,d77544906f7991afa26c3638d9a86c0861478d4b,2002
16.348599653935384,0.6539899110794067,10,0.1,False,bd5fdeb1d7e72a209b46d329a1e875482fabb038,2010
16.086435311078297,0.6547069549560547,37,6.0,False,da668923c16f00f0671da101b59dfdd46a7e049c,2008
16.885642934694406,0.7020098567008972,42,1.0,False,d9aa69f97afe499bf460ab5f150a65f9212a9e4e,2018
