# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-03-23 18:53:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/fmjo15cf.json
# init = 2 (Default)
# random
#   seed = 43077
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/Word2Vec.nondens/multireg-20250323135355_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,sigma,beta.1,beta.2,beta.3,log_p
# Adaptation terminated
# Step size = 0.553837
# Diagonal elements of inverse mass matrix:
# 2.365e-05, 2.33165e-05, 2.25207e-05, 2.33792e-05, 1.73986e-05
-34393.4,0.920155,0.553837,2,7,0,34396.6,-0.0111742,0.0538069,0.173224,0.126508,0.974069,0.00514112,0.183717,0.130787,-33106.9
-34392.5,0.977015,0.553837,3,7,0,34396.1,-0.0166707,0.0538415,0.159785,0.129963,0.983454,0.00623154,0.167514,0.134359,-33103.3
-34390.3,1,0.553837,2,3,0,34393.2,-0.0150803,0.054591,0.170766,0.126621,0.978604,0.00622471,0.18083,0.130904,-33106.8
-34390.9,0.706891,0.553837,2,3,0,34394.9,-0.0177216,0.0492208,0.164621,0.127612,0.980286,0.00145807,0.173508,0.131928,-33104
-34390.1,0.983961,0.553837,2,3,0,34391.5,-0.0164662,0.0522424,0.16638,0.124977,0.979711,0.00478881,0.175949,0.129204,-33105.1
-34390.9,0.674584,0.553837,3,7,0,34394.5,-0.010557,0.0557969,0.164846,0.131682,0.976394,0.00717009,0.173172,0.136137,-33102
-34392.9,0.851925,0.553837,2,3,0,34394.1,-0.0119872,0.0561767,0.173333,0.134233,0.981524,0.00591328,0.182709,0.138774,-33108.4
-34396.2,0.560615,0.553837,3,7,0,34402.6,-0.0097601,0.0503339,0.157758,0.1295,0.973075,0.00308485,0.165215,0.133881,-33098.5
-34394.3,1,0.553837,3,7,0,34398.9,-0.0145296,0.055807,0.167029,0.123681,0.986804,0.00853366,0.176897,0.127865,-33109.4
-34390.1,1,0.553837,2,3,0,34394,-0.0134978,0.0554918,0.165047,0.125023,0.977378,0.00820346,0.174386,0.129252,-33103.7
-34390.5,0.694073,0.553837,2,3,0,34393.9,-0.0153658,0.0533726,0.165737,0.129451,0.98308,0.00508617,0.174541,0.13383,-33105.2
