# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2025-04-21 01:30:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/rju1mrte.json
# init = 2 (Default)
# random
#   seed = 74994
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/base/base-20250420203021_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.544266
# Diagonal elements of inverse mass matrix:
# 1.85416e-05, 1.46983e-05
-51473,1,0.544266,2,3,0,51473.5,0.000460368,1.00226,-48538.8
-51473.5,0.800701,0.544266,1,3,0,51475,-0.00280768,0.998409,-48538.5
-51475.6,0.829099,0.544266,2,3,0,51475.8,-0.000562296,1.00615,-48540.6
-51476,0.928527,0.544266,1,1,0,51476.6,0.000284816,1.00643,-48540.7
-51473,0.97933,0.544266,1,3,0,51475.6,-0.000528803,1.00252,-48539
-51472.9,1,0.544266,1,1,0,51473,-0.000494052,1.00211,-48538.9
-51474.6,0.846123,0.544266,2,7,0,51474.6,-0.00475068,0.997507,-48538.9
-51472.8,1,0.544266,2,3,0,51474.5,-0.00233221,1.0011,-48538.8
-51473,0.963627,0.544266,2,7,0,51473.2,-0.000507116,0.998871,-48538.2
-51472.7,0.974381,0.544266,2,3,0,51473.2,0.000393719,1.00098,-48538.5
-51474.5,0.800835,0.544266,2,3,0,51474.7,-0.00282174,0.996815,-48538.5
-51473.8,0.827613,0.544266,2,3,0,51477.3,0.00347286,0.999356,-48538.2
-51473.3,0.80019,0.544266,2,3,0,51476.5,0.00230823,1.00202,-48538.7
-51473.6,0.962229,0.544266,2,3,0,51474,0.00288059,0.999047,-48538.2
-51473.1,0.953901,0.544266,2,3,0,51474.2,0.000523652,0.999038,-48538.2
-51472.9,0.914149,0.544266,1,3,0,51473.9,-0.00139543,1.00226,-48539
-51472.7,0.813463,0.544266,2,3,0,51474.5,-3.52983e-05,1.00017,-48538.4
-51473,0.978378,0.544266,2,3,0,51473,0.0017187,1.00106,-48538.5
-51472.9,0.935442,0.544266,1,3,0,51473.6,-0.00100882,0.999399,-48538.3
-51476.1,0.722313,0.544266,2,3,0,51476.1,-0.0050369,1.00566,-48541.1
-51474.4,1,0.544266,1,1,0,51475.8,-0.00386781,1.00421,-48540.1
-51473.3,0.930383,0.544266,2,3,0,51475.2,-0.00332285,1.00233,-48539.3
-51473.4,0.961521,0.544266,2,3,0,51473.8,-0.00423573,0.999965,-48538.9
-51474.2,0.840337,0.544266,2,3,0,51474.7,-0.00264001,1.00435,-48540
-51473.1,1,0.544266,2,3,0,51474.2,-0.00322457,0.999868,-48538.7
-51474.8,0.845363,0.544266,2,3,0,51475,-0.00530348,1.00395,-48540.3
-51474.1,0.961509,0.544266,3,7,0,51476.3,0.00434726,1.00184,-48538.8
-51473.4,0.977527,0.544266,3,7,0,51474.6,0.00308383,1.00067,-48538.4
-51472.9,0.830316,0.544266,1,3,0,51475.5,-0.0028659,1.00026,-48538.7
-51473.7,0.867704,0.544266,2,3,0,51474.4,0.00388389,1.0008,-48538.5
-51472.7,0.948032,0.544266,2,3,0,51474.4,-0.00175756,1.00032,-48538.6
-51472.8,0.85266,0.544266,2,3,0,51473.9,0.000781478,1.00054,-48538.4
-51473,0.975772,0.544266,2,3,0,51473.1,-0.00337111,1.00115,-48539
-51473.2,0.942193,0.544266,2,3,0,51473.6,-0.00255533,1.0027,-48539.3
-51473.4,0.987046,0.544266,2,7,0,51473.7,-0.00356194,0.999061,-48538.7
-51475.1,0.839778,0.544266,2,3,0,51475.5,0.000153912,1.00563,-48540.3
-51475,1,0.544266,2,3,0,51475.8,0.00200743,1.00521,-48540
